'Elapsed time','ECG I'
'0:00.282',1.175
'0:00.284',1.215
'0:00.286',1.245
'0:00.288',1.350
'0:00.290',1.365
'0:00.292',1.370
'0:00.294',1.325
'0:00.296',1.270
'0:00.298',1.125
'0:00.300',1.115
'0:00.302',1.100
'0:00.304',1.215
'0:00.306',1.285
'0:00.308',1.430
'0:00.310',1.355
'0:00.312',1.375
'0:00.314',1.240
'0:00.316',1.180
'0:00.318',1.080
'0:00.320',1.070
'0:00.322',1.125
'0:00.324',1.165
'0:00.326',1.265
'0:00.328',1.435
'0:00.330',1.440
'0:00.332',1.395
'0:00.334',1.295
'0:00.336',1.220
'0:00.338',1.075
'0:00.340',1.065
'0:00.342',1.080
'0:00.344',1.155
'0:00.346',1.255
'0:00.348',1.380
'0:00.350',1.345
'0:00.352',1.285
'0:00.354',1.260
'0:00.356',1.215
'0:00.358',1.085
'0:00.360',1.080
'0:00.362',1.120
'0:00.364',1.195
'0:00.366',1.185
'0:00.368',1.285
'0:00.370',1.295
'0:00.372',1.270
'0:00.374',1.215
'0:00.376',1.200
'0:00.378',1.055
'0:00.380',1.110
'0:00.382',1.115
'0:00.384',1.160
'0:00.386',1.210
'0:00.388',1.340
'0:00.390',1.295
'0:00.392',1.260
'0:00.394',1.270
'0:00.396',1.210
'0:00.398',1.090
'0:00.400',1.045
'0:00.402',1.095
'0:00.404',1.165
'0:00.406',1.215
'0:00.408',1.325
'0:00.410',1.375
'0:00.412',1.305
'0:00.414',1.215
'0:00.416',1.150
'0:00.418',1.070
'0:00.420',1.055
'0:00.422',1.125
'0:00.424',1.195
'0:00.426',1.200
'0:00.428',1.295
'0:00.430',1.340
'0:00.432',1.285
'0:00.434',1.165
'0:00.436',1.130
'0:00.438',1.025
'0:00.440',1.050
'0:00.442',1.115
'0:00.444',1.185
'0:00.446',1.175
'0:00.448',1.280
'0:00.450',1.305
'0:00.452',1.235
'0:00.454',1.195
'0:00.456',1.120
'0:00.458',1.030
'0:00.460',1.070
'0:00.462',1.075
'0:00.464',1.155
'0:00.466',1.230
'0:00.468',1.310
'0:00.470',1.310
'0:00.472',1.190
'0:00.474',1.120
'0:00.476',1.010
'0:00.478',0.965
'0:00.480',0.995
'0:00.482',1.045
'0:00.484',1.095
'0:00.486',1.225
'0:00.488',1.350
'0:00.490',1.355
'0:00.492',1.230
'0:00.494',1.145
'0:00.496',1.070
'0:00.498',1.070
'0:00.500',1.095
'0:00.502',1.145
'0:00.504',1.140
'0:00.506',1.225
'0:00.508',1.315
'0:00.510',1.270
'0:00.512',1.150
'0:00.514',1.120
'0:00.516',1.010
'0:00.518',0.990
'0:00.520',1.010
'0:00.522',1.120
'0:00.524',1.175
'0:00.526',1.235
'0:00.528',1.260
'0:00.530',1.255
'0:00.532',1.150
'0:00.534',1.160
'0:00.536',1.005
'0:00.538',1.035
'0:00.540',1.025
'0:00.542',1.055
'0:00.544',1.125
'0:00.546',1.280
'0:00.548',1.295
'0:00.550',1.295
'0:00.552',1.190
'0:00.554',1.155
'0:00.556',1.005
'0:00.558',0.965
'0:00.560',0.980
'0:00.562',1.030
'0:00.564',1.030
'0:00.566',1.215
'0:00.568',1.230
'0:00.570',1.220
'0:00.572',1.115
'0:00.574',1.060
'0:00.576',0.950
'0:00.578',0.975
'0:00.580',0.980
'0:00.582',1.080
'0:00.584',1.115
'0:00.586',1.195
'0:00.588',1.210
'0:00.590',1.175
'0:00.592',1.080
'0:00.594',1.100
'0:00.596',0.950
'0:00.598',0.960
'0:00.600',1.030
'0:00.602',1.085
'0:00.604',1.085
'0:00.606',1.245
'0:00.608',1.210
'0:00.610',1.145
'0:00.612',1.070
'0:00.614',1.040
'0:00.616',0.915
'0:00.618',0.930
'0:00.620',1.025
'0:00.622',1.090
'0:00.624',1.135
'0:00.626',1.220
'0:00.628',1.175
'0:00.630',1.130
'0:00.632',1.070
'0:00.634',1.065
'0:00.636',0.975
'0:00.638',0.955
'0:00.640',0.975
'0:00.642',1.030
'0:00.644',1.035
'0:00.646',1.175
'0:00.648',1.185
'0:00.650',1.140
'0:00.652',1.070
'0:00.654',1.065
'0:00.656',0.900
'0:00.658',0.935
'0:00.660',1.000
'0:00.662',1.090
'0:00.664',1.050
'0:00.666',1.100
'0:00.668',1.105
'0:00.670',1.110
'0:00.672',1.115
'0:00.674',1.080
'0:00.676',0.965
'0:00.678',0.910
'0:00.680',0.960
'0:00.682',1.010
'0:00.684',1.020
'0:00.686',1.170
'0:00.688',1.165
'0:00.690',1.105
'0:00.692',1.065
'0:00.694',1.035
'0:00.696',0.925
'0:00.698',0.925
'0:00.700',0.975
'0:00.702',1.015
'0:00.704',1.060
'0:00.706',1.170
'0:00.708',1.150
'0:00.710',1.070
'0:00.712',1.020
'0:00.714',0.990
'0:00.716',0.860
'0:00.718',0.835
'0:00.720',0.915
'0:00.722',0.980
'0:00.724',1.015
'0:00.726',1.125
'0:00.728',1.180
'0:00.730',1.080
'0:00.732',1.005
'0:00.734',0.990
'0:00.736',0.880
'0:00.738',0.855
'0:00.740',0.970
'0:00.742',1.080
'0:00.744',1.110
'0:00.746',1.140
'0:00.748',1.155
'0:00.750',1.135
'0:00.752',1.085
'0:00.754',1.005
'0:00.756',0.905
'0:00.758',0.870
'0:00.760',0.955
'0:00.762',1.010
'0:00.764',1.135
'0:00.766',1.230
'0:00.768',1.130
'0:00.770',1.055
'0:00.772',1.010
'0:00.774',0.930
'0:00.776',0.870
'0:00.778',0.900
'0:00.780',0.955
'0:00.782',1.005
'0:00.784',1.095
'0:00.786',1.135
'0:00.788',1.150
'0:00.790',1.040
'0:00.792',0.990
'0:00.794',0.915
'0:00.796',0.910
'0:00.798',0.925
'0:00.800',0.935
'0:00.802',1.010
'0:00.804',1.080
'0:00.806',1.090
'0:00.808',1.030
'0:00.810',0.980
'0:00.812',1.035
'0:00.814',0.955
'0:00.816',0.905
'0:00.818',0.905
'0:00.820',0.960
'0:00.822',1.000
'0:00.824',1.080
'0:00.826',1.060
'0:00.828',1.030
'0:00.830',1.030
'0:00.832',1.065
'0:00.834',0.930
'0:00.836',0.930
'0:00.838',0.890
'0:00.840',0.930
'0:00.842',1.030
'0:00.844',1.145
'0:00.846',1.145
'0:00.848',1.165
'0:00.850',1.065
'0:00.852',1.005
'0:00.854',0.890
'0:00.856',0.890
'0:00.858',0.880
'0:00.860',0.975
'0:00.862',1.085
'0:00.864',1.190
'0:00.866',1.210
'0:00.868',1.240
'0:00.870',1.105
'0:00.872',1.025
'0:00.874',0.860
'0:00.876',0.855
'0:00.878',0.865
'0:00.880',0.990
'0:00.882',1.065
'0:00.884',1.180
'0:00.886',1.115
'0:00.888',1.080
'0:00.890',1.020
'0:00.892',0.990
'0:00.894',0.835
'0:00.896',0.815
'0:00.898',0.855
'0:00.900',0.975
'0:00.902',0.960
'0:00.904',1.075
'0:00.906',1.095
'0:00.908',1.035
'0:00.910',0.995
'0:00.912',0.990
'0:00.914',0.805
'0:00.916',0.790
'0:00.918',0.820
'0:00.920',0.920
'0:00.922',0.975
'0:00.924',1.080
'0:00.926',1.055
'0:00.928',1.040
'0:00.930',0.990
'0:00.932',0.925
'0:00.934',0.785
'0:00.936',0.855
'0:00.938',0.800
'0:00.940',0.855
'0:00.942',0.965
'0:00.944',1.085
'0:00.946',1.090
'0:00.948',1.010
'0:00.950',0.925
'0:00.952',0.920
'0:00.954',0.795
'0:00.956',0.755
'0:00.958',0.715
'0:00.960',0.845
'0:00.962',0.920
'0:00.964',1.050
'0:00.966',1.120
'0:00.968',1.050
'0:00.970',1.000
'0:00.972',0.935
'0:00.974',0.830
'0:00.976',0.795
'0:00.978',0.860
'0:00.980',0.975
'0:00.982',1.020
'0:00.984',1.060
'0:00.986',1.075
'0:00.988',0.975
'0:00.990',0.970
'0:00.992',0.965
'0:00.994',0.875
'0:00.996',0.945
'0:00.998',0.970
'0:01.000',0.975
'0:01.002',1.015
'0:01.004',1.100
'0:01.006',1.035
'0:01.008',0.905
'0:01.010',0.815
'0:01.012',0.820
'0:01.014',0.700
'0:01.016',0.660
'0:01.018',0.720
'0:01.020',0.850
'0:01.022',0.930
'0:01.024',1.035
'0:01.026',1.045
'0:01.028',1.010
'0:01.030',0.925
'0:01.032',0.830
'0:01.034',0.750
'0:01.036',0.765
'0:01.038',0.790
'0:01.040',0.840
'0:01.042',0.950
'0:01.044',1.035
'0:01.046',1.040
'0:01.048',0.955
'0:01.050',0.910
'0:01.052',0.810
'0:01.054',0.735
'0:01.056',0.735
'0:01.058',0.815
'0:01.060',0.880
'0:01.062',0.995
'0:01.064',1.045
'0:01.066',1.040
'0:01.068',1.010
'0:01.070',1.000
'0:01.072',0.850
'0:01.074',0.755
'0:01.076',0.800
'0:01.078',0.885
'0:01.080',0.895
'0:01.082',0.945
'0:01.084',0.990
'0:01.086',1.035
'0:01.088',0.985
'0:01.090',0.900
'0:01.092',0.770
'0:01.094',0.765
'0:01.096',0.770
'0:01.098',0.865
'0:01.100',0.935
'0:01.102',1.045
'0:01.104',1.090
'0:01.106',1.070
'0:01.108',1.010
'0:01.110',0.985
'0:01.112',0.845
'0:01.114',0.785
'0:01.116',0.785
'0:01.118',0.860
'0:01.120',0.905
'0:01.122',0.995
'0:01.124',1.060
'0:01.126',0.995
'0:01.128',0.955
'0:01.130',0.955
'0:01.132',0.775
'0:01.134',0.710
'0:01.136',0.820
'0:01.138',0.955
'0:01.140',0.960
'0:01.142',1.100
'0:01.144',1.130
'0:01.146',1.055
'0:01.148',0.950
'0:01.150',0.910
'0:01.152',0.775
'0:01.154',0.795
'0:01.156',0.855
'0:01.158',0.940
'0:01.160',0.970
'0:01.162',1.075
'0:01.164',1.060
'0:01.166',1.080
'0:01.168',0.975
'0:01.170',0.945
'0:01.172',0.825
'0:01.174',0.875
'0:01.176',0.890
'0:01.178',0.960
'0:01.180',0.995
'0:01.182',1.155
'0:01.184',1.095
'0:01.186',1.085
'0:01.188',1.050
'0:01.190',1.040
'0:01.192',0.880
'0:01.194',0.865
'0:01.196',0.860
'0:01.198',0.925
'0:01.200',0.965
'0:01.202',1.135
'0:01.204',1.190
'0:01.206',1.125
'0:01.208',1.070
'0:01.210',1.095
'0:01.212',0.950
'0:01.214',0.905
'0:01.216',0.980
'0:01.218',1.110
'0:01.220',1.050
'0:01.222',1.135
'0:01.224',1.170
'0:01.226',1.135
'0:01.228',1.010
'0:01.230',0.955
'0:01.232',0.865
'0:01.234',0.885
'0:01.236',0.950
'0:01.238',1.020
'0:01.240',1.085
'0:01.242',1.200
'0:01.244',1.140
'0:01.246',1.100
'0:01.248',1.030
'0:01.250',0.970
'0:01.252',0.800
'0:01.254',0.740
'0:01.256',0.795
'0:01.258',0.930
'0:01.260',1.020
'0:01.262',1.075
'0:01.264',1.030
'0:01.266',0.970
'0:01.268',0.910
'0:01.270',0.820
'0:01.272',0.735
'0:01.274',0.755
'0:01.276',0.805
'0:01.278',0.895
'0:01.280',0.945
'0:01.282',1.050
'0:01.284',1.025
'0:01.286',0.930
'0:01.288',0.820
'0:01.290',0.785
'0:01.292',0.750
'0:01.294',0.730
'0:01.296',0.780
'0:01.298',0.810
'0:01.300',0.865
'0:01.302',0.955
'0:01.304',0.945
'0:01.306',0.905
'0:01.308',0.855
'0:01.310',0.805
'0:01.312',0.710
'0:01.314',0.615
'0:01.316',0.695
'0:01.318',0.805
'0:01.320',0.880
'0:01.322',0.970
'0:01.324',0.970
'0:01.326',0.890
'0:01.328',0.790
'0:01.330',0.720
'0:01.332',0.665
'0:01.334',0.640
'0:01.336',0.725
'0:01.338',0.810
'0:01.340',0.860
'0:01.342',0.965
'0:01.344',0.980
'0:01.346',0.920
'0:01.348',0.855
'0:01.350',0.725
'0:01.352',0.725
'0:01.354',0.740
'0:01.356',0.770
'0:01.358',0.795
'0:01.360',0.860
'0:01.362',0.930
'0:01.364',0.955
'0:01.366',0.875
'0:01.368',0.770
'0:01.370',0.620
'0:01.372',0.600
'0:01.374',0.650
'0:01.376',0.760
'0:01.378',0.870
'0:01.380',0.970
'0:01.382',1.015
'0:01.384',1.005
'0:01.386',0.880
'0:01.388',0.785
'0:01.390',0.710
'0:01.392',0.695
'0:01.394',0.680
'0:01.396',0.740
'0:01.398',0.810
'0:01.400',0.910
'0:01.402',0.910
'0:01.404',0.915
'0:01.406',0.875
'0:01.408',0.800
'0:01.410',0.650
'0:01.412',0.660
'0:01.414',0.655
'0:01.416',0.700
'0:01.418',0.745
'0:01.420',0.845
'0:01.422',0.870
'0:01.424',0.860
'0:01.426',0.825
'0:01.428',0.780
'0:01.430',0.665
'0:01.432',0.715
'0:01.434',0.740
'0:01.436',0.810
'0:01.438',0.820
'0:01.440',0.970
'0:01.442',0.980
'0:01.444',0.955
'0:01.446',0.890
'0:01.448',0.775
'0:01.450',0.635
'0:01.452',0.700
'0:01.454',0.685
'0:01.456',0.760
'0:01.458',0.775
'0:01.460',0.800
'0:01.462',0.855
'0:01.464',0.890
'0:01.466',0.820
'0:01.468',0.810
'0:01.470',0.670
'0:01.472',0.635
'0:01.474',0.665
'0:01.476',0.770
'0:01.478',0.815
'0:01.480',0.955
'0:01.482',0.930
'0:01.484',0.930
'0:01.486',0.835
'0:01.488',0.725
'0:01.490',0.615
'0:01.492',0.640
'0:01.494',0.700
'0:01.496',0.785
'0:01.498',0.825
'0:01.500',0.940
'0:01.502',0.945
'0:01.504',0.860
'0:01.506',0.750
'0:01.508',0.755
'0:01.510',0.700
'0:01.512',0.705
'0:01.514',0.735
'0:01.516',0.805
'0:01.518',0.840
'0:01.520',0.950
'0:01.522',0.920
'0:01.524',0.900
'0:01.526',0.870
'0:01.528',0.835
'0:01.530',0.700
'0:01.532',0.645
'0:01.534',0.740
'0:01.536',0.815
'0:01.538',0.830
'0:01.540',0.940
'0:01.542',0.950
'0:01.544',0.935
'0:01.546',0.870
'0:01.548',0.780
'0:01.550',0.655
'0:01.552',0.630
'0:01.554',0.690
'0:01.556',0.745
'0:01.558',0.800
'0:01.560',0.930
'0:01.562',0.945
'0:01.564',0.885
'0:01.566',0.875
'0:01.568',0.805
'0:01.570',0.735
'0:01.572',0.725
'0:01.574',0.775
'0:01.576',0.820
'0:01.578',0.890
'0:01.580',1.015
'0:01.582',1.005
'0:01.584',0.880
'0:01.586',0.790
'0:01.588',0.715
'0:01.590',0.630
'0:01.592',0.695
'0:01.594',0.745
'0:01.596',0.785
'0:01.598',0.895
'0:01.600',0.965
'0:01.602',0.940
'0:01.604',0.900
'0:01.606',0.870
'0:01.608',0.780
'0:01.610',0.650
'0:01.612',0.615
'0:01.614',0.685
'0:01.616',0.780
'0:01.618',0.820
'0:01.620',0.945
'0:01.622',0.970
'0:01.624',0.950
'0:01.626',0.855
'0:01.628',0.775
'0:01.630',0.710
'0:01.632',0.730
'0:01.634',0.770
'0:01.636',0.825
'0:01.638',0.895
'0:01.640',0.970
'0:01.642',0.925
'0:01.644',0.835
'0:01.646',0.820
'0:01.648',0.695
'0:01.650',0.680
'0:01.652',0.670
'0:01.654',0.765
'0:01.656',0.850
'0:01.658',0.960
'0:01.660',1.015
'0:01.662',1.040
'0:01.664',0.950
'0:01.666',0.845
'0:01.668',0.740
'0:01.670',0.695
'0:01.672',0.640
'0:01.674',0.770
'0:01.676',0.865
'0:01.678',0.950
'0:01.680',0.995
'0:01.682',0.975
'0:01.684',0.910
'0:01.686',0.880
'0:01.688',0.765
'0:01.690',0.725
'0:01.692',0.700
'0:01.694',0.760
'0:01.696',0.830
'0:01.698',0.980
'0:01.700',1.030
'0:01.702',1.010
'0:01.704',0.915
'0:01.706',0.845
'0:01.708',0.735
'0:01.710',0.700
'0:01.712',0.725
'0:01.714',0.840
'0:01.716',0.870
'0:01.718',1.000
'0:01.720',1.010
'0:01.722',0.965
'0:01.724',0.800
'0:01.726',0.750
'0:01.728',0.695
'0:01.730',0.720
'0:01.732',0.775
'0:01.734',0.850
'0:01.736',0.860
'0:01.738',1.000
'0:01.740',0.970
'0:01.742',0.945
'0:01.744',0.860
'0:01.746',0.800
'0:01.748',0.740
'0:01.750',0.765
'0:01.752',0.730
'0:01.754',0.840
'0:01.756',0.905
'0:01.758',1.070
'0:01.760',1.035
'0:01.762',0.990
'0:01.764',0.930
'0:01.766',0.875
'0:01.768',0.710
'0:01.770',0.670
'0:01.772',0.685
'0:01.774',0.795
'0:01.776',0.895
'0:01.778',1.005
'0:01.780',1.065
'0:01.782',1.025
'0:01.784',0.920
'0:01.786',0.835
'0:01.788',0.700
'0:01.790',0.750
'0:01.792',0.820
'0:01.794',0.890
'0:01.796',0.905
'0:01.798',0.980
'0:01.800',0.980
'0:01.802',0.980
'0:01.804',0.945
'0:01.806',0.930
'0:01.808',0.810
'0:01.810',0.800
'0:01.812',0.825
'0:01.814',0.860
'0:01.816',0.890
'0:01.818',1.065
'0:01.820',1.090
'0:01.822',1.065
'0:01.824',1.005
'0:01.826',0.980
'0:01.828',0.850
'0:01.830',0.830
'0:01.832',0.835
'0:01.834',0.915
'0:01.836',0.975
'0:01.838',1.075
'0:01.840',1.085
'0:01.842',1.030
'0:01.844',0.960
'0:01.846',0.900
'0:01.848',0.750
'0:01.850',0.800
'0:01.852',0.780
'0:01.854',0.775
'0:01.856',0.905
'0:01.858',1.070
'0:01.860',1.050
'0:01.862',0.970
'0:01.864',0.915
'0:01.866',0.855
'0:01.868',0.805
'0:01.870',0.815
'0:01.872',0.885
'0:01.874',0.940
'0:01.876',0.985
'0:01.878',1.020
'0:01.880',1.045
'0:01.882',1.045
'0:01.884',0.965
'0:01.886',0.880
'0:01.888',0.800
'0:01.890',0.760
'0:01.892',0.800
'0:01.894',0.880
'0:01.896',0.890
'0:01.898',1.045
'0:01.900',1.040
'0:01.902',1.000
'0:01.904',0.920
'0:01.906',0.850
'0:01.908',0.865
'0:01.910',0.810
'0:01.912',0.885
'0:01.914',0.950
'0:01.916',1.030
'0:01.918',1.085
'0:01.920',1.095
'0:01.922',1.085
'0:01.924',1.005
'0:01.926',0.890
'0:01.928',0.820
'0:01.930',0.865
'0:01.932',0.955
'0:01.934',1.005
'0:01.936',1.140
'0:01.938',1.205
'0:01.940',1.140
'0:01.942',1.040
'0:01.944',0.940
'0:01.946',0.830
'0:01.948',0.755
'0:01.950',0.735
'0:01.952',0.820
'0:01.954',0.810
'0:01.956',0.850
'0:01.958',0.865
'0:01.960',0.890
'0:01.962',0.840
'0:01.964',0.765
'0:01.966',0.625
'0:01.968',0.630
'0:01.970',0.695
'0:01.972',0.755
'0:01.974',0.775
'0:01.976',0.910
'0:01.978',0.960
'0:01.980',0.960
'0:01.982',0.895
'0:01.984',0.885
'0:01.986',0.770
'0:01.988',0.775
'0:01.990',0.750
'0:01.992',0.880
'0:01.994',0.905
'0:01.996',1.040
'0:01.998',1.050
'0:02.000',0.975
'0:02.002',0.900
'0:02.004',0.840
'0:02.006',0.735
'0:02.008',0.730
'0:02.010',0.775
'0:02.012',0.855
'0:02.014',0.900
'0:02.016',1.060
'0:02.018',1.085
'0:02.020',1.050
'0:02.022',0.935
'0:02.024',0.895
'0:02.026',0.795
'0:02.028',0.765
'0:02.030',0.720
'0:02.032',0.840
'0:02.034',0.900
'0:02.036',1.020
'0:02.038',0.995
'0:02.040',0.980
'0:02.042',0.935
'0:02.044',0.855
'0:02.046',0.715
'0:02.048',0.725
'0:02.050',0.735
'0:02.052',0.860
'0:02.054',0.930
'0:02.056',1.040
'0:02.058',1.015
'0:02.060',0.950
'0:02.062',0.865
'0:02.064',0.875
'0:02.066',0.690
'0:02.068',0.695
'0:02.070',0.780
'0:02.072',0.915
'0:02.074',0.875
'0:02.076',1.020
'0:02.078',1.120
'0:02.080',1.080
'0:02.082',0.915
'0:02.084',0.860
'0:02.086',0.730
'0:02.088',0.760
'0:02.090',0.855
'0:02.092',0.905
'0:02.094',0.915
'0:02.096',1.005
'0:02.098',1.055
'0:02.100',1.025
'0:02.102',0.955
'0:02.104',0.970
'0:02.106',0.830
'0:02.108',0.780
'0:02.110',0.800
'0:02.112',0.905
'0:02.114',1.030
'0:02.116',1.105
'0:02.118',1.075
'0:02.120',1.015
'0:02.122',0.960
'0:02.124',0.920
'0:02.126',0.800
'0:02.128',0.790
'0:02.130',0.900
'0:02.132',0.985
'0:02.134',1.005
'0:02.136',1.155
'0:02.138',1.135
'0:02.140',1.020
'0:02.142',0.915
'0:02.144',0.850
'0:02.146',0.735
'0:02.148',0.780
'0:02.150',0.915
'0:02.152',1.040
'0:02.154',1.045
'0:02.156',1.100
'0:02.158',1.095
'0:02.160',1.050
'0:02.162',0.995
'0:02.164',0.905
'0:02.166',0.830
'0:02.168',0.840
'0:02.170',0.935
'0:02.172',0.940
'0:02.174',0.960
'0:02.176',1.050
'0:02.178',1.060
'0:02.180',1.085
'0:02.182',0.970
'0:02.184',0.880
'0:02.186',0.835
'0:02.188',0.830
'0:02.190',0.910
'0:02.192',0.920
'0:02.194',0.960
'0:02.196',1.070
'0:02.198',1.035
'0:02.200',0.930
'0:02.202',0.910
'0:02.204',0.830
'0:02.206',0.740
'0:02.208',0.765
'0:02.210',0.810
'0:02.212',0.850
'0:02.214',0.885
'0:02.216',0.925
'0:02.218',0.900
'0:02.220',0.830
'0:02.222',0.755
'0:02.224',0.660
'0:02.226',0.570
'0:02.228',0.610
'0:02.230',0.750
'0:02.232',0.835
'0:02.234',0.890
'0:02.236',0.925
'0:02.238',0.930
'0:02.240',0.850
'0:02.242',0.800
'0:02.244',0.670
'0:02.246',0.590
'0:02.248',0.635
'0:02.250',0.715
'0:02.252',0.780
'0:02.254',0.850
'0:02.256',0.935
'0:02.258',0.935
'0:02.260',0.800
'0:02.262',0.765
'0:02.264',0.680
'0:02.266',0.720
'0:02.268',0.700
'0:02.270',0.750
'0:02.272',0.790
'0:02.274',0.855
'0:02.276',0.930
'0:02.278',0.900
'0:02.280',0.845
'0:02.282',0.795
'0:02.284',0.680
'0:02.286',0.630
'0:02.288',0.680
'0:02.290',0.795
'0:02.292',0.805
'0:02.294',0.880
'0:02.296',0.855
'0:02.298',0.870
'0:02.300',0.880
'0:02.302',0.820
'0:02.304',0.615
'0:02.306',0.600
'0:02.308',0.675
'0:02.310',0.720
'0:02.312',0.765
'0:02.314',0.895
'0:02.316',0.880
'0:02.318',0.855
'0:02.320',0.740
'0:02.322',0.655
'0:02.324',0.550
'0:02.326',0.625
'0:02.328',0.695
'0:02.330',0.745
'0:02.332',0.785
'0:02.334',0.920
'0:02.336',0.915
'0:02.338',0.910
'0:02.340',0.785
'0:02.342',0.690
'0:02.344',0.630
'0:02.346',0.725
'0:02.348',0.740
'0:02.350',0.815
'0:02.352',0.780
'0:02.354',0.900
'0:02.356',0.925
'0:02.358',0.915
'0:02.360',0.825
'0:02.362',0.810
'0:02.364',0.620
'0:02.366',0.665
'0:02.368',0.715
'0:02.370',0.760
'0:02.372',0.810
'0:02.374',0.925
'0:02.376',0.955
'0:02.378',0.940
'0:02.380',0.865
'0:02.382',0.885
'0:02.384',0.715
'0:02.386',0.670
'0:02.388',0.740
'0:02.390',0.855
'0:02.392',0.835
'0:02.394',0.920
'0:02.396',0.895
'0:02.398',0.845
'0:02.400',0.800
'0:02.402',0.770
'0:02.404',0.620
'0:02.406',0.630
'0:02.408',0.730
'0:02.410',0.835
'0:02.412',0.845
'0:02.414',0.945
'0:02.416',0.965
'0:02.418',0.870
'0:02.420',0.780
'0:02.422',0.750
'0:02.424',0.685
'0:02.426',0.710
'0:02.428',0.750
'0:02.430',0.845
'0:02.432',0.835
'0:02.434',0.915
'0:02.436',0.930
'0:02.438',0.895
'0:02.440',0.880
'0:02.442',0.815
'0:02.444',0.705
'0:02.446',0.660
'0:02.448',0.735
'0:02.450',0.815
'0:02.452',0.865
'0:02.454',0.955
'0:02.456',0.985
'0:02.458',0.875
'0:02.460',0.795
'0:02.462',0.745
'0:02.464',0.725
'0:02.466',0.775
'0:02.468',0.790
'0:02.470',0.880
'0:02.472',0.935
'0:02.474',0.910
'0:02.476',0.885
'0:02.478',0.880
'0:02.480',0.760
'0:02.482',0.690
'0:02.484',0.680
'0:02.486',0.720
'0:02.488',0.780
'0:02.490',0.825
'0:02.492',0.885
'0:02.494',0.940
'0:02.496',0.935
'0:02.498',0.900
'0:02.500',0.835
'0:02.502',0.690
'0:02.504',0.595
'0:02.506',0.675
'0:02.508',0.740
'0:02.510',0.815
'0:02.512',0.915
'0:02.514',0.990
'0:02.516',0.955
'0:02.518',0.875
'0:02.520',0.810
'0:02.522',0.745
'0:02.524',0.680
'0:02.526',0.700
'0:02.528',0.750
'0:02.530',0.815
'0:02.532',0.960
'0:02.534',1.005
