'Elapsed time','V5'
'0:00.780',2.765
'0:00.784',2.765
'0:00.788',2.755
'0:00.792',2.750
'0:00.796',2.740
'0:00.800',2.740
'0:00.804',2.725
'0:00.808',2.715
'0:00.812',2.725
'0:00.816',2.725
'0:00.820',2.720
'0:00.824',2.725
'0:00.828',2.715
'0:00.832',2.725
'0:00.836',2.735
'0:00.840',2.750
'0:00.844',2.755
'0:00.848',2.755
'0:00.852',2.750
'0:00.856',2.770
'0:00.860',2.775
'0:00.864',2.770
'0:00.868',2.780
'0:00.872',2.775
'0:00.876',2.780
'0:00.880',2.780
'0:00.884',2.785
'0:00.888',2.775
'0:00.892',2.775
'0:00.896',2.780
'0:00.900',2.775
'0:00.904',2.775
'0:00.908',2.780
'0:00.912',2.780
'0:00.916',2.790
'0:00.920',2.805
'0:00.924',2.830
'0:00.928',2.845
'0:00.932',2.830
'0:00.936',2.755
'0:00.940',2.650
'0:00.944',2.490
'0:00.948',2.295
'0:00.952',2.170
'0:00.956',2.050
'0:00.960',2.005
'0:00.964',1.985
'0:00.968',2.205
'0:00.972',2.535
'0:00.976',2.775
'0:00.980',2.850
'0:00.984',2.870
'0:00.988',2.860
'0:00.992',2.810
'0:00.996',2.780
'0:01.000',2.790
'0:01.004',2.780
'0:01.008',2.775
'0:01.012',2.780
'0:01.016',2.775
'0:01.020',2.780
'0:01.024',2.785
'0:01.028',2.790
'0:01.032',2.790
'0:01.036',2.790
'0:01.040',2.775
'0:01.044',2.775
'0:01.048',2.780
'0:01.052',2.770
'0:01.056',2.775
'0:01.060',2.765
'0:01.064',2.755
'0:01.068',2.755
'0:01.072',2.750
'0:01.076',2.750
'0:01.080',2.740
'0:01.084',2.755
'0:01.088',2.740
'0:01.092',2.750
'0:01.096',2.745
'0:01.100',2.725
'0:01.104',2.730
'0:01.108',2.725
'0:01.112',2.710
'0:01.116',2.720
'0:01.120',2.720
'0:01.124',2.710
'0:01.128',2.700
'0:01.132',2.685
'0:01.136',2.675
'0:01.140',2.675
'0:01.144',2.670
'0:01.148',2.650
'0:01.152',2.645
'0:01.156',2.605
'0:01.160',2.605
'0:01.164',2.580
'0:01.168',2.565
'0:01.172',2.540
'0:01.176',2.515
'0:01.180',2.505
'0:01.184',2.480
'0:01.188',2.465
'0:01.192',2.450
'0:01.196',2.430
'0:01.200',2.430
'0:01.204',2.420
'0:01.208',2.435
'0:01.212',2.425
'0:01.216',2.420
'0:01.220',2.435
'0:01.224',2.445
'0:01.228',2.475
'0:01.232',2.520
'0:01.236',2.550
'0:01.240',2.735
'0:01.244',2.705
'0:01.248',2.705
'0:01.252',2.725
'0:01.256',2.740
'0:01.260',2.740
'0:01.264',2.750
'0:01.268',2.750
'0:01.272',2.755
'0:01.276',2.765
'0:01.280',2.765
'0:01.284',2.775
'0:01.288',2.775
'0:01.292',2.790
'0:01.296',2.780
'0:01.300',2.765
'0:01.304',2.775
'0:01.308',2.780
'0:01.312',2.785
'0:01.316',2.790
'0:01.320',2.785
'0:01.324',2.780
'0:01.328',2.785
'0:01.332',2.780
'0:01.336',2.780
'0:01.340',2.790
'0:01.344',2.775
'0:01.348',2.770
'0:01.352',2.780
'0:01.356',2.780
'0:01.360',2.785
'0:01.364',2.780
'0:01.368',2.775
'0:01.372',2.775
'0:01.376',2.780
'0:01.380',2.780
'0:01.384',2.785
'0:01.388',2.790
'0:01.392',2.780
'0:01.396',2.780
'0:01.400',2.785
'0:01.404',2.775
'0:01.408',2.775
'0:01.412',2.775
'0:01.416',2.770
'0:01.420',2.780
'0:01.424',2.775
'0:01.428',2.770
'0:01.432',2.765
'0:01.436',2.775
'0:01.440',2.775
'0:01.444',2.765
'0:01.448',2.775
'0:01.452',2.765
'0:01.456',2.775
'0:01.460',2.780
'0:01.464',2.770
'0:01.468',2.765
'0:01.472',2.765
'0:01.476',2.765
'0:01.480',2.770
'0:01.484',2.775
'0:01.488',2.765
'0:01.492',2.775
'0:01.496',2.775
'0:01.500',2.775
'0:01.504',2.770
'0:01.508',2.775
'0:01.512',2.775
'0:01.516',2.775
'0:01.520',2.775
'0:01.524',2.770
'0:01.528',2.770
'0:01.532',2.765
'0:01.536',2.770
'0:01.540',2.765
'0:01.544',2.755
'0:01.548',2.770
'0:01.552',2.755
'0:01.556',2.750
'0:01.560',2.745
'0:01.564',2.730
'0:01.568',2.740
'0:01.572',2.730
'0:01.576',2.725
'0:01.580',2.725
'0:01.584',2.725
'0:01.588',2.725
'0:01.592',2.715
'0:01.596',2.705
'0:01.600',2.720
'0:01.604',2.720
'0:01.608',2.740
'0:01.612',2.750
'0:01.616',2.745
'0:01.620',2.750
'0:01.624',2.750
'0:01.628',2.750
'0:01.632',2.755
'0:01.636',2.750
'0:01.640',2.755
'0:01.644',2.765
'0:01.648',2.760
'0:01.652',2.760
'0:01.656',2.770
'0:01.660',2.755
'0:01.664',2.775
'0:01.668',2.765
'0:01.672',2.760
'0:01.676',2.765
'0:01.680',2.755
'0:01.684',2.750
'0:01.688',2.770
'0:01.692',2.790
'0:01.696',2.815
'0:01.700',2.830
'0:01.704',2.820
'0:01.708',2.730
'0:01.712',2.600
'0:01.716',2.435
'0:01.720',2.240
'0:01.724',2.135
'0:01.728',2.045
'0:01.732',1.970
'0:01.736',1.990
'0:01.740',2.235
'0:01.744',2.550
'0:01.748',2.755
'0:01.752',2.820
'0:01.756',2.830
'0:01.760',2.805
'0:01.764',2.775
'0:01.768',2.750
'0:01.772',2.750
'0:01.776',2.755
'0:01.780',2.750
'0:01.784',2.745
'0:01.788',2.740
'0:01.792',2.745
'0:01.796',2.750
'0:01.800',2.745
'0:01.804',2.735
'0:01.808',2.730
'0:01.812',2.735
'0:01.816',2.735
'0:01.820',2.735
'0:01.824',2.725
'0:01.828',2.720
'0:01.832',2.725
'0:01.836',2.725
'0:01.840',2.725
'0:01.844',2.725
'0:01.848',2.720
'0:01.852',2.715
'0:01.856',2.720
'0:01.860',2.710
'0:01.864',2.705
'0:01.868',2.700
'0:01.872',2.690
'0:01.876',2.685
'0:01.880',2.680
'0:01.884',2.675
'0:01.888',2.675
'0:01.892',2.665
'0:01.896',2.655
'0:01.900',2.660
'0:01.904',2.650
'0:01.908',2.645
'0:01.912',2.640
'0:01.916',2.625
'0:01.920',2.605
'0:01.924',2.600
'0:01.928',2.575
'0:01.932',2.565
'0:01.936',2.545
'0:01.940',2.530
'0:01.944',2.500
'0:01.948',2.490
'0:01.952',2.475
'0:01.956',2.455
'0:01.960',2.450
'0:01.964',2.440
'0:01.968',2.405
'0:01.972',2.380
'0:01.976',2.390
'0:01.980',2.370
'0:01.984',2.385
'0:01.988',2.400
'0:01.992',2.405
'0:01.996',2.430
'0:02.000',2.455
'0:02.004',2.485
'0:02.008',2.525
'0:02.012',2.540
'0:02.016',2.580
'0:02.020',2.625
'0:02.024',2.635
'0:02.028',2.670
'0:02.032',2.680
'0:02.036',2.690
'0:02.040',2.705
'0:02.044',2.715
'0:02.048',2.710
'0:02.052',2.725
'0:02.056',2.725
'0:02.060',2.735
'0:02.064',2.735
'0:02.068',2.740
'0:02.072',2.735
'0:02.076',2.740
'0:02.080',2.745
'0:02.084',2.740
'0:02.088',2.740
'0:02.092',2.725
'0:02.096',2.745
'0:02.100',2.730
'0:02.104',2.750
'0:02.108',2.740
'0:02.112',2.750
'0:02.116',2.740
'0:02.120',2.730
'0:02.124',2.740
'0:02.128',2.745
'0:02.132',2.740
'0:02.136',2.750
'0:02.140',2.740
'0:02.144',2.745
'0:02.148',2.750
'0:02.152',2.750
'0:02.156',2.750
'0:02.160',2.750
'0:02.164',2.745
'0:02.168',2.745
'0:02.172',2.750
'0:02.176',2.740
'0:02.180',2.740
'0:02.184',2.735
'0:02.188',2.735
'0:02.192',2.740
'0:02.196',2.740
'0:02.200',2.725
'0:02.204',2.725
'0:02.208',2.735
'0:02.212',2.730
'0:02.216',2.740
'0:02.220',2.735
'0:02.224',2.740
'0:02.228',2.740
'0:02.232',2.750
'0:02.236',2.740
'0:02.240',2.750
'0:02.244',2.750
'0:02.248',2.735
'0:02.252',2.740
'0:02.256',2.740
'0:02.260',2.740
'0:02.264',2.750
'0:02.268',2.750
'0:02.272',2.740
'0:02.276',2.755
'0:02.280',2.750
'0:02.284',2.750
'0:02.288',2.750
'0:02.292',2.750
'0:02.296',2.745
'0:02.300',2.750
'0:02.304',2.750
'0:02.308',2.735
'0:02.312',2.745
'0:02.316',2.735
'0:02.320',2.745
'0:02.324',2.740
'0:02.328',2.730
'0:02.332',2.725
'0:02.336',2.725
'0:02.340',2.715
'0:02.344',2.705
'0:02.348',2.700
'0:02.352',2.700
'0:02.356',2.700
'0:02.360',2.700
'0:02.364',2.695
'0:02.368',2.700
'0:02.372',2.700
'0:02.376',2.695
'0:02.380',2.705
'0:02.384',2.725
'0:02.388',2.725
'0:02.392',2.750
'0:02.396',2.750
'0:02.400',2.750
'0:02.404',2.755
'0:02.408',2.755
'0:02.412',2.755
'0:02.416',2.755
'0:02.420',2.755
'0:02.424',2.760
'0:02.428',2.755
'0:02.432',2.765
'0:02.436',2.760
'0:02.440',2.765
'0:02.444',2.755
'0:02.448',2.750
'0:02.452',2.700
'0:02.456',2.705
'0:02.460',2.725
'0:02.464',2.765
'0:02.468',2.800
'0:02.472',2.825
'0:02.476',2.815
'0:02.480',2.740
'0:02.484',2.650
'0:02.488',2.485
'0:02.492',2.300
'0:02.496',2.155
'0:02.500',2.030
'0:02.504',2.000
'0:02.508',1.975
'0:02.512',2.165
'0:02.516',2.470
'0:02.520',2.690
'0:02.524',2.800
'0:02.528',2.820
'0:02.532',2.800
'0:02.536',2.775
'0:02.540',2.730
'0:02.544',2.735
'0:02.548',2.740
'0:02.552',2.735
'0:02.556',2.745
'0:02.560',2.750
'0:02.564',2.750
'0:02.568',2.750
'0:02.572',2.750
'0:02.576',2.740
'0:02.580',2.750
'0:02.584',2.750
'0:02.588',2.730
'0:02.592',2.750
'0:02.596',2.745
'0:02.600',2.725
'0:02.604',2.730
'0:02.608',2.740
'0:02.612',2.730
'0:02.616',2.735
'0:02.620',2.725
'0:02.624',2.715
'0:02.628',2.720
'0:02.632',2.715
'0:02.636',2.705
'0:02.640',2.710
'0:02.644',2.700
'0:02.648',2.700
'0:02.652',2.700
'0:02.656',2.700
'0:02.660',2.690
'0:02.664',2.685
'0:02.668',2.675
'0:02.672',2.665
'0:02.676',2.665
'0:02.680',2.650
'0:02.684',2.640
'0:02.688',2.640
'0:02.692',2.625
'0:02.696',2.615
'0:02.700',2.600
'0:02.704',2.575
'0:02.708',2.560
'0:02.712',2.550
'0:02.716',2.525
'0:02.720',2.495
'0:02.724',2.490
'0:02.728',2.450
'0:02.732',2.450
'0:02.736',2.430
'0:02.740',2.425
'0:02.744',2.425
'0:02.748',2.395
'0:02.752',2.390
'0:02.756',2.380
'0:02.760',2.390
'0:02.764',2.400
'0:02.768',2.425
'0:02.772',2.440
'0:02.776',2.475
'0:02.780',2.515
'0:02.784',2.550
'0:02.788',2.570
'0:02.792',2.600
'0:02.796',2.630
'0:02.800',2.650
'0:02.804',2.675
'0:02.808',2.685
'0:02.812',2.700
'0:02.816',2.715
'0:02.820',2.715
'0:02.824',2.720
'0:02.828',2.725
'0:02.832',2.725
'0:02.836',2.730
'0:02.840',2.740
'0:02.844',2.735
'0:02.848',2.745
'0:02.852',2.730
'0:02.856',2.735
'0:02.860',2.735
'0:02.864',2.750
'0:02.868',2.735
'0:02.872',2.735
'0:02.876',2.735
'0:02.880',2.730
'0:02.884',2.740
'0:02.888',2.750
'0:02.892',2.735
'0:02.896',2.735
'0:02.900',2.735
'0:02.904',2.735
'0:02.908',2.735
'0:02.912',2.740
'0:02.916',2.725
'0:02.920',2.725
'0:02.924',2.730
'0:02.928',2.720
'0:02.932',2.730
'0:02.936',2.730
'0:02.940',2.725
'0:02.944',2.740
'0:02.948',2.740
'0:02.952',2.730
'0:02.956',2.735
'0:02.960',2.725
'0:02.964',2.725
'0:02.968',2.730
'0:02.972',2.725
'0:02.976',2.725
'0:02.980',2.730
'0:02.984',2.725
'0:02.988',2.725
'0:02.992',2.725
'0:02.996',2.715
'0:03.000',2.720
'0:03.004',2.725
'0:03.008',2.725
'0:03.012',2.725
'0:03.016',2.720
'0:03.020',2.725
'0:03.024',2.720
'0:03.028',2.715
'0:03.032',2.720
'0:03.036',2.725
'0:03.040',2.725
'0:03.044',2.725
'0:03.048',2.725
'0:03.052',2.725
'0:03.056',2.730
'0:03.060',2.735
'0:03.064',2.735
'0:03.068',2.735
'0:03.072',2.740
'0:03.076',2.730
'0:03.080',2.720
'0:03.084',2.730
'0:03.088',2.725
'0:03.092',2.725
'0:03.096',2.720
'0:03.100',2.730
'0:03.104',2.725
'0:03.108',2.725
'0:03.112',2.730
'0:03.116',2.715
'0:03.120',2.705
'0:03.124',2.700
'0:03.128',2.685
'0:03.132',2.680
'0:03.136',2.675
'0:03.140',2.675
'0:03.144',2.675
'0:03.148',2.665
'0:03.152',2.665
'0:03.156',2.675
'0:03.160',2.670
'0:03.164',2.665
'0:03.168',2.700
'0:03.172',2.705
'0:03.176',2.720
'0:03.180',2.725
'0:03.184',2.720
'0:03.188',2.725
'0:03.192',2.725
'0:03.196',2.725
'0:03.200',2.740
'0:03.204',2.735
'0:03.208',2.735
'0:03.212',2.735
'0:03.216',2.730
'0:03.220',2.730
'0:03.224',2.735
'0:03.228',2.735
'0:03.232',2.735
'0:03.236',2.740
'0:03.240',2.740
'0:03.244',2.735
'0:03.248',2.740
'0:03.252',2.765
'0:03.256',2.780
'0:03.260',2.800
'0:03.264',2.770
'0:03.268',2.675
'0:03.272',2.550
'0:03.276',2.370
'0:03.280',2.205
'0:03.284',2.095
'0:03.288',2.040
'0:03.292',1.990
'0:03.296',2.055
'0:03.300',2.325
'0:03.304',2.615
'0:03.308',2.755
'0:03.312',2.790
'0:03.316',2.790
'0:03.320',2.775
'0:03.324',2.740
'0:03.328',2.725
'0:03.332',2.725
'0:03.336',2.725
'0:03.340',2.735
'0:03.344',2.740
'0:03.348',2.725
'0:03.352',2.725
'0:03.356',2.725
'0:03.360',2.725
'0:03.364',2.725
'0:03.368',2.725
'0:03.372',2.735
'0:03.376',2.725
'0:03.380',2.720
'0:03.384',2.705
'0:03.388',2.705
'0:03.392',2.705
'0:03.396',2.700
'0:03.400',2.705
'0:03.404',2.700
'0:03.408',2.695
'0:03.412',2.705
'0:03.416',2.705
'0:03.420',2.700
'0:03.424',2.710
'0:03.428',2.700
'0:03.432',2.680
'0:03.436',2.675
'0:03.440',2.665
'0:03.444',2.660
'0:03.448',2.670
'0:03.452',2.650
'0:03.456',2.650
'0:03.460',2.650
'0:03.464',2.645
'0:03.468',2.635
'0:03.472',2.625
'0:03.476',2.600
'0:03.480',2.600
'0:03.484',2.600
'0:03.488',2.565
'0:03.492',2.550
'0:03.496',2.540
'0:03.500',2.510
'0:03.504',2.495
'0:03.508',2.485
'0:03.512',2.455
'0:03.516',2.460
'0:03.520',2.440
'0:03.524',2.390
'0:03.528',2.390
'0:03.532',2.380
'0:03.536',2.385
'0:03.540',2.375
'0:03.544',2.385
'0:03.548',2.390
'0:03.552',2.410
'0:03.556',2.430
'0:03.560',2.450
'0:03.564',2.480
'0:03.568',2.515
'0:03.572',2.550
'0:03.576',2.575
'0:03.580',2.610
'0:03.584',2.630
'0:03.588',2.655
'0:03.592',2.690
'0:03.596',2.700
'0:03.600',2.710
'0:03.604',2.715
'0:03.608',2.705
'0:03.612',2.725
'0:03.616',2.725
'0:03.620',2.730
'0:03.624',2.735
'0:03.628',2.735
'0:03.632',2.730
'0:03.636',2.745
'0:03.640',2.735
'0:03.644',2.740
'0:03.648',2.750
'0:03.652',2.750
'0:03.656',2.650
'0:03.660',2.685
'0:03.664',2.700
'0:03.668',2.710
'0:03.672',2.725
'0:03.676',2.735
'0:03.680',2.740
'0:03.684',2.730
'0:03.688',2.725
'0:03.692',2.735
'0:03.696',2.735
'0:03.700',2.740
'0:03.704',2.745
'0:03.708',2.740
'0:03.712',2.730
'0:03.716',2.730
'0:03.720',2.735
'0:03.724',2.730
'0:03.728',2.745
'0:03.732',2.740
'0:03.736',2.735
'0:03.740',2.735
'0:03.744',2.735
'0:03.748',2.725
'0:03.752',2.735
'0:03.756',2.725
'0:03.760',2.725
'0:03.764',2.730
'0:03.768',2.725
'0:03.772',2.725
'0:03.776',2.735
'0:03.780',2.735
'0:03.784',2.735
'0:03.788',2.740
'0:03.792',2.735
'0:03.796',2.725
'0:03.800',2.735
'0:03.804',2.725
'0:03.808',2.725
'0:03.812',2.730
'0:03.816',2.725
'0:03.820',2.725
'0:03.824',2.745
'0:03.828',2.740
'0:03.832',2.740
'0:03.836',2.740
'0:03.840',2.740
'0:03.844',2.740
'0:03.848',2.735
'0:03.852',2.740
'0:03.856',2.745
'0:03.860',2.740
'0:03.864',2.745
'0:03.868',2.740
'0:03.872',2.740
'0:03.876',2.730
'0:03.880',2.740
'0:03.884',2.745
'0:03.888',2.735
'0:03.892',2.740
'0:03.896',2.735
'0:03.900',2.715
'0:03.904',2.700
'0:03.908',2.705
'0:03.912',2.700
'0:03.916',2.700
'0:03.920',2.695
'0:03.924',2.680
'0:03.928',2.685
'0:03.932',2.695
'0:03.936',2.675
'0:03.940',2.680
'0:03.944',2.700
'0:03.948',2.710
'0:03.952',2.720
'0:03.956',2.720
'0:03.960',2.720
'0:03.964',2.725
'0:03.968',2.735
'0:03.972',2.730
'0:03.976',2.735
'0:03.980',2.725
'0:03.984',2.725
'0:03.988',2.735
'0:03.992',2.725
'0:03.996',2.730
'0:04.000',2.730
'0:04.004',2.730
'0:04.008',2.735
'0:04.012',2.750
'0:04.016',2.740
'0:04.020',2.730
'0:04.024',2.735
'0:04.028',2.730
'0:04.032',2.775
'0:04.036',2.805
'0:04.040',2.800
'0:04.044',2.755
'0:04.048',2.665
'0:04.052',2.565
'0:04.056',2.360
'0:04.060',2.200
'0:04.064',2.085
'0:04.068',2.005
'0:04.072',1.975
'0:04.076',2.045
'0:04.080',2.340
'0:04.084',2.645
'0:04.088',2.775
'0:04.092',2.825
'0:04.096',2.820
'0:04.100',2.790
'0:04.104',2.755
'0:04.108',2.735
'0:04.112',2.725
'0:04.116',2.725
'0:04.120',2.715
'0:04.124',2.720
'0:04.128',2.720
'0:04.132',2.720
'0:04.136',2.715
'0:04.140',2.715
'0:04.144',2.720
'0:04.148',2.715
'0:04.152',2.720
'0:04.156',2.700
'0:04.160',2.700
'0:04.164',2.705
'0:04.168',2.690
'0:04.172',2.685
'0:04.176',2.675
'0:04.180',2.675
'0:04.184',2.685
'0:04.188',2.675
'0:04.192',2.665
'0:04.196',2.675
'0:04.200',2.675
'0:04.204',2.670
'0:04.208',2.665
'0:04.212',2.655
'0:04.216',2.650
'0:04.220',2.650
'0:04.224',2.645
'0:04.228',2.645
'0:04.232',2.640
'0:04.236',2.625
'0:04.240',2.620
'0:04.244',2.610
'0:04.248',2.600
'0:04.252',2.590
'0:04.256',2.580
'0:04.260',2.580
'0:04.264',2.560
'0:04.268',2.550
'0:04.272',2.520
'0:04.276',2.500
'0:04.280',2.475
'0:04.284',2.470
'0:04.288',2.450
'0:04.292',2.440
'0:04.296',2.440
'0:04.300',2.415
'0:04.304',2.405
'0:04.308',2.390
'0:04.312',2.385
'0:04.316',2.360
'0:04.320',2.350
'0:04.324',2.355
'0:04.328',2.360
'0:04.332',2.380
'0:04.336',2.405
'0:04.340',2.430
'0:04.344',2.465
'0:04.348',2.500
'0:04.352',2.530
'0:04.356',2.555
'0:04.360',2.585
'0:04.364',2.615
'0:04.368',2.625
'0:04.372',2.650
'0:04.376',2.650
'0:04.380',2.670
'0:04.384',2.685
'0:04.388',2.680
'0:04.392',2.680
'0:04.396',2.690
'0:04.400',2.710
'0:04.404',2.700
'0:04.408',2.700
'0:04.412',2.700
'0:04.416',2.690
'0:04.420',2.700
'0:04.424',2.700
'0:04.428',2.700
'0:04.432',2.705
'0:04.436',2.700
'0:04.440',2.700
'0:04.444',2.700
'0:04.448',2.700
'0:04.452',2.700
'0:04.456',2.700
'0:04.460',2.700
'0:04.464',2.690
'0:04.468',2.690
'0:04.472',2.685
'0:04.476',2.690
'0:04.480',2.700
'0:04.484',2.700
'0:04.488',2.700
'0:04.492',2.700
'0:04.496',2.700
'0:04.500',2.700
'0:04.504',2.700
'0:04.508',2.695
'0:04.512',2.700
'0:04.516',2.700
'0:04.520',2.685
'0:04.524',2.680
'0:04.528',2.695
'0:04.532',2.690
'0:04.536',2.680
'0:04.540',2.685
'0:04.544',2.680
'0:04.548',2.700
'0:04.552',2.695
'0:04.556',2.685
'0:04.560',2.690
'0:04.564',2.690
'0:04.568',2.685
'0:04.572',2.700
'0:04.576',2.715
'0:04.580',2.700
'0:04.584',2.700
'0:04.588',2.700
'0:04.592',2.700
'0:04.596',2.705
'0:04.600',2.705
'0:04.604',2.690
'0:04.608',2.700
'0:04.612',2.695
'0:04.616',2.700
'0:04.620',2.715
'0:04.624',2.710
'0:04.628',2.695
'0:04.632',2.700
'0:04.636',2.700
'0:04.640',2.700
'0:04.644',2.705
'0:04.648',2.700
'0:04.652',2.700
'0:04.656',2.710
'0:04.660',2.705
'0:04.664',2.710
'0:04.668',2.705
'0:04.672',2.700
'0:04.676',2.700
'0:04.680',2.700
'0:04.684',2.685
'0:04.688',2.675
'0:04.692',2.670
'0:04.696',2.670
'0:04.700',2.670
'0:04.704',2.655
'0:04.708',2.655
'0:04.712',2.650
'0:04.716',2.650
'0:04.720',2.650
'0:04.724',2.650
'0:04.728',2.660
'0:04.732',2.655
'0:04.736',2.685
'0:04.740',2.700
'0:04.744',2.705
'0:04.748',2.715
'0:04.752',2.715
'0:04.756',2.705
'0:04.760',2.720
'0:04.764',2.720
'0:04.768',2.720
'0:04.772',2.725
'0:04.776',2.725
'0:04.780',2.720
'0:04.784',2.725
'0:04.788',2.715
'0:04.792',2.715
'0:04.796',2.730
'0:04.800',2.725
'0:04.804',2.715
'0:04.808',2.720
'0:04.812',2.725
'0:04.816',2.745
'0:04.820',2.790
'0:04.824',2.800
'0:04.828',2.775
'0:04.832',2.700
'0:04.836',2.555
'0:04.840',2.350
'0:04.844',2.195
'0:04.848',2.050
'0:04.852',2.025
'0:04.856',1.970
'0:04.860',2.050
'0:04.864',2.280
'0:04.868',2.575
'0:04.872',2.750
'0:04.876',2.805
'0:04.880',2.810
'0:04.884',2.765
'0:04.888',2.730
'0:04.892',2.715
'0:04.896',2.705
'0:04.900',2.700
'0:04.904',2.715
'0:04.908',2.695
'0:04.912',2.715
'0:04.916',2.710
'0:04.920',2.705
'0:04.924',2.715
'0:04.928',2.715
'0:04.932',2.710
'0:04.936',2.710
'0:04.940',2.695
'0:04.944',2.700
'0:04.948',2.705
'0:04.952',2.705
'0:04.956',2.690
'0:04.960',2.700
'0:04.964',2.685
'0:04.968',2.685
'0:04.972',2.690
'0:04.976',2.680
'0:04.980',2.685
'0:04.984',2.675
'0:04.988',2.665
'0:04.992',2.675
'0:04.996',2.665
'0:05.000',2.655
'0:05.004',2.655
'0:05.008',2.650
'0:05.012',2.650
'0:05.016',2.645
'0:05.020',2.630
'0:05.024',2.625
'0:05.028',2.625
'0:05.032',2.620
'0:05.036',2.605
'0:05.040',2.605
'0:05.044',2.595
'0:05.048',2.575
'0:05.052',2.565
'0:05.056',2.555
'0:05.060',2.530
'0:05.064',2.510
'0:05.068',2.495
