'Elapsed time','V5'
'0:00.772',-4.625
'0:00.776',-4.625
'0:00.780',-4.625
'0:00.784',-4.625
'0:00.788',-4.610
'0:00.792',-4.600
'0:00.796',-4.595
'0:00.800',-4.585
'0:00.804',-4.575
'0:00.808',-4.555
'0:00.812',-4.545
'0:00.816',-4.535
'0:00.820',-4.530
'0:00.824',-4.525
'0:00.828',-4.530
'0:00.832',-4.530
'0:00.836',-4.520
'0:00.840',-4.510
'0:00.844',-4.520
'0:00.848',-4.530
'0:00.852',-4.535
'0:00.856',-4.545
'0:00.860',-4.555
'0:00.864',-4.575
'0:00.868',-4.585
'0:00.872',-4.590
'0:00.876',-4.595
'0:00.880',-4.595
'0:00.884',-4.595
'0:00.888',-4.605
'0:00.892',-4.610
'0:00.896',-4.615
'0:00.900',-4.605
'0:00.904',-4.600
'0:00.908',-4.595
'0:00.912',-4.595
'0:00.916',-4.595
'0:00.920',-4.595
'0:00.924',-4.590
'0:00.928',-4.580
'0:00.932',-4.565
'0:00.936',-4.555
'0:00.940',-4.505
'0:00.944',-4.370
'0:00.948',-4.130
'0:00.952',-3.835
'0:00.956',-3.610
'0:00.960',-3.490
'0:00.964',-3.420
'0:00.968',-3.385
'0:00.972',-3.380
'0:00.976',-3.440
'0:00.980',-3.550
'0:00.984',-3.750
'0:00.988',-4.100
'0:00.992',-4.510
'0:00.996',-4.605
'0:01.000',-4.490
'0:01.004',-4.360
'0:01.008',-4.295
'0:01.012',-4.300
'0:01.016',-4.340
'0:01.020',-4.395
'0:01.024',-4.420
'0:01.028',-4.435
'0:01.032',-4.435
'0:01.036',-4.425
'0:01.040',-4.435
'0:01.044',-4.425
'0:01.048',-4.425
'0:01.052',-4.425
'0:01.056',-4.425
'0:01.060',-4.420
'0:01.064',-4.415
'0:01.068',-4.405
'0:01.072',-4.400
'0:01.076',-4.395
'0:01.080',-4.395
'0:01.084',-4.395
'0:01.088',-4.375
'0:01.092',-4.365
'0:01.096',-4.360
'0:01.100',-4.350
'0:01.104',-4.340
'0:01.108',-4.340
'0:01.112',-4.330
'0:01.116',-4.325
'0:01.120',-4.320
'0:01.124',-4.305
'0:01.128',-4.300
'0:01.132',-4.285
'0:01.136',-4.270
'0:01.140',-4.250
'0:01.144',-4.255
'0:01.148',-4.235
'0:01.152',-4.225
'0:01.156',-4.215
'0:01.160',-4.190
'0:01.164',-4.185
'0:01.168',-4.170
'0:01.172',-4.160
'0:01.176',-4.150
'0:01.180',-4.135
'0:01.184',-4.115
'0:01.188',-4.095
'0:01.192',-4.080
'0:01.196',-4.065
'0:01.200',-4.040
'0:01.204',-4.025
'0:01.208',-4.020
'0:01.212',-4.010
'0:01.216',-3.995
'0:01.220',-3.980
'0:01.224',-3.965
'0:01.228',-3.965
'0:01.232',-3.960
'0:01.236',-3.970
'0:01.240',-3.980
'0:01.244',-3.990
'0:01.248',-4.005
'0:01.252',-4.025
'0:01.256',-4.065
'0:01.260',-4.110
'0:01.264',-4.155
'0:01.268',-4.205
'0:01.272',-4.250
'0:01.276',-4.290
'0:01.280',-4.330
'0:01.284',-4.370
'0:01.288',-4.395
'0:01.292',-4.420
'0:01.296',-4.440
'0:01.300',-4.460
'0:01.304',-4.480
'0:01.308',-4.490
'0:01.312',-4.495
'0:01.316',-4.500
'0:01.320',-4.505
'0:01.324',-4.500
'0:01.328',-4.510
'0:01.332',-4.510
'0:01.336',-4.510
'0:01.340',-4.510
'0:01.344',-4.510
'0:01.348',-4.515
'0:01.352',-4.510
'0:01.356',-4.510
'0:01.360',-4.515
'0:01.364',-4.510
'0:01.368',-4.510
'0:01.372',-4.510
'0:01.376',-4.510
'0:01.380',-4.500
'0:01.384',-4.490
'0:01.388',-4.490
'0:01.392',-4.500
'0:01.396',-4.510
'0:01.400',-4.510
'0:01.404',-4.520
'0:01.408',-4.515
'0:01.412',-4.510
'0:01.416',-4.510
'0:01.420',-4.510
'0:01.424',-4.520
'0:01.428',-4.525
'0:01.432',-4.530
'0:01.436',-4.535
'0:01.440',-4.535
'0:01.444',-4.540
'0:01.448',-4.530
'0:01.452',-4.545
'0:01.456',-4.550
'0:01.460',-4.565
'0:01.464',-4.565
'0:01.468',-4.555
'0:01.472',-4.555
'0:01.476',-4.560
'0:01.480',-4.555
'0:01.484',-4.570
'0:01.488',-4.575
'0:01.492',-4.585
'0:01.496',-4.590
'0:01.500',-4.580
'0:01.504',-4.580
'0:01.508',-4.585
'0:01.512',-4.580
'0:01.516',-4.595
'0:01.520',-4.595
'0:01.524',-4.595
'0:01.528',-4.590
'0:01.532',-4.595
'0:01.536',-4.590
'0:01.540',-4.590
'0:01.544',-4.595
'0:01.548',-4.605
'0:01.552',-4.610
'0:01.556',-4.610
'0:01.560',-4.605
'0:01.564',-4.600
'0:01.568',-4.595
'0:01.572',-4.600
'0:01.576',-4.605
'0:01.580',-4.610
'0:01.584',-4.610
'0:01.588',-4.610
'0:01.592',-4.605
'0:01.596',-4.600
'0:01.600',-4.600
'0:01.604',-4.600
'0:01.608',-4.605
'0:01.612',-4.620
'0:01.616',-4.615
'0:01.620',-4.610
'0:01.624',-4.605
'0:01.628',-4.610
'0:01.632',-4.605
'0:01.636',-4.605
'0:01.640',-4.605
'0:01.644',-4.615
'0:01.648',-4.610
'0:01.652',-4.610
'0:01.656',-4.610
'0:01.660',-4.605
'0:01.664',-4.610
'0:01.668',-4.605
'0:01.672',-4.615
'0:01.676',-4.610
'0:01.680',-4.610
'0:01.684',-4.610
'0:01.688',-4.605
'0:01.692',-4.600
'0:01.696',-4.605
'0:01.700',-4.610
'0:01.704',-4.615
'0:01.708',-4.610
'0:01.712',-4.605
'0:01.716',-4.605
'0:01.720',-4.610
'0:01.724',-4.605
'0:01.728',-4.600
'0:01.732',-4.600
'0:01.736',-4.605
'0:01.740',-4.605
'0:01.744',-4.605
'0:01.748',-4.605
'0:01.752',-4.600
'0:01.756',-4.600
'0:01.760',-4.595
'0:01.764',-4.600
'0:01.768',-4.605
'0:01.772',-4.600
'0:01.776',-4.595
'0:01.780',-4.575
'0:01.784',-4.555
'0:01.788',-4.530
'0:01.792',-4.525
'0:01.796',-4.520
'0:01.800',-4.520
'0:01.804',-4.510
'0:01.808',-4.510
'0:01.812',-4.500
'0:01.816',-4.495
'0:01.820',-4.485
'0:01.824',-4.480
'0:01.828',-4.495
'0:01.832',-4.520
'0:01.836',-4.535
'0:01.840',-4.535
'0:01.844',-4.540
'0:01.848',-4.545
'0:01.852',-4.555
'0:01.856',-4.565
'0:01.860',-4.575
'0:01.864',-4.575
'0:01.868',-4.580
'0:01.872',-4.580
'0:01.876',-4.585
'0:01.880',-4.570
'0:01.884',-4.570
'0:01.888',-4.585
'0:01.892',-4.590
'0:01.896',-4.585
'0:01.900',-4.575
'0:01.904',-4.575
'0:01.908',-4.565
'0:01.912',-4.555
'0:01.916',-4.550
'0:01.920',-4.525
'0:01.924',-4.455
'0:01.928',-4.290
'0:01.932',-3.990
'0:01.936',-3.690
'0:01.940',-3.495
'0:01.944',-3.385
'0:01.948',-3.325
'0:01.952',-3.300
'0:01.956',-3.325
'0:01.960',-3.415
'0:01.964',-3.565
'0:01.968',-3.855
'0:01.972',-4.305
'0:01.976',-4.575
'0:01.980',-4.535
'0:01.984',-4.395
'0:01.988',-4.300
'0:01.992',-4.280
'0:01.996',-4.310
'0:02.000',-4.360
'0:02.004',-4.400
'0:02.008',-4.415
'0:02.012',-4.420
'0:02.016',-4.420
'0:02.020',-4.425
'0:02.024',-4.415
'0:02.028',-4.415
'0:02.032',-4.410
'0:02.036',-4.400
'0:02.040',-4.405
'0:02.044',-4.395
'0:02.048',-4.395
'0:02.052',-4.385
'0:02.056',-4.380
'0:02.060',-4.375
'0:02.064',-4.375
'0:02.068',-4.360
'0:02.072',-4.345
'0:02.076',-4.340
'0:02.080',-4.340
'0:02.084',-4.340
'0:02.088',-4.335
'0:02.092',-4.315
'0:02.096',-4.300
'0:02.100',-4.290
'0:02.104',-4.280
'0:02.108',-4.285
'0:02.112',-4.285
'0:02.116',-4.270
'0:02.120',-4.255
'0:02.124',-4.235
'0:02.128',-4.220
'0:02.132',-4.210
'0:02.136',-4.205
'0:02.140',-4.190
'0:02.144',-4.185
'0:02.148',-4.180
'0:02.152',-4.155
'0:02.156',-4.140
'0:02.160',-4.115
'0:02.164',-4.095
'0:02.168',-4.080
'0:02.172',-4.060
'0:02.176',-4.050
'0:02.180',-4.040
'0:02.184',-4.025
'0:02.188',-4.000
'0:02.192',-3.990
'0:02.196',-3.975
'0:02.200',-3.970
'0:02.204',-3.965
'0:02.208',-3.955
'0:02.212',-3.955
'0:02.216',-3.945
'0:02.220',-3.945
'0:02.224',-3.950
'0:02.228',-3.965
'0:02.232',-3.990
'0:02.236',-4.025
'0:02.240',-4.070
'0:02.244',-4.115
'0:02.248',-4.160
'0:02.252',-4.210
'0:02.256',-4.250
'0:02.260',-4.290
'0:02.264',-4.325
'0:02.268',-4.365
'0:02.272',-4.405
'0:02.276',-4.425
'0:02.280',-4.445
'0:02.284',-4.460
'0:02.288',-4.475
'0:02.292',-4.480
'0:02.296',-4.495
'0:02.300',-4.500
'0:02.304',-4.510
'0:02.308',-4.510
'0:02.312',-4.510
'0:02.316',-4.510
'0:02.320',-4.500
'0:02.324',-4.510
'0:02.328',-4.510
'0:02.332',-4.520
'0:02.336',-4.510
'0:02.340',-4.510
'0:02.344',-4.500
'0:02.348',-4.495
'0:02.352',-4.495
'0:02.356',-4.500
'0:02.360',-4.515
'0:02.364',-4.510
'0:02.368',-4.510
'0:02.372',-4.505
'0:02.376',-4.510
'0:02.380',-4.510
'0:02.384',-4.510
'0:02.388',-4.510
'0:02.392',-4.520
'0:02.396',-4.530
'0:02.400',-4.520
'0:02.404',-4.525
'0:02.408',-4.530
'0:02.412',-4.530
'0:02.416',-4.530
'0:02.420',-4.535
'0:02.424',-4.555
'0:02.428',-4.560
'0:02.432',-4.555
'0:02.436',-4.550
'0:02.440',-4.555
'0:02.444',-4.555
'0:02.448',-4.565
'0:02.452',-4.565
'0:02.456',-4.570
'0:02.460',-4.575
'0:02.464',-4.580
'0:02.468',-4.575
'0:02.472',-4.575
'0:02.476',-4.575
'0:02.480',-4.590
'0:02.484',-4.595
'0:02.488',-4.605
'0:02.492',-4.605
'0:02.496',-4.605
'0:02.500',-4.605
'0:02.504',-4.595
'0:02.508',-4.595
'0:02.512',-4.595
'0:02.516',-4.595
'0:02.520',-4.605
'0:02.524',-4.610
'0:02.528',-4.610
'0:02.532',-4.605
'0:02.536',-4.610
'0:02.540',-4.610
'0:02.544',-4.620
'0:02.548',-4.610
'0:02.552',-4.620
'0:02.556',-4.620
'0:02.560',-4.620
'0:02.564',-4.625
'0:02.568',-4.620
'0:02.572',-4.625
'0:02.576',-4.625
'0:02.580',-4.630
'0:02.584',-4.630
'0:02.588',-4.625
'0:02.592',-4.620
'0:02.596',-4.615
'0:02.600',-4.610
'0:02.604',-4.615
'0:02.608',-4.620
'0:02.612',-4.625
'0:02.616',-4.625
'0:02.620',-4.630
'0:02.624',-4.625
'0:02.628',-4.625
'0:02.632',-4.625
'0:02.636',-4.625
'0:02.640',-4.625
'0:02.644',-4.630
'0:02.648',-4.635
'0:02.652',-4.640
'0:02.656',-4.625
'0:02.660',-4.620
'0:02.664',-4.610
'0:02.668',-4.615
'0:02.672',-4.625
'0:02.676',-4.625
'0:02.680',-4.625
'0:02.684',-4.625
'0:02.688',-4.620
'0:02.692',-4.615
'0:02.696',-4.620
'0:02.700',-4.615
'0:02.704',-4.620
'0:02.708',-4.630
'0:02.712',-4.630
'0:02.716',-4.625
'0:02.720',-4.625
'0:02.724',-4.620
'0:02.728',-4.610
'0:02.732',-4.610
'0:02.736',-4.605
'0:02.740',-4.610
'0:02.744',-4.610
'0:02.748',-4.600
'0:02.752',-4.590
'0:02.756',-4.565
'0:02.760',-4.545
'0:02.764',-4.535
'0:02.768',-4.545
'0:02.772',-4.545
'0:02.776',-4.535
'0:02.780',-4.525
'0:02.784',-4.510
'0:02.788',-4.495
'0:02.792',-4.490
'0:02.796',-4.500
'0:02.800',-4.525
'0:02.804',-4.540
'0:02.808',-4.545
'0:02.812',-4.550
'0:02.816',-4.555
'0:02.820',-4.565
'0:02.824',-4.570
'0:02.828',-4.580
'0:02.832',-4.595
'0:02.836',-4.605
'0:02.840',-4.615
'0:02.844',-4.610
'0:02.848',-4.600
'0:02.852',-4.595
'0:02.856',-4.600
'0:02.860',-4.600
'0:02.864',-4.605
'0:02.868',-4.600
'0:02.872',-4.590
'0:02.876',-4.575
'0:02.880',-4.565
'0:02.884',-4.555
'0:02.888',-4.535
'0:02.892',-4.460
'0:02.896',-4.290
'0:02.900',-3.970
'0:02.904',-3.670
'0:02.908',-3.490
'0:02.912',-3.390
'0:02.916',-3.335
'0:02.920',-3.320
'0:02.924',-3.355
'0:02.928',-3.450
'0:02.932',-3.620
'0:02.936',-3.925
'0:02.940',-4.380
'0:02.944',-4.610
'0:02.948',-4.550
'0:02.952',-4.405
'0:02.956',-4.325
'0:02.960',-4.305
'0:02.964',-4.335
'0:02.968',-4.375
'0:02.972',-4.420
'0:02.976',-4.425
'0:02.980',-4.425
'0:02.984',-4.435
'0:02.988',-4.440
'0:02.992',-4.440
'0:02.996',-4.440
'0:03.000',-4.430
'0:03.004',-4.420
'0:03.008',-4.415
'0:03.012',-4.410
'0:03.016',-4.415
'0:03.020',-4.415
'0:03.024',-4.410
'0:03.028',-4.400
'0:03.032',-4.380
'0:03.036',-4.375
'0:03.040',-4.365
'0:03.044',-4.360
'0:03.048',-4.360
'0:03.052',-4.365
'0:03.056',-4.350
'0:03.060',-4.340
'0:03.064',-4.330
'0:03.068',-4.310
'0:03.072',-4.310
'0:03.076',-4.310
'0:03.080',-4.305
'0:03.084',-4.290
'0:03.088',-4.270
'0:03.092',-4.265
'0:03.096',-4.255
'0:03.100',-4.235
'0:03.104',-4.225
'0:03.108',-4.220
'0:03.112',-4.215
'0:03.116',-4.205
'0:03.120',-4.190
'0:03.124',-4.160
'0:03.128',-4.145
'0:03.132',-4.130
'0:03.136',-4.115
'0:03.140',-4.105
'0:03.144',-4.090
'0:03.148',-4.070
'0:03.152',-4.050
'0:03.156',-4.040
'0:03.160',-4.025
'0:03.164',-4.010
'0:03.168',-3.995
'0:03.172',-3.995
'0:03.176',-4.000
'0:03.180',-3.995
'0:03.184',-3.990
'0:03.188',-3.995
'0:03.192',-4.005
'0:03.196',-4.020
'0:03.200',-4.040
'0:03.204',-4.075
'0:03.208',-4.120
'0:03.212',-4.175
'0:03.216',-4.225
'0:03.220',-4.270
'0:03.224',-4.310
'0:03.228',-4.345
'0:03.232',-4.375
'0:03.236',-4.415
'0:03.240',-4.445
'0:03.244',-4.465
'0:03.248',-4.485
'0:03.252',-4.500
'0:03.256',-4.520
'0:03.260',-4.510
'0:03.264',-4.510
'0:03.268',-4.525
'0:03.272',-4.535
'0:03.276',-4.550
'0:03.280',-4.545
'0:03.284',-4.545
'0:03.288',-4.535
'0:03.292',-4.535
'0:03.296',-4.535
'0:03.300',-4.540
'0:03.304',-4.545
'0:03.308',-4.545
'0:03.312',-4.545
'0:03.316',-4.535
'0:03.320',-4.530
'0:03.324',-4.530
'0:03.328',-4.530
'0:03.332',-4.540
'0:03.336',-4.545
'0:03.340',-4.535
'0:03.344',-4.535
'0:03.348',-4.540
'0:03.352',-4.535
'0:03.356',-4.535
'0:03.360',-4.535
'0:03.364',-4.550
'0:03.368',-4.555
'0:03.372',-4.555
'0:03.376',-4.555
'0:03.380',-4.560
'0:03.384',-4.555
'0:03.388',-4.555
'0:03.392',-4.565
'0:03.396',-4.570
'0:03.400',-4.580
'0:03.404',-4.575
'0:03.408',-4.580
'0:03.412',-4.585
'0:03.416',-4.590
'0:03.420',-4.595
'0:03.424',-4.605
'0:03.428',-4.600
'0:03.432',-4.600
'0:03.436',-4.600
'0:03.440',-4.605
'0:03.444',-4.610
'0:03.448',-4.605
'0:03.452',-4.610
'0:03.456',-4.625
'0:03.460',-4.625
'0:03.464',-4.625
'0:03.468',-4.620
'0:03.472',-4.620
'0:03.476',-4.615
'0:03.480',-4.615
'0:03.484',-4.625
'0:03.488',-4.630
'0:03.492',-4.635
'0:03.496',-4.625
'0:03.500',-4.625
'0:03.504',-4.630
'0:03.508',-4.625
'0:03.512',-4.625
'0:03.516',-4.625
'0:03.520',-4.640
'0:03.524',-4.640
'0:03.528',-4.640
'0:03.532',-4.625
'0:03.536',-4.625
'0:03.540',-4.625
'0:03.544',-4.635
'0:03.548',-4.640
'0:03.552',-4.640
'0:03.556',-4.645
'0:03.560',-4.635
'0:03.564',-4.640
'0:03.568',-4.635
'0:03.572',-4.625
'0:03.576',-4.640
'0:03.580',-4.650
'0:03.584',-4.650
'0:03.588',-4.650
'0:03.592',-4.650
'0:03.596',-4.640
'0:03.600',-4.640
'0:03.604',-4.625
'0:03.608',-4.635
'0:03.612',-4.645
'0:03.616',-4.645
'0:03.620',-4.645
'0:03.624',-4.640
'0:03.628',-4.625
'0:03.632',-4.625
'0:03.636',-4.625
'0:03.640',-4.635
'0:03.644',-4.645
'0:03.648',-4.645
'0:03.652',-4.640
'0:03.656',-4.635
'0:03.660',-4.635
'0:03.664',-4.630
'0:03.668',-4.625
'0:03.672',-4.625
'0:03.676',-4.635
'0:03.680',-4.635
'0:03.684',-4.620
'0:03.688',-4.610
'0:03.692',-4.600
'0:03.696',-4.585
'0:03.700',-4.570
'0:03.704',-4.565
'0:03.708',-4.555
'0:03.712',-4.555
'0:03.716',-4.550
'0:03.720',-4.550
'0:03.724',-4.530
'0:03.728',-4.520
'0:03.732',-4.510
'0:03.736',-4.520
'0:03.740',-4.535
'0:03.744',-4.555
'0:03.748',-4.565
'0:03.752',-4.565
'0:03.756',-4.575
'0:03.760',-4.580
'0:03.764',-4.600
'0:03.768',-4.610
'0:03.772',-4.620
'0:03.776',-4.620
'0:03.780',-4.625
'0:03.784',-4.620
'0:03.788',-4.620
'0:03.792',-4.610
'0:03.796',-4.615
'0:03.800',-4.625
'0:03.804',-4.625
'0:03.808',-4.615
'0:03.812',-4.600
'0:03.816',-4.595
'0:03.820',-4.595
'0:03.824',-4.590
'0:03.828',-4.570
'0:03.832',-4.515
'0:03.836',-4.365
'0:03.840',-4.080
'0:03.844',-3.770
'0:03.848',-3.545
'0:03.852',-3.425
'0:03.856',-3.365
'0:03.860',-3.345
'0:03.864',-3.380
'0:03.868',-3.460
'0:03.872',-3.610
'0:03.876',-3.890
'0:03.880',-4.340
'0:03.884',-4.625
'0:03.888',-4.595
'0:03.892',-4.445
'0:03.896',-4.350
'0:03.900',-4.330
'0:03.904',-4.350
'0:03.908',-4.400
'0:03.912',-4.425
'0:03.916',-4.440
'0:03.920',-4.450
'0:03.924',-4.455
'0:03.928',-4.455
'0:03.932',-4.455
'0:03.936',-4.455
'0:03.940',-4.450
'0:03.944',-4.445
'0:03.948',-4.440
'0:03.952',-4.440
'0:03.956',-4.440
'0:03.960',-4.430
'0:03.964',-4.420
'0:03.968',-4.420
'0:03.972',-4.410
'0:03.976',-4.405
'0:03.980',-4.395
'0:03.984',-4.395
'0:03.988',-4.380
'0:03.992',-4.375
'0:03.996',-4.360
'0:04.000',-4.350
'0:04.004',-4.350
'0:04.008',-4.345
'0:04.012',-4.335
'0:04.016',-4.325
'0:04.020',-4.325
'0:04.024',-4.320
'0:04.028',-4.305
'0:04.032',-4.295
'0:04.036',-4.275
'0:04.040',-4.260
'0:04.044',-4.250
'0:04.048',-4.235
'0:04.052',-4.230
'0:04.056',-4.210
'0:04.060',-4.195
'0:04.064',-4.180
'0:04.068',-4.160
'0:04.072',-4.140
'0:04.076',-4.130
'0:04.080',-4.115
'0:04.084',-4.105
'0:04.088',-4.090
'0:04.092',-4.065
'0:04.096',-4.050
'0:04.100',-4.035
'0:04.104',-4.025
'0:04.108',-4.005
'0:04.112',-3.995
'0:04.116',-3.985
'0:04.120',-3.980
'0:04.124',-3.980
'0:04.128',-3.970
'0:04.132',-3.980
'0:04.136',-3.980
'0:04.140',-3.990
'0:04.144',-4.010
'0:04.148',-4.045
'0:04.152',-4.095
'0:04.156',-4.140
'0:04.160',-4.195
'0:04.164',-4.250
'0:04.168',-4.295
'0:04.172',-4.325
'0:04.176',-4.365
'0:04.180',-4.410
'0:04.184',-4.450
'0:04.188',-4.475
'0:04.192',-4.485
'0:04.196',-4.495
'0:04.200',-4.510
'0:04.204',-4.510
'0:04.208',-4.525
'0:04.212',-4.540
'0:04.216',-4.550
'0:04.220',-4.545
'0:04.224',-4.545
'0:04.228',-4.535
'0:04.232',-4.535
'0:04.236',-4.535
'0:04.240',-4.545
'0:04.244',-4.550
'0:04.248',-4.550
'0:04.252',-4.545
'0:04.256',-4.535
'0:04.260',-4.530
'0:04.264',-4.525
'0:04.268',-4.525
'0:04.272',-4.535
'0:04.276',-4.545
'0:04.280',-4.535
'0:04.284',-4.535
'0:04.288',-4.535
'0:04.292',-4.535
'0:04.296',-4.535
'0:04.300',-4.535
'0:04.304',-4.555
'0:04.308',-4.550
'0:04.312',-4.550
'0:04.316',-4.550
'0:04.320',-4.550
'0:04.324',-4.565
'0:04.328',-4.555
'0:04.332',-4.555
'0:04.336',-4.555
'0:04.340',-4.565
'0:04.344',-4.570
'0:04.348',-4.575
'0:04.352',-4.575
'0:04.356',-4.580
'0:04.360',-4.580
'0:04.364',-4.580
'0:04.368',-4.590
'0:04.372',-4.595
'0:04.376',-4.600
'0:04.380',-4.605
'0:04.384',-4.610
'0:04.388',-4.605
'0:04.392',-4.605
'0:04.396',-4.600
'0:04.400',-4.610
'0:04.404',-4.620
'0:04.408',-4.620
'0:04.412',-4.610
'0:04.416',-4.610
'0:04.420',-4.615
'0:04.424',-4.620
'0:04.428',-4.625
'0:04.432',-4.625
'0:04.436',-4.625
'0:04.440',-4.630
'0:04.444',-4.625
'0:04.448',-4.625
'0:04.452',-4.620
'0:04.456',-4.625
'0:04.460',-4.625
'0:04.464',-4.630
'0:04.468',-4.635
'0:04.472',-4.640
'0:04.476',-4.635
'0:04.480',-4.630
'0:04.484',-4.625
'0:04.488',-4.625
'0:04.492',-4.640
'0:04.496',-4.640
'0:04.500',-4.640
'0:04.504',-4.640
'0:04.508',-4.635
'0:04.512',-4.630
'0:04.516',-4.625
'0:04.520',-4.630
'0:04.524',-4.640
'0:04.528',-4.645
'0:04.532',-4.645
'0:04.536',-4.635
'0:04.540',-4.625
'0:04.544',-4.630
'0:04.548',-4.630
'0:04.552',-4.635
'0:04.556',-4.645
'0:04.560',-4.645
'0:04.564',-4.645
'0:04.568',-4.640
'0:04.572',-4.625
'0:04.576',-4.625
'0:04.580',-4.630
'0:04.584',-4.635
'0:04.588',-4.640
'0:04.592',-4.635
'0:04.596',-4.630
'0:04.600',-4.640
'0:04.604',-4.630
'0:04.608',-4.625
'0:04.612',-4.625
'0:04.616',-4.630
'0:04.620',-4.625
'0:04.624',-4.630
'0:04.628',-4.630
'0:04.632',-4.625
'0:04.636',-4.625
'0:04.640',-4.615
'0:04.644',-4.625
'0:04.648',-4.625
