'Elapsed time','V5'
'0:00.548',-3.160
'0:00.552',-3.165
'0:00.556',-3.165
'0:00.560',-3.175
'0:00.564',-3.195
'0:00.568',-3.190
'0:00.572',-3.190
'0:00.576',-3.180
'0:00.580',-3.190
'0:00.584',-3.195
'0:00.588',-3.195
'0:00.592',-3.195
'0:00.596',-3.180
'0:00.600',-3.175
'0:00.604',-3.195
'0:00.608',-3.190
'0:00.612',-3.190
'0:00.616',-3.180
'0:00.620',-3.180
'0:00.624',-3.190
'0:00.628',-3.190
'0:00.632',-3.190
'0:00.636',-3.175
'0:00.640',-3.180
'0:00.644',-3.190
'0:00.648',-3.195
'0:00.652',-3.195
'0:00.656',-3.195
'0:00.660',-3.195
'0:00.664',-3.210
'0:00.668',-3.195
'0:00.672',-3.195
'0:00.676',-3.190
'0:00.680',-3.195
'0:00.684',-3.210
'0:00.688',-3.190
'0:00.692',-3.195
'0:00.696',-3.190
'0:00.700',-3.195
'0:00.704',-3.195
'0:00.708',-3.190
'0:00.712',-3.175
'0:00.716',-3.175
'0:00.720',-3.165
'0:00.724',-3.165
'0:00.728',-3.150
'0:00.732',-3.145
'0:00.736',-3.150
'0:00.740',-3.160
'0:00.744',-3.165
'0:00.748',-3.145
'0:00.752',-3.130
'0:00.756',-3.105
'0:00.760',-3.075
'0:00.764',-3.075
'0:00.768',-3.045
'0:00.772',-3.045
'0:00.776',-3.075
'0:00.780',-3.090
'0:00.784',-3.120
'0:00.788',-3.135
'0:00.792',-3.150
'0:00.796',-3.165
'0:00.800',-3.165
'0:00.804',-3.175
'0:00.808',-3.175
'0:00.812',-3.190
'0:00.816',-3.220
'0:00.820',-3.235
'0:00.824',-3.240
'0:00.828',-3.235
'0:00.832',-3.235
'0:00.836',-3.225
'0:00.840',-3.220
'0:00.844',-3.205
'0:00.848',-3.210
'0:00.852',-3.235
'0:00.856',-3.225
'0:00.860',-3.210
'0:00.864',-3.195
'0:00.868',-3.195
'0:00.872',-3.210
'0:00.876',-3.210
'0:00.880',-3.210
'0:00.884',-3.190
'0:00.888',-3.175
'0:00.892',-3.195
'0:00.896',-3.190
'0:00.900',-3.190
'0:00.904',-3.175
'0:00.908',-3.165
'0:00.912',-3.165
'0:00.916',-3.180
'0:00.920',-3.165
'0:00.924',-3.130
'0:00.928',-3.070
'0:00.932',-2.985
'0:00.936',-2.845
'0:00.940',-2.665
'0:00.944',-2.490
'0:00.948',-2.365
'0:00.952',-2.265
'0:00.956',-2.250
'0:00.960',-2.395
'0:00.964',-2.695
'0:00.968',-3.115
'0:00.972',-3.525
'0:00.976',-3.825
'0:00.980',-3.975
'0:00.984',-4.035
'0:00.988',-4.090
'0:00.992',-4.105
'0:00.996',-4.090
'0:01.000',-4.035
'0:01.004',-3.990
'0:01.008',-3.945
'0:01.012',-3.885
'0:01.016',-3.810
'0:01.020',-3.735
'0:01.024',-3.615
'0:01.028',-3.510
'0:01.032',-3.415
'0:01.036',-3.340
'0:01.040',-3.315
'0:01.044',-3.270
'0:01.048',-3.265
'0:01.052',-3.255
'0:01.056',-3.265
'0:01.060',-3.285
'0:01.064',-3.285
'0:01.068',-3.285
'0:01.072',-3.280
'0:01.076',-3.285
'0:01.080',-3.295
'0:01.084',-3.285
'0:01.088',-3.285
'0:01.092',-3.285
'0:01.096',-3.285
'0:01.100',-3.285
'0:01.104',-3.285
'0:01.108',-3.295
'0:01.112',-3.285
'0:01.116',-3.285
'0:01.120',-3.285
'0:01.124',-3.285
'0:01.128',-3.285
'0:01.132',-3.285
'0:01.136',-3.285
'0:01.140',-3.280
'0:01.144',-3.285
'0:01.148',-3.285
'0:01.152',-3.280
'0:01.156',-3.265
'0:01.160',-3.265
'0:01.164',-3.235
'0:01.168',-3.225
'0:01.172',-3.205
'0:01.176',-3.190
'0:01.180',-3.145
'0:01.184',-3.120
'0:01.188',-3.070
'0:01.192',-3.045
'0:01.196',-3.015
'0:01.200',-2.995
'0:01.204',-2.955
'0:01.208',-2.895
'0:01.212',-2.860
'0:01.216',-2.830
'0:01.220',-2.815
'0:01.224',-2.805
'0:01.228',-2.790
'0:01.232',-2.790
'0:01.236',-2.790
'0:01.240',-2.815
'0:01.244',-2.835
'0:01.248',-2.860
'0:01.252',-2.905
'0:01.256',-2.950
'0:01.260',-2.985
'0:01.264',-3.000
'0:01.268',-3.030
'0:01.272',-3.045
'0:01.276',-3.075
'0:01.280',-3.090
'0:01.284',-3.105
'0:01.288',-3.130
'0:01.292',-3.130
'0:01.296',-3.130
'0:01.300',-3.135
'0:01.304',-3.130
'0:01.308',-3.135
'0:01.312',-3.130
'0:01.316',-3.130
'0:01.320',-3.135
'0:01.324',-3.130
'0:01.328',-3.120
'0:01.332',-3.120
'0:01.336',-3.135
'0:01.340',-3.135
'0:01.344',-3.145
'0:01.348',-3.135
'0:01.352',-3.135
'0:01.356',-3.130
'0:01.360',-3.130
'0:01.364',-3.145
'0:01.368',-3.135
'0:01.372',-3.135
'0:01.376',-3.105
'0:01.380',-3.135
'0:01.384',-3.145
'0:01.388',-3.135
'0:01.392',-3.145
'0:01.396',-3.120
'0:01.400',-3.145
'0:01.404',-3.145
'0:01.408',-3.165
'0:01.412',-3.160
'0:01.416',-3.150
'0:01.420',-3.160
'0:01.424',-3.160
'0:01.428',-3.165
'0:01.432',-3.165
'0:01.436',-3.160
'0:01.440',-3.150
'0:01.444',-3.150
'0:01.448',-3.150
'0:01.452',-3.160
'0:01.456',-3.165
'0:01.460',-3.165
'0:01.464',-3.150
'0:01.468',-3.145
'0:01.472',-3.145
'0:01.476',-3.160
'0:01.480',-3.150
'0:01.484',-3.135
'0:01.488',-3.135
'0:01.492',-3.130
'0:01.496',-3.130
'0:01.500',-3.130
'0:01.504',-3.130
'0:01.508',-3.130
'0:01.512',-3.115
'0:01.516',-3.105
'0:01.520',-3.090
'0:01.524',-3.085
'0:01.528',-3.075
'0:01.532',-3.070
'0:01.536',-3.045
'0:01.540',-3.045
'0:01.544',-3.045
'0:01.548',-3.070
'0:01.552',-3.075
'0:01.556',-3.090
'0:01.560',-3.085
'0:01.564',-3.070
'0:01.568',-3.105
'0:01.572',-3.115
'0:01.576',-3.150
'0:01.580',-3.165
'0:01.584',-3.190
'0:01.588',-3.190
'0:01.592',-3.190
'0:01.596',-3.190
'0:01.600',-3.190
'0:01.604',-3.180
'0:01.608',-3.190
'0:01.612',-3.195
'0:01.616',-3.195
'0:01.620',-3.210
'0:01.624',-3.210
'0:01.628',-3.195
'0:01.632',-3.195
'0:01.636',-3.190
'0:01.640',-3.195
'0:01.644',-3.205
'0:01.648',-3.195
'0:01.652',-3.190
'0:01.656',-3.190
'0:01.660',-3.175
'0:01.664',-3.175
'0:01.668',-3.165
'0:01.672',-3.160
'0:01.676',-3.135
'0:01.680',-3.135
'0:01.684',-3.135
'0:01.688',-3.135
'0:01.692',-3.130
'0:01.696',-3.105
'0:01.700',-3.055
'0:01.704',-2.955
'0:01.708',-2.790
'0:01.712',-2.575
'0:01.716',-2.410
'0:01.720',-2.215
'0:01.724',-2.085
'0:01.728',-2.025
'0:01.732',-2.085
'0:01.736',-2.325
'0:01.740',-2.710
'0:01.744',-3.115
'0:01.748',-3.430
'0:01.752',-3.615
'0:01.756',-3.720
'0:01.760',-3.820
'0:01.764',-3.865
'0:01.768',-3.910
'0:01.772',-3.930
'0:01.776',-3.960
'0:01.780',-3.960
'0:01.784',-3.930
'0:01.788',-3.865
'0:01.792',-3.790
'0:01.796',-3.705
'0:01.800',-3.610
'0:01.804',-3.480
'0:01.808',-3.385
'0:01.812',-3.315
'0:01.816',-3.285
'0:01.820',-3.270
'0:01.824',-3.270
'0:01.828',-3.280
'0:01.832',-3.255
'0:01.836',-3.265
'0:01.840',-3.285
'0:01.844',-3.280
'0:01.848',-3.255
'0:01.852',-3.255
'0:01.856',-3.265
'0:01.860',-3.255
'0:01.864',-3.265
'0:01.868',-3.265
'0:01.872',-3.255
'0:01.876',-3.255
'0:01.880',-3.255
'0:01.884',-3.270
'0:01.888',-3.265
'0:01.892',-3.265
'0:01.896',-3.285
'0:01.900',-3.310
'0:01.904',-3.300
'0:01.908',-3.285
'0:01.912',-3.285
'0:01.916',-3.285
'0:01.920',-3.310
'0:01.924',-3.310
'0:01.928',-3.310
'0:01.932',-3.310
'0:01.936',-3.310
'0:01.940',-3.295
'0:01.944',-3.255
'0:01.948',-3.240
'0:01.952',-3.225
'0:01.956',-3.195
'0:01.960',-3.165
'0:01.964',-3.115
'0:01.968',-3.070
'0:01.972',-3.030
'0:01.976',-2.995
'0:01.980',-2.955
'0:01.984',-2.935
'0:01.988',-2.895
'0:01.992',-2.860
'0:01.996',-2.835
'0:02.000',-2.835
'0:02.004',-2.805
'0:02.008',-2.835
'0:02.012',-2.850
'0:02.016',-2.880
'0:02.020',-2.905
'0:02.024',-2.950
'0:02.028',-2.985
'0:02.032',-3.015
'0:02.036',-3.045
'0:02.040',-3.070
'0:02.044',-3.070
'0:02.048',-3.075
'0:02.052',-3.075
'0:02.056',-3.085
'0:02.060',-3.100
'0:02.064',-3.100
'0:02.068',-3.090
'0:02.072',-3.115
'0:02.076',-3.115
'0:02.080',-3.120
'0:02.084',-3.115
'0:02.088',-3.090
'0:02.092',-3.105
'0:02.096',-3.105
'0:02.100',-3.115
'0:02.104',-3.105
'0:02.108',-3.115
'0:02.112',-3.115
'0:02.116',-3.115
'0:02.120',-3.115
'0:02.124',-3.115
'0:02.128',-3.130
'0:02.132',-3.135
'0:02.136',-3.135
'0:02.140',-3.145
'0:02.144',-3.150
'0:02.148',-3.150
'0:02.152',-3.135
'0:02.156',-3.130
'0:02.160',-3.130
'0:02.164',-3.135
'0:02.168',-3.135
'0:02.172',-3.130
'0:02.176',-3.130
'0:02.180',-3.120
'0:02.184',-3.130
'0:02.188',-3.135
'0:02.192',-3.135
'0:02.196',-3.135
'0:02.200',-3.150
'0:02.204',-3.145
'0:02.208',-3.145
'0:02.212',-3.135
'0:02.216',-3.130
'0:02.220',-3.130
'0:02.224',-3.135
'0:02.228',-3.160
'0:02.232',-3.150
'0:02.236',-3.130
'0:02.240',-3.130
'0:02.244',-3.115
'0:02.248',-3.115
'0:02.252',-3.090
'0:02.256',-3.075
'0:02.260',-3.105
'0:02.264',-3.100
'0:02.268',-3.100
'0:02.272',-3.090
'0:02.276',-3.070
'0:02.280',-3.075
'0:02.284',-3.070
'0:02.288',-3.045
'0:02.292',-3.030
'0:02.296',-3.040
'0:02.300',-3.030
'0:02.304',-3.030
'0:02.308',-3.045
'0:02.312',-3.075
'0:02.316',-3.090
'0:02.320',-3.115
'0:02.324',-3.115
'0:02.328',-3.120
'0:02.332',-3.100
'0:02.336',-3.120
'0:02.340',-3.130
'0:02.344',-3.135
'0:02.348',-3.145
'0:02.352',-3.165
'0:02.356',-3.190
'0:02.360',-3.205
'0:02.364',-3.225
'0:02.368',-3.225
'0:02.372',-3.210
'0:02.376',-3.195
'0:02.380',-3.195
'0:02.384',-3.195
'0:02.388',-3.190
'0:02.392',-3.195
'0:02.396',-3.195
'0:02.400',-3.195
'0:02.404',-3.195
'0:02.408',-3.190
'0:02.412',-3.195
'0:02.416',-3.190
'0:02.420',-3.195
'0:02.424',-3.195
'0:02.428',-3.165
'0:02.432',-3.165
'0:02.436',-3.175
'0:02.440',-3.175
'0:02.444',-3.190
'0:02.448',-3.165
'0:02.452',-3.150
'0:02.456',-3.135
'0:02.460',-3.105
'0:02.464',-3.030
'0:02.468',-2.875
'0:02.472',-2.655
'0:02.476',-2.430
'0:02.480',-2.235
'0:02.484',-2.085
'0:02.488',-2.025
'0:02.492',-2.085
'0:02.496',-2.325
'0:02.500',-2.680
'0:02.504',-3.105
'0:02.508',-3.405
'0:02.512',-3.595
'0:02.516',-3.735
'0:02.520',-3.825
'0:02.524',-3.885
'0:02.528',-3.925
'0:02.532',-3.975
'0:02.536',-4.030
'0:02.540',-4.030
'0:02.544',-3.990
'0:02.548',-3.930
'0:02.552',-3.840
'0:02.556',-3.765
'0:02.560',-3.645
'0:02.564',-3.550
'0:02.568',-3.435
'0:02.572',-3.375
'0:02.576',-3.340
'0:02.580',-3.300
'0:02.584',-3.295
'0:02.588',-3.285
'0:02.592',-3.315
'0:02.596',-3.310
'0:02.600',-3.295
'0:02.604',-3.285
'0:02.608',-3.285
'0:02.612',-3.300
'0:02.616',-3.295
'0:02.620',-3.310
'0:02.624',-3.285
'0:02.628',-3.295
'0:02.632',-3.285
'0:02.636',-3.285
'0:02.640',-3.310
'0:02.644',-3.310
'0:02.648',-3.315
'0:02.652',-3.315
'0:02.656',-3.315
'0:02.660',-3.315
'0:02.664',-3.325
'0:02.668',-3.330
'0:02.672',-3.340
'0:02.676',-3.355
'0:02.680',-3.355
'0:02.684',-3.355
'0:02.688',-3.355
'0:02.692',-3.340
'0:02.696',-3.330
'0:02.700',-3.330
'0:02.704',-3.310
'0:02.708',-3.310
'0:02.712',-3.285
'0:02.716',-3.255
'0:02.720',-3.235
'0:02.724',-3.175
'0:02.728',-3.150
'0:02.732',-3.115
'0:02.736',-3.070
'0:02.740',-3.000
'0:02.744',-2.955
'0:02.748',-2.905
'0:02.752',-2.875
'0:02.756',-2.875
'0:02.760',-2.860
'0:02.764',-2.890
'0:02.768',-2.905
'0:02.772',-2.925
'0:02.776',-2.950
'0:02.780',-2.955
'0:02.784',-3.000
'0:02.788',-3.025
'0:02.792',-3.045
'0:02.796',-3.070
'0:02.800',-3.070
'0:02.804',-3.105
'0:02.808',-3.115
'0:02.812',-3.135
'0:02.816',-3.135
'0:02.820',-3.165
'0:02.824',-3.160
'0:02.828',-3.150
'0:02.832',-3.150
'0:02.836',-3.160
'0:02.840',-3.165
'0:02.844',-3.180
'0:02.848',-3.175
'0:02.852',-3.175
'0:02.856',-3.165
'0:02.860',-3.165
'0:02.864',-3.165
'0:02.868',-3.165
'0:02.872',-3.175
'0:02.876',-3.175
'0:02.880',-3.175
'0:02.884',-3.190
'0:02.888',-3.195
'0:02.892',-3.175
'0:02.896',-3.175
'0:02.900',-3.175
'0:02.904',-3.175
'0:02.908',-3.175
'0:02.912',-3.165
'0:02.916',-3.175
'0:02.920',-3.175
'0:02.924',-3.190
'0:02.928',-3.195
'0:02.932',-3.190
'0:02.936',-3.195
'0:02.940',-3.190
'0:02.944',-3.190
'0:02.948',-3.205
'0:02.952',-3.195
'0:02.956',-3.195
'0:02.960',-3.195
'0:02.964',-3.210
'0:02.968',-3.225
'0:02.972',-3.190
'0:02.976',-3.190
'0:02.980',-3.190
'0:02.984',-3.190
'0:02.988',-3.195
'0:02.992',-3.195
'0:02.996',-3.205
'0:03.000',-3.195
'0:03.004',-3.190
'0:03.008',-3.175
'0:03.012',-3.160
'0:03.016',-3.145
'0:03.020',-3.145
'0:03.024',-3.145
'0:03.028',-3.160
'0:03.032',-3.135
'0:03.036',-3.135
'0:03.040',-3.130
'0:03.044',-3.105
'0:03.048',-3.105
'0:03.052',-3.090
'0:03.056',-3.075
'0:03.060',-3.085
'0:03.064',-3.090
'0:03.068',-3.115
'0:03.072',-3.115
'0:03.076',-3.135
'0:03.080',-3.135
'0:03.084',-3.135
'0:03.088',-3.150
'0:03.092',-3.160
'0:03.096',-3.180
'0:03.100',-3.195
'0:03.104',-3.225
'0:03.108',-3.235
'0:03.112',-3.235
'0:03.116',-3.240
'0:03.120',-3.235
'0:03.124',-3.235
'0:03.128',-3.225
'0:03.132',-3.225
'0:03.136',-3.240
'0:03.140',-3.225
'0:03.144',-3.225
'0:03.148',-3.225
'0:03.152',-3.225
'0:03.156',-3.235
'0:03.160',-3.225
'0:03.164',-3.225
'0:03.168',-3.225
'0:03.172',-3.225
'0:03.176',-3.225
'0:03.180',-3.225
'0:03.184',-3.225
'0:03.188',-3.210
'0:03.192',-3.195
'0:03.196',-3.190
'0:03.200',-3.175
'0:03.204',-3.180
'0:03.208',-3.175
'0:03.212',-3.150
'0:03.216',-3.115
'0:03.220',-3.000
'0:03.224',-2.835
'0:03.228',-2.620
'0:03.232',-2.410
'0:03.236',-2.230
'0:03.240',-2.130
'0:03.244',-2.145
'0:03.248',-2.325
'0:03.252',-2.685
'0:03.256',-3.135
'0:03.260',-3.525
'0:03.264',-3.765
'0:03.268',-3.895
'0:03.272',-3.960
'0:03.276',-4.030
'0:03.280',-4.050
'0:03.284',-4.030
'0:03.288',-4.030
'0:03.292',-4.005
'0:03.296',-3.990
'0:03.300',-3.945
'0:03.304',-3.900
'0:03.308',-3.810
'0:03.312',-3.720
'0:03.316',-3.615
'0:03.320',-3.510
'0:03.324',-3.435
'0:03.328',-3.370
'0:03.332',-3.330
'0:03.336',-3.315
'0:03.340',-3.310
'0:03.344',-3.315
'0:03.348',-3.325
'0:03.352',-3.330
'0:03.356',-3.330
'0:03.360',-3.315
'0:03.364',-3.315
'0:03.368',-3.325
'0:03.372',-3.330
'0:03.376',-3.330
'0:03.380',-3.325
'0:03.384',-3.330
'0:03.388',-3.330
'0:03.392',-3.330
'0:03.396',-3.325
'0:03.400',-3.330
'0:03.404',-3.325
'0:03.408',-3.325
'0:03.412',-3.325
'0:03.416',-3.330
'0:03.420',-3.340
'0:03.424',-3.340
'0:03.428',-3.345
'0:03.432',-3.345
'0:03.436',-3.340
'0:03.440',-3.340
'0:03.444',-3.330
'0:03.448',-3.340
'0:03.452',-3.315
'0:03.456',-3.300
'0:03.460',-3.285
'0:03.464',-3.255
'0:03.468',-3.225
'0:03.472',-3.210
'0:03.476',-3.150
'0:03.480',-3.115
'0:03.484',-3.075
'0:03.488',-3.025
'0:03.492',-2.955
'0:03.496',-2.940
'0:03.500',-2.895
'0:03.504',-2.880
'0:03.508',-2.860
'0:03.512',-2.850
'0:03.516',-2.850
'0:03.520',-2.860
'0:03.524',-2.875
'0:03.528',-2.905
'0:03.532',-2.950
'0:03.536',-2.985
'0:03.540',-3.015
'0:03.544',-3.045
'0:03.548',-3.070
'0:03.552',-3.085
'0:03.556',-3.105
'0:03.560',-3.130
'0:03.564',-3.135
'0:03.568',-3.145
'0:03.572',-3.175
'0:03.576',-3.175
'0:03.580',-3.175
'0:03.584',-3.175
'0:03.588',-3.180
'0:03.592',-3.175
'0:03.596',-3.190
'0:03.600',-3.195
'0:03.604',-3.195
'0:03.608',-3.190
'0:03.612',-3.180
'0:03.616',-3.190
'0:03.620',-3.195
'0:03.624',-3.195
'0:03.628',-3.195
'0:03.632',-3.195
'0:03.636',-3.195
'0:03.640',-3.190
'0:03.644',-3.190
'0:03.648',-3.190
'0:03.652',-3.190
'0:03.656',-3.175
'0:03.660',-3.210
'0:03.664',-3.195
'0:03.668',-3.195
'0:03.672',-3.195
'0:03.676',-3.195
'0:03.680',-3.195
'0:03.684',-3.180
'0:03.688',-3.195
'0:03.692',-3.195
'0:03.696',-3.195
'0:03.700',-3.210
'0:03.704',-3.210
'0:03.708',-3.195
'0:03.712',-3.195
'0:03.716',-3.195
'0:03.720',-3.195
'0:03.724',-3.195
'0:03.728',-3.190
'0:03.732',-3.190
'0:03.736',-3.175
'0:03.740',-3.165
'0:03.744',-3.165
'0:03.748',-3.160
'0:03.752',-3.165
'0:03.756',-3.145
'0:03.760',-3.145
'0:03.764',-3.150
'0:03.768',-3.130
'0:03.772',-3.115
'0:03.776',-3.100
'0:03.780',-3.105
'0:03.784',-3.070
'0:03.788',-3.075
'0:03.792',-3.090
'0:03.796',-3.105
'0:03.800',-3.145
'0:03.804',-3.150
'0:03.808',-3.165
'0:03.812',-3.165
'0:03.816',-3.175
'0:03.820',-3.190
'0:03.824',-3.205
'0:03.828',-3.235
'0:03.832',-3.225
'0:03.836',-3.235
'0:03.840',-3.235
'0:03.844',-3.255
'0:03.848',-3.270
'0:03.852',-3.255
'0:03.856',-3.255
'0:03.860',-3.255
'0:03.864',-3.255
'0:03.868',-3.255
'0:03.872',-3.255
'0:03.876',-3.255
'0:03.880',-3.240
'0:03.884',-3.240
'0:03.888',-3.240
'0:03.892',-3.235
'0:03.896',-3.235
'0:03.900',-3.235
'0:03.904',-3.240
'0:03.908',-3.250
'0:03.912',-3.240
'0:03.916',-3.235
'0:03.920',-3.235
'0:03.924',-3.225
'0:03.928',-3.225
'0:03.932',-3.210
'0:03.936',-3.190
'0:03.940',-3.180
'0:03.944',-3.135
'0:03.948',-3.045
'0:03.952',-2.875
'0:03.956',-2.650
'0:03.960',-2.400
'0:03.964',-2.175
'0:03.968',-2.035
'0:03.972',-1.990
'0:03.976',-2.085
'0:03.980',-2.325
'0:03.984',-2.710
'0:03.988',-3.105
'0:03.992',-3.415
'0:03.996',-3.615
'0:04.000',-3.715
'0:04.004',-3.820
'0:04.008',-3.885
'0:04.012',-3.930
'0:04.016',-3.975
'0:04.020',-4.005
'0:04.024',-4.005
'0:04.028',-3.990
'0:04.032',-3.930
'0:04.036',-3.855
'0:04.040',-3.795
'0:04.044',-3.690
'0:04.048',-3.585
'0:04.052',-3.505
'0:04.056',-3.435
'0:04.060',-3.375
'0:04.064',-3.355
'0:04.068',-3.345
'0:04.072',-3.340
'0:04.076',-3.340
'0:04.080',-3.345
'0:04.084',-3.345
'0:04.088',-3.340
'0:04.092',-3.340
'0:04.096',-3.340
'0:04.100',-3.340
'0:04.104',-3.345
'0:04.108',-3.345
'0:04.112',-3.345
'0:04.116',-3.355
'0:04.120',-3.355
'0:04.124',-3.375
'0:04.128',-3.375
'0:04.132',-3.370
'0:04.136',-3.375
'0:04.140',-3.375
'0:04.144',-3.375
'0:04.148',-3.375
'0:04.152',-3.375
'0:04.156',-3.385
'0:04.160',-3.375
'0:04.164',-3.375
'0:04.168',-3.375
'0:04.172',-3.375
'0:04.176',-3.375
'0:04.180',-3.375
'0:04.184',-3.375
'0:04.188',-3.330
'0:04.192',-3.325
'0:04.196',-3.300
'0:04.200',-3.265
'0:04.204',-3.235
'0:04.208',-3.165
'0:04.212',-3.115
'0:04.216',-3.075
'0:04.220',-3.055
'0:04.224',-3.000
'0:04.228',-2.985
'0:04.232',-2.935
'0:04.236',-2.905
'0:04.240',-2.895
'0:04.244',-2.895
'0:04.248',-2.905
'0:04.252',-2.925
'0:04.256',-2.950
'0:04.260',-2.985
'0:04.264',-3.000
'0:04.268',-3.045
'0:04.272',-3.075
'0:04.276',-3.105
'0:04.280',-3.130
'0:04.284',-3.135
'0:04.288',-3.165
'0:04.292',-3.175
'0:04.296',-3.175
'0:04.300',-3.175
'0:04.304',-3.190
'0:04.308',-3.195
'0:04.312',-3.195
'0:04.316',-3.195
'0:04.320',-3.210
'0:04.324',-3.210
'0:04.328',-3.225
'0:04.332',-3.225
'0:04.336',-3.225
'0:04.340',-3.235
'0:04.344',-3.235
'0:04.348',-3.235
'0:04.352',-3.240
'0:04.356',-3.220
'0:04.360',-3.210
'0:04.364',-3.210
'0:04.368',-3.225
'0:04.372',-3.240
'0:04.376',-3.225
'0:04.380',-3.235
'0:04.384',-3.225
'0:04.388',-3.235
'0:04.392',-3.225
'0:04.396',-3.235
'0:04.400',-3.235
'0:04.404',-3.235
'0:04.408',-3.235
'0:04.412',-3.240
'0:04.416',-3.235
'0:04.420',-3.235
'0:04.424',-3.240
'0:04.428',-3.235
'0:04.432',-3.235
'0:04.436',-3.235
'0:04.440',-3.235
'0:04.444',-3.235
'0:04.448',-3.235
'0:04.452',-3.225
'0:04.456',-3.220
'0:04.460',-3.210
'0:04.464',-3.195
'0:04.468',-3.205
'0:04.472',-3.195
'0:04.476',-3.190
'0:04.480',-3.195
'0:04.484',-3.190
'0:04.488',-3.190
'0:04.492',-3.180
'0:04.496',-3.165
'0:04.500',-3.160
'0:04.504',-3.150
'0:04.508',-3.135
'0:04.512',-3.135
'0:04.516',-3.115
'0:04.520',-3.115
'0:04.524',-3.145
'0:04.528',-3.165
'0:04.532',-3.175
'0:04.536',-3.175
'0:04.540',-3.210
'0:04.544',-3.195
'0:04.548',-3.210
'0:04.552',-3.240
'0:04.556',-3.255
'0:04.560',-3.280
'0:04.564',-3.280
'0:04.568',-3.285
'0:04.572',-3.285
'0:04.576',-3.285
'0:04.580',-3.285
'0:04.584',-3.265
'0:04.588',-3.265
'0:04.592',-3.265
'0:04.596',-3.265
'0:04.600',-3.265
'0:04.604',-3.270
'0:04.608',-3.280
'0:04.612',-3.270
'0:04.616',-3.285
'0:04.620',-3.285
'0:04.624',-3.285
'0:04.628',-3.265
'0:04.632',-3.255
'0:04.636',-3.255
'0:04.640',-3.240
'0:04.644',-3.255
'0:04.648',-3.240
