'Elapsed time','MLIII'
'0:00.348',-2.090
'0:00.352',-2.105
'0:00.356',-2.105
'0:00.360',-2.110
'0:00.364',-2.105
'0:00.368',-2.105
'0:00.372',-2.090
'0:00.376',-2.080
'0:00.380',-2.090
'0:00.384',-2.105
'0:00.388',-2.105
'0:00.392',-2.095
'0:00.396',-2.090
'0:00.400',-2.085
'0:00.404',-2.080
'0:00.408',-2.080
'0:00.412',-2.085
'0:00.416',-2.090
'0:00.420',-2.095
'0:00.424',-2.105
'0:00.428',-2.095
'0:00.432',-2.095
'0:00.436',-2.090
'0:00.440',-2.120
'0:00.444',-2.095
'0:00.448',-2.105
'0:00.452',-2.090
'0:00.456',-2.090
'0:00.460',-2.120
'0:00.464',-2.105
'0:00.468',-2.095
'0:00.472',-2.090
'0:00.476',-2.105
'0:00.480',-2.125
'0:00.484',-2.125
'0:00.488',-2.125
'0:00.492',-2.120
'0:00.496',-2.125
'0:00.500',-2.125
'0:00.504',-2.125
'0:00.508',-2.120
'0:00.512',-2.095
'0:00.516',-2.080
'0:00.520',-2.075
'0:00.524',-2.055
'0:00.528',-2.055
'0:00.532',-2.075
'0:00.536',-2.085
'0:00.540',-2.090
'0:00.544',-2.105
'0:00.548',-2.125
'0:00.552',-2.135
'0:00.556',-2.140
'0:00.560',-2.135
'0:00.564',-2.140
'0:00.568',-2.125
'0:00.572',-2.125
'0:00.576',-2.125
'0:00.580',-2.120
'0:00.584',-2.140
'0:00.588',-2.140
'0:00.592',-2.135
'0:00.596',-2.125
'0:00.600',-2.125
'0:00.604',-2.140
'0:00.608',-2.140
'0:00.612',-2.140
'0:00.616',-2.125
'0:00.620',-2.120
'0:00.624',-2.125
'0:00.628',-2.160
'0:00.632',-2.170
'0:00.636',-2.190
'0:00.640',-2.175
'0:00.644',-2.055
'0:00.648',-1.750
'0:00.652',-1.465
'0:00.656',-1.355
'0:00.660',-1.500
'0:00.664',-1.815
'0:00.668',-2.200
'0:00.672',-2.575
'0:00.676',-2.935
'0:00.680',-3.260
'0:00.684',-3.520
'0:00.688',-3.670
'0:00.692',-3.645
'0:00.696',-3.430
'0:00.700',-3.090
'0:00.704',-2.750
'0:00.708',-2.410
'0:00.712',-2.200
'0:00.716',-2.105
'0:00.720',-2.060
'0:00.724',-2.045
'0:00.728',-2.025
'0:00.732',-2.025
'0:00.736',-2.005
'0:00.740',-1.995
'0:00.744',-1.985
'0:00.748',-1.970
'0:00.752',-1.965
'0:00.756',-1.945
'0:00.760',-1.945
'0:00.764',-1.945
'0:00.768',-1.945
'0:00.772',-1.935
'0:00.776',-1.935
'0:00.780',-1.925
'0:00.784',-1.915
'0:00.788',-1.930
'0:00.792',-1.900
'0:00.796',-1.855
'0:00.800',-1.860
'0:00.804',-1.860
'0:00.808',-1.850
'0:00.812',-1.850
'0:00.816',-1.825
'0:00.820',-1.830
'0:00.824',-1.795
'0:00.828',-1.800
'0:00.832',-1.790
'0:00.836',-1.760
'0:00.840',-1.750
'0:00.844',-1.735
'0:00.848',-1.705
'0:00.852',-1.695
'0:00.856',-1.670
'0:00.860',-1.660
'0:00.864',-1.645
'0:00.868',-1.645
'0:00.872',-1.640
'0:00.876',-1.625
'0:00.880',-1.620
'0:00.884',-1.595
'0:00.888',-1.590
'0:00.892',-1.590
'0:00.896',-1.595
'0:00.900',-1.595
'0:00.904',-1.595
'0:00.908',-1.595
'0:00.912',-1.605
'0:00.916',-1.620
'0:00.920',-1.645
'0:00.924',-1.660
'0:00.928',-1.690
'0:00.932',-1.730
'0:00.936',-1.755
'0:00.940',-1.790
'0:00.944',-1.815
'0:00.948',-1.850
'0:00.952',-1.880
'0:00.956',-1.910
'0:00.960',-1.940
'0:00.964',-1.985
'0:00.968',-2.005
'0:00.972',-2.030
'0:00.976',-2.025
'0:00.980',-2.030
'0:00.984',-2.055
'0:00.988',-2.030
'0:00.992',-2.035
'0:00.996',-2.045
'0:01.000',-2.045
'0:01.004',-2.060
'0:01.008',-2.055
'0:01.012',-2.060
'0:01.016',-2.045
'0:01.020',-2.055
'0:01.024',-2.065
'0:01.028',-2.055
'0:01.032',-2.060
'0:01.036',-2.055
'0:01.040',-2.045
'0:01.044',-2.030
'0:01.048',-2.025
'0:01.052',-2.030
'0:01.056',-2.030
'0:01.060',-2.030
'0:01.064',-2.015
'0:01.068',-2.015
'0:01.072',-2.020
'0:01.076',-2.015
'0:01.080',-2.025
'0:01.084',-2.020
'0:01.088',-2.020
'0:01.092',-2.030
'0:01.096',-2.030
'0:01.100',-2.035
'0:01.104',-2.030
'0:01.108',-2.030
'0:01.112',-2.030
'0:01.116',-2.030
'0:01.120',-2.030
'0:01.124',-2.025
'0:01.128',-2.030
'0:01.132',-2.030
'0:01.136',-2.030
'0:01.140',-2.025
'0:01.144',-2.030
'0:01.148',-2.055
'0:01.152',-2.095
'0:01.156',-2.080
'0:01.160',-2.080
'0:01.164',-2.075
'0:01.168',-2.065
'0:01.172',-2.075
'0:01.176',-2.055
'0:01.180',-2.075
'0:01.184',-2.065
'0:01.188',-2.065
'0:01.192',-2.055
'0:01.196',-2.030
'0:01.200',-2.005
'0:01.204',-1.985
'0:01.208',-1.995
'0:01.212',-2.025
'0:01.216',-2.055
'0:01.220',-2.065
'0:01.224',-2.075
'0:01.228',-2.055
'0:01.232',-2.050
'0:01.236',-2.050
'0:01.240',-2.055
'0:01.244',-2.055
'0:01.248',-2.055
'0:01.252',-2.075
'0:01.256',-2.075
'0:01.260',-2.080
'0:01.264',-2.065
'0:01.268',-2.065
'0:01.272',-2.055
'0:01.276',-2.060
'0:01.280',-2.055
'0:01.284',-2.055
'0:01.288',-2.045
'0:01.292',-2.045
'0:01.296',-2.055
'0:01.300',-2.065
'0:01.304',-2.080
'0:01.308',-2.115
'0:01.312',-2.105
'0:01.316',-2.005
'0:01.320',-1.705
'0:01.324',-1.440
'0:01.328',-1.290
'0:01.332',-1.315
'0:01.336',-1.500
'0:01.340',-1.815
'0:01.344',-2.210
'0:01.348',-2.560
'0:01.352',-2.875
'0:01.356',-3.190
'0:01.360',-3.425
'0:01.364',-3.515
'0:01.368',-3.405
'0:01.372',-3.140
'0:01.376',-2.840
'0:01.380',-2.560
'0:01.384',-2.330
'0:01.388',-2.150
'0:01.392',-2.035
'0:01.396',-1.985
'0:01.400',-1.965
'0:01.404',-1.955
'0:01.408',-1.945
'0:01.412',-1.925
'0:01.416',-1.910
'0:01.420',-1.910
'0:01.424',-1.910
'0:01.428',-1.910
'0:01.432',-1.905
'0:01.436',-1.885
'0:01.440',-1.900
'0:01.444',-1.885
'0:01.448',-1.860
'0:01.452',-1.860
'0:01.456',-1.860
'0:01.460',-1.860
'0:01.464',-1.845
'0:01.468',-1.850
'0:01.472',-1.840
'0:01.476',-1.825
'0:01.480',-1.830
'0:01.484',-1.820
'0:01.488',-1.815
'0:01.492',-1.790
'0:01.496',-1.755
'0:01.500',-1.755
'0:01.504',-1.740
'0:01.508',-1.720
'0:01.512',-1.735
'0:01.516',-1.705
'0:01.520',-1.680
'0:01.524',-1.670
'0:01.528',-1.645
'0:01.532',-1.645
'0:01.536',-1.640
'0:01.540',-1.620
'0:01.544',-1.605
'0:01.548',-1.595
'0:01.552',-1.585
'0:01.556',-1.590
'0:01.560',-1.560
'0:01.564',-1.575
'0:01.568',-1.585
'0:01.572',-1.575
'0:01.576',-1.590
'0:01.580',-1.585
'0:01.584',-1.585
'0:01.588',-1.595
'0:01.592',-1.610
'0:01.596',-1.625
'0:01.600',-1.650
'0:01.604',-1.675
'0:01.608',-1.720
'0:01.612',-1.735
'0:01.616',-1.760
'0:01.620',-1.790
'0:01.624',-1.830
'0:01.628',-1.875
'0:01.632',-1.905
'0:01.636',-1.935
'0:01.640',-1.955
'0:01.644',-1.960
'0:01.648',-1.970
'0:01.652',-1.985
'0:01.656',-1.995
'0:01.660',-2.005
'0:01.664',-2.005
'0:01.668',-2.020
'0:01.672',-2.025
'0:01.676',-2.045
'0:01.680',-2.015
'0:01.684',-2.025
'0:01.688',-2.025
'0:01.692',-2.025
'0:01.696',-2.035
'0:01.700',-2.025
'0:01.704',-2.005
'0:01.708',-2.005
'0:01.712',-2.005
'0:01.716',-2.005
'0:01.720',-2.005
'0:01.724',-2.005
'0:01.728',-2.005
'0:01.732',-2.020
'0:01.736',-2.030
'0:01.740',-2.020
'0:01.744',-2.015
'0:01.748',-2.005
'0:01.752',-1.995
'0:01.756',-2.005
'0:01.760',-2.005
'0:01.764',-2.005
'0:01.768',-1.995
'0:01.772',-2.000
'0:01.776',-2.005
'0:01.780',-1.995
'0:01.784',-1.985
'0:01.788',-1.990
'0:01.792',-2.005
'0:01.796',-1.995
'0:01.800',-2.025
'0:01.804',-2.025
'0:01.808',-2.020
'0:01.812',-2.020
'0:01.816',-2.030
'0:01.820',-2.045
'0:01.824',-2.060
'0:01.828',-2.075
'0:01.832',-2.075
'0:01.836',-2.055
'0:01.840',-2.050
'0:01.844',-2.075
'0:01.848',-2.045
'0:01.852',-2.055
'0:01.856',-2.060
'0:01.860',-2.055
'0:01.864',-2.055
'0:01.868',-2.020
'0:01.872',-2.000
'0:01.876',-1.990
'0:01.880',-1.995
'0:01.884',-2.005
'0:01.888',-2.020
'0:01.892',-2.020
'0:01.896',-2.030
'0:01.900',-2.055
'0:01.904',-2.065
'0:01.908',-2.065
'0:01.912',-2.055
'0:01.916',-2.060
'0:01.920',-2.065
'0:01.924',-2.055
'0:01.928',-2.055
'0:01.932',-2.055
'0:01.936',-2.060
'0:01.940',-2.055
'0:01.944',-2.055
'0:01.948',-2.055
'0:01.952',-2.065
'0:01.956',-2.065
'0:01.960',-2.075
'0:01.964',-2.060
'0:01.968',-2.065
'0:01.972',-2.055
'0:01.976',-2.080
'0:01.980',-2.105
'0:01.984',-2.125
'0:01.988',-2.090
'0:01.992',-1.935
'0:01.996',-1.675
'0:02.000',-1.445
'0:02.004',-1.330
'0:02.008',-1.380
'0:02.012',-1.610
'0:02.016',-1.935
'0:02.020',-2.310
'0:02.024',-2.650
'0:02.028',-2.965
'0:02.032',-3.285
'0:02.036',-3.475
'0:02.040',-3.470
'0:02.044',-3.280
'0:02.048',-2.995
'0:02.052',-2.700
'0:02.056',-2.395
'0:02.060',-2.175
'0:02.064',-2.055
'0:02.068',-1.990
'0:02.072',-1.975
'0:02.076',-1.965
'0:02.080',-1.960
'0:02.084',-1.945
'0:02.088',-1.935
'0:02.092',-1.925
'0:02.096',-1.915
'0:02.100',-1.910
'0:02.104',-1.910
'0:02.108',-1.910
'0:02.112',-1.910
'0:02.116',-1.910
'0:02.120',-1.910
'0:02.124',-1.905
'0:02.128',-1.880
'0:02.132',-1.880
'0:02.136',-1.875
'0:02.140',-1.870
'0:02.144',-1.860
'0:02.148',-1.860
'0:02.152',-1.850
'0:02.156',-1.830
'0:02.160',-1.825
'0:02.164',-1.815
'0:02.168',-1.790
'0:02.172',-1.780
'0:02.176',-1.765
'0:02.180',-1.765
'0:02.184',-1.740
'0:02.188',-1.720
'0:02.192',-1.695
'0:02.196',-1.690
'0:02.200',-1.645
'0:02.204',-1.660
'0:02.208',-1.645
'0:02.212',-1.640
'0:02.216',-1.620
'0:02.220',-1.585
'0:02.224',-1.595
'0:02.228',-1.585
'0:02.232',-1.575
'0:02.236',-1.575
'0:02.240',-1.575
'0:02.244',-1.575
'0:02.248',-1.575
'0:02.252',-1.575
'0:02.256',-1.590
'0:02.260',-1.595
'0:02.264',-1.610
'0:02.268',-1.625
'0:02.272',-1.650
'0:02.276',-1.675
'0:02.280',-1.720
'0:02.284',-1.740
'0:02.288',-1.780
'0:02.292',-1.830
'0:02.296',-1.860
'0:02.300',-1.905
'0:02.304',-1.940
'0:02.308',-1.960
'0:02.312',-1.985
'0:02.316',-1.995
'0:02.320',-2.000
'0:02.324',-2.025
'0:02.328',-2.025
'0:02.332',-2.030
'0:02.336',-2.035
'0:02.340',-2.030
'0:02.344',-2.030
'0:02.348',-2.045
'0:02.352',-2.035
'0:02.356',-2.030
'0:02.360',-2.025
'0:02.364',-2.030
'0:02.368',-2.060
'0:02.372',-2.030
'0:02.376',-2.030
'0:02.380',-2.030
'0:02.384',-2.045
'0:02.388',-2.065
'0:02.392',-2.045
'0:02.396',-2.045
'0:02.400',-2.045
'0:02.404',-2.055
'0:02.408',-2.055
'0:02.412',-2.045
'0:02.416',-2.035
'0:02.420',-2.030
'0:02.424',-2.035
'0:02.428',-2.050
'0:02.432',-2.045
'0:02.436',-2.045
'0:02.440',-2.045
'0:02.444',-2.045
'0:02.448',-2.050
'0:02.452',-2.045
'0:02.456',-2.030
'0:02.460',-2.045
'0:02.464',-2.045
'0:02.468',-2.045
'0:02.472',-2.045
'0:02.476',-2.045
'0:02.480',-2.045
'0:02.484',-2.045
'0:02.488',-2.045
'0:02.492',-2.065
'0:02.496',-2.080
'0:02.500',-2.090
'0:02.504',-2.095
'0:02.508',-2.090
'0:02.512',-2.090
'0:02.516',-2.090
'0:02.520',-2.085
'0:02.524',-2.090
'0:02.528',-2.085
'0:02.532',-2.090
'0:02.536',-2.075
'0:02.540',-2.045
'0:02.544',-2.020
'0:02.548',-2.005
'0:02.552',-2.025
'0:02.556',-2.075
'0:02.560',-2.055
'0:02.564',-2.065
'0:02.568',-2.085
'0:02.572',-2.095
'0:02.576',-2.120
'0:02.580',-2.095
'0:02.584',-2.105
'0:02.588',-2.105
'0:02.592',-2.105
'0:02.596',-2.095
'0:02.600',-2.105
'0:02.604',-2.105
'0:02.608',-2.095
'0:02.612',-2.095
'0:02.616',-2.105
'0:02.620',-2.105
'0:02.624',-2.110
'0:02.628',-2.105
'0:02.632',-2.105
'0:02.636',-2.105
'0:02.640',-2.105
'0:02.644',-2.115
'0:02.648',-2.160
'0:02.652',-2.190
'0:02.656',-2.170
'0:02.660',-2.035
'0:02.664',-1.765
'0:02.668',-1.495
'0:02.672',-1.370
'0:02.676',-1.440
'0:02.680',-1.705
'0:02.684',-2.095
'0:02.688',-2.490
'0:02.692',-2.870
'0:02.696',-3.190
'0:02.700',-3.425
'0:02.704',-3.525
'0:02.708',-3.590
'0:02.712',-3.500
'0:02.716',-3.250
'0:02.720',-2.955
'0:02.724',-2.675
'0:02.728',-2.395
'0:02.732',-2.190
'0:02.736',-2.065
'0:02.740',-2.020
'0:02.744',-2.030
'0:02.748',-2.000
'0:02.752',-2.000
'0:02.756',-1.995
'0:02.760',-1.985
'0:02.764',-1.960
'0:02.768',-1.960
'0:02.772',-1.960
'0:02.776',-1.960
'0:02.780',-1.945
'0:02.784',-1.935
'0:02.788',-1.930
'0:02.792',-1.930
'0:02.796',-1.925
'0:02.800',-1.910
'0:02.804',-1.905
'0:02.808',-1.910
'0:02.812',-1.905
'0:02.816',-1.885
'0:02.820',-1.880
'0:02.824',-1.860
'0:02.828',-1.850
'0:02.832',-1.840
'0:02.836',-1.830
'0:02.840',-1.815
'0:02.844',-1.800
'0:02.848',-1.790
'0:02.852',-1.760
'0:02.856',-1.765
'0:02.860',-1.740
'0:02.864',-1.720
'0:02.868',-1.695
'0:02.872',-1.690
'0:02.876',-1.670
'0:02.880',-1.650
'0:02.884',-1.635
'0:02.888',-1.620
'0:02.892',-1.610
'0:02.896',-1.580
'0:02.900',-1.575
'0:02.904',-1.575
'0:02.908',-1.580
'0:02.912',-1.560
'0:02.916',-1.580
'0:02.920',-1.590
'0:02.924',-1.590
'0:02.928',-1.585
'0:02.932',-1.595
'0:02.936',-1.620
'0:02.940',-1.645
'0:02.944',-1.670
'0:02.948',-1.705
'0:02.952',-1.735
'0:02.956',-1.785
'0:02.960',-1.800
'0:02.964',-1.840
'0:02.968',-1.885
'0:02.972',-1.930
'0:02.976',-1.955
'0:02.980',-1.995
'0:02.984',-2.005
'0:02.988',-2.025
'0:02.992',-2.035
'0:02.996',-2.055
'0:03.000',-2.075
'0:03.004',-2.065
'0:03.008',-2.065
'0:03.012',-2.065
'0:03.016',-2.080
'0:03.020',-2.075
'0:03.024',-2.060
'0:03.028',-2.065
'0:03.032',-2.075
'0:03.036',-2.080
'0:03.040',-2.065
'0:03.044',-2.080
'0:03.048',-2.075
'0:03.052',-2.055
'0:03.056',-2.065
'0:03.060',-2.075
'0:03.064',-2.075
'0:03.068',-2.075
'0:03.072',-2.065
'0:03.076',-2.080
'0:03.080',-2.090
'0:03.084',-2.065
'0:03.088',-2.065
'0:03.092',-2.075
'0:03.096',-2.080
'0:03.100',-2.090
'0:03.104',-2.065
'0:03.108',-2.080
'0:03.112',-2.075
'0:03.116',-2.060
'0:03.120',-2.060
'0:03.124',-2.075
'0:03.128',-2.080
'0:03.132',-2.075
'0:03.136',-2.085
'0:03.140',-2.080
'0:03.144',-2.075
'0:03.148',-2.075
'0:03.152',-2.080
'0:03.156',-2.090
'0:03.160',-2.090
'0:03.164',-2.090
'0:03.168',-2.105
'0:03.172',-2.105
'0:03.176',-2.120
'0:03.180',-2.105
'0:03.184',-2.105
'0:03.188',-2.095
'0:03.192',-2.105
'0:03.196',-2.105
'0:03.200',-2.105
'0:03.204',-2.095
'0:03.208',-2.080
'0:03.212',-2.075
'0:03.216',-2.055
'0:03.220',-2.035
'0:03.224',-2.045
'0:03.228',-2.055
'0:03.232',-2.065
'0:03.236',-2.080
'0:03.240',-2.090
'0:03.244',-2.105
'0:03.248',-2.135
'0:03.252',-2.120
'0:03.256',-2.125
'0:03.260',-2.120
'0:03.264',-2.115
'0:03.268',-2.135
'0:03.272',-2.115
'0:03.276',-2.120
'0:03.280',-2.115
'0:03.284',-2.125
'0:03.288',-2.125
'0:03.292',-2.120
'0:03.296',-2.125
'0:03.300',-2.125
'0:03.304',-2.120
'0:03.308',-2.115
'0:03.312',-2.120
'0:03.316',-2.115
'0:03.320',-2.125
'0:03.324',-2.170
'0:03.328',-2.190
'0:03.332',-2.180
'0:03.336',-2.055
'0:03.340',-1.755
'0:03.344',-1.485
'0:03.348',-1.405
'0:03.352',-1.590
'0:03.356',-1.960
'0:03.360',-2.330
'0:03.364',-2.665
'0:03.368',-2.970
'0:03.372',-3.280
'0:03.376',-3.500
'0:03.380',-3.645
'0:03.384',-3.615
'0:03.388',-3.395
'0:03.392',-3.065
'0:03.396',-2.680
'0:03.400',-2.375
'0:03.404',-2.160
'0:03.408',-2.050
'0:03.412',-2.030
'0:03.416',-2.045
'0:03.420',-2.025
'0:03.424',-2.005
'0:03.428',-1.995
'0:03.432',-1.975
'0:03.436',-1.940
'0:03.440',-1.960
'0:03.444',-1.960
'0:03.448',-1.945
'0:03.452',-1.945
'0:03.456',-1.930
'0:03.460',-1.945
'0:03.464',-1.935
'0:03.468',-1.925
'0:03.472',-1.910
'0:03.476',-1.910
'0:03.480',-1.900
'0:03.484',-1.900
'0:03.488',-1.885
'0:03.492',-1.875
'0:03.496',-1.850
'0:03.500',-1.850
'0:03.504',-1.840
'0:03.508',-1.825
'0:03.512',-1.815
'0:03.516',-1.800
'0:03.520',-1.780
'0:03.524',-1.750
'0:03.528',-1.735
'0:03.532',-1.720
'0:03.536',-1.705
'0:03.540',-1.680
'0:03.544',-1.670
'0:03.548',-1.645
'0:03.552',-1.620
'0:03.556',-1.610
'0:03.560',-1.590
'0:03.564',-1.595
'0:03.568',-1.585
'0:03.572',-1.565
'0:03.576',-1.575
'0:03.580',-1.575
'0:03.584',-1.580
'0:03.588',-1.565
'0:03.592',-1.565
'0:03.596',-1.575
'0:03.600',-1.580
'0:03.604',-1.585
'0:03.608',-1.620
'0:03.612',-1.645
'0:03.616',-1.670
'0:03.620',-1.695
'0:03.624',-1.705
'0:03.628',-1.765
'0:03.632',-1.790
'0:03.636',-1.840
'0:03.640',-1.880
'0:03.644',-1.910
'0:03.648',-1.945
'0:03.652',-1.975
'0:03.656',-1.995
'0:03.660',-2.015
'0:03.664',-2.035
'0:03.668',-2.045
'0:03.672',-2.050
'0:03.676',-2.045
'0:03.680',-2.055
'0:03.684',-2.055
'0:03.688',-2.055
'0:03.692',-2.055
'0:03.696',-2.055
'0:03.700',-2.060
'0:03.704',-2.055
'0:03.708',-2.055
'0:03.712',-2.055
'0:03.716',-2.050
'0:03.720',-2.055
'0:03.724',-2.055
'0:03.728',-2.060
'0:03.732',-2.065
'0:03.736',-2.055
'0:03.740',-2.060
'0:03.744',-2.060
'0:03.748',-2.055
'0:03.752',-2.055
'0:03.756',-2.055
'0:03.760',-2.055
'0:03.764',-2.050
'0:03.768',-2.050
'0:03.772',-2.075
'0:03.776',-2.045
'0:03.780',-2.045
'0:03.784',-2.045
'0:03.788',-2.060
'0:03.792',-2.075
'0:03.796',-2.065
'0:03.800',-2.075
'0:03.804',-2.055
'0:03.808',-2.050
'0:03.812',-2.065
'0:03.816',-2.055
'0:03.820',-2.065
'0:03.824',-2.065
'0:03.828',-2.075
'0:03.832',-2.080
'0:03.836',-2.080
'0:03.840',-2.085
'0:03.844',-2.085
'0:03.848',-2.090
'0:03.852',-2.095
'0:03.856',-2.095
'0:03.860',-2.105
'0:03.864',-2.095
'0:03.868',-2.105
'0:03.872',-2.090
'0:03.876',-2.090
'0:03.880',-2.080
'0:03.884',-2.080
'0:03.888',-2.060
'0:03.892',-2.045
'0:03.896',-2.030
'0:03.900',-2.030
'0:03.904',-2.045
'0:03.908',-2.065
'0:03.912',-2.075
'0:03.916',-2.085
'0:03.920',-2.105
'0:03.924',-2.095
'0:03.928',-2.120
'0:03.932',-2.105
'0:03.936',-2.105
'0:03.940',-2.095
'0:03.944',-2.095
'0:03.948',-2.105
'0:03.952',-2.105
'0:03.956',-2.105
'0:03.960',-2.125
'0:03.964',-2.105
'0:03.968',-2.095
'0:03.972',-2.090
'0:03.976',-2.090
'0:03.980',-2.120
'0:03.984',-2.105
'0:03.988',-2.120
'0:03.992',-2.120
'0:03.996',-2.140
'0:04.000',-2.170
'0:04.004',-2.120
'0:04.008',-1.945
'0:04.012',-1.645
'0:04.016',-1.400
'0:04.020',-1.325
'0:04.024',-1.465
'0:04.028',-1.765
'0:04.032',-2.150
'0:04.036',-2.525
'0:04.040',-2.900
'0:04.044',-3.230
'0:04.048',-3.500
'0:04.052',-3.645
'0:04.056',-3.615
'0:04.060',-3.380
'0:04.064',-3.090
'0:04.068',-2.825
'0:04.072',-2.555
'0:04.076',-2.295
'0:04.080',-2.120
'0:04.084',-2.045
'0:04.088',-2.025
'0:04.092',-2.005
'0:04.096',-1.975
'0:04.100',-1.970
'0:04.104',-1.975
'0:04.108',-1.960
'0:04.112',-1.960
'0:04.116',-1.940
'0:04.120',-1.945
'0:04.124',-1.935
'0:04.128',-1.905
'0:04.132',-1.925
'0:04.136',-1.910
'0:04.140',-1.910
'0:04.144',-1.900
'0:04.148',-1.875
'0:04.152',-1.885
'0:04.156',-1.880
'0:04.160',-1.860
'0:04.164',-1.845
'0:04.168',-1.850
'0:04.172',-1.840
'0:04.176',-1.825
'0:04.180',-1.810
'0:04.184',-1.800
'0:04.188',-1.785
'0:04.192',-1.765
'0:04.196',-1.755
'0:04.200',-1.735
'0:04.204',-1.725
'0:04.208',-1.710
'0:04.212',-1.695
'0:04.216',-1.660
'0:04.220',-1.640
'0:04.224',-1.620
'0:04.228',-1.610
'0:04.232',-1.595
'0:04.236',-1.585
'0:04.240',-1.580
'0:04.244',-1.550
'0:04.248',-1.545
'0:04.252',-1.545
'0:04.256',-1.525
'0:04.260',-1.550
'0:04.264',-1.550
'0:04.268',-1.560
'0:04.272',-1.565
'0:04.276',-1.575
'0:04.280',-1.575
'0:04.284',-1.575
'0:04.288',-1.605
'0:04.292',-1.620
'0:04.296',-1.660
'0:04.300',-1.690
'0:04.304',-1.720
'0:04.308',-1.765
'0:04.312',-1.815
'0:04.316',-1.840
'0:04.320',-1.880
'0:04.324',-1.910
'0:04.328',-1.935
'0:04.332',-1.970
'0:04.336',-1.975
'0:04.340',-1.995
'0:04.344',-2.005
'0:04.348',-2.005
'0:04.352',-2.020
'0:04.356',-2.020
'0:04.360',-2.020
'0:04.364',-2.030
'0:04.368',-2.035
'0:04.372',-2.045
'0:04.376',-2.035
'0:04.380',-2.035
'0:04.384',-2.030
'0:04.388',-2.030
'0:04.392',-2.030
'0:04.396',-2.045
'0:04.400',-2.055
'0:04.404',-2.055
'0:04.408',-2.045
'0:04.412',-2.045
'0:04.416',-2.020
'0:04.420',-2.030
'0:04.424',-2.030
'0:04.428',-2.030
'0:04.432',-2.030
'0:04.436',-2.035
'0:04.440',-2.025
'0:04.444',-2.025
'0:04.448',-2.005
'0:04.452',-2.025
'0:04.456',-2.025
'0:04.460',-2.035
'0:04.464',-2.045
'0:04.468',-2.045
'0:04.472',-2.045
'0:04.476',-2.030
'0:04.480',-2.035
'0:04.484',-2.055
'0:04.488',-2.045
'0:04.492',-2.045
'0:04.496',-2.055
'0:04.500',-2.055
'0:04.504',-2.080
'0:04.508',-2.050
'0:04.512',-2.045
'0:04.516',-2.045
'0:04.520',-2.065
'0:04.524',-2.065
'0:04.528',-2.065
'0:04.532',-2.065
'0:04.536',-2.075
'0:04.540',-2.075
'0:04.544',-2.065
'0:04.548',-2.065
'0:04.552',-2.075
'0:04.556',-2.060
'0:04.560',-2.045
'0:04.564',-2.025
'0:04.568',-2.000
'0:04.572',-2.000
'0:04.576',-2.015
'0:04.580',-2.030
'0:04.584',-2.030
'0:04.588',-2.055
'0:04.592',-2.080
'0:04.596',-2.080
'0:04.600',-2.085
'0:04.604',-2.080
'0:04.608',-2.090
'0:04.612',-2.090
'0:04.616',-2.080
'0:04.620',-2.080
'0:04.624',-2.065
'0:04.628',-2.080
'0:04.632',-2.075
'0:04.636',-2.055
'0:04.640',-2.055
'0:04.644',-2.055
