'Elapsed time','ECG I'
'0:00.650',0.520
'0:00.652',0.395
'0:00.654',0.365
'0:00.656',0.395
'0:00.658',0.400
'0:00.660',0.445
'0:00.662',0.500
'0:00.664',0.520
'0:00.666',0.495
'0:00.668',0.410
'0:00.670',0.445
'0:00.672',0.345
'0:00.674',0.360
'0:00.676',0.375
'0:00.678',0.450
'0:00.680',0.430
'0:00.682',0.480
'0:00.684',0.465
'0:00.686',0.525
'0:00.688',0.460
'0:00.690',0.435
'0:00.692',0.420
'0:00.694',0.385
'0:00.696',0.420
'0:00.698',0.420
'0:00.700',0.455
'0:00.702',0.465
'0:00.704',0.495
'0:00.706',0.480
'0:00.708',0.470
'0:00.710',0.415
'0:00.712',0.355
'0:00.714',0.375
'0:00.716',0.385
'0:00.718',0.415
'0:00.720',0.465
'0:00.722',0.510
'0:00.724',0.495
'0:00.726',0.530
'0:00.728',0.450
'0:00.730',0.410
'0:00.732',0.370
'0:00.734',0.380
'0:00.736',0.360
'0:00.738',0.400
'0:00.740',0.485
'0:00.742',0.525
'0:00.744',0.495
'0:00.746',0.500
'0:00.748',0.430
'0:00.750',0.450
'0:00.752',0.415
'0:00.754',0.400
'0:00.756',0.415
'0:00.758',0.465
'0:00.760',0.470
'0:00.762',0.495
'0:00.764',0.520
'0:00.766',0.470
'0:00.768',0.425
'0:00.770',0.405
'0:00.772',0.315
'0:00.774',0.365
'0:00.776',0.415
'0:00.778',0.465
'0:00.780',0.520
'0:00.782',0.540
'0:00.784',0.545
'0:00.786',0.485
'0:00.788',0.495
'0:00.790',0.435
'0:00.792',0.375
'0:00.794',0.375
'0:00.796',0.445
'0:00.798',0.455
'0:00.800',0.525
'0:00.802',0.605
'0:00.804',0.525
'0:00.806',0.530
'0:00.808',0.500
'0:00.810',0.395
'0:00.812',0.420
'0:00.814',0.415
'0:00.816',0.440
'0:00.818',0.445
'0:00.820',0.495
'0:00.822',0.545
'0:00.824',0.545
'0:00.826',0.575
'0:00.828',0.525
'0:00.830',0.440
'0:00.832',0.425
'0:00.834',0.420
'0:00.836',0.480
'0:00.838',0.430
'0:00.840',0.485
'0:00.842',0.520
'0:00.844',0.530
'0:00.846',0.465
'0:00.848',0.435
'0:00.850',0.360
'0:00.852',0.350
'0:00.854',0.385
'0:00.856',0.420
'0:00.858',0.435
'0:00.860',0.465
'0:00.862',0.460
'0:00.864',0.465
'0:00.866',0.460
'0:00.868',0.405
'0:00.870',0.410
'0:00.872',0.415
'0:00.874',0.385
'0:00.876',0.415
'0:00.878',0.440
'0:00.880',0.515
'0:00.882',0.495
'0:00.884',0.490
'0:00.886',0.430
'0:00.888',0.470
'0:00.890',0.365
'0:00.892',0.405
'0:00.894',0.375
'0:00.896',0.390
'0:00.898',0.425
'0:00.900',0.455
'0:00.902',0.525
'0:00.904',0.525
'0:00.906',0.435
'0:00.908',0.375
'0:00.910',0.360
'0:00.912',0.365
'0:00.914',0.365
'0:00.916',0.390
'0:00.918',0.360
'0:00.920',0.455
'0:00.922',0.490
'0:00.924',0.480
'0:00.926',0.480
'0:00.928',0.530
'0:00.930',0.515
'0:00.932',0.570
'0:00.934',0.610
'0:00.936',0.755
'0:00.938',0.845
'0:00.940',1.035
'0:00.942',1.025
'0:00.944',1.025
'0:00.946',0.810
'0:00.948',0.710
'0:00.950',0.650
'0:00.952',0.645
'0:00.954',0.570
'0:00.956',0.505
'0:00.958',0.435
'0:00.960',0.295
'0:00.962',0.160
'0:00.964',0.230
'0:00.966',0.230
'0:00.968',0.170
'0:00.970',0.105
'0:00.972',0.165
'0:00.974',0.245
'0:00.976',0.270
'0:00.978',0.305
'0:00.980',0.380
'0:00.982',0.450
'0:00.984',0.415
'0:00.986',0.385
'0:00.988',0.370
'0:00.990',0.365
'0:00.992',0.415
'0:00.994',0.370
'0:00.996',0.455
'0:00.998',0.485
'0:01.000',0.475
'0:01.002',0.525
'0:01.004',0.495
'0:01.006',0.450
'0:01.008',0.480
'0:01.010',0.410
'0:01.012',0.435
'0:01.014',0.460
'0:01.016',0.475
'0:01.018',0.440
'0:01.020',0.480
'0:01.022',0.530
'0:01.024',0.560
'0:01.026',0.410
'0:01.028',0.425
'0:01.030',0.390
'0:01.032',0.455
'0:01.034',0.480
'0:01.036',0.460
'0:01.038',0.490
'0:01.040',0.580
'0:01.042',0.570
'0:01.044',0.500
'0:01.046',0.445
'0:01.048',0.415
'0:01.050',0.415
'0:01.052',0.430
'0:01.054',0.445
'0:01.056',0.440
'0:01.058',0.495
'0:01.060',0.550
'0:01.062',0.565
'0:01.064',0.540
'0:01.066',0.460
'0:01.068',0.470
'0:01.070',0.455
'0:01.072',0.495
'0:01.074',0.495
'0:01.076',0.490
'0:01.078',0.505
'0:01.080',0.555
'0:01.082',0.540
'0:01.084',0.565
'0:01.086',0.545
'0:01.088',0.445
'0:01.090',0.435
'0:01.092',0.460
'0:01.094',0.440
'0:01.096',0.525
'0:01.098',0.540
'0:01.100',0.545
'0:01.102',0.580
'0:01.104',0.530
'0:01.106',0.560
'0:01.108',0.470
'0:01.110',0.445
'0:01.112',0.485
'0:01.114',0.480
'0:01.116',0.495
'0:01.118',0.645
'0:01.120',0.660
'0:01.122',0.585
'0:01.124',0.550
'0:01.126',0.585
'0:01.128',0.505
'0:01.130',0.470
'0:01.132',0.465
'0:01.134',0.535
'0:01.136',0.620
'0:01.138',0.655
'0:01.140',0.670
'0:01.142',0.665
'0:01.144',0.645
'0:01.146',0.625
'0:01.148',0.630
'0:01.150',0.525
'0:01.152',0.535
'0:01.154',0.610
'0:01.156',0.660
'0:01.158',0.705
'0:01.160',0.740
'0:01.162',0.695
'0:01.164',0.700
'0:01.166',0.615
'0:01.168',0.620
'0:01.170',0.640
'0:01.172',0.605
'0:01.174',0.655
'0:01.176',0.665
'0:01.178',0.735
'0:01.180',0.760
'0:01.182',0.765
'0:01.184',0.730
'0:01.186',0.700
'0:01.188',0.625
'0:01.190',0.615
'0:01.192',0.635
'0:01.194',0.675
'0:01.196',0.685
'0:01.198',0.715
'0:01.200',0.700
'0:01.202',0.745
'0:01.204',0.690
'0:01.206',0.685
'0:01.208',0.680
'0:01.210',0.600
'0:01.212',0.530
'0:01.214',0.620
'0:01.216',0.580
'0:01.218',0.645
'0:01.220',0.655
'0:01.222',0.655
'0:01.224',0.575
'0:01.226',0.595
'0:01.228',0.510
'0:01.230',0.400
'0:01.232',0.555
'0:01.234',0.555
'0:01.236',0.515
'0:01.238',0.645
'0:01.240',0.520
'0:01.242',0.475
'0:01.244',0.505
'0:01.246',0.475
'0:01.248',0.410
'0:01.250',0.445
'0:01.252',0.450
'0:01.254',0.415
'0:01.256',0.455
'0:01.258',0.535
'0:01.260',0.560
'0:01.262',0.525
'0:01.264',0.470
'0:01.266',0.445
'0:01.268',0.395
'0:01.270',0.395
'0:01.272',0.435
'0:01.274',0.425
'0:01.276',0.450
'0:01.278',0.515
'0:01.280',0.500
'0:01.282',0.485
'0:01.284',0.460
'0:01.286',0.460
'0:01.288',0.440
'0:01.290',0.420
'0:01.292',0.380
'0:01.294',0.425
'0:01.296',0.435
'0:01.298',0.515
'0:01.300',0.550
'0:01.302',0.500
'0:01.304',0.455
'0:01.306',0.435
'0:01.308',0.325
'0:01.310',0.365
'0:01.312',0.405
'0:01.314',0.435
'0:01.316',0.465
'0:01.318',0.505
'0:01.320',0.480
'0:01.322',0.525
'0:01.324',0.470
'0:01.326',0.430
'0:01.328',0.400
'0:01.330',0.400
'0:01.332',0.400
'0:01.334',0.420
'0:01.336',0.435
'0:01.338',0.500
'0:01.340',0.500
'0:01.342',0.535
'0:01.344',0.495
'0:01.346',0.475
'0:01.348',0.360
'0:01.350',0.385
'0:01.352',0.450
'0:01.354',0.455
'0:01.356',0.500
'0:01.358',0.470
'0:01.360',0.540
'0:01.362',0.580
'0:01.364',0.520
'0:01.366',0.470
'0:01.368',0.380
'0:01.370',0.405
'0:01.372',0.445
'0:01.374',0.490
'0:01.376',0.510
'0:01.378',0.570
'0:01.380',0.525
'0:01.382',0.515
'0:01.384',0.480
'0:01.386',0.445
'0:01.388',0.430
'0:01.390',0.440
'0:01.392',0.405
'0:01.394',0.495
'0:01.396',0.550
'0:01.398',0.540
'0:01.400',0.550
'0:01.402',0.500
'0:01.404',0.510
'0:01.406',0.445
'0:01.408',0.355
'0:01.410',0.330
'0:01.412',0.410
'0:01.414',0.475
'0:01.416',0.490
'0:01.418',0.540
'0:01.420',0.550
'0:01.422',0.545
'0:01.424',0.505
'0:01.426',0.405
'0:01.428',0.420
'0:01.430',0.460
'0:01.432',0.470
'0:01.434',0.490
'0:01.436',0.600
'0:01.438',0.535
'0:01.440',0.520
'0:01.442',0.495
'0:01.444',0.450
'0:01.446',0.375
'0:01.448',0.385
'0:01.450',0.380
'0:01.452',0.460
'0:01.454',0.505
'0:01.456',0.590
'0:01.458',0.525
'0:01.460',0.525
'0:01.462',0.550
'0:01.464',0.510
'0:01.466',0.410
'0:01.468',0.345
'0:01.470',0.395
'0:01.472',0.480
'0:01.474',0.430
'0:01.476',0.500
'0:01.478',0.545
'0:01.480',0.510
'0:01.482',0.510
'0:01.484',0.470
'0:01.486',0.430
'0:01.488',0.405
'0:01.490',0.430
'0:01.492',0.420
'0:01.494',0.520
'0:01.496',0.525
'0:01.498',0.515
'0:01.500',0.550
'0:01.502',0.495
'0:01.504',0.480
'0:01.506',0.435
'0:01.508',0.385
'0:01.510',0.440
'0:01.512',0.415
'0:01.514',0.505
'0:01.516',0.510
'0:01.518',0.520
'0:01.520',0.505
'0:01.522',0.445
'0:01.524',0.425
'0:01.526',0.460
'0:01.528',0.395
'0:01.530',0.415
'0:01.532',0.475
'0:01.534',0.465
'0:01.536',0.555
'0:01.538',0.555
'0:01.540',0.530
'0:01.542',0.525
'0:01.544',0.465
'0:01.546',0.435
'0:01.548',0.410
'0:01.550',0.385
'0:01.552',0.450
'0:01.554',0.505
'0:01.556',0.565
'0:01.558',0.565
'0:01.560',0.505
'0:01.562',0.485
'0:01.564',0.450
'0:01.566',0.465
'0:01.568',0.390
'0:01.570',0.400
'0:01.572',0.480
'0:01.574',0.480
'0:01.576',0.570
'0:01.578',0.535
'0:01.580',0.470
'0:01.582',0.495
'0:01.584',0.505
'0:01.586',0.360
'0:01.588',0.375
'0:01.590',0.450
'0:01.592',0.475
'0:01.594',0.525
'0:01.596',0.570
'0:01.598',0.580
'0:01.600',0.515
'0:01.602',0.490
'0:01.604',0.445
'0:01.606',0.435
'0:01.608',0.420
'0:01.610',0.425
'0:01.612',0.510
'0:01.614',0.515
'0:01.616',0.490
'0:01.618',0.520
'0:01.620',0.565
'0:01.622',0.475
'0:01.624',0.490
'0:01.626',0.435
'0:01.628',0.435
'0:01.630',0.385
'0:01.632',0.425
'0:01.634',0.490
'0:01.636',0.555
'0:01.638',0.620
'0:01.640',0.520
'0:01.642',0.505
'0:01.644',0.495
'0:01.646',0.435
'0:01.648',0.390
'0:01.650',0.430
'0:01.652',0.500
'0:01.654',0.560
'0:01.656',0.535
'0:01.658',0.580
'0:01.660',0.540
'0:01.662',0.505
'0:01.664',0.480
'0:01.666',0.455
'0:01.668',0.365
'0:01.670',0.430
'0:01.672',0.505
'0:01.674',0.505
'0:01.676',0.550
'0:01.678',0.555
'0:01.680',0.500
'0:01.682',0.450
'0:01.684',0.470
'0:01.686',0.455
'0:01.688',0.465
'0:01.690',0.440
'0:01.692',0.490
'0:01.694',0.550
'0:01.696',0.540
'0:01.698',0.545
'0:01.700',0.565
'0:01.702',0.480
'0:01.704',0.435
'0:01.706',0.425
'0:01.708',0.465
'0:01.710',0.475
'0:01.712',0.525
'0:01.714',0.535
'0:01.716',0.550
'0:01.718',0.555
'0:01.720',0.500
'0:01.722',0.495
'0:01.724',0.405
'0:01.726',0.485
'0:01.728',0.505
'0:01.730',0.500
'0:01.732',0.505
'0:01.734',0.530
'0:01.736',0.595
'0:01.738',0.570
'0:01.740',0.570
'0:01.742',0.535
'0:01.744',0.430
'0:01.746',0.465
'0:01.748',0.425
'0:01.750',0.465
'0:01.752',0.505
'0:01.754',0.590
'0:01.756',0.605
'0:01.758',0.570
'0:01.760',0.595
'0:01.762',0.560
'0:01.764',0.485
'0:01.766',0.460
'0:01.768',0.510
'0:01.770',0.545
'0:01.772',0.525
'0:01.774',0.595
'0:01.776',0.585
'0:01.778',0.550
'0:01.780',0.565
'0:01.782',0.535
'0:01.784',0.485
'0:01.786',0.505
'0:01.788',0.450
'0:01.790',0.520
'0:01.792',0.530
'0:01.794',0.600
'0:01.796',0.550
'0:01.798',0.545
'0:01.800',0.535
'0:01.802',0.485
'0:01.804',0.380
'0:01.806',0.435
'0:01.808',0.440
'0:01.810',0.425
'0:01.812',0.495
'0:01.814',0.550
'0:01.816',0.580
'0:01.818',0.590
'0:01.820',0.490
'0:01.822',0.465
'0:01.824',0.470
'0:01.826',0.450
'0:01.828',0.465
'0:01.830',0.410
'0:01.832',0.480
'0:01.834',0.525
'0:01.836',0.570
'0:01.838',0.550
'0:01.840',0.525
'0:01.842',0.485
'0:01.844',0.380
'0:01.846',0.405
'0:01.848',0.440
'0:01.850',0.500
'0:01.852',0.525
'0:01.854',0.525
'0:01.856',0.545
'0:01.858',0.545
'0:01.860',0.465
'0:01.862',0.485
'0:01.864',0.405
'0:01.866',0.445
'0:01.868',0.420
'0:01.870',0.445
'0:01.872',0.495
'0:01.874',0.570
'0:01.876',0.630
'0:01.878',0.705
'0:01.880',0.720
'0:01.882',0.755
'0:01.884',0.815
'0:01.886',0.945
'0:01.888',0.920
'0:01.890',1.025
'0:01.892',1.020
'0:01.894',1.070
'0:01.896',0.900
'0:01.898',0.815
'0:01.900',0.740
'0:01.902',0.635
'0:01.904',0.455
'0:01.906',0.365
'0:01.908',0.190
'0:01.910',0.220
'0:01.912',0.250
'0:01.914',0.300
'0:01.916',0.310
'0:01.918',0.315
'0:01.920',0.355
'0:01.922',0.320
'0:01.924',0.320
'0:01.926',0.315
'0:01.928',0.375
'0:01.930',0.405
'0:01.932',0.495
'0:01.934',0.550
'0:01.936',0.540
'0:01.938',0.535
'0:01.940',0.555
'0:01.942',0.460
'0:01.944',0.395
'0:01.946',0.430
'0:01.948',0.415
'0:01.950',0.570
'0:01.952',0.555
'0:01.954',0.605
'0:01.956',0.560
'0:01.958',0.630
'0:01.960',0.490
'0:01.962',0.475
'0:01.964',0.440
'0:01.966',0.435
'0:01.968',0.445
'0:01.970',0.530
'0:01.972',0.560
'0:01.974',0.575
'0:01.976',0.590
'0:01.978',0.535
'0:01.980',0.560
'0:01.982',0.475
'0:01.984',0.460
'0:01.986',0.530
'0:01.988',0.510
'0:01.990',0.545
'0:01.992',0.610
'0:01.994',0.580
'0:01.996',0.635
'0:01.998',0.615
'0:02.000',0.565
'0:02.002',0.565
'0:02.004',0.525
'0:02.006',0.460
'0:02.008',0.475
'0:02.010',0.510
'0:02.012',0.595
'0:02.014',0.665
'0:02.016',0.635
'0:02.018',0.610
'0:02.020',0.585
'0:02.022',0.495
'0:02.024',0.455
'0:02.026',0.450
'0:02.028',0.470
'0:02.030',0.625
'0:02.032',0.660
'0:02.034',0.695
'0:02.036',0.585
'0:02.038',0.625
'0:02.040',0.595
'0:02.042',0.495
'0:02.044',0.500
'0:02.046',0.535
'0:02.048',0.530
'0:02.050',0.555
'0:02.052',0.675
'0:02.054',0.665
'0:02.056',0.680
'0:02.058',0.660
'0:02.060',0.620
'0:02.062',0.540
'0:02.064',0.505
'0:02.066',0.620
'0:02.068',0.630
'0:02.070',0.595
'0:02.072',0.680
'0:02.074',0.690
'0:02.076',0.685
'0:02.078',0.630
'0:02.080',0.620
'0:02.082',0.580
'0:02.084',0.570
'0:02.086',0.605
'0:02.088',0.640
'0:02.090',0.705
'0:02.092',0.695
'0:02.094',0.735
'0:02.096',0.710
'0:02.098',0.685
'0:02.100',0.680
'0:02.102',0.585
'0:02.104',0.630
'0:02.106',0.645
'0:02.108',0.715
'0:02.110',0.760
'0:02.112',0.810
'0:02.114',0.800
'0:02.116',0.765
'0:02.118',0.755
'0:02.120',0.735
'0:02.122',0.675
'0:02.124',0.690
'0:02.126',0.690
'0:02.128',0.795
'0:02.130',0.825
'0:02.132',0.795
'0:02.134',0.815
'0:02.136',0.830
'0:02.138',0.780
'0:02.140',0.760
'0:02.142',0.710
'0:02.144',0.705
'0:02.146',0.645
'0:02.148',0.710
'0:02.150',0.760
'0:02.152',0.860
'0:02.154',0.810
'0:02.156',0.790
'0:02.158',0.750
'0:02.160',0.665
'0:02.162',0.580
'0:02.164',0.580
'0:02.166',0.650
'0:02.168',0.670
'0:02.170',0.675
'0:02.172',0.690
'0:02.174',0.695
'0:02.176',0.680
'0:02.178',0.635
'0:02.180',0.575
'0:02.182',0.495
'0:02.184',0.500
'0:02.186',0.525
'0:02.188',0.550
'0:02.190',0.580
'0:02.192',0.665
'0:02.194',0.600
'0:02.196',0.580
'0:02.198',0.535
'0:02.200',0.555
'0:02.202',0.535
'0:02.204',0.510
'0:02.206',0.490
'0:02.208',0.535
'0:02.210',0.510
'0:02.212',0.560
'0:02.214',0.595
'0:02.216',0.620
'0:02.218',0.545
'0:02.220',0.495
'0:02.222',0.435
'0:02.224',0.455
'0:02.226',0.475
'0:02.228',0.535
'0:02.230',0.565
'0:02.232',0.570
'0:02.234',0.600
'0:02.236',0.575
'0:02.238',0.540
'0:02.240',0.475
'0:02.242',0.430
'0:02.244',0.495
'0:02.246',0.400
'0:02.248',0.510
'0:02.250',0.580
'0:02.252',0.540
'0:02.254',0.640
'0:02.256',0.560
'0:02.258',0.525
'0:02.260',0.450
'0:02.262',0.450
'0:02.264',0.465
'0:02.266',0.525
'0:02.268',0.495
'0:02.270',0.550
'0:02.272',0.600
'0:02.274',0.600
'0:02.276',0.535
'0:02.278',0.525
'0:02.280',0.470
'0:02.282',0.465
'0:02.284',0.500
'0:02.286',0.520
'0:02.288',0.510
'0:02.290',0.590
'0:02.292',0.590
'0:02.294',0.560
'0:02.296',0.540
'0:02.298',0.515
'0:02.300',0.460
'0:02.302',0.425
'0:02.304',0.445
'0:02.306',0.510
'0:02.308',0.555
'0:02.310',0.645
'0:02.312',0.640
'0:02.314',0.620
'0:02.316',0.525
'0:02.318',0.535
'0:02.320',0.490
'0:02.322',0.500
'0:02.324',0.480
'0:02.326',0.515
'0:02.328',0.570
'0:02.330',0.585
'0:02.332',0.570
'0:02.334',0.600
'0:02.336',0.580
'0:02.338',0.555
'0:02.340',0.475
'0:02.342',0.485
'0:02.344',0.495
'0:02.346',0.530
'0:02.348',0.560
'0:02.350',0.585
'0:02.352',0.660
'0:02.354',0.570
'0:02.356',0.650
'0:02.358',0.565
'0:02.360',0.490
'0:02.362',0.450
'0:02.364',0.440
'0:02.366',0.480
'0:02.368',0.540
'0:02.370',0.610
'0:02.372',0.620
'0:02.374',0.635
'0:02.376',0.570
'0:02.378',0.505
'0:02.380',0.485
'0:02.382',0.440
'0:02.384',0.530
'0:02.386',0.540
'0:02.388',0.590
'0:02.390',0.650
'0:02.392',0.595
'0:02.394',0.640
'0:02.396',0.540
'0:02.398',0.530
'0:02.400',0.415
'0:02.402',0.450
'0:02.404',0.430
'0:02.406',0.505
'0:02.408',0.595
'0:02.410',0.630
'0:02.412',0.605
'0:02.414',0.630
'0:02.416',0.555
'0:02.418',0.525
'0:02.420',0.470
'0:02.422',0.460
'0:02.424',0.540
'0:02.426',0.525
'0:02.428',0.590
'0:02.430',0.605
'0:02.432',0.575
'0:02.434',0.565
'0:02.436',0.525
'0:02.438',0.505
'0:02.440',0.505
'0:02.442',0.440
'0:02.444',0.430
'0:02.446',0.500
'0:02.448',0.545
'0:02.450',0.575
'0:02.452',0.650
'0:02.454',0.625
'0:02.456',0.560
'0:02.458',0.515
'0:02.460',0.470
'0:02.462',0.485
'0:02.464',0.480
'0:02.466',0.530
'0:02.468',0.570
'0:02.470',0.590
'0:02.472',0.565
'0:02.474',0.540
'0:02.476',0.505
'0:02.478',0.570
'0:02.480',0.480
'0:02.482',0.480
'0:02.484',0.470
'0:02.486',0.530
'0:02.488',0.610
'0:02.490',0.585
'0:02.492',0.635
'0:02.494',0.560
'0:02.496',0.550
'0:02.498',0.510
'0:02.500',0.455
'0:02.502',0.465
'0:02.504',0.470
'0:02.506',0.510
'0:02.508',0.565
'0:02.510',0.580
'0:02.512',0.580
'0:02.514',0.605
'0:02.516',0.565
'0:02.518',0.475
'0:02.520',0.495
'0:02.522',0.440
'0:02.524',0.500
'0:02.526',0.600
'0:02.528',0.590
'0:02.530',0.610
'0:02.532',0.575
'0:02.534',0.605
