'Elapsed time','ECG I'
'0:00.572',1.825
'0:00.574',1.880
'0:00.576',1.960
'0:00.578',1.990
'0:00.580',2.010
'0:00.582',1.985
'0:00.584',1.935
'0:00.586',1.865
'0:00.588',1.855
'0:00.590',1.870
'0:00.592',1.855
'0:00.594',1.925
'0:00.596',2.005
'0:00.598',2.020
'0:00.600',2.030
'0:00.602',2.030
'0:00.604',1.980
'0:00.606',1.905
'0:00.608',1.885
'0:00.610',1.890
'0:00.612',1.910
'0:00.614',1.965
'0:00.616',2.035
'0:00.618',2.040
'0:00.620',2.060
'0:00.622',2.055
'0:00.624',2.005
'0:00.626',1.940
'0:00.628',1.925
'0:00.630',1.930
'0:00.632',1.990
'0:00.634',2.035
'0:00.636',2.085
'0:00.638',2.110
'0:00.640',2.120
'0:00.642',2.090
'0:00.644',2.035
'0:00.646',1.975
'0:00.648',1.970
'0:00.650',1.975
'0:00.652',2.005
'0:00.654',2.075
'0:00.656',2.125
'0:00.658',2.145
'0:00.660',2.165
'0:00.662',2.125
'0:00.664',2.065
'0:00.666',2.030
'0:00.668',1.990
'0:00.670',1.995
'0:00.672',2.015
'0:00.674',2.100
'0:00.676',2.190
'0:00.678',2.170
'0:00.680',2.110
'0:00.682',2.105
'0:00.684',2.075
'0:00.686',2.060
'0:00.688',2.035
'0:00.690',2.020
'0:00.692',2.080
'0:00.694',2.125
'0:00.696',2.160
'0:00.698',2.185
'0:00.700',2.190
'0:00.702',2.140
'0:00.704',2.075
'0:00.706',2.015
'0:00.708',2.005
'0:00.710',2.000
'0:00.712',2.035
'0:00.714',2.090
'0:00.716',2.120
'0:00.718',2.160
'0:00.720',2.165
'0:00.722',2.115
'0:00.724',2.045
'0:00.726',2.000
'0:00.728',1.990
'0:00.730',2.015
'0:00.732',2.035
'0:00.734',2.115
'0:00.736',2.135
'0:00.738',2.160
'0:00.740',2.160
'0:00.742',2.115
'0:00.744',2.030
'0:00.746',2.015
'0:00.748',2.000
'0:00.750',2.010
'0:00.752',2.060
'0:00.754',2.105
'0:00.756',2.135
'0:00.758',2.145
'0:00.760',2.155
'0:00.762',2.115
'0:00.764',2.050
'0:00.766',2.055
'0:00.768',2.075
'0:00.770',2.180
'0:00.772',2.285
'0:00.774',2.400
'0:00.776',2.485
'0:00.778',2.600
'0:00.780',2.650
'0:00.782',2.615
'0:00.784',2.455
'0:00.786',2.340
'0:00.788',2.165
'0:00.790',2.095
'0:00.792',2.085
'0:00.794',2.085
'0:00.796',2.010
'0:00.798',1.920
'0:00.800',1.810
'0:00.802',1.800
'0:00.804',1.745
'0:00.806',1.735
'0:00.808',1.735
'0:00.810',1.795
'0:00.812',1.885
'0:00.814',1.985
'0:00.816',2.035
'0:00.818',2.100
'0:00.820',2.095
'0:00.822',2.090
'0:00.824',2.025
'0:00.826',2.020
'0:00.828',2.015
'0:00.830',2.065
'0:00.832',2.145
'0:00.834',2.205
'0:00.836',2.225
'0:00.838',2.235
'0:00.840',2.205
'0:00.842',2.185
'0:00.844',2.130
'0:00.846',2.085
'0:00.848',2.065
'0:00.850',2.100
'0:00.852',2.155
'0:00.854',2.230
'0:00.856',2.255
'0:00.858',2.265
'0:00.860',2.255
'0:00.862',2.195
'0:00.864',2.120
'0:00.866',2.110
'0:00.868',2.085
'0:00.870',2.135
'0:00.872',2.210
'0:00.874',2.250
'0:00.876',2.265
'0:00.878',2.285
'0:00.880',2.250
'0:00.882',2.200
'0:00.884',2.135
'0:00.886',2.145
'0:00.888',2.145
'0:00.890',2.170
'0:00.892',2.220
'0:00.894',2.315
'0:00.896',2.305
'0:00.898',2.305
'0:00.900',2.290
'0:00.902',2.255
'0:00.904',2.185
'0:00.906',2.165
'0:00.908',2.190
'0:00.910',2.185
'0:00.912',2.250
'0:00.914',2.320
'0:00.916',2.365
'0:00.918',2.385
'0:00.920',2.350
'0:00.922',2.305
'0:00.924',2.285
'0:00.926',2.285
'0:00.928',2.250
'0:00.930',2.280
'0:00.932',2.375
'0:00.934',2.435
'0:00.936',2.435
'0:00.938',2.460
'0:00.940',2.445
'0:00.942',2.395
'0:00.944',2.350
'0:00.946',2.335
'0:00.948',2.335
'0:00.950',2.385
'0:00.952',2.455
'0:00.954',2.490
'0:00.956',2.505
'0:00.958',2.520
'0:00.960',2.500
'0:00.962',2.435
'0:00.964',2.380
'0:00.966',2.345
'0:00.968',2.335
'0:00.970',2.365
'0:00.972',2.435
'0:00.974',2.455
'0:00.976',2.470
'0:00.978',2.485
'0:00.980',2.420
'0:00.982',2.340
'0:00.984',2.295
'0:00.986',2.280
'0:00.988',2.275
'0:00.990',2.285
'0:00.992',2.340
'0:00.994',2.360
'0:00.996',2.370
'0:00.998',2.330
'0:01.000',2.280
'0:01.002',2.200
'0:01.004',2.120
'0:01.006',2.110
'0:01.008',2.100
'0:01.010',2.135
'0:01.012',2.185
'0:01.014',2.215
'0:01.016',2.230
'0:01.018',2.225
'0:01.020',2.190
'0:01.022',2.090
'0:01.024',2.050
'0:01.026',2.050
'0:01.028',2.035
'0:01.030',2.065
'0:01.032',2.140
'0:01.034',2.175
'0:01.036',2.200
'0:01.038',2.190
'0:01.040',2.135
'0:01.042',2.040
'0:01.044',2.020
'0:01.046',2.000
'0:01.048',2.015
'0:01.050',2.065
'0:01.052',2.145
'0:01.054',2.165
'0:01.056',2.190
'0:01.058',2.170
'0:01.060',2.115
'0:01.062',2.025
'0:01.064',2.015
'0:01.066',2.000
'0:01.068',2.035
'0:01.070',2.065
'0:01.072',2.135
'0:01.074',2.180
'0:01.076',2.205
'0:01.078',2.180
'0:01.080',2.110
'0:01.082',2.010
'0:01.084',1.990
'0:01.086',1.975
'0:01.088',1.995
'0:01.090',2.040
'0:01.092',2.125
'0:01.094',2.140
'0:01.096',2.160
'0:01.098',2.130
'0:01.100',2.120
'0:01.102',2.015
'0:01.104',2.005
'0:01.106',1.985
'0:01.108',2.000
'0:01.110',2.065
'0:01.112',2.115
'0:01.114',2.140
'0:01.116',2.160
'0:01.118',2.140
'0:01.120',2.080
'0:01.122',1.985
'0:01.124',1.970
'0:01.126',1.970
'0:01.128',2.000
'0:01.130',2.045
'0:01.132',2.120
'0:01.134',2.120
'0:01.136',2.140
'0:01.138',2.105
'0:01.140',2.055
'0:01.142',1.945
'0:01.144',1.950
'0:01.146',1.920
'0:01.148',1.950
'0:01.150',2.025
'0:01.152',2.090
'0:01.154',2.115
'0:01.156',2.120
'0:01.158',2.060
'0:01.160',2.050
'0:01.162',1.975
'0:01.164',1.940
'0:01.166',1.925
'0:01.168',1.960
'0:01.170',1.995
'0:01.172',2.080
'0:01.174',2.100
'0:01.176',2.115
'0:01.178',2.060
'0:01.180',1.970
'0:01.182',1.915
'0:01.184',1.895
'0:01.186',1.855
'0:01.188',1.900
'0:01.190',1.955
'0:01.192',2.020
'0:01.194',2.045
'0:01.196',2.070
'0:01.198',1.990
'0:01.200',1.950
'0:01.202',1.865
'0:01.204',1.840
'0:01.206',1.850
'0:01.208',1.905
'0:01.210',1.940
'0:01.212',1.995
'0:01.214',2.015
'0:01.216',2.005
'0:01.218',1.985
'0:01.220',1.890
'0:01.222',1.825
'0:01.224',1.815
'0:01.226',1.800
'0:01.228',1.805
'0:01.230',1.880
'0:01.232',1.930
'0:01.234',1.965
'0:01.236',1.970
'0:01.238',1.910
'0:01.240',1.850
'0:01.242',1.870
'0:01.244',1.885
'0:01.246',1.945
'0:01.248',2.090
'0:01.250',2.245
'0:01.252',2.360
'0:01.254',2.415
'0:01.256',2.460
'0:01.258',2.375
'0:01.260',2.175
'0:01.262',2.005
'0:01.264',1.840
'0:01.266',1.775
'0:01.268',1.730
'0:01.270',1.735
'0:01.272',1.675
'0:01.274',1.605
'0:01.276',1.560
'0:01.278',1.505
'0:01.280',1.445
'0:01.282',1.450
'0:01.284',1.465
'0:01.286',1.515
'0:01.288',1.595
'0:01.290',1.710
'0:01.292',1.760
'0:01.294',1.810
'0:01.296',1.850
'0:01.298',1.810
'0:01.300',1.745
'0:01.302',1.740
'0:01.304',1.715
'0:01.306',1.725
'0:01.308',1.780
'0:01.310',1.870
'0:01.312',1.890
'0:01.314',1.930
'0:01.316',1.920
'0:01.318',1.865
'0:01.320',1.770
'0:01.322',1.740
'0:01.324',1.730
'0:01.326',1.730
'0:01.328',1.790
'0:01.330',1.875
'0:01.332',1.935
'0:01.334',1.920
'0:01.336',1.905
'0:01.338',1.845
'0:01.340',1.785
'0:01.342',1.765
'0:01.344',1.710
'0:01.346',1.740
'0:01.348',1.785
'0:01.350',1.855
'0:01.352',1.900
'0:01.354',1.920
'0:01.356',1.890
'0:01.358',1.825
'0:01.360',1.755
'0:01.362',1.720
'0:01.364',1.710
'0:01.366',1.735
'0:01.368',1.780
'0:01.370',1.865
'0:01.372',1.905
'0:01.374',1.920
'0:01.376',1.895
'0:01.378',1.850
'0:01.380',1.785
'0:01.382',1.765
'0:01.384',1.740
'0:01.386',1.755
'0:01.388',1.830
'0:01.390',1.900
'0:01.392',1.920
'0:01.394',1.950
'0:01.396',1.925
'0:01.398',1.915
'0:01.400',1.825
'0:01.402',1.810
'0:01.404',1.800
'0:01.406',1.835
'0:01.408',1.875
'0:01.410',1.970
'0:01.412',2.000
'0:01.414',2.025
'0:01.416',1.995
'0:01.418',1.945
'0:01.420',1.865
'0:01.422',1.840
'0:01.424',1.860
'0:01.426',1.885
'0:01.428',1.950
'0:01.430',2.040
'0:01.432',2.040
'0:01.434',2.035
'0:01.436',2.010
'0:01.438',1.915
'0:01.440',1.880
'0:01.442',1.870
'0:01.444',1.850
'0:01.446',1.835
'0:01.448',1.890
'0:01.450',1.960
'0:01.452',1.965
'0:01.454',1.995
'0:01.456',1.960
'0:01.458',1.855
'0:01.460',1.770
'0:01.462',1.720
'0:01.464',1.695
'0:01.466',1.725
'0:01.468',1.790
'0:01.470',1.820
'0:01.472',1.845
'0:01.474',1.820
'0:01.476',1.765
'0:01.478',1.675
'0:01.480',1.610
'0:01.482',1.570
'0:01.484',1.535
'0:01.486',1.595
'0:01.488',1.630
'0:01.490',1.685
'0:01.492',1.685
'0:01.494',1.695
'0:01.496',1.635
'0:01.498',1.580
'0:01.500',1.525
'0:01.502',1.480
'0:01.504',1.465
'0:01.506',1.525
'0:01.508',1.570
'0:01.510',1.640
'0:01.512',1.645
'0:01.514',1.655
'0:01.516',1.585
'0:01.518',1.540
'0:01.520',1.475
'0:01.522',1.445
'0:01.524',1.440
'0:01.526',1.505
'0:01.528',1.565
'0:01.530',1.605
'0:01.532',1.625
'0:01.534',1.605
'0:01.536',1.575
'0:01.538',1.510
'0:01.540',1.465
'0:01.542',1.405
'0:01.544',1.400
'0:01.546',1.475
'0:01.548',1.535
'0:01.550',1.590
'0:01.552',1.590
'0:01.554',1.600
'0:01.556',1.550
'0:01.558',1.470
'0:01.560',1.410
'0:01.562',1.410
'0:01.564',1.420
'0:01.566',1.460
'0:01.568',1.540
'0:01.570',1.565
'0:01.572',1.555
'0:01.574',1.565
'0:01.576',1.545
'0:01.578',1.445
'0:01.580',1.415
'0:01.582',1.380
'0:01.584',1.365
'0:01.586',1.410
'0:01.588',1.515
'0:01.590',1.545
'0:01.592',1.535
'0:01.594',1.575
'0:01.596',1.485
'0:01.598',1.420
'0:01.600',1.400
'0:01.602',1.325
'0:01.604',1.270
'0:01.606',1.425
'0:01.608',1.580
'0:01.610',1.535
'0:01.612',1.570
'0:01.614',1.555
'0:01.616',1.505
'0:01.618',1.400
'0:01.620',1.315
'0:01.622',1.290
'0:01.624',1.320
'0:01.626',1.440
'0:01.628',1.500
'0:01.630',1.490
'0:01.632',1.485
'0:01.634',1.475
'0:01.636',1.500
'0:01.638',1.370
'0:01.640',1.340
'0:01.642',1.330
'0:01.644',1.330
'0:01.646',1.390
'0:01.648',1.430
'0:01.650',1.445
'0:01.652',1.465
'0:01.654',1.420
'0:01.656',1.390
'0:01.658',1.285
'0:01.660',1.255
'0:01.662',1.220
'0:01.664',1.245
'0:01.666',1.300
'0:01.668',1.380
'0:01.670',1.410
'0:01.672',1.425
'0:01.674',1.365
'0:01.676',1.315
'0:01.678',1.235
'0:01.680',1.205
'0:01.682',1.195
'0:01.684',1.210
'0:01.686',1.255
'0:01.688',1.365
'0:01.690',1.355
'0:01.692',1.390
'0:01.694',1.330
'0:01.696',1.310
'0:01.698',1.205
'0:01.700',1.205
'0:01.702',1.195
'0:01.704',1.220
'0:01.706',1.255
'0:01.708',1.285
'0:01.710',1.310
'0:01.712',1.335
'0:01.714',1.320
'0:01.716',1.235
'0:01.718',1.160
'0:01.720',1.115
'0:01.722',1.135
'0:01.724',1.215
'0:01.726',1.345
'0:01.728',1.485
'0:01.730',1.545
'0:01.732',1.650
'0:01.734',1.675
'0:01.736',1.690
'0:01.738',1.615
'0:01.740',1.535
'0:01.742',1.430
'0:01.744',1.330
'0:01.746',1.220
'0:01.748',1.250
'0:01.750',1.215
'0:01.752',1.115
'0:01.754',0.970
'0:01.756',0.800
'0:01.758',0.695
'0:01.760',0.675
'0:01.762',0.735
'0:01.764',0.820
'0:01.766',0.925
'0:01.768',1.030
'0:01.770',1.025
'0:01.772',1.095
'0:01.774',1.110
'0:01.776',1.075
'0:01.778',1.040
'0:01.780',1.025
'0:01.782',1.040
'0:01.784',1.070
'0:01.786',1.155
'0:01.788',1.205
'0:01.790',1.250
'0:01.792',1.245
'0:01.794',1.240
'0:01.796',1.140
'0:01.798',1.080
'0:01.800',1.090
'0:01.802',1.075
'0:01.804',1.115
'0:01.806',1.190
'0:01.808',1.250
'0:01.810',1.245
'0:01.812',1.255
'0:01.814',1.200
'0:01.816',1.145
'0:01.818',1.055
'0:01.820',1.025
'0:01.822',1.030
'0:01.824',1.155
'0:01.826',1.175
'0:01.828',1.280
'0:01.830',1.275
'0:01.832',1.260
'0:01.834',1.185
'0:01.836',1.130
'0:01.838',1.070
'0:01.840',1.055
'0:01.842',1.055
'0:01.844',1.125
'0:01.846',1.230
'0:01.848',1.225
'0:01.850',1.285
'0:01.852',1.245
'0:01.854',1.205
'0:01.856',1.095
'0:01.858',1.080
'0:01.860',1.030
'0:01.862',1.060
'0:01.864',1.125
'0:01.866',1.225
'0:01.868',1.265
'0:01.870',1.285
'0:01.872',1.235
'0:01.874',1.205
'0:01.876',1.130
'0:01.878',1.095
'0:01.880',1.095
'0:01.882',1.140
'0:01.884',1.205
'0:01.886',1.280
'0:01.888',1.315
'0:01.890',1.335
'0:01.892',1.320
'0:01.894',1.275
'0:01.896',1.205
'0:01.898',1.180
'0:01.900',1.165
'0:01.902',1.210
'0:01.904',1.250
'0:01.906',1.380
'0:01.908',1.385
'0:01.910',1.380
'0:01.912',1.365
'0:01.914',1.325
'0:01.916',1.215
'0:01.918',1.165
'0:01.920',1.150
'0:01.922',1.165
'0:01.924',1.235
'0:01.926',1.315
'0:01.928',1.330
'0:01.930',1.340
'0:01.932',1.310
'0:01.934',1.240
'0:01.936',1.135
'0:01.938',1.125
'0:01.940',1.085
'0:01.942',1.095
'0:01.944',1.130
'0:01.946',1.215
'0:01.948',1.215
'0:01.950',1.205
'0:01.952',1.170
'0:01.954',1.095
'0:01.956',0.980
'0:01.958',0.940
'0:01.960',0.890
'0:01.962',0.915
'0:01.964',0.975
'0:01.966',1.075
'0:01.968',1.060
'0:01.970',1.045
'0:01.972',1.020
'0:01.974',0.930
'0:01.976',0.850
'0:01.978',0.840
'0:01.980',0.820
'0:01.982',0.830
'0:01.984',0.905
'0:01.986',0.980
'0:01.988',0.995
'0:01.990',1.030
'0:01.992',0.970
'0:01.994',0.900
'0:01.996',0.805
'0:01.998',0.780
'0:02.000',0.780
'0:02.002',0.820
'0:02.004',0.875
'0:02.006',0.950
'0:02.008',0.965
'0:02.010',0.950
'0:02.012',0.935
'0:02.014',0.845
'0:02.016',0.780
'0:02.018',0.795
'0:02.020',0.785
'0:02.022',0.815
'0:02.024',0.870
'0:02.026',0.930
'0:02.028',0.915
'0:02.030',0.935
'0:02.032',0.905
'0:02.034',0.865
'0:02.036',0.775
'0:02.038',0.745
'0:02.040',0.725
'0:02.042',0.765
'0:02.044',0.840
'0:02.046',0.910
'0:02.048',0.920
'0:02.050',0.910
'0:02.052',0.895
'0:02.054',0.805
'0:02.056',0.725
'0:02.058',0.700
'0:02.060',0.705
'0:02.062',0.770
'0:02.064',0.795
'0:02.066',0.870
'0:02.068',0.855
'0:02.070',0.890
'0:02.072',0.855
'0:02.074',0.770
'0:02.076',0.720
'0:02.078',0.670
'0:02.080',0.685
'0:02.082',0.695
'0:02.084',0.780
'0:02.086',0.850
'0:02.088',0.845
'0:02.090',0.835
'0:02.092',0.800
'0:02.094',0.745
'0:02.096',0.690
'0:02.098',0.645
'0:02.100',0.665
'0:02.102',0.720
'0:02.104',0.790
'0:02.106',0.850
'0:02.108',0.870
'0:02.110',0.855
'0:02.112',0.825
'0:02.114',0.720
'0:02.116',0.665
'0:02.118',0.630
'0:02.120',0.640
'0:02.122',0.710
'0:02.124',0.770
'0:02.126',0.805
'0:02.128',0.865
'0:02.130',0.835
'0:02.132',0.770
'0:02.134',0.680
'0:02.136',0.650
'0:02.138',0.630
'0:02.140',0.645
'0:02.142',0.660
'0:02.144',0.755
'0:02.146',0.795
'0:02.148',0.795
'0:02.150',0.775
'0:02.152',0.700
'0:02.154',0.610
'0:02.156',0.570
'0:02.158',0.545
'0:02.160',0.575
'0:02.162',0.605
'0:02.164',0.700
'0:02.166',0.710
'0:02.168',0.710
'0:02.170',0.720
'0:02.172',0.670
'0:02.174',0.570
'0:02.176',0.530
'0:02.178',0.535
'0:02.180',0.550
'0:02.182',0.565
'0:02.184',0.650
'0:02.186',0.675
'0:02.188',0.700
'0:02.190',0.690
'0:02.192',0.630
'0:02.194',0.540
'0:02.196',0.505
'0:02.198',0.485
'0:02.200',0.515
'0:02.202',0.535
'0:02.204',0.610
'0:02.206',0.660
'0:02.208',0.665
'0:02.210',0.665
'0:02.212',0.610
'0:02.214',0.510
'0:02.216',0.490
'0:02.218',0.555
'0:02.220',0.665
'0:02.222',0.770
'0:02.224',0.905
'0:02.226',1.015
'0:02.228',1.090
'0:02.230',1.130
'0:02.232',1.060
'0:02.234',0.855
'0:02.236',0.715
'0:02.238',0.560
'0:02.240',0.530
'0:02.242',0.510
'0:02.244',0.465
'0:02.246',0.370
'0:02.248',0.300
'0:02.250',0.240
'0:02.252',0.155
'0:02.254',0.115
'0:02.256',0.145
'0:02.258',0.170
'0:02.260',0.220
'0:02.262',0.270
'0:02.264',0.365
'0:02.266',0.450
'0:02.268',0.485
'0:02.270',0.515
'0:02.272',0.485
'0:02.274',0.405
'0:02.276',0.375
'0:02.278',0.415
'0:02.280',0.455
'0:02.282',0.505
'0:02.284',0.565
'0:02.286',0.600
'0:02.288',0.610
'0:02.290',0.560
'0:02.292',0.510
'0:02.294',0.465
'0:02.296',0.435
'0:02.298',0.435
'0:02.300',0.450
'0:02.302',0.500
'0:02.304',0.595
'0:02.306',0.610
'0:02.308',0.610
'0:02.310',0.560
'0:02.312',0.520
'0:02.314',0.465
'0:02.316',0.445
'0:02.318',0.450
'0:02.320',0.470
'0:02.322',0.510
'0:02.324',0.595
'0:02.326',0.630
'0:02.328',0.605
'0:02.330',0.575
'0:02.332',0.510
'0:02.334',0.435
'0:02.336',0.425
'0:02.338',0.430
'0:02.340',0.465
'0:02.342',0.555
'0:02.344',0.595
'0:02.346',0.620
'0:02.348',0.620
'0:02.350',0.590
'0:02.352',0.520
'0:02.354',0.485
'0:02.356',0.480
'0:02.358',0.470
'0:02.360',0.530
'0:02.362',0.600
'0:02.364',0.645
'0:02.366',0.680
'0:02.368',0.660
'0:02.370',0.585
'0:02.372',0.570
'0:02.374',0.535
'0:02.376',0.520
'0:02.378',0.525
'0:02.380',0.575
'0:02.382',0.675
'0:02.384',0.705
'0:02.386',0.735
'0:02.388',0.730
'0:02.390',0.665
'0:02.392',0.625
'0:02.394',0.590
'0:02.396',0.555
'0:02.398',0.580
'0:02.400',0.615
'0:02.402',0.705
'0:02.404',0.730
'0:02.406',0.765
'0:02.408',0.755
'0:02.410',0.705
'0:02.412',0.605
'0:02.414',0.565
'0:02.416',0.555
'0:02.418',0.560
'0:02.420',0.580
'0:02.422',0.670
'0:02.424',0.720
'0:02.426',0.720
'0:02.428',0.705
'0:02.430',0.630
'0:02.432',0.580
'0:02.434',0.500
'0:02.436',0.470
'0:02.438',0.490
'0:02.440',0.500
'0:02.442',0.575
'0:02.444',0.585
'0:02.446',0.575
'0:02.448',0.555
'0:02.450',0.495
'0:02.452',0.405
'0:02.454',0.350
'0:02.456',0.325
'0:02.458',0.330
'0:02.460',0.360
'0:02.462',0.445
'0:02.464',0.475
'0:02.466',0.475
'0:02.468',0.460
'0:02.470',0.385
'0:02.472',0.280
'0:02.474',0.275
'0:02.476',0.255
'0:02.478',0.270
'0:02.480',0.310
'0:02.482',0.405
'0:02.484',0.420
'0:02.486',0.425
'0:02.488',0.390
'0:02.490',0.330
'0:02.492',0.225
'0:02.494',0.225
'0:02.496',0.215
'0:02.498',0.255
'0:02.500',0.290
'0:02.502',0.370
'0:02.504',0.385
'0:02.506',0.405
'0:02.508',0.365
'0:02.510',0.320
'0:02.512',0.245
'0:02.514',0.220
'0:02.516',0.220
'0:02.518',0.225
'0:02.520',0.280
'0:02.522',0.360
'0:02.524',0.360
'0:02.526',0.380
'0:02.528',0.360
'0:02.530',0.295
'0:02.532',0.215
'0:02.534',0.200
