'Elapsed time','ECG I'
'0:01.362',-1.055
'0:01.364',-1.075
'0:01.366',-1.045
'0:01.368',-1.025
'0:01.370',-1.015
'0:01.372',-1.050
'0:01.374',-1.045
'0:01.376',-1.030
'0:01.378',-1.015
'0:01.380',-1.035
'0:01.382',-1.030
'0:01.384',-1.025
'0:01.386',-0.995
'0:01.388',-0.990
'0:01.390',-0.990
'0:01.392',-1.010
'0:01.394',-1.015
'0:01.396',-0.995
'0:01.398',-0.965
'0:01.400',-0.995
'0:01.402',-0.995
'0:01.404',-0.960
'0:01.406',-0.975
'0:01.408',-0.990
'0:01.410',-0.955
'0:01.412',-0.940
'0:01.414',-0.925
'0:01.416',-0.925
'0:01.418',-0.930
'0:01.420',-0.910
'0:01.422',-0.950
'0:01.424',-0.925
'0:01.426',-0.945
'0:01.428',-0.935
'0:01.430',-0.935
'0:01.432',-0.930
'0:01.434',-0.935
'0:01.436',-0.940
'0:01.438',-0.885
'0:01.440',-0.915
'0:01.442',-0.935
'0:01.444',-0.950
'0:01.446',-0.955
'0:01.448',-0.950
'0:01.450',-0.970
'0:01.452',-0.965
'0:01.454',-0.975
'0:01.456',-0.990
'0:01.458',-0.950
'0:01.460',-0.945
'0:01.462',-0.960
'0:01.464',-0.980
'0:01.466',-0.980
'0:01.468',-0.995
'0:01.470',-0.995
'0:01.472',-1.010
'0:01.474',-0.995
'0:01.476',-1.010
'0:01.478',-1.030
'0:01.480',-1.030
'0:01.482',-1.020
'0:01.484',-1.050
'0:01.486',-1.060
'0:01.488',-1.045
'0:01.490',-1.040
'0:01.492',-1.035
'0:01.494',-1.055
'0:01.496',-1.055
'0:01.498',-1.035
'0:01.500',-1.060
'0:01.502',-1.055
'0:01.504',-1.065
'0:01.506',-1.070
'0:01.508',-1.065
'0:01.510',-1.045
'0:01.512',-1.065
'0:01.514',-1.070
'0:01.516',-1.085
'0:01.518',-1.085
'0:01.520',-1.080
'0:01.522',-1.080
'0:01.524',-1.075
'0:01.526',-1.075
'0:01.528',-1.085
'0:01.530',-1.055
'0:01.532',-1.075
'0:01.534',-1.080
'0:01.536',-1.070
'0:01.538',-1.060
'0:01.540',-1.075
'0:01.542',-1.050
'0:01.544',-1.050
'0:01.546',-1.075
'0:01.548',-1.085
'0:01.550',-1.075
'0:01.552',-1.070
'0:01.554',-1.070
'0:01.556',-1.075
'0:01.558',-1.080
'0:01.560',-1.065
'0:01.562',-1.040
'0:01.564',-1.055
'0:01.566',-1.075
'0:01.568',-1.090
'0:01.570',-1.040
'0:01.572',-1.060
'0:01.574',-1.070
'0:01.576',-1.060
'0:01.578',-1.065
'0:01.580',-1.080
'0:01.582',-1.080
'0:01.584',-1.085
'0:01.586',-1.075
'0:01.588',-1.080
'0:01.590',-1.080
'0:01.592',-1.070
'0:01.594',-1.070
'0:01.596',-1.060
'0:01.598',-1.075
'0:01.600',-1.075
'0:01.602',-1.060
'0:01.604',-1.095
'0:01.606',-1.095
'0:01.608',-1.065
'0:01.610',-1.055
'0:01.612',-1.090
'0:01.614',-1.075
'0:01.616',-1.065
'0:01.618',-1.080
'0:01.620',-1.070
'0:01.622',-1.070
'0:01.624',-1.045
'0:01.626',-1.050
'0:01.628',-1.075
'0:01.630',-1.075
'0:01.632',-1.055
'0:01.634',-1.060
'0:01.636',-1.050
'0:01.638',-1.065
'0:01.640',-1.060
'0:01.642',-1.070
'0:01.644',-1.070
'0:01.646',-1.075
'0:01.648',-1.060
'0:01.650',-1.070
'0:01.652',-1.080
'0:01.654',-1.055
'0:01.656',-1.060
'0:01.658',-1.075
'0:01.660',-1.070
'0:01.662',-1.070
'0:01.664',-1.075
'0:01.666',-1.055
'0:01.668',-1.085
'0:01.670',-1.090
'0:01.672',-1.065
'0:01.674',-1.080
'0:01.676',-1.075
'0:01.678',-1.060
'0:01.680',-1.065
'0:01.682',-1.045
'0:01.684',-1.050
'0:01.686',-1.060
'0:01.688',-1.060
'0:01.690',-1.070
'0:01.692',-1.065
'0:01.694',-1.055
'0:01.696',-1.060
'0:01.698',-1.070
'0:01.700',-1.065
'0:01.702',-1.060
'0:01.704',-1.065
'0:01.706',-1.070
'0:01.708',-1.080
'0:01.710',-1.085
'0:01.712',-1.065
'0:01.714',-1.060
'0:01.716',-1.070
'0:01.718',-1.070
'0:01.720',-1.070
'0:01.722',-1.105
'0:01.724',-1.050
'0:01.726',-1.075
'0:01.728',-1.085
'0:01.730',-1.085
'0:01.732',-1.065
'0:01.734',-1.075
'0:01.736',-1.075
'0:01.738',-1.070
'0:01.740',-1.075
'0:01.742',-1.070
'0:01.744',-1.075
'0:01.746',-1.060
'0:01.748',-1.085
'0:01.750',-1.070
'0:01.752',-1.055
'0:01.754',-1.045
'0:01.756',-1.040
'0:01.758',-1.060
'0:01.760',-1.070
'0:01.762',-1.065
'0:01.764',-1.065
'0:01.766',-1.095
'0:01.768',-1.065
'0:01.770',-1.070
'0:01.772',-1.090
'0:01.774',-1.070
'0:01.776',-1.060
'0:01.778',-1.065
'0:01.780',-1.070
'0:01.782',-1.080
'0:01.784',-1.085
'0:01.786',-1.070
'0:01.788',-1.060
'0:01.790',-1.060
'0:01.792',-1.090
'0:01.794',-1.090
'0:01.796',-1.090
'0:01.798',-1.080
'0:01.800',-1.070
'0:01.802',-1.065
'0:01.804',-1.070
'0:01.806',-1.070
'0:01.808',-1.075
'0:01.810',-1.080
'0:01.812',-1.080
'0:01.814',-1.055
'0:01.816',-1.050
'0:01.818',-1.085
'0:01.820',-1.075
'0:01.822',-1.080
'0:01.824',-1.055
'0:01.826',-1.065
'0:01.828',-1.060
'0:01.830',-1.060
'0:01.832',-1.075
'0:01.834',-1.085
'0:01.836',-1.085
'0:01.838',-1.075
'0:01.840',-1.045
'0:01.842',-1.055
'0:01.844',-1.065
'0:01.846',-1.045
'0:01.848',-1.070
'0:01.850',-1.070
'0:01.852',-1.045
'0:01.854',-1.045
'0:01.856',-1.025
'0:01.858',-1.035
'0:01.860',-1.035
'0:01.862',-1.045
'0:01.864',-1.030
'0:01.866',-1.025
'0:01.868',-1.025
'0:01.870',-1.010
'0:01.872',-1.005
'0:01.874',-1.000
'0:01.876',-1.000
'0:01.878',-0.980
'0:01.880',-0.995
'0:01.882',-1.000
'0:01.884',-0.995
'0:01.886',-0.995
'0:01.888',-0.985
'0:01.890',-0.995
'0:01.892',-1.020
'0:01.894',-1.030
'0:01.896',-1.030
'0:01.898',-1.030
'0:01.900',-1.040
'0:01.902',-1.050
'0:01.904',-1.075
'0:01.906',-1.070
'0:01.908',-1.075
'0:01.910',-1.080
'0:01.912',-1.050
'0:01.914',-1.045
'0:01.916',-1.055
'0:01.918',-1.065
'0:01.920',-1.075
'0:01.922',-1.080
'0:01.924',-1.070
'0:01.926',-1.060
'0:01.928',-1.065
'0:01.930',-1.065
'0:01.932',-1.070
'0:01.934',-1.080
'0:01.936',-1.070
'0:01.938',-1.070
'0:01.940',-1.090
'0:01.942',-1.095
'0:01.944',-1.085
'0:01.946',-1.080
'0:01.948',-1.095
'0:01.950',-1.090
'0:01.952',-1.065
'0:01.954',-1.085
'0:01.956',-1.100
'0:01.958',-1.095
'0:01.960',-1.105
'0:01.962',-1.090
'0:01.964',-1.095
'0:01.966',-1.090
'0:01.968',-1.085
'0:01.970',-1.105
'0:01.972',-1.085
'0:01.974',-1.105
'0:01.976',-1.100
'0:01.978',-1.090
'0:01.980',-1.105
'0:01.982',-1.135
'0:01.984',-1.160
'0:01.986',-1.185
'0:01.988',-1.210
'0:01.990',-1.240
'0:01.992',-1.270
'0:01.994',-1.300
'0:01.996',-1.295
'0:01.998',-1.295
'0:02.000',-1.210
'0:02.002',-1.115
'0:02.004',-1.020
'0:02.006',-0.865
'0:02.008',-0.685
'0:02.010',-0.535
'0:02.012',-0.380
'0:02.014',-0.240
'0:02.016',-0.085
'0:02.018',0.005
'0:02.020',0.020
'0:02.022',-0.035
'0:02.024',-0.100
'0:02.026',-0.130
'0:02.028',-0.245
'0:02.030',-0.295
'0:02.032',-0.400
'0:02.034',-0.545
'0:02.036',-0.690
'0:02.038',-0.765
'0:02.040',-0.805
'0:02.042',-0.850
'0:02.044',-0.900
'0:02.046',-0.925
'0:02.048',-0.970
'0:02.050',-0.970
'0:02.052',-1.010
'0:02.054',-1.045
'0:02.056',-1.045
'0:02.058',-1.070
'0:02.060',-1.060
'0:02.062',-1.055
'0:02.064',-1.080
'0:02.066',-1.095
'0:02.068',-1.075
'0:02.070',-1.095
'0:02.072',-1.085
'0:02.074',-1.085
'0:02.076',-1.075
'0:02.078',-1.075
'0:02.080',-1.090
'0:02.082',-1.095
'0:02.084',-1.090
'0:02.086',-1.110
'0:02.088',-1.095
'0:02.090',-1.105
'0:02.092',-1.110
'0:02.094',-1.100
'0:02.096',-1.070
'0:02.098',-1.105
'0:02.100',-1.115
'0:02.102',-1.105
'0:02.104',-1.100
'0:02.106',-1.110
'0:02.108',-1.100
'0:02.110',-1.105
'0:02.112',-1.100
'0:02.114',-1.100
'0:02.116',-1.110
'0:02.118',-1.105
'0:02.120',-1.115
'0:02.122',-1.095
'0:02.124',-1.110
'0:02.126',-1.100
'0:02.128',-1.110
'0:02.130',-1.090
'0:02.132',-1.085
'0:02.134',-1.085
'0:02.136',-1.105
'0:02.138',-1.085
'0:02.140',-1.095
'0:02.142',-1.090
'0:02.144',-1.110
'0:02.146',-1.100
'0:02.148',-1.095
'0:02.150',-1.080
'0:02.152',-1.085
'0:02.154',-1.080
'0:02.156',-1.085
'0:02.158',-1.065
'0:02.160',-1.080
'0:02.162',-1.095
'0:02.164',-1.090
'0:02.166',-1.070
'0:02.168',-1.080
'0:02.170',-1.075
'0:02.172',-1.080
'0:02.174',-1.085
'0:02.176',-1.095
'0:02.178',-1.070
'0:02.180',-1.080
'0:02.182',-1.090
'0:02.184',-1.090
'0:02.186',-1.075
'0:02.188',-1.065
'0:02.190',-1.060
'0:02.192',-1.030
'0:02.194',-1.060
'0:02.196',-1.060
'0:02.198',-1.055
'0:02.200',-1.050
'0:02.202',-1.050
'0:02.204',-1.065
'0:02.206',-1.030
'0:02.208',-1.035
'0:02.210',-1.020
'0:02.212',-1.005
'0:02.214',-1.015
'0:02.216',-1.050
'0:02.218',-1.005
'0:02.220',-1.015
'0:02.222',-1.015
'0:02.224',-0.980
'0:02.226',-0.990
'0:02.228',-0.980
'0:02.230',-0.980
'0:02.232',-0.980
'0:02.234',-0.980
'0:02.236',-0.990
'0:02.238',-0.955
'0:02.240',-0.930
'0:02.242',-0.935
'0:02.244',-0.935
'0:02.246',-0.935
'0:02.248',-0.930
'0:02.250',-0.925
'0:02.252',-0.930
'0:02.254',-0.915
'0:02.256',-0.940
'0:02.258',-0.925
'0:02.260',-0.915
'0:02.262',-0.920
'0:02.264',-0.910
'0:02.266',-0.905
'0:02.268',-0.920
'0:02.270',-0.905
'0:02.272',-0.915
'0:02.274',-0.925
'0:02.276',-0.925
'0:02.278',-0.920
'0:02.280',-0.930
'0:02.282',-0.940
'0:02.284',-0.945
'0:02.286',-0.945
'0:02.288',-0.965
'0:02.290',-0.965
'0:02.292',-0.960
'0:02.294',-0.970
'0:02.296',-0.985
'0:02.298',-1.015
'0:02.300',-0.985
'0:02.302',-0.990
'0:02.304',-1.000
'0:02.306',-1.000
'0:02.308',-1.020
'0:02.310',-1.005
'0:02.312',-1.035
'0:02.314',-1.025
'0:02.316',-1.040
'0:02.318',-1.030
'0:02.320',-1.020
'0:02.322',-1.055
'0:02.324',-1.095
