'Elapsed time','MLIII'
'0:01.128',-1.060
'0:01.132',-1.045
'0:01.136',-1.025
'0:01.140',-1.045
'0:01.144',-1.050
'0:01.148',-1.045
'0:01.152',-1.015
'0:01.156',-0.995
'0:01.160',-0.995
'0:01.164',-1.005
'0:01.168',-1.025
'0:01.172',-1.000
'0:01.176',-1.010
'0:01.180',-1.010
'0:01.184',-1.010
'0:01.188',-1.015
'0:01.192',-1.000
'0:01.196',-0.995
'0:01.200',-0.995
'0:01.204',-0.995
'0:01.208',-0.995
'0:01.212',-0.990
'0:01.216',-0.975
'0:01.220',-0.975
'0:01.224',-0.995
'0:01.228',-1.000
'0:01.232',-1.010
'0:01.236',-1.005
'0:01.240',-0.990
'0:01.244',-0.990
'0:01.248',-0.975
'0:01.252',-0.985
'0:01.256',-1.005
'0:01.260',-1.015
'0:01.264',-1.020
'0:01.268',-0.995
'0:01.272',-0.995
'0:01.276',-0.995
'0:01.280',-0.990
'0:01.284',-0.990
'0:01.288',-0.990
'0:01.292',-0.980
'0:01.296',-0.975
'0:01.300',-0.985
'0:01.304',-0.990
'0:01.308',-0.990
'0:01.312',-0.975
'0:01.316',-0.975
'0:01.320',-0.995
'0:01.324',-0.990
'0:01.328',-0.990
'0:01.332',-0.975
'0:01.336',-0.990
'0:01.340',-0.990
'0:01.344',-0.990
'0:01.348',-0.975
'0:01.352',-0.965
'0:01.356',-0.960
'0:01.360',-0.955
'0:01.364',-0.955
'0:01.368',-0.975
'0:01.372',-0.975
'0:01.376',-0.975
'0:01.380',-0.960
'0:01.384',-0.955
'0:01.388',-0.945
'0:01.392',-0.950
'0:01.396',-0.955
'0:01.400',-0.975
'0:01.404',-0.975
'0:01.408',-0.960
'0:01.412',-0.955
'0:01.416',-0.960
'0:01.420',-0.955
'0:01.424',-0.960
'0:01.428',-0.955
'0:01.432',-0.945
'0:01.436',-0.935
'0:01.440',-0.940
'0:01.444',-0.945
'0:01.448',-0.940
'0:01.452',-0.910
'0:01.456',-0.910
'0:01.460',-0.900
'0:01.464',-0.920
'0:01.468',-0.930
'0:01.472',-0.935
'0:01.476',-0.920
'0:01.480',-0.920
'0:01.484',-0.920
'0:01.488',-0.935
'0:01.492',-0.925
'0:01.496',-0.925
'0:01.500',-0.930
'0:01.504',-0.920
'0:01.508',-0.905
'0:01.512',-0.915
'0:01.516',-0.920
'0:01.520',-0.905
'0:01.524',-0.870
'0:01.528',-0.830
'0:01.532',-0.815
'0:01.536',-0.810
'0:01.540',-0.825
'0:01.544',-0.810
'0:01.548',-0.780
'0:01.552',-0.740
'0:01.556',-0.715
'0:01.560',-0.710
'0:01.564',-0.710
'0:01.568',-0.705
'0:01.572',-0.715
'0:01.576',-0.710
'0:01.580',-0.715
'0:01.584',-0.720
'0:01.588',-0.735
'0:01.592',-0.765
'0:01.596',-0.805
'0:01.600',-0.825
'0:01.604',-0.855
'0:01.608',-0.865
'0:01.612',-0.865
'0:01.616',-0.890
'0:01.620',-0.900
'0:01.624',-0.905
'0:01.628',-0.900
'0:01.632',-0.885
'0:01.636',-0.885
'0:01.640',-0.900
'0:01.644',-0.910
'0:01.648',-0.910
'0:01.652',-0.900
'0:01.656',-0.900
'0:01.660',-0.910
'0:01.664',-0.900
'0:01.668',-0.890
'0:01.672',-0.885
'0:01.676',-0.885
'0:01.680',-0.885
'0:01.684',-0.885
'0:01.688',-0.885
'0:01.692',-0.865
'0:01.696',-0.865
'0:01.700',-0.890
'0:01.704',-0.915
'0:01.708',-0.890
'0:01.712',-0.825
'0:01.716',-0.730
'0:01.720',-0.595
'0:01.724',-0.410
'0:01.728',-0.165
'0:01.732',0.015
'0:01.736',0.100
'0:01.740',0.055
'0:01.744',-0.115
'0:01.748',-0.300
'0:01.752',-0.470
'0:01.756',-0.585
'0:01.760',-0.660
'0:01.764',-0.690
'0:01.768',-0.700
'0:01.772',-0.715
'0:01.776',-0.740
'0:01.780',-0.765
'0:01.784',-0.780
'0:01.788',-0.795
'0:01.792',-0.805
'0:01.796',-0.830
'0:01.800',-0.855
'0:01.804',-0.865
'0:01.808',-0.865
'0:01.812',-0.855
'0:01.816',-0.875
'0:01.820',-0.870
'0:01.824',-0.875
'0:01.828',-0.880
'0:01.832',-0.880
'0:01.836',-0.875
'0:01.840',-0.885
'0:01.844',-0.885
'0:01.848',-0.880
'0:01.852',-0.865
'0:01.856',-0.850
'0:01.860',-0.850
'0:01.864',-0.865
'0:01.868',-0.855
'0:01.872',-0.850
'0:01.876',-0.835
'0:01.880',-0.840
'0:01.884',-0.840
'0:01.888',-0.845
'0:01.892',-0.830
'0:01.896',-0.825
'0:01.900',-0.810
'0:01.904',-0.810
'0:01.908',-0.810
'0:01.912',-0.810
'0:01.916',-0.805
'0:01.920',-0.785
'0:01.924',-0.775
'0:01.928',-0.765
'0:01.932',-0.765
'0:01.936',-0.765
'0:01.940',-0.790
'0:01.944',-0.775
'0:01.948',-0.760
'0:01.952',-0.750
'0:01.956',-0.740
'0:01.960',-0.735
'0:01.964',-0.740
'0:01.968',-0.720
'0:01.972',-0.705
'0:01.976',-0.690
'0:01.980',-0.675
'0:01.984',-0.670
'0:01.988',-0.650
'0:01.992',-0.635
'0:01.996',-0.625
'0:02.000',-0.610
'0:02.004',-0.600
'0:02.008',-0.585
'0:02.012',-0.575
'0:02.016',-0.550
'0:02.020',-0.540
'0:02.024',-0.535
'0:02.028',-0.535
'0:02.032',-0.535
'0:02.036',-0.530
'0:02.040',-0.525
'0:02.044',-0.530
'0:02.048',-0.530
'0:02.052',-0.540
'0:02.056',-0.555
'0:02.060',-0.585
'0:02.064',-0.605
'0:02.068',-0.625
'0:02.072',-0.635
'0:02.076',-0.660
'0:02.080',-0.675
'0:02.084',-0.685
'0:02.088',-0.705
'0:02.092',-0.720
'0:02.096',-0.740
'0:02.100',-0.775
'0:02.104',-0.830
'0:02.108',-0.830
'0:02.112',-0.830
'0:02.116',-0.835
'0:02.120',-0.845
'0:02.124',-0.850
'0:02.128',-0.860
'0:02.132',-0.850
'0:02.136',-0.850
'0:02.140',-0.855
'0:02.144',-0.875
'0:02.148',-0.875
'0:02.152',-0.875
'0:02.156',-0.870
'0:02.160',-0.875
'0:02.164',-0.870
'0:02.168',-0.875
'0:02.172',-0.875
'0:02.176',-0.870
'0:02.180',-0.865
'0:02.184',-0.865
'0:02.188',-0.855
'0:02.192',-0.865
'0:02.196',-0.875
'0:02.200',-0.885
'0:02.204',-0.875
'0:02.208',-0.855
'0:02.212',-0.855
'0:02.216',-0.860
'0:02.220',-0.875
'0:02.224',-0.890
'0:02.228',-0.890
'0:02.232',-0.885
'0:02.236',-0.885
'0:02.240',-0.885
'0:02.244',-0.885
'0:02.248',-0.875
'0:02.252',-0.870
'0:02.256',-0.865
'0:02.260',-0.875
'0:02.264',-0.885
'0:02.268',-0.885
'0:02.272',-0.880
'0:02.276',-0.885
'0:02.280',-0.900
'0:02.284',-0.895
'0:02.288',-0.900
'0:02.292',-0.910
'0:02.296',-0.920
'0:02.300',-0.920
'0:02.304',-0.920
'0:02.308',-0.920
'0:02.312',-0.925
'0:02.316',-0.910
'0:02.320',-0.915
'0:02.324',-0.920
'0:02.328',-0.920
'0:02.332',-0.920
'0:02.336',-0.920
'0:02.340',-0.920
'0:02.344',-0.910
'0:02.348',-0.910
'0:02.352',-0.925
'0:02.356',-0.945
'0:02.360',-0.940
'0:02.364',-0.930
'0:02.368',-0.910
'0:02.372',-0.935
'0:02.376',-0.945
'0:02.380',-0.940
'0:02.384',-0.945
'0:02.388',-0.945
'0:02.392',-0.940
'0:02.396',-0.920
'0:02.400',-0.920
'0:02.404',-0.920
'0:02.408',-0.925
'0:02.412',-0.920
'0:02.416',-0.915
'0:02.420',-0.955
'0:02.424',-0.975
'0:02.428',-0.965
'0:02.432',-0.975
'0:02.436',-0.960
'0:02.440',-0.960
'0:02.444',-0.980
'0:02.448',-0.990
'0:02.452',-0.975
'0:02.456',-0.975
'0:02.460',-0.985
'0:02.464',-0.985
'0:02.468',-0.995
'0:02.472',-1.010
'0:02.476',-1.015
'0:02.480',-1.030
'0:02.484',-1.015
'0:02.488',-0.995
'0:02.492',-1.015
'0:02.496',-1.020
'0:02.500',-1.015
'0:02.504',-1.015
'0:02.508',-1.015
'0:02.512',-1.025
'0:02.516',-1.030
'0:02.520',-1.015
'0:02.524',-1.015
'0:02.528',-1.015
'0:02.532',-1.000
'0:02.536',-1.010
'0:02.540',-1.015
'0:02.544',-1.020
'0:02.548',-1.015
'0:02.552',-1.010
'0:02.556',-0.995
'0:02.560',-1.000
'0:02.564',-1.015
'0:02.568',-1.005
'0:02.572',-1.000
'0:02.576',-1.015
'0:02.580',-1.000
'0:02.584',-0.975
'0:02.588',-0.955
'0:02.592',-0.945
'0:02.596',-0.945
'0:02.600',-0.940
'0:02.604',-0.925
'0:02.608',-0.900
'0:02.612',-0.885
'0:02.616',-0.870
'0:02.620',-0.850
'0:02.624',-0.810
'0:02.628',-0.815
'0:02.632',-0.830
'0:02.636',-0.840
'0:02.640',-0.875
'0:02.644',-0.885
'0:02.648',-0.885
'0:02.652',-0.900
'0:02.656',-0.945
'0:02.660',-0.995
'0:02.664',-1.025
'0:02.668',-1.045
'0:02.672',-1.055
'0:02.676',-1.065
'0:02.680',-1.070
'0:02.684',-1.070
'0:02.688',-1.070
'0:02.692',-1.045
'0:02.696',-1.040
'0:02.700',-1.065
'0:02.704',-1.080
'0:02.708',-1.090
'0:02.712',-1.085
'0:02.716',-1.065
'0:02.720',-1.045
'0:02.724',-1.055
'0:02.728',-1.055
'0:02.732',-1.055
'0:02.736',-1.075
'0:02.740',-1.070
'0:02.744',-1.055
'0:02.748',-1.055
'0:02.752',-1.045
'0:02.756',-1.070
'0:02.760',-1.105
'0:02.764',-1.120
'0:02.768',-1.095
'0:02.772',-1.020
'0:02.776',-0.920
'0:02.780',-0.775
'0:02.784',-0.560
'0:02.788',-0.310
'0:02.792',-0.165
'0:02.796',-0.080
'0:02.800',-0.115
'0:02.804',-0.290
'0:02.808',-0.470
'0:02.812',-0.620
'0:02.816',-0.740
'0:02.820',-0.810
'0:02.824',-0.865
'0:02.828',-0.910
'0:02.832',-0.920
'0:02.836',-0.945
'0:02.840',-1.000
'0:02.844',-1.035
'0:02.848',-1.050
'0:02.852',-1.055
'0:02.856',-1.080
'0:02.860',-1.100
'0:02.864',-1.125
'0:02.868',-1.135
'0:02.872',-1.125
'0:02.876',-1.125
'0:02.880',-1.145
'0:02.884',-1.165
'0:02.888',-1.160
'0:02.892',-1.150
'0:02.896',-1.145
'0:02.900',-1.140
'0:02.904',-1.155
'0:02.908',-1.140
'0:02.912',-1.140
'0:02.916',-1.155
'0:02.920',-1.150
'0:02.924',-1.140
'0:02.928',-1.145
'0:02.932',-1.135
'0:02.936',-1.130
'0:02.940',-1.125
'0:02.944',-1.125
'0:02.948',-1.125
'0:02.952',-1.125
'0:02.956',-1.120
'0:02.960',-1.120
'0:02.964',-1.125
'0:02.968',-1.105
'0:02.972',-1.080
'0:02.976',-1.065
'0:02.980',-1.065
'0:02.984',-1.080
'0:02.988',-1.080
'0:02.992',-1.075
'0:02.996',-1.050
'0:03.000',-1.060
'0:03.004',-1.045
'0:03.008',-1.045
'0:03.012',-1.045
'0:03.016',-1.040
'0:03.020',-1.030
'0:03.024',-1.015
'0:03.028',-1.010
'0:03.032',-0.990
'0:03.036',-0.990
'0:03.040',-1.010
'0:03.044',-0.990
'0:03.048',-0.955
'0:03.052',-0.940
'0:03.056',-0.920
'0:03.060',-0.910
'0:03.064',-0.910
'0:03.068',-0.900
'0:03.072',-0.875
'0:03.076',-0.865
'0:03.080',-0.865
'0:03.084',-0.885
'0:03.088',-0.865
'0:03.092',-0.855
'0:03.096',-0.840
'0:03.100',-0.830
'0:03.104',-0.840
'0:03.108',-0.835
'0:03.112',-0.850
'0:03.116',-0.855
'0:03.120',-0.875
'0:03.124',-0.885
'0:03.128',-0.900
'0:03.132',-0.910
'0:03.136',-0.940
'0:03.140',-0.960
'0:03.144',-0.980
'0:03.148',-1.000
'0:03.152',-1.010
'0:03.156',-1.020
'0:03.160',-1.055
'0:03.164',-1.075
'0:03.168',-1.080
'0:03.172',-1.090
'0:03.176',-1.110
'0:03.180',-1.125
'0:03.184',-1.140
'0:03.188',-1.150
'0:03.192',-1.140
'0:03.196',-1.130
'0:03.200',-1.135
'0:03.204',-1.140
'0:03.208',-1.140
'0:03.212',-1.135
'0:03.216',-1.135
'0:03.220',-1.135
'0:03.224',-1.155
'0:03.228',-1.155
'0:03.232',-1.145
'0:03.236',-1.135
'0:03.240',-1.125
'0:03.244',-1.135
'0:03.248',-1.125
'0:03.252',-1.120
'0:03.256',-1.125
'0:03.260',-1.120
'0:03.264',-1.120
'0:03.268',-1.120
'0:03.272',-1.110
'0:03.276',-1.100
'0:03.280',-1.100
'0:03.284',-1.110
'0:03.288',-1.110
'0:03.292',-1.095
'0:03.296',-1.120
'0:03.300',-1.120
'0:03.304',-1.125
'0:03.308',-1.120
'0:03.312',-1.120
'0:03.316',-1.120
'0:03.320',-1.125
'0:03.324',-1.125
'0:03.328',-1.120
'0:03.332',-1.110
'0:03.336',-1.115
'0:03.340',-1.125
'0:03.344',-1.125
'0:03.348',-1.125
'0:03.352',-1.105
'0:03.356',-1.120
'0:03.360',-1.135
'0:03.364',-1.140
'0:03.368',-1.145
'0:03.372',-1.125
'0:03.376',-1.135
'0:03.380',-1.150
'0:03.384',-1.150
'0:03.388',-1.155
'0:03.392',-1.145
'0:03.396',-1.150
'0:03.400',-1.145
'0:03.404',-1.145
'0:03.408',-1.145
'0:03.412',-1.145
'0:03.416',-1.140
'0:03.420',-1.155
'0:03.424',-1.150
'0:03.428',-1.155
'0:03.432',-1.140
'0:03.436',-1.145
'0:03.440',-1.160
'0:03.444',-1.160
'0:03.448',-1.145
'0:03.452',-1.140
'0:03.456',-1.145
'0:03.460',-1.155
'0:03.464',-1.165
'0:03.468',-1.165
'0:03.472',-1.145
'0:03.476',-1.145
'0:03.480',-1.140
'0:03.484',-1.155
'0:03.488',-1.155
'0:03.492',-1.145
'0:03.496',-1.135
'0:03.500',-1.145
'0:03.504',-1.155
'0:03.508',-1.160
'0:03.512',-1.140
'0:03.516',-1.135
'0:03.520',-1.140
'0:03.524',-1.145
'0:03.528',-1.150
'0:03.532',-1.140
'0:03.536',-1.140
'0:03.540',-1.150
'0:03.544',-1.160
'0:03.548',-1.150
'0:03.552',-1.150
'0:03.556',-1.155
'0:03.560',-1.150
'0:03.564',-1.150
'0:03.568',-1.145
'0:03.572',-1.145
'0:03.576',-1.130
'0:03.580',-1.120
'0:03.584',-1.090
'0:03.588',-1.065
'0:03.592',-1.055
'0:03.596',-1.050
'0:03.600',-1.035
'0:03.604',-1.035
'0:03.608',-0.995
'0:03.612',-0.975
'0:03.616',-0.970
'0:03.620',-0.980
'0:03.624',-0.990
'0:03.628',-0.985
'0:03.632',-0.970
'0:03.636',-0.965
'0:03.640',-0.970
'0:03.644',-1.005
'0:03.648',-1.045
'0:03.652',-1.070
'0:03.656',-1.090
'0:03.660',-1.120
'0:03.664',-1.135
'0:03.668',-1.130
'0:03.672',-1.140
'0:03.676',-1.165
'0:03.680',-1.175
'0:03.684',-1.180
'0:03.688',-1.170
'0:03.692',-1.165
'0:03.696',-1.175
'0:03.700',-1.195
'0:03.704',-1.200
'0:03.708',-1.190
'0:03.712',-1.175
'0:03.716',-1.190
'0:03.720',-1.190
'0:03.724',-1.190
'0:03.728',-1.175
'0:03.732',-1.175
'0:03.736',-1.170
'0:03.740',-1.170
'0:03.744',-1.165
'0:03.748',-1.170
'0:03.752',-1.170
'0:03.756',-1.175
'0:03.760',-1.145
'0:03.764',-1.075
'0:03.768',-0.930
'0:03.772',-0.735
'0:03.776',-0.515
'0:03.780',-0.325
'0:03.784',-0.215
'0:03.788',-0.210
'0:03.792',-0.350
'0:03.796',-0.530
'0:03.800',-0.710
'0:03.804',-0.855
'0:03.808',-0.935
'0:03.812',-0.975
'0:03.816',-1.005
'0:03.820',-1.015
'0:03.824',-1.035
'0:03.828',-1.045
'0:03.832',-1.075
'0:03.836',-1.100
'0:03.840',-1.125
'0:03.844',-1.140
'0:03.848',-1.145
'0:03.852',-1.170
'0:03.856',-1.200
'0:03.860',-1.200
'0:03.864',-1.200
'0:03.868',-1.200
'0:03.872',-1.200
'0:03.876',-1.215
'0:03.880',-1.220
'0:03.884',-1.215
'0:03.888',-1.205
'0:03.892',-1.200
'0:03.896',-1.210
'0:03.900',-1.215
'0:03.904',-1.210
'0:03.908',-1.190
'0:03.912',-1.170
'0:03.916',-1.165
'0:03.920',-1.155
'0:03.924',-1.145
'0:03.928',-1.140
'0:03.932',-1.145
'0:03.936',-1.145
'0:03.940',-1.160
'0:03.944',-1.160
'0:03.948',-1.155
'0:03.952',-1.155
'0:03.956',-1.145
'0:03.960',-1.140
'0:03.964',-1.135
'0:03.968',-1.125
'0:03.972',-1.125
'0:03.976',-1.135
'0:03.980',-1.120
'0:03.984',-1.100
'0:03.988',-1.085
'0:03.992',-1.075
'0:03.996',-1.075
'0:04.000',-1.075
'0:04.004',-1.055
'0:04.008',-1.035
'0:04.012',-1.030
'0:04.016',-1.015
'0:04.020',-1.020
'0:04.024',-1.010
'0:04.028',-0.985
'0:04.032',-0.960
'0:04.036',-0.955
'0:04.040',-0.950
'0:04.044',-0.940
'0:04.048',-0.910
'0:04.052',-0.900
'0:04.056',-0.890
'0:04.060',-0.875
'0:04.064',-0.865
'0:04.068',-0.850
'0:04.072',-0.835
'0:04.076',-0.845
'0:04.080',-0.835
'0:04.084',-0.830
'0:04.088',-0.815
'0:04.092',-0.815
'0:04.096',-0.830
'0:04.100',-0.845
'0:04.104',-0.865
'0:04.108',-0.875
'0:04.112',-0.890
'0:04.116',-0.920
'0:04.120',-0.945
'0:04.124',-0.965
'0:04.128',-0.985
'0:04.132',-1.010
'0:04.136',-1.035
'0:04.140',-1.055
'0:04.144',-1.080
'0:04.148',-1.080
'0:04.152',-1.095
'0:04.156',-1.120
'0:04.160',-1.125
'0:04.164',-1.135
'0:04.168',-1.140
'0:04.172',-1.145
'0:04.176',-1.155
'0:04.180',-1.175
'0:04.184',-1.180
'0:04.188',-1.170
'0:04.192',-1.165
'0:04.196',-1.170
'0:04.200',-1.170
'0:04.204',-1.170
'0:04.208',-1.170
'0:04.212',-1.170
'0:04.216',-1.170
'0:04.220',-1.175
'0:04.224',-1.170
'0:04.228',-1.170
'0:04.232',-1.175
'0:04.236',-1.190
'0:04.240',-1.190
'0:04.244',-1.180
'0:04.248',-1.170
'0:04.252',-1.170
'0:04.256',-1.190
'0:04.260',-1.190
'0:04.264',-1.175
'0:04.268',-1.170
'0:04.272',-1.155
'0:04.276',-1.170
'0:04.280',-1.180
'0:04.284',-1.170
'0:04.288',-1.140
'0:04.292',-1.150
'0:04.296',-1.145
'0:04.300',-1.145
'0:04.304',-1.145
'0:04.308',-1.140
'0:04.312',-1.125
'0:04.316',-1.125
'0:04.320',-1.150
'0:04.324',-1.155
'0:04.328',-1.150
'0:04.332',-1.150
'0:04.336',-1.145
'0:04.340',-1.145
'0:04.344',-1.140
'0:04.348',-1.155
'0:04.352',-1.155
'0:04.356',-1.155
'0:04.360',-1.155
'0:04.364',-1.150
'0:04.368',-1.155
'0:04.372',-1.155
'0:04.376',-1.155
'0:04.380',-1.160
'0:04.384',-1.140
'0:04.388',-1.155
'0:04.392',-1.165
'0:04.396',-1.170
'0:04.400',-1.160
'0:04.404',-1.140
'0:04.408',-1.155
'0:04.412',-1.155
'0:04.416',-1.170
'0:04.420',-1.165
'0:04.424',-1.155
'0:04.428',-1.135
'0:04.432',-1.140
'0:04.436',-1.165
'0:04.440',-1.170
'0:04.444',-1.170
'0:04.448',-1.155
'0:04.452',-1.165
'0:04.456',-1.170
'0:04.460',-1.170
'0:04.464',-1.165
'0:04.468',-1.155
'0:04.472',-1.160
'0:04.476',-1.155
'0:04.480',-1.160
'0:04.484',-1.155
'0:04.488',-1.145
'0:04.492',-1.155
'0:04.496',-1.155
'0:04.500',-1.160
'0:04.504',-1.160
'0:04.508',-1.155
'0:04.512',-1.170
'0:04.516',-1.160
'0:04.520',-1.150
'0:04.524',-1.135
'0:04.528',-1.135
'0:04.532',-1.140
'0:04.536',-1.160
'0:04.540',-1.155
'0:04.544',-1.135
'0:04.548',-1.100
'0:04.552',-1.070
'0:04.556',-1.060
'0:04.560',-1.060
'0:04.564',-1.035
'0:04.568',-1.015
'0:04.572',-1.015
'0:04.576',-1.020
'0:04.580',-1.015
'0:04.584',-1.010
'0:04.588',-1.000
'0:04.592',-0.995
'0:04.596',-1.000
'0:04.600',-0.990
'0:04.604',-1.000
'0:04.608',-1.020
'0:04.612',-1.050
'0:04.616',-1.075
'0:04.620',-1.115
'0:04.624',-1.140
'0:04.628',-1.165
'0:04.632',-1.185
'0:04.636',-1.195
'0:04.640',-1.200
'0:04.644',-1.210
'0:04.648',-1.200
