'Elapsed time','ECG I'
'0:00.508',-1.350
'0:00.510',-1.380
'0:00.512',-1.440
'0:00.514',-1.480
'0:00.516',-1.425
'0:00.518',-1.400
'0:00.520',-1.390
'0:00.522',-1.325
'0:00.524',-1.370
'0:00.526',-1.370
'0:00.528',-1.360
'0:00.530',-1.400
'0:00.532',-1.420
'0:00.534',-1.445
'0:00.536',-1.410
'0:00.538',-1.405
'0:00.540',-1.380
'0:00.542',-1.315
'0:00.544',-1.255
'0:00.546',-1.380
'0:00.548',-1.405
'0:00.550',-1.400
'0:00.552',-1.415
'0:00.554',-1.430
'0:00.556',-1.400
'0:00.558',-1.375
'0:00.560',-1.335
'0:00.562',-1.300
'0:00.564',-1.330
'0:00.566',-1.310
'0:00.568',-1.340
'0:00.570',-1.345
'0:00.572',-1.390
'0:00.574',-1.365
'0:00.576',-1.365
'0:00.578',-1.315
'0:00.580',-1.280
'0:00.582',-1.280
'0:00.584',-1.250
'0:00.586',-1.275
'0:00.588',-1.310
'0:00.590',-1.330
'0:00.592',-1.365
'0:00.594',-1.340
'0:00.596',-1.310
'0:00.598',-1.315
'0:00.600',-1.255
'0:00.602',-1.210
'0:00.604',-1.205
'0:00.606',-1.310
'0:00.608',-1.320
'0:00.610',-1.315
'0:00.612',-1.305
'0:00.614',-1.250
'0:00.616',-1.290
'0:00.618',-1.295
'0:00.620',-1.265
'0:00.622',-1.265
'0:00.624',-1.230
'0:00.626',-1.285
'0:00.628',-1.315
'0:00.630',-1.265
'0:00.632',-1.370
'0:00.634',-1.335
'0:00.636',-1.310
'0:00.638',-1.325
'0:00.640',-1.305
'0:00.642',-1.335
'0:00.644',-1.325
'0:00.646',-1.325
'0:00.648',-1.355
'0:00.650',-1.420
'0:00.652',-1.450
'0:00.654',-1.385
'0:00.656',-1.355
'0:00.658',-1.420
'0:00.660',-1.355
'0:00.662',-1.300
'0:00.664',-1.295
'0:00.666',-1.405
'0:00.668',-1.450
'0:00.670',-1.465
'0:00.672',-1.460
'0:00.674',-1.430
'0:00.676',-1.450
'0:00.678',-1.420
'0:00.680',-1.365
'0:00.682',-1.360
'0:00.684',-1.395
'0:00.686',-1.370
'0:00.688',-1.430
'0:00.690',-1.470
'0:00.692',-1.460
'0:00.694',-1.450
'0:00.696',-1.430
'0:00.698',-1.405
'0:00.700',-1.360
'0:00.702',-1.385
'0:00.704',-1.370
'0:00.706',-1.395
'0:00.708',-1.435
'0:00.710',-1.460
'0:00.712',-1.460
'0:00.714',-1.490
'0:00.716',-1.450
'0:00.718',-1.395
'0:00.720',-1.370
'0:00.722',-1.405
'0:00.724',-1.390
'0:00.726',-1.385
'0:00.728',-1.390
'0:00.730',-1.445
'0:00.732',-1.460
'0:00.734',-1.470
'0:00.736',-1.435
'0:00.738',-1.380
'0:00.740',-1.365
'0:00.742',-1.400
'0:00.744',-1.430
'0:00.746',-1.355
'0:00.748',-1.465
'0:00.750',-1.475
'0:00.752',-1.490
'0:00.754',-1.465
'0:00.756',-1.450
'0:00.758',-1.405
'0:00.760',-1.390
'0:00.762',-1.390
'0:00.764',-1.385
'0:00.766',-1.400
'0:00.768',-1.390
'0:00.770',-1.455
'0:00.772',-1.500
'0:00.774',-1.485
'0:00.776',-1.460
'0:00.778',-1.415
'0:00.780',-1.395
'0:00.782',-1.345
'0:00.784',-1.400
'0:00.786',-1.445
'0:00.788',-1.460
'0:00.790',-1.445
'0:00.792',-1.510
'0:00.794',-1.485
'0:00.796',-1.395
'0:00.798',-1.400
'0:00.800',-1.385
'0:00.802',-1.380
'0:00.804',-1.395
'0:00.806',-1.430
'0:00.808',-1.465
'0:00.810',-1.465
'0:00.812',-1.470
'0:00.814',-1.495
'0:00.816',-1.445
'0:00.818',-1.395
'0:00.820',-1.390
'0:00.822',-1.350
'0:00.824',-1.380
'0:00.826',-1.405
'0:00.828',-1.455
'0:00.830',-1.485
'0:00.832',-1.500
'0:00.834',-1.470
'0:00.836',-1.420
'0:00.838',-1.365
'0:00.840',-1.365
'0:00.842',-1.355
'0:00.844',-1.400
'0:00.846',-1.385
'0:00.848',-1.430
'0:00.850',-1.450
'0:00.852',-1.480
'0:00.854',-1.445
'0:00.856',-1.430
'0:00.858',-1.410
'0:00.860',-1.380
'0:00.862',-1.355
'0:00.864',-1.400
'0:00.866',-1.390
'0:00.868',-1.415
'0:00.870',-1.450
'0:00.872',-1.470
'0:00.874',-1.430
'0:00.876',-1.435
'0:00.878',-1.390
'0:00.880',-1.385
'0:00.882',-1.430
'0:00.884',-1.390
'0:00.886',-1.375
'0:00.888',-1.435
'0:00.890',-1.480
'0:00.892',-1.420
'0:00.894',-1.405
'0:00.896',-1.430
'0:00.898',-1.320
'0:00.900',-1.395
'0:00.902',-1.400
'0:00.904',-1.395
'0:00.906',-1.380
'0:00.908',-1.450
'0:00.910',-1.420
'0:00.912',-1.435
'0:00.914',-1.420
'0:00.916',-1.405
'0:00.918',-1.350
'0:00.920',-1.355
'0:00.922',-1.345
'0:00.924',-1.340
'0:00.926',-1.365
'0:00.928',-1.425
'0:00.930',-1.425
'0:00.932',-1.405
'0:00.934',-1.405
'0:00.936',-1.365
'0:00.938',-1.325
'0:00.940',-1.310
'0:00.942',-1.325
'0:00.944',-1.345
'0:00.946',-1.340
'0:00.948',-1.395
'0:00.950',-1.405
'0:00.952',-1.370
'0:00.954',-1.365
'0:00.956',-1.355
'0:00.958',-1.315
'0:00.960',-1.320
'0:00.962',-1.305
'0:00.964',-1.325
'0:00.966',-1.295
'0:00.968',-1.320
'0:00.970',-1.340
'0:00.972',-1.335
'0:00.974',-1.320
'0:00.976',-1.280
'0:00.978',-1.275
'0:00.980',-1.255
'0:00.982',-1.235
'0:00.984',-1.220
'0:00.986',-1.300
'0:00.988',-1.295
'0:00.990',-1.380
'0:00.992',-1.340
'0:00.994',-1.295
'0:00.996',-1.315
'0:00.998',-1.265
'0:01.000',-1.240
'0:01.002',-1.205
'0:01.004',-1.285
'0:01.006',-1.360
'0:01.008',-1.360
'0:01.010',-1.360
'0:01.012',-1.370
'0:01.014',-1.375
'0:01.016',-1.345
'0:01.018',-1.340
'0:01.020',-1.310
'0:01.022',-1.330
'0:01.024',-1.290
'0:01.026',-1.355
'0:01.028',-1.445
'0:01.030',-1.430
'0:01.032',-1.385
'0:01.034',-1.330
'0:01.036',-1.315
'0:01.038',-1.310
'0:01.040',-1.310
'0:01.042',-1.335
'0:01.044',-1.370
'0:01.046',-1.355
'0:01.048',-1.340
'0:01.050',-1.415
'0:01.052',-1.385
'0:01.054',-1.335
'0:01.056',-1.325
'0:01.058',-1.320
'0:01.060',-1.320
'0:01.062',-1.310
'0:01.064',-1.335
'0:01.066',-1.355
'0:01.068',-1.370
'0:01.070',-1.390
'0:01.072',-1.400
'0:01.074',-1.350
'0:01.076',-1.335
'0:01.078',-1.315
'0:01.080',-1.310
'0:01.082',-1.330
'0:01.084',-1.360
'0:01.086',-1.425
'0:01.088',-1.490
'0:01.090',-1.545
'0:01.092',-1.520
'0:01.094',-1.505
'0:01.096',-1.435
'0:01.098',-1.310
'0:01.100',-1.125
'0:01.102',-0.990
'0:01.104',-0.860
'0:01.106',-0.710
'0:01.108',-0.565
'0:01.110',-0.435
'0:01.112',-0.355
'0:01.114',-0.225
'0:01.116',-0.215
'0:01.118',-0.305
'0:01.120',-0.400
'0:01.122',-0.655
'0:01.124',-0.820
'0:01.126',-0.960
'0:01.128',-1.175
'0:01.130',-1.270
'0:01.132',-1.255
'0:01.134',-1.240
'0:01.136',-1.240
'0:01.138',-1.225
'0:01.140',-1.195
'0:01.142',-1.230
'0:01.144',-1.255
'0:01.146',-1.295
'0:01.148',-1.305
'0:01.150',-1.300
'0:01.152',-1.275
'0:01.154',-1.310
'0:01.156',-1.290
'0:01.158',-1.275
'0:01.160',-1.275
'0:01.162',-1.325
'0:01.164',-1.295
'0:01.166',-1.315
'0:01.168',-1.335
'0:01.170',-1.275
'0:01.172',-1.225
'0:01.174',-1.280
'0:01.176',-1.290
'0:01.178',-1.265
'0:01.180',-1.245
'0:01.182',-1.235
'0:01.184',-1.260
'0:01.186',-1.290
'0:01.188',-1.320
'0:01.190',-1.300
'0:01.192',-1.295
'0:01.194',-1.285
'0:01.196',-1.255
'0:01.198',-1.225
'0:01.200',-1.200
'0:01.202',-1.250
'0:01.204',-1.260
'0:01.206',-1.275
'0:01.208',-1.295
'0:01.210',-1.295
'0:01.212',-1.280
'0:01.214',-1.245
'0:01.216',-1.215
'0:01.218',-1.220
'0:01.220',-1.195
'0:01.222',-1.215
'0:01.224',-1.265
'0:01.226',-1.275
'0:01.228',-1.290
'0:01.230',-1.270
'0:01.232',-1.260
'0:01.234',-1.230
'0:01.236',-1.180
'0:01.238',-1.160
'0:01.240',-1.175
'0:01.242',-1.200
'0:01.244',-1.210
'0:01.246',-1.250
'0:01.248',-1.270
'0:01.250',-1.240
'0:01.252',-1.240
'0:01.254',-1.235
'0:01.256',-1.190
'0:01.258',-1.155
'0:01.260',-1.165
'0:01.262',-1.130
'0:01.264',-1.195
'0:01.266',-1.240
'0:01.268',-1.265
'0:01.270',-1.250
'0:01.272',-1.235
'0:01.274',-1.185
'0:01.276',-1.150
'0:01.278',-1.150
'0:01.280',-1.180
'0:01.282',-1.190
'0:01.284',-1.180
'0:01.286',-1.220
'0:01.288',-1.220
'0:01.290',-1.230
'0:01.292',-1.185
'0:01.294',-1.190
'0:01.296',-1.095
'0:01.298',-1.125
'0:01.300',-1.150
'0:01.302',-1.155
'0:01.304',-1.180
'0:01.306',-1.200
'0:01.308',-1.205
'0:01.310',-1.170
'0:01.312',-1.130
'0:01.314',-1.095
'0:01.316',-1.080
'0:01.318',-1.105
'0:01.320',-1.080
'0:01.322',-1.100
'0:01.324',-1.105
'0:01.326',-1.130
'0:01.328',-1.140
'0:01.330',-1.115
'0:01.332',-1.090
'0:01.334',-1.035
'0:01.336',-1.035
'0:01.338',-0.985
'0:01.340',-1.020
'0:01.342',-1.050
'0:01.344',-1.065
'0:01.346',-1.090
'0:01.348',-1.100
'0:01.350',-1.085
'0:01.352',-1.055
'0:01.354',-1.040
'0:01.356',-1.025
'0:01.358',-1.015
'0:01.360',-0.990
'0:01.362',-1.000
'0:01.364',-1.055
'0:01.366',-1.065
'0:01.368',-1.120
'0:01.370',-1.065
'0:01.372',-1.045
'0:01.374',-1.040
'0:01.376',-1.035
'0:01.378',-1.025
'0:01.380',-1.030
'0:01.382',-1.070
'0:01.384',-1.065
'0:01.386',-1.055
'0:01.388',-1.145
'0:01.390',-1.160
'0:01.392',-1.145
'0:01.394',-1.120
'0:01.396',-1.095
'0:01.398',-1.105
'0:01.400',-1.115
'0:01.402',-1.095
'0:01.404',-1.175
'0:01.406',-1.190
'0:01.408',-1.175
'0:01.410',-1.195
'0:01.412',-1.190
'0:01.414',-1.120
'0:01.416',-1.135
'0:01.418',-1.145
'0:01.420',-1.140
'0:01.422',-1.150
'0:01.424',-1.175
'0:01.426',-1.220
'0:01.428',-1.230
'0:01.430',-1.205
'0:01.432',-1.190
'0:01.434',-1.160
'0:01.436',-1.135
'0:01.438',-1.095
'0:01.440',-1.130
'0:01.442',-1.140
'0:01.444',-1.180
'0:01.446',-1.205
'0:01.448',-1.220
'0:01.450',-1.240
'0:01.452',-1.190
'0:01.454',-1.150
'0:01.456',-1.130
'0:01.458',-1.120
'0:01.460',-1.130
'0:01.462',-1.185
'0:01.464',-1.205
'0:01.466',-1.185
'0:01.468',-1.235
'0:01.470',-1.205
'0:01.472',-1.185
'0:01.474',-1.165
'0:01.476',-1.135
'0:01.478',-1.120
'0:01.480',-1.095
'0:01.482',-1.155
'0:01.484',-1.215
'0:01.486',-1.205
'0:01.488',-1.205
'0:01.490',-1.190
'0:01.492',-1.180
'0:01.494',-1.140
'0:01.496',-1.095
'0:01.498',-1.115
'0:01.500',-1.140
'0:01.502',-1.170
'0:01.504',-1.175
'0:01.506',-1.200
'0:01.508',-1.175
'0:01.510',-1.175
'0:01.512',-1.185
'0:01.514',-1.080
'0:01.516',-1.080
'0:01.518',-1.115
'0:01.520',-1.160
'0:01.522',-1.195
'0:01.524',-1.215
'0:01.526',-1.200
'0:01.528',-1.165
'0:01.530',-1.175
'0:01.532',-1.160
'0:01.534',-1.120
'0:01.536',-1.070
'0:01.538',-1.085
'0:01.540',-1.130
'0:01.542',-1.145
'0:01.544',-1.160
'0:01.546',-1.150
'0:01.548',-1.195
'0:01.550',-1.150
'0:01.552',-1.155
'0:01.554',-1.115
'0:01.556',-1.095
'0:01.558',-1.115
'0:01.560',-1.145
'0:01.562',-1.135
'0:01.564',-1.125
'0:01.566',-1.195
'0:01.568',-1.155
'0:01.570',-1.150
'0:01.572',-1.135
'0:01.574',-1.095
'0:01.576',-1.060
'0:01.578',-1.075
'0:01.580',-1.090
'0:01.582',-1.105
'0:01.584',-1.185
'0:01.586',-1.190
'0:01.588',-1.150
'0:01.590',-1.160
'0:01.592',-1.105
'0:01.594',-1.065
'0:01.596',-1.075
'0:01.598',-1.075
'0:01.600',-1.105
'0:01.602',-1.150
'0:01.604',-1.160
'0:01.606',-1.175
'0:01.608',-1.160
'0:01.610',-1.150
'0:01.612',-1.095
'0:01.614',-1.115
'0:01.616',-1.095
'0:01.618',-1.100
'0:01.620',-1.105
'0:01.622',-1.135
'0:01.624',-1.160
'0:01.626',-1.155
'0:01.628',-1.165
'0:01.630',-1.165
'0:01.632',-1.115
'0:01.634',-1.065
'0:01.636',-1.095
'0:01.638',-1.055
'0:01.640',-1.100
'0:01.642',-1.105
'0:01.644',-1.140
'0:01.646',-1.180
'0:01.648',-1.190
'0:01.650',-1.165
'0:01.652',-1.110
'0:01.654',-1.055
'0:01.656',-1.060
'0:01.658',-1.070
'0:01.660',-1.105
'0:01.662',-1.140
'0:01.664',-1.165
'0:01.666',-1.160
'0:01.668',-1.165
'0:01.670',-1.105
'0:01.672',-1.105
'0:01.674',-1.110
'0:01.676',-1.070
'0:01.678',-1.065
'0:01.680',-1.075
'0:01.682',-1.180
'0:01.684',-1.165
'0:01.686',-1.155
'0:01.688',-1.130
'0:01.690',-1.175
'0:01.692',-1.135
'0:01.694',-1.080
'0:01.696',-1.055
'0:01.698',-1.090
'0:01.700',-1.110
'0:01.702',-1.115
'0:01.704',-1.140
'0:01.706',-1.155
'0:01.708',-1.125
'0:01.710',-1.100
'0:01.712',-1.105
'0:01.714',-1.125
'0:01.716',-1.075
'0:01.718',-1.090
'0:01.720',-1.080
'0:01.722',-1.120
'0:01.724',-1.110
'0:01.726',-1.135
'0:01.728',-1.145
'0:01.730',-1.085
'0:01.732',-1.090
'0:01.734',-1.075
'0:01.736',-1.060
'0:01.738',-1.085
'0:01.740',-1.115
'0:01.742',-1.120
'0:01.744',-1.130
'0:01.746',-1.145
'0:01.748',-1.150
'0:01.750',-1.100
'0:01.752',-1.020
'0:01.754',-1.050
'0:01.756',-1.050
'0:01.758',-1.115
'0:01.760',-1.115
'0:01.762',-1.140
'0:01.764',-1.180
'0:01.766',-1.220
'0:01.768',-1.215
'0:01.770',-1.155
'0:01.772',-1.130
'0:01.774',-1.100
'0:01.776',-1.105
'0:01.778',-1.125
'0:01.780',-1.165
'0:01.782',-1.190
'0:01.784',-1.200
'0:01.786',-1.200
'0:01.788',-1.185
'0:01.790',-1.160
'0:01.792',-1.080
'0:01.794',-1.090
'0:01.796',-1.115
'0:01.798',-1.090
'0:01.800',-1.120
'0:01.802',-1.215
'0:01.804',-1.225
'0:01.806',-1.150
'0:01.808',-1.145
'0:01.810',-1.155
'0:01.812',-1.160
'0:01.814',-1.065
'0:01.816',-1.015
'0:01.818',-1.115
'0:01.820',-1.135
'0:01.822',-1.160
'0:01.824',-1.165
'0:01.826',-1.145
'0:01.828',-1.180
'0:01.830',-1.145
'0:01.832',-1.085
'0:01.834',-1.055
'0:01.836',-1.085
'0:01.838',-1.125
'0:01.840',-1.115
'0:01.842',-1.205
'0:01.844',-1.270
'0:01.846',-1.250
'0:01.848',-1.215
'0:01.850',-1.220
'0:01.852',-1.120
'0:01.854',-1.055
'0:01.856',-0.970
'0:01.858',-0.870
'0:01.860',-0.695
'0:01.862',-0.610
'0:01.864',-0.480
'0:01.866',-0.385
'0:01.868',-0.215
'0:01.870',-0.125
'0:01.872',-0.070
'0:01.874',-0.145
'0:01.876',-0.280
'0:01.878',-0.470
'0:01.880',-0.625
'0:01.882',-0.810
'0:01.884',-0.965
'0:01.886',-1.055
'0:01.888',-1.060
'0:01.890',-1.065
'0:01.892',-1.035
'0:01.894',-0.995
'0:01.896',-1.030
'0:01.898',-1.015
'0:01.900',-1.035
'0:01.902',-1.105
'0:01.904',-1.115
'0:01.906',-1.110
'0:01.908',-1.070
'0:01.910',-1.070
'0:01.912',-1.030
'0:01.914',-1.025
'0:01.916',-1.040
'0:01.918',-1.060
'0:01.920',-1.075
'0:01.922',-1.115
'0:01.924',-1.125
'0:01.926',-1.120
'0:01.928',-1.080
'0:01.930',-1.080
'0:01.932',-1.020
'0:01.934',-1.015
'0:01.936',-1.045
'0:01.938',-1.060
'0:01.940',-1.100
'0:01.942',-1.125
'0:01.944',-1.110
'0:01.946',-1.020
'0:01.948',-1.070
'0:01.950',-1.085
'0:01.952',-1.055
'0:01.954',-1.000
'0:01.956',-1.010
'0:01.958',-1.060
'0:01.960',-1.120
'0:01.962',-1.070
'0:01.964',-1.070
'0:01.966',-1.120
'0:01.968',-1.090
'0:01.970',-1.030
'0:01.972',-0.990
'0:01.974',-0.985
'0:01.976',-1.015
'0:01.978',-1.030
'0:01.980',-1.060
'0:01.982',-1.090
'0:01.984',-1.080
'0:01.986',-1.080
'0:01.988',-1.060
'0:01.990',-1.005
'0:01.992',-1.035
'0:01.994',-0.960
'0:01.996',-1.010
'0:01.998',-0.995
'0:02.000',-1.065
'0:02.002',-1.090
'0:02.004',-1.070
'0:02.006',-1.075
'0:02.008',-1.020
'0:02.010',-0.995
'0:02.012',-0.990
'0:02.014',-1.010
'0:02.016',-0.990
'0:02.018',-1.015
'0:02.020',-1.035
'0:02.022',-1.045
'0:02.024',-1.040
'0:02.026',-1.055
'0:02.028',-1.020
'0:02.030',-1.015
'0:02.032',-0.965
'0:02.034',-0.965
'0:02.036',-0.955
'0:02.038',-0.980
'0:02.040',-1.055
'0:02.042',-1.035
'0:02.044',-1.070
'0:02.046',-1.015
'0:02.048',-0.975
'0:02.050',-0.985
'0:02.052',-0.945
'0:02.054',-0.960
'0:02.056',-0.940
'0:02.058',-0.965
'0:02.060',-0.990
'0:02.062',-1.015
'0:02.064',-1.005
'0:02.066',-1.000
'0:02.068',-0.925
'0:02.070',-0.935
'0:02.072',-0.895
'0:02.074',-0.875
'0:02.076',-0.890
'0:02.078',-0.880
'0:02.080',-0.930
'0:02.082',-0.940
'0:02.084',-0.915
'0:02.086',-0.950
'0:02.088',-0.915
'0:02.090',-0.825
'0:02.092',-0.785
'0:02.094',-0.835
'0:02.096',-0.810
'0:02.098',-0.840
'0:02.100',-0.825
'0:02.102',-0.880
'0:02.104',-0.850
'0:02.106',-0.825
'0:02.108',-0.825
'0:02.110',-0.780
'0:02.112',-0.775
'0:02.114',-0.770
'0:02.116',-0.770
'0:02.118',-0.770
'0:02.120',-0.805
'0:02.122',-0.810
'0:02.124',-0.725
'0:02.126',-0.805
'0:02.128',-0.790
'0:02.130',-0.785
'0:02.132',-0.760
'0:02.134',-0.745
'0:02.136',-0.790
'0:02.138',-0.775
'0:02.140',-0.825
'0:02.142',-0.880
'0:02.144',-0.860
'0:02.146',-0.840
'0:02.148',-0.800
'0:02.150',-0.845
'0:02.152',-0.830
'0:02.154',-0.770
'0:02.156',-0.865
'0:02.158',-0.920
'0:02.160',-0.940
'0:02.162',-0.915
'0:02.164',-0.990
'0:02.166',-0.955
'0:02.168',-0.940
'0:02.170',-0.920
'0:02.172',-0.910
'0:02.174',-0.925
'0:02.176',-0.940
'0:02.178',-0.975
'0:02.180',-0.990
'0:02.182',-1.015
'0:02.184',-1.010
'0:02.186',-0.990
'0:02.188',-0.960
'0:02.190',-0.925
'0:02.192',-0.950
'0:02.194',-0.945
'0:02.196',-0.930
'0:02.198',-0.985
'0:02.200',-1.035
'0:02.202',-1.005
'0:02.204',-0.995
'0:02.206',-0.970
'0:02.208',-0.990
'0:02.210',-0.965
'0:02.212',-0.960
'0:02.214',-0.920
'0:02.216',-0.950
'0:02.218',-0.995
'0:02.220',-1.010
'0:02.222',-1.015
'0:02.224',-1.020
'0:02.226',-1.000
'0:02.228',-0.995
'0:02.230',-0.975
'0:02.232',-1.000
'0:02.234',-1.000
'0:02.236',-1.030
'0:02.238',-1.070
'0:02.240',-1.110
'0:02.242',-1.075
'0:02.244',-1.095
'0:02.246',-1.140
'0:02.248',-1.100
'0:02.250',-1.030
'0:02.252',-1.065
'0:02.254',-1.105
'0:02.256',-1.110
'0:02.258',-1.150
'0:02.260',-1.170
'0:02.262',-1.195
'0:02.264',-1.205
'0:02.266',-1.165
'0:02.268',-1.160
'0:02.270',-1.135
'0:02.272',-1.090
'0:02.274',-1.145
'0:02.276',-1.185
'0:02.278',-1.170
'0:02.280',-1.205
'0:02.282',-1.240
'0:02.284',-1.240
'0:02.286',-1.215
'0:02.288',-1.155
'0:02.290',-1.140
'0:02.292',-1.145
'0:02.294',-1.195
'0:02.296',-1.215
'0:02.298',-1.210
'0:02.300',-1.230
'0:02.302',-1.245
'0:02.304',-1.285
'0:02.306',-1.235
'0:02.308',-1.245
'0:02.310',-1.205
'0:02.312',-1.160
'0:02.314',-1.160
'0:02.316',-1.185
'0:02.318',-1.270
'0:02.320',-1.280
'0:02.322',-1.295
