'Elapsed time','ECG I'
'0:00.854',-0.075
'0:00.856',-0.060
'0:00.858',-0.085
'0:00.860',-0.140
'0:00.862',-0.090
'0:00.864',-0.065
'0:00.866',-0.120
'0:00.868',-0.125
'0:00.870',-0.125
'0:00.872',-0.120
'0:00.874',-0.070
'0:00.876',-0.060
'0:00.878',-0.145
'0:00.880',-0.120
'0:00.882',-0.110
'0:00.884',-0.090
'0:00.886',-0.075
'0:00.888',-0.080
'0:00.890',-0.105
'0:00.892',-0.095
'0:00.894',-0.095
'0:00.896',-0.090
'0:00.898',-0.085
'0:00.900',-0.090
'0:00.902',-0.085
'0:00.904',-0.080
'0:00.906',-0.135
'0:00.908',-0.105
'0:00.910',-0.110
'0:00.912',-0.070
'0:00.914',-0.085
'0:00.916',-0.095
'0:00.918',-0.075
'0:00.920',-0.095
'0:00.922',-0.095
'0:00.924',-0.040
'0:00.926',-0.030
'0:00.928',-0.005
'0:00.930',0.090
'0:00.932',0.200
'0:00.934',0.205
'0:00.936',0.320
'0:00.938',0.375
'0:00.940',0.445
'0:00.942',0.505
'0:00.944',0.520
'0:00.946',0.445
'0:00.948',0.270
'0:00.950',0.170
'0:00.952',0.060
'0:00.954',-0.060
'0:00.956',-0.165
'0:00.958',-0.260
'0:00.960',-0.270
'0:00.962',-0.235
'0:00.964',-0.195
'0:00.966',-0.160
'0:00.968',-0.195
'0:00.970',-0.160
'0:00.972',-0.115
'0:00.974',-0.140
'0:00.976',-0.115
'0:00.978',-0.060
'0:00.980',-0.045
'0:00.982',-0.050
'0:00.984',-0.025
'0:00.986',-0.070
'0:00.988',-0.050
'0:00.990',-0.085
'0:00.992',-0.080
'0:00.994',-0.020
'0:00.996',-0.045
'0:00.998',-0.025
'0:01.000',-0.025
'0:01.002',-0.050
'0:01.004',-0.075
'0:01.006',-0.115
'0:01.008',-0.005
'0:01.010',-0.015
'0:01.012',-0.025
'0:01.014',-0.055
'0:01.016',-0.050
'0:01.018',-0.035
'0:01.020',-0.045
'0:01.022',-0.015
'0:01.024',-0.030
'0:01.026',-0.010
'0:01.028',0.025
'0:01.030',-0.045
'0:01.032',-0.035
'0:01.034',0.005
'0:01.036',0.030
'0:01.038',0.000
'0:01.040',-0.035
'0:01.042',-0.050
'0:01.044',-0.065
'0:01.046',-0.030
'0:01.048',-0.020
'0:01.050',0.015
'0:01.052',0.040
'0:01.054',0.030
'0:01.056',0.035
'0:01.058',0.000
'0:01.060',-0.005
'0:01.062',-0.010
'0:01.064',0.010
'0:01.066',0.000
'0:01.068',-0.005
'0:01.070',-0.045
'0:01.072',0.000
'0:01.074',0.020
'0:01.076',0.010
'0:01.078',0.035
'0:01.080',0.060
'0:01.082',0.060
'0:01.084',0.005
'0:01.086',0.015
'0:01.088',0.050
'0:01.090',0.110
'0:01.092',0.055
'0:01.094',0.060
'0:01.096',0.090
'0:01.098',0.060
'0:01.100',0.085
'0:01.102',0.095
'0:01.104',0.050
'0:01.106',0.060
'0:01.108',0.110
'0:01.110',0.110
'0:01.112',0.110
'0:01.114',0.115
'0:01.116',0.095
'0:01.118',0.125
'0:01.120',0.090
'0:01.122',0.150
'0:01.124',0.160
'0:01.126',0.130
'0:01.128',0.155
'0:01.130',0.145
'0:01.132',0.185
'0:01.134',0.155
'0:01.136',0.220
'0:01.138',0.150
'0:01.140',0.170
'0:01.142',0.200
'0:01.144',0.165
'0:01.146',0.190
'0:01.148',0.200
'0:01.150',0.165
'0:01.152',0.175
'0:01.154',0.180
'0:01.156',0.195
'0:01.158',0.190
'0:01.160',0.180
'0:01.162',0.170
'0:01.164',0.185
'0:01.166',0.175
'0:01.168',0.165
'0:01.170',0.155
'0:01.172',0.190
'0:01.174',0.170
'0:01.176',0.110
'0:01.178',0.145
'0:01.180',0.145
'0:01.182',0.130
'0:01.184',0.095
'0:01.186',-0.015
'0:01.188',0.035
'0:01.190',0.045
'0:01.192',0.000
'0:01.194',0.035
'0:01.196',0.000
'0:01.198',0.020
'0:01.200',0.030
'0:01.202',0.000
'0:01.204',-0.030
'0:01.206',0.025
'0:01.208',-0.020
'0:01.210',0.015
'0:01.212',-0.035
'0:01.214',-0.065
'0:01.216',-0.075
'0:01.218',-0.055
'0:01.220',-0.015
'0:01.222',-0.035
'0:01.224',-0.030
'0:01.226',-0.035
'0:01.228',-0.050
'0:01.230',-0.045
'0:01.232',-0.045
'0:01.234',-0.035
'0:01.236',-0.050
'0:01.238',-0.025
'0:01.240',-0.030
'0:01.242',-0.010
'0:01.244',-0.055
'0:01.246',-0.060
'0:01.248',-0.075
'0:01.250',-0.045
'0:01.252',-0.070
'0:01.254',-0.045
'0:01.256',-0.040
'0:01.258',-0.035
'0:01.260',-0.055
'0:01.262',0.000
'0:01.264',-0.020
'0:01.266',-0.070
'0:01.268',-0.045
'0:01.270',-0.020
'0:01.272',-0.020
'0:01.274',-0.020
'0:01.276',-0.020
'0:01.278',-0.025
'0:01.280',-0.020
'0:01.282',-0.070
'0:01.284',-0.065
'0:01.286',-0.075
'0:01.288',-0.100
'0:01.290',-0.030
'0:01.292',0.020
'0:01.294',0.000
'0:01.296',0.010
'0:01.298',-0.030
'0:01.300',-0.055
'0:01.302',-0.025
'0:01.304',0.005
'0:01.306',0.000
'0:01.308',-0.040
'0:01.310',-0.040
'0:01.312',-0.030
'0:01.314',-0.030
'0:01.316',-0.015
'0:01.318',0.010
'0:01.320',-0.035
'0:01.322',-0.050
'0:01.324',-0.040
'0:01.326',0.015
'0:01.328',0.000
'0:01.330',0.015
'0:01.332',-0.030
'0:01.334',-0.045
'0:01.336',-0.035
'0:01.338',-0.040
'0:01.340',0.000
'0:01.342',-0.015
'0:01.344',-0.070
'0:01.346',-0.050
'0:01.348',-0.010
'0:01.350',-0.040
'0:01.352',-0.020
'0:01.354',-0.040
'0:01.356',-0.045
'0:01.358',-0.050
'0:01.360',-0.030
'0:01.362',-0.050
'0:01.364',-0.020
'0:01.366',0.005
'0:01.368',-0.045
'0:01.370',0.015
'0:01.372',-0.030
'0:01.374',-0.030
'0:01.376',-0.090
'0:01.378',-0.055
'0:01.380',-0.035
'0:01.382',0.005
'0:01.384',-0.030
'0:01.386',-0.025
'0:01.388',-0.005
'0:01.390',0.010
'0:01.392',-0.055
'0:01.394',-0.050
'0:01.396',-0.005
'0:01.398',-0.035
'0:01.400',-0.030
'0:01.402',-0.015
'0:01.404',-0.015
'0:01.406',-0.040
'0:01.408',-0.020
'0:01.410',0.005
'0:01.412',-0.010
'0:01.414',-0.030
'0:01.416',-0.055
'0:01.418',-0.015
'0:01.420',0.005
'0:01.422',-0.040
'0:01.424',0.015
'0:01.426',-0.040
'0:01.428',-0.005
'0:01.430',0.020
'0:01.432',0.010
'0:01.434',-0.015
'0:01.436',-0.005
'0:01.438',-0.015
'0:01.440',0.020
'0:01.442',0.025
'0:01.444',0.025
'0:01.446',-0.020
'0:01.448',0.015
'0:01.450',0.045
'0:01.452',0.080
'0:01.454',0.060
'0:01.456',0.035
'0:01.458',0.050
'0:01.460',0.050
'0:01.462',0.030
'0:01.464',-0.020
'0:01.466',0.020
'0:01.468',-0.045
'0:01.470',-0.040
'0:01.472',-0.040
'0:01.474',-0.020
'0:01.476',-0.040
'0:01.478',-0.040
'0:01.480',-0.040
'0:01.482',-0.065
'0:01.484',-0.050
'0:01.486',-0.035
'0:01.488',-0.050
'0:01.490',-0.030
'0:01.492',-0.015
'0:01.494',-0.035
'0:01.496',-0.030
'0:01.498',-0.025
'0:01.500',-0.025
'0:01.502',-0.045
'0:01.504',-0.065
'0:01.506',-0.060
'0:01.508',-0.065
'0:01.510',-0.080
'0:01.512',-0.060
'0:01.514',-0.060
'0:01.516',-0.060
'0:01.518',-0.080
'0:01.520',-0.015
'0:01.522',-0.005
'0:01.524',-0.045
'0:01.526',-0.025
'0:01.528',-0.065
'0:01.530',-0.020
'0:01.532',-0.005
'0:01.534',-0.040
'0:01.536',-0.065
'0:01.538',-0.035
'0:01.540',0.000
'0:01.542',-0.050
'0:01.544',0.035
'0:01.546',0.095
'0:01.548',0.150
'0:01.550',0.275
'0:01.552',0.370
'0:01.554',0.435
'0:01.556',0.460
'0:01.558',0.515
'0:01.560',0.575
'0:01.562',0.495
'0:01.564',0.335
'0:01.566',0.240
'0:01.568',0.140
'0:01.570',-0.025
'0:01.572',-0.120
'0:01.574',-0.230
'0:01.576',-0.280
'0:01.578',-0.220
'0:01.580',-0.160
'0:01.582',-0.135
'0:01.584',-0.140
'0:01.586',-0.050
'0:01.588',-0.075
'0:01.590',-0.075
'0:01.592',-0.085
'0:01.594',-0.060
'0:01.596',-0.025
'0:01.598',-0.005
'0:01.600',-0.025
'0:01.602',-0.035
'0:01.604',-0.045
'0:01.606',0.020
'0:01.608',0.050
'0:01.610',0.000
'0:01.612',-0.060
'0:01.614',-0.050
'0:01.616',-0.030
'0:01.618',-0.035
'0:01.620',0.000
'0:01.622',0.005
'0:01.624',-0.015
'0:01.626',0.015
'0:01.628',0.000
'0:01.630',0.010
'0:01.632',-0.005
'0:01.634',-0.055
'0:01.636',0.005
'0:01.638',0.035
'0:01.640',-0.040
'0:01.642',-0.015
'0:01.644',-0.005
'0:01.646',0.020
'0:01.648',-0.005
'0:01.650',0.010
'0:01.652',0.000
'0:01.654',0.015
'0:01.656',0.015
'0:01.658',0.020
'0:01.660',0.055
'0:01.662',-0.010
'0:01.664',0.055
'0:01.666',0.040
'0:01.668',0.030
'0:01.670',0.045
'0:01.672',0.020
'0:01.674',-0.020
'0:01.676',0.035
'0:01.678',0.030
'0:01.680',0.010
'0:01.682',0.000
'0:01.684',-0.005
'0:01.686',0.015
'0:01.688',0.045
'0:01.690',0.075
'0:01.692',0.080
'0:01.694',0.060
'0:01.696',0.075
'0:01.698',0.045
'0:01.700',0.045
'0:01.702',0.060
'0:01.704',0.060
'0:01.706',0.025
'0:01.708',0.055
'0:01.710',0.095
'0:01.712',0.080
'0:01.714',0.075
'0:01.716',0.085
'0:01.718',0.095
'0:01.720',0.115
'0:01.722',0.130
'0:01.724',0.115
'0:01.726',0.125
'0:01.728',0.135
'0:01.730',0.135
'0:01.732',0.130
'0:01.734',0.125
'0:01.736',0.115
'0:01.738',0.180
'0:01.740',0.165
'0:01.742',0.165
'0:01.744',0.160
'0:01.746',0.170
'0:01.748',0.140
'0:01.750',0.175
'0:01.752',0.260
'0:01.754',0.195
'0:01.756',0.155
'0:01.758',0.185
'0:01.760',0.165
'0:01.762',0.185
'0:01.764',0.190
'0:01.766',0.190
'0:01.768',0.215
'0:01.770',0.205
'0:01.772',0.185
'0:01.774',0.180
'0:01.776',0.180
'0:01.778',0.185
'0:01.780',0.225
'0:01.782',0.185
'0:01.784',0.170
'0:01.786',0.130
'0:01.788',0.135
'0:01.790',0.160
'0:01.792',0.175
'0:01.794',0.140
'0:01.796',0.105
'0:01.798',0.110
'0:01.800',0.095
'0:01.802',0.085
'0:01.804',0.050
'0:01.806',0.050
'0:01.808',0.050
'0:01.810',0.055
'0:01.812',0.035
'0:01.814',0.025
'0:01.816',0.010
'0:01.818',0.000
'0:01.820',0.005
'0:01.822',-0.015
'0:01.824',-0.015
'0:01.826',-0.025
'0:01.828',-0.020
'0:01.830',-0.010
'0:01.832',-0.065
'0:01.834',-0.030
'0:01.836',-0.010
'0:01.838',-0.005
'0:01.840',-0.025
'0:01.842',-0.010
'0:01.844',-0.015
'0:01.846',-0.010
'0:01.848',-0.030
'0:01.850',-0.065
'0:01.852',-0.025
'0:01.854',-0.025
'0:01.856',-0.020
'0:01.858',-0.005
'0:01.860',0.000
'0:01.862',-0.035
'0:01.864',-0.050
'0:01.866',-0.050
'0:01.868',-0.025
'0:01.870',0.010
'0:01.872',-0.035
'0:01.874',-0.015
'0:01.876',-0.015
'0:01.878',-0.030
'0:01.880',-0.035
'0:01.882',-0.040
'0:01.884',-0.010
'0:01.886',-0.060
'0:01.888',-0.045
'0:01.890',-0.015
'0:01.892',-0.035
'0:01.894',-0.035
'0:01.896',-0.010
'0:01.898',-0.005
'0:01.900',-0.005
'0:01.902',-0.030
'0:01.904',-0.030
'0:01.906',-0.005
'0:01.908',-0.005
'0:01.910',-0.040
'0:01.912',-0.030
'0:01.914',-0.040
'0:01.916',-0.025
'0:01.918',-0.025
'0:01.920',-0.045
'0:01.922',-0.060
'0:01.924',-0.030
'0:01.926',0.010
'0:01.928',-0.025
'0:01.930',-0.015
'0:01.932',-0.005
'0:01.934',0.025
'0:01.936',-0.010
'0:01.938',-0.015
'0:01.940',-0.045
'0:01.942',-0.020
'0:01.944',-0.035
'0:01.946',-0.010
'0:01.948',0.010
'0:01.950',-0.005
'0:01.952',-0.075
'0:01.954',-0.080
'0:01.956',0.020
'0:01.958',0.000
'0:01.960',-0.025
'0:01.962',-0.050
'0:01.964',-0.025
'0:01.966',-0.005
'0:01.968',-0.020
'0:01.970',0.000
'0:01.972',0.000
'0:01.974',-0.015
'0:01.976',-0.005
'0:01.978',-0.030
'0:01.980',-0.045
'0:01.982',-0.055
'0:01.984',-0.040
'0:01.986',-0.065
'0:01.988',-0.015
'0:01.990',-0.025
'0:01.992',-0.025
'0:01.994',-0.060
'0:01.996',-0.045
'0:01.998',-0.005
'0:02.000',-0.040
'0:02.002',-0.040
'0:02.004',-0.040
'0:02.006',-0.035
'0:02.008',-0.040
'0:02.010',-0.025
'0:02.012',-0.020
'0:02.014',-0.015
'0:02.016',-0.035
'0:02.018',-0.020
'0:02.020',-0.020
'0:02.022',-0.045
'0:02.024',-0.025
'0:02.026',-0.030
'0:02.028',-0.040
'0:02.030',-0.020
'0:02.032',-0.025
'0:02.034',-0.040
'0:02.036',-0.015
'0:02.038',0.005
'0:02.040',0.000
'0:02.042',-0.040
'0:02.044',-0.040
'0:02.046',-0.005
'0:02.048',0.010
'0:02.050',0.000
'0:02.052',0.020
'0:02.054',-0.050
'0:02.056',0.005
'0:02.058',-0.020
'0:02.060',-0.020
'0:02.062',-0.005
'0:02.064',0.020
'0:02.066',0.090
'0:02.068',0.085
'0:02.070',0.030
'0:02.072',-0.005
'0:02.074',-0.005
'0:02.076',0.020
'0:02.078',0.040
'0:02.080',0.015
'0:02.082',0.000
'0:02.084',-0.050
'0:02.086',-0.050
'0:02.088',-0.070
'0:02.090',-0.050
'0:02.092',-0.055
'0:02.094',-0.025
'0:02.096',-0.030
'0:02.098',-0.005
'0:02.100',-0.045
'0:02.102',-0.050
'0:02.104',-0.055
'0:02.106',-0.050
'0:02.108',-0.070
'0:02.110',-0.040
'0:02.112',-0.040
'0:02.114',-0.040
'0:02.116',-0.070
'0:02.118',-0.050
'0:02.120',-0.050
'0:02.122',-0.055
'0:02.124',-0.035
'0:02.126',-0.030
'0:02.128',-0.045
'0:02.130',-0.035
'0:02.132',-0.080
'0:02.134',-0.070
'0:02.136',-0.025
'0:02.138',-0.035
'0:02.140',-0.050
'0:02.142',-0.055
'0:02.144',-0.050
'0:02.146',-0.050
'0:02.148',-0.065
'0:02.150',-0.080
'0:02.152',-0.050
'0:02.154',-0.055
'0:02.156',-0.025
'0:02.158',-0.070
'0:02.160',-0.025
'0:02.162',0.000
'0:02.164',0.050
'0:02.166',0.110
'0:02.168',0.225
'0:02.170',0.330
'0:02.172',0.355
'0:02.174',0.370
'0:02.176',0.375
'0:02.178',0.430
'0:02.180',0.450
'0:02.182',0.285
'0:02.184',0.205
'0:02.186',0.150
'0:02.188',0.050
'0:02.190',-0.135
'0:02.192',-0.260
'0:02.194',-0.255
'0:02.196',-0.190
'0:02.198',-0.155
'0:02.200',-0.085
'0:02.202',-0.060
'0:02.204',-0.105
'0:02.206',-0.045
'0:02.208',-0.055
'0:02.210',-0.045
'0:02.212',-0.030
'0:02.214',-0.020
'0:02.216',-0.055
'0:02.218',-0.040
'0:02.220',-0.015
'0:02.222',-0.045
'0:02.224',-0.050
'0:02.226',-0.050
'0:02.228',-0.020
'0:02.230',-0.050
'0:02.232',-0.075
'0:02.234',-0.030
'0:02.236',-0.015
'0:02.238',-0.060
'0:02.240',-0.030
'0:02.242',-0.030
'0:02.244',-0.030
'0:02.246',-0.040
'0:02.248',-0.050
'0:02.250',-0.030
'0:02.252',-0.050
'0:02.254',-0.015
'0:02.256',-0.040
'0:02.258',-0.045
'0:02.260',0.010
'0:02.262',-0.005
'0:02.264',-0.060
'0:02.266',-0.010
'0:02.268',-0.020
'0:02.270',-0.040
'0:02.272',-0.025
'0:02.274',-0.015
'0:02.276',0.000
'0:02.278',-0.010
'0:02.280',-0.025
'0:02.282',-0.045
'0:02.284',-0.045
'0:02.286',-0.020
'0:02.288',-0.015
'0:02.290',-0.005
'0:02.292',-0.015
'0:02.294',-0.010
'0:02.296',-0.010
'0:02.298',0.010
'0:02.300',-0.020
'0:02.302',-0.035
'0:02.304',0.005
'0:02.306',0.040
'0:02.308',0.025
'0:02.310',0.000
'0:02.312',0.015
'0:02.314',0.015
'0:02.316',0.000
'0:02.318',0.000
'0:02.320',0.000
'0:02.322',-0.010
'0:02.324',-0.020
'0:02.326',0.055
'0:02.328',0.070
'0:02.330',0.040
'0:02.332',0.030
'0:02.334',0.025
'0:02.336',0.025
'0:02.338',0.085
'0:02.340',0.030
'0:02.342',0.015
'0:02.344',0.075
'0:02.346',0.090
'0:02.348',0.025
'0:02.350',0.100
'0:02.352',0.080
'0:02.354',0.085
'0:02.356',0.075
'0:02.358',0.095
'0:02.360',0.090
'0:02.362',0.080
'0:02.364',0.115
'0:02.366',0.110
'0:02.368',0.095
'0:02.370',0.100
'0:02.372',0.105
'0:02.374',0.170
'0:02.376',0.155
'0:02.378',0.105
'0:02.380',0.115
'0:02.382',0.105
'0:02.384',0.130
'0:02.386',0.125
