'Elapsed time','ECG I'
'0:00.496',-1.420
'0:00.498',-1.455
'0:00.500',-1.555
'0:00.502',-1.555
'0:00.504',-1.540
'0:00.506',-1.745
'0:00.508',-1.730
'0:00.510',-1.675
'0:00.512',-1.490
'0:00.514',-1.410
'0:00.516',-1.435
'0:00.518',-1.430
'0:00.520',-1.425
'0:00.522',-1.545
'0:00.524',-1.610
'0:00.526',-1.540
'0:00.528',-1.525
'0:00.530',-1.495
'0:00.532',-1.320
'0:00.534',-1.415
'0:00.536',-1.395
'0:00.538',-1.240
'0:00.540',-1.360
'0:00.542',-1.340
'0:00.544',-1.475
'0:00.546',-1.475
'0:00.548',-1.500
'0:00.550',-1.480
'0:00.552',-1.365
'0:00.554',-1.250
'0:00.556',-1.265
'0:00.558',-1.250
'0:00.560',-1.285
'0:00.562',-1.475
'0:00.564',-1.595
'0:00.566',-1.515
'0:00.568',-1.385
'0:00.570',-1.350
'0:00.572',-1.340
'0:00.574',-1.125
'0:00.576',-1.245
'0:00.578',-1.270
'0:00.580',-1.205
'0:00.582',-1.395
'0:00.584',-1.465
'0:00.586',-1.585
'0:00.588',-1.540
'0:00.590',-1.460
'0:00.592',-1.400
'0:00.594',-1.240
'0:00.596',-1.365
'0:00.598',-1.410
'0:00.600',-1.420
'0:00.602',-1.530
'0:00.604',-1.630
'0:00.606',-1.645
'0:00.608',-1.595
'0:00.610',-1.500
'0:00.612',-1.460
'0:00.614',-1.290
'0:00.616',-1.345
'0:00.618',-1.500
'0:00.620',-1.545
'0:00.622',-1.610
'0:00.624',-1.645
'0:00.626',-1.780
'0:00.628',-1.590
'0:00.630',-1.470
'0:00.632',-1.470
'0:00.634',-1.415
'0:00.636',-1.505
'0:00.638',-1.580
'0:00.640',-1.430
'0:00.642',-1.595
'0:00.644',-1.720
'0:00.646',-1.715
'0:00.648',-1.635
'0:00.650',-1.545
'0:00.652',-1.460
'0:00.654',-1.405
'0:00.656',-1.440
'0:00.658',-1.490
'0:00.660',-1.535
'0:00.662',-1.555
'0:00.664',-1.680
'0:00.666',-1.680
'0:00.668',-1.580
'0:00.670',-1.575
'0:00.672',-1.505
'0:00.674',-1.390
'0:00.676',-1.430
'0:00.678',-1.540
'0:00.680',-1.540
'0:00.682',-1.575
'0:00.684',-1.715
'0:00.686',-1.615
'0:00.688',-1.620
'0:00.690',-1.535
'0:00.692',-1.520
'0:00.694',-1.320
'0:00.696',-1.385
'0:00.698',-1.365
'0:00.700',-1.530
'0:00.702',-1.605
'0:00.704',-1.745
'0:00.706',-1.690
'0:00.708',-1.585
'0:00.710',-1.540
'0:00.712',-1.470
'0:00.714',-1.415
'0:00.716',-1.255
'0:00.718',-1.425
'0:00.720',-1.555
'0:00.722',-1.600
'0:00.724',-1.620
'0:00.726',-1.765
'0:00.728',-1.640
'0:00.730',-1.500
'0:00.732',-1.395
'0:00.734',-1.445
'0:00.736',-1.500
'0:00.738',-1.425
'0:00.740',-1.560
'0:00.742',-1.590
'0:00.744',-1.710
'0:00.746',-1.655
'0:00.748',-1.630
'0:00.750',-1.550
'0:00.752',-1.500
'0:00.754',-1.285
'0:00.756',-1.350
'0:00.758',-1.415
'0:00.760',-1.550
'0:00.762',-1.650
'0:00.764',-1.645
'0:00.766',-1.595
'0:00.768',-1.550
'0:00.770',-1.500
'0:00.772',-1.485
'0:00.774',-1.340
'0:00.776',-1.385
'0:00.778',-1.435
'0:00.780',-1.465
'0:00.782',-1.670
'0:00.784',-1.710
'0:00.786',-1.625
'0:00.788',-1.645
'0:00.790',-1.575
'0:00.792',-1.515
'0:00.794',-1.350
'0:00.796',-1.390
'0:00.798',-1.485
'0:00.800',-1.520
'0:00.802',-1.630
'0:00.804',-1.775
'0:00.806',-1.640
'0:00.808',-1.520
'0:00.810',-1.560
'0:00.812',-1.475
'0:00.814',-1.330
'0:00.816',-1.445
'0:00.818',-1.525
'0:00.820',-1.495
'0:00.822',-1.635
'0:00.824',-1.745
'0:00.826',-1.605
'0:00.828',-1.540
'0:00.830',-1.485
'0:00.832',-1.520
'0:00.834',-1.405
'0:00.836',-1.505
'0:00.838',-1.505
'0:00.840',-1.595
'0:00.842',-1.545
'0:00.844',-1.555
'0:00.846',-1.550
'0:00.848',-1.550
'0:00.850',-1.540
'0:00.852',-1.360
'0:00.854',-1.335
'0:00.856',-1.430
'0:00.858',-1.525
'0:00.860',-1.655
'0:00.862',-1.645
'0:00.864',-1.580
'0:00.866',-1.655
'0:00.868',-1.555
'0:00.870',-1.465
'0:00.872',-1.330
'0:00.874',-1.415
'0:00.876',-1.515
'0:00.878',-1.590
'0:00.880',-1.570
'0:00.882',-1.695
'0:00.884',-1.670
'0:00.886',-1.630
'0:00.888',-1.410
'0:00.890',-1.445
'0:00.892',-1.385
'0:00.894',-1.395
'0:00.896',-1.520
'0:00.898',-1.535
'0:00.900',-1.550
'0:00.902',-1.710
'0:00.904',-1.690
'0:00.906',-1.750
'0:00.908',-1.465
'0:00.910',-1.415
'0:00.912',-1.275
'0:00.914',-1.315
'0:00.916',-1.280
'0:00.918',-1.355
'0:00.920',-1.395
'0:00.922',-1.575
'0:00.924',-1.485
'0:00.926',-1.480
'0:00.928',-1.450
'0:00.930',-1.385
'0:00.932',-1.235
'0:00.934',-1.320
'0:00.936',-1.330
'0:00.938',-1.445
'0:00.940',-1.440
'0:00.942',-1.645
'0:00.944',-1.635
'0:00.946',-1.555
'0:00.948',-1.625
'0:00.950',-1.440
'0:00.952',-1.370
'0:00.954',-1.365
'0:00.956',-1.415
'0:00.958',-1.520
'0:00.960',-1.585
'0:00.962',-1.645
'0:00.964',-1.645
'0:00.966',-1.615
'0:00.968',-1.555
'0:00.970',-1.645
'0:00.972',-1.420
'0:00.974',-1.330
'0:00.976',-1.420
'0:00.978',-1.510
'0:00.980',-1.540
'0:00.982',-1.615
'0:00.984',-1.680
'0:00.986',-1.660
'0:00.988',-1.620
'0:00.990',-1.555
'0:00.992',-1.405
'0:00.994',-1.385
'0:00.996',-1.455
'0:00.998',-1.670
'0:01.000',-1.615
'0:01.002',-1.830
'0:01.004',-1.810
'0:01.006',-1.685
'0:01.008',-1.610
'0:01.010',-1.470
'0:01.012',-1.465
'0:01.014',-1.420
'0:01.016',-1.530
'0:01.018',-1.400
'0:01.020',-1.365
'0:01.022',-1.400
'0:01.024',-1.250
'0:01.026',-1.090
'0:01.028',-0.885
'0:01.030',-0.725
'0:01.032',-0.620
'0:01.034',-0.565
'0:01.036',-0.455
'0:01.038',-0.720
'0:01.040',-0.705
'0:01.042',-0.675
'0:01.044',-0.655
'0:01.046',-0.740
'0:01.048',-0.740
'0:01.050',-1.035
'0:01.052',-1.175
'0:01.054',-1.170
'0:01.056',-1.310
'0:01.058',-1.395
'0:01.060',-1.440
'0:01.062',-1.555
'0:01.064',-1.495
'0:01.066',-1.550
'0:01.068',-1.450
'0:01.070',-1.430
'0:01.072',-1.385
'0:01.074',-1.465
'0:01.076',-1.510
'0:01.078',-1.610
'0:01.080',-1.645
'0:01.082',-1.770
'0:01.084',-1.580
'0:01.086',-1.550
'0:01.088',-1.535
'0:01.090',-1.295
'0:01.092',-1.490
'0:01.094',-1.390
'0:01.096',-1.520
'0:01.098',-1.660
'0:01.100',-1.680
'0:01.102',-1.695
'0:01.104',-1.590
'0:01.106',-1.750
'0:01.108',-1.610
'0:01.110',-1.425
'0:01.112',-1.570
'0:01.114',-1.410
'0:01.116',-1.450
'0:01.118',-1.690
'0:01.120',-1.680
'0:01.122',-1.640
'0:01.124',-1.580
'0:01.126',-1.445
'0:01.128',-1.495
'0:01.130',-1.530
'0:01.132',-1.495
'0:01.134',-1.475
'0:01.136',-1.525
'0:01.138',-1.595
'0:01.140',-1.650
'0:01.142',-1.615
'0:01.144',-1.630
'0:01.146',-1.545
'0:01.148',-1.460
'0:01.150',-1.485
'0:01.152',-1.385
'0:01.154',-1.415
'0:01.156',-1.480
'0:01.158',-1.530
'0:01.160',-1.750
'0:01.162',-1.680
'0:01.164',-1.690
'0:01.166',-1.515
'0:01.168',-1.455
'0:01.170',-1.395
'0:01.172',-1.305
'0:01.174',-1.460
'0:01.176',-1.520
'0:01.178',-1.555
'0:01.180',-1.580
'0:01.182',-1.655
'0:01.184',-1.590
'0:01.186',-1.515
'0:01.188',-1.490
'0:01.190',-1.385
'0:01.192',-1.365
'0:01.194',-1.390
'0:01.196',-1.440
'0:01.198',-1.485
'0:01.200',-1.610
'0:01.202',-1.555
'0:01.204',-1.570
'0:01.206',-1.480
'0:01.208',-1.400
'0:01.210',-1.345
'0:01.212',-1.220
'0:01.214',-1.405
'0:01.216',-1.440
'0:01.218',-1.375
'0:01.220',-1.540
'0:01.222',-1.475
'0:01.224',-1.465
'0:01.226',-1.350
'0:01.228',-1.405
'0:01.230',-1.255
'0:01.232',-1.160
'0:01.234',-1.265
'0:01.236',-1.350
'0:01.238',-1.470
'0:01.240',-1.505
'0:01.242',-1.405
'0:01.244',-1.380
'0:01.246',-1.300
'0:01.248',-1.320
'0:01.250',-1.050
'0:01.252',-1.180
'0:01.254',-1.240
'0:01.256',-1.295
'0:01.258',-1.280
'0:01.260',-1.435
'0:01.262',-1.500
'0:01.264',-1.375
'0:01.266',-1.245
'0:01.268',-1.235
'0:01.270',-1.045
'0:01.272',-1.175
'0:01.274',-1.130
'0:01.276',-1.255
'0:01.278',-1.300
'0:01.280',-1.490
'0:01.282',-1.390
'0:01.284',-1.325
'0:01.286',-1.260
'0:01.288',-1.220
'0:01.290',-1.170
'0:01.292',-1.170
'0:01.294',-1.240
'0:01.296',-1.320
'0:01.298',-1.410
'0:01.300',-1.580
'0:01.302',-1.530
'0:01.304',-1.445
'0:01.306',-1.360
'0:01.308',-1.255
'0:01.310',-1.165
'0:01.312',-1.190
'0:01.314',-1.335
'0:01.316',-1.440
'0:01.318',-1.565
'0:01.320',-1.505
'0:01.322',-1.525
'0:01.324',-1.615
'0:01.326',-1.485
'0:01.328',-1.435
'0:01.330',-1.375
'0:01.332',-1.385
'0:01.334',-1.410
'0:01.336',-1.480
'0:01.338',-1.590
'0:01.340',-1.660
'0:01.342',-1.705
'0:01.344',-1.535
'0:01.346',-1.510
'0:01.348',-1.305
'0:01.350',-1.275
'0:01.352',-1.410
'0:01.354',-1.495
'0:01.356',-1.630
'0:01.358',-1.590
'0:01.360',-1.625
'0:01.362',-1.690
'0:01.364',-1.580
'0:01.366',-1.440
'0:01.368',-1.515
'0:01.370',-1.395
'0:01.372',-1.340
'0:01.374',-1.425
'0:01.376',-1.585
'0:01.378',-1.780
'0:01.380',-1.605
'0:01.382',-1.590
'0:01.384',-1.665
'0:01.386',-1.465
'0:01.388',-1.430
'0:01.390',-1.335
'0:01.392',-1.410
'0:01.394',-1.500
'0:01.396',-1.525
'0:01.398',-1.645
'0:01.400',-1.620
'0:01.402',-1.575
'0:01.404',-1.560
'0:01.406',-1.545
'0:01.408',-1.470
'0:01.410',-1.420
'0:01.412',-1.365
'0:01.414',-1.550
'0:01.416',-1.530
'0:01.418',-1.630
'0:01.420',-1.685
'0:01.422',-1.595
'0:01.424',-1.480
'0:01.426',-1.465
'0:01.428',-1.345
'0:01.430',-1.410
'0:01.432',-1.530
'0:01.434',-1.520
'0:01.436',-1.525
'0:01.438',-1.625
'0:01.440',-1.645
'0:01.442',-1.695
'0:01.444',-1.645
'0:01.446',-1.535
'0:01.448',-1.435
'0:01.450',-1.415
'0:01.452',-1.415
'0:01.454',-1.400
'0:01.456',-1.435
'0:01.458',-1.700
'0:01.460',-1.730
'0:01.462',-1.540
'0:01.464',-1.560
'0:01.466',-1.470
'0:01.468',-1.450
'0:01.470',-1.450
'0:01.472',-1.460
'0:01.474',-1.530
'0:01.476',-1.595
'0:01.478',-1.675
'0:01.480',-1.735
'0:01.482',-1.585
'0:01.484',-1.705
'0:01.486',-1.420
'0:01.488',-1.290
'0:01.490',-1.335
'0:01.492',-1.330
'0:01.494',-1.420
'0:01.496',-1.515
'0:01.498',-1.720
'0:01.500',-1.760
'0:01.502',-1.680
'0:01.504',-1.585
'0:01.506',-1.550
'0:01.508',-1.435
'0:01.510',-1.390
'0:01.512',-1.455
'0:01.514',-1.475
'0:01.516',-1.615
'0:01.518',-1.600
'0:01.520',-1.615
'0:01.522',-1.700
'0:01.524',-1.515
'0:01.526',-1.465
'0:01.528',-1.380
'0:01.530',-1.430
'0:01.532',-1.585
'0:01.534',-1.610
'0:01.536',-1.700
'0:01.538',-1.620
'0:01.540',-1.645
'0:01.542',-1.600
'0:01.544',-1.560
'0:01.546',-1.490
'0:01.548',-1.335
'0:01.550',-1.335
'0:01.552',-1.465
'0:01.554',-1.460
'0:01.556',-1.620
'0:01.558',-1.720
'0:01.560',-1.635
'0:01.562',-1.565
'0:01.564',-1.485
'0:01.566',-1.470
'0:01.568',-1.400
'0:01.570',-1.425
'0:01.572',-1.385
'0:01.574',-1.740
'0:01.576',-1.510
'0:01.578',-1.610
'0:01.580',-1.615
'0:01.582',-1.550
'0:01.584',-1.540
'0:01.586',-1.415
'0:01.588',-1.340
'0:01.590',-1.395
'0:01.592',-1.420
'0:01.594',-1.590
'0:01.596',-1.585
'0:01.598',-1.685
'0:01.600',-1.655
'0:01.602',-1.470
'0:01.604',-1.405
'0:01.606',-1.405
'0:01.608',-1.310
'0:01.610',-1.340
'0:01.612',-1.375
'0:01.614',-1.435
'0:01.616',-1.450
'0:01.618',-1.445
'0:01.620',-1.570
'0:01.622',-1.450
'0:01.624',-1.465
'0:01.626',-1.490
'0:01.628',-1.310
'0:01.630',-1.355
'0:01.632',-1.410
'0:01.634',-1.500
'0:01.636',-1.530
'0:01.638',-1.665
'0:01.640',-1.680
'0:01.642',-1.550
'0:01.644',-1.440
'0:01.646',-1.545
'0:01.648',-1.420
'0:01.650',-1.355
'0:01.652',-1.405
'0:01.654',-1.555
'0:01.656',-1.610
'0:01.658',-1.675
'0:01.660',-1.710
'0:01.662',-1.625
'0:01.664',-1.530
'0:01.666',-1.465
'0:01.668',-1.355
'0:01.670',-1.325
'0:01.672',-1.555
'0:01.674',-1.535
'0:01.676',-1.825
'0:01.678',-1.580
'0:01.680',-1.615
'0:01.682',-1.570
'0:01.684',-1.490
'0:01.686',-1.465
'0:01.688',-1.530
'0:01.690',-1.465
'0:01.692',-1.445
'0:01.694',-1.700
'0:01.696',-1.775
'0:01.698',-1.820
'0:01.700',-1.820
'0:01.702',-1.585
'0:01.704',-1.520
'0:01.706',-1.420
'0:01.708',-1.365
'0:01.710',-1.265
'0:01.712',-1.055
'0:01.714',-1.030
'0:01.716',-1.120
'0:01.718',-1.015
'0:01.720',-0.870
'0:01.722',-0.800
'0:01.724',-0.640
'0:01.726',-0.645
'0:01.728',-0.560
'0:01.730',-0.535
'0:01.732',-0.630
'0:01.734',-0.835
'0:01.736',-0.990
'0:01.738',-1.295
'0:01.740',-1.530
'0:01.742',-1.475
'0:01.744',-1.380
'0:01.746',-1.350
'0:01.748',-1.325
'0:01.750',-1.330
'0:01.752',-1.410
'0:01.754',-1.495
'0:01.756',-1.615
'0:01.758',-1.640
'0:01.760',-1.685
'0:01.762',-1.450
'0:01.764',-1.455
'0:01.766',-1.420
'0:01.768',-1.305
'0:01.770',-1.510
'0:01.772',-1.490
'0:01.774',-1.645
'0:01.776',-1.660
'0:01.778',-1.595
'0:01.780',-1.740
'0:01.782',-1.590
'0:01.784',-1.535
'0:01.786',-1.410
'0:01.788',-1.460
'0:01.790',-1.560
'0:01.792',-1.670
'0:01.794',-1.700
'0:01.796',-1.640
'0:01.798',-1.630
'0:01.800',-1.640
'0:01.802',-1.630
'0:01.804',-1.495
'0:01.806',-1.415
'0:01.808',-1.445
'0:01.810',-1.285
'0:01.812',-1.505
'0:01.814',-1.565
'0:01.816',-1.620
'0:01.818',-1.665
'0:01.820',-1.620
'0:01.822',-1.575
'0:01.824',-1.440
'0:01.826',-1.375
'0:01.828',-1.415
'0:01.830',-1.495
'0:01.832',-1.550
'0:01.834',-1.605
'0:01.836',-1.700
'0:01.838',-1.645
'0:01.840',-1.655
'0:01.842',-1.535
'0:01.844',-1.500
'0:01.846',-1.320
'0:01.848',-1.330
'0:01.850',-1.500
'0:01.852',-1.510
'0:01.854',-1.540
'0:01.856',-1.595
'0:01.858',-1.665
'0:01.860',-1.560
'0:01.862',-1.555
'0:01.864',-1.455
'0:01.866',-1.330
'0:01.868',-1.255
'0:01.870',-1.430
'0:01.872',-1.525
'0:01.874',-1.575
'0:01.876',-1.610
'0:01.878',-1.620
'0:01.880',-1.480
'0:01.882',-1.545
'0:01.884',-1.465
'0:01.886',-1.365
'0:01.888',-1.365
'0:01.890',-1.420
'0:01.892',-1.395
'0:01.894',-1.385
'0:01.896',-1.585
'0:01.898',-1.530
'0:01.900',-1.485
'0:01.902',-1.340
'0:01.904',-1.395
'0:01.906',-1.330
'0:01.908',-1.345
'0:01.910',-1.215
'0:01.912',-1.310
'0:01.914',-1.435
'0:01.916',-1.470
'0:01.918',-1.380
'0:01.920',-1.385
'0:01.922',-1.340
'0:01.924',-1.240
'0:01.926',-1.085
'0:01.928',-1.280
'0:01.930',-1.335
'0:01.932',-1.345
'0:01.934',-1.500
'0:01.936',-1.495
'0:01.938',-1.390
'0:01.940',-1.385
'0:01.942',-1.260
'0:01.944',-1.180
'0:01.946',-0.980
'0:01.948',-1.155
'0:01.950',-1.245
'0:01.952',-1.325
'0:01.954',-1.390
'0:01.956',-1.340
'0:01.958',-1.365
'0:01.960',-1.290
'0:01.962',-1.185
'0:01.964',-1.165
'0:01.966',-1.135
'0:01.968',-1.095
'0:01.970',-1.155
'0:01.972',-1.305
'0:01.974',-1.480
'0:01.976',-1.410
'0:01.978',-1.465
'0:01.980',-1.370
'0:01.982',-1.330
'0:01.984',-1.270
'0:01.986',-1.045
'0:01.988',-1.180
'0:01.990',-1.190
'0:01.992',-1.265
'0:01.994',-1.545
'0:01.996',-1.435
'0:01.998',-1.510
'0:02.000',-1.530
'0:02.002',-1.385
'0:02.004',-1.260
'0:02.006',-1.275
'0:02.008',-1.395
'0:02.010',-1.500
'0:02.012',-1.500
'0:02.014',-1.725
'0:02.016',-1.600
'0:02.018',-1.715
'0:02.020',-1.500
'0:02.022',-1.485
'0:02.024',-1.370
'0:02.026',-1.300
'0:02.028',-1.325
'0:02.030',-1.510
'0:02.032',-1.585
'0:02.034',-1.695
'0:02.036',-1.730
'0:02.038',-1.720
'0:02.040',-1.600
'0:02.042',-1.445
'0:02.044',-1.410
'0:02.046',-1.415
'0:02.048',-1.440
'0:02.050',-1.435
'0:02.052',-1.540
'0:02.054',-1.690
'0:02.056',-1.710
'0:02.058',-1.645
'0:02.060',-1.575
'0:02.062',-1.430
'0:02.064',-1.320
'0:02.066',-1.385
'0:02.068',-1.470
'0:02.070',-1.640
'0:02.072',-1.670
'0:02.074',-1.710
'0:02.076',-1.695
'0:02.078',-1.665
'0:02.080',-1.520
'0:02.082',-1.460
'0:02.084',-1.375
'0:02.086',-1.355
'0:02.088',-1.435
'0:02.090',-1.470
'0:02.092',-1.480
'0:02.094',-1.680
'0:02.096',-1.645
'0:02.098',-1.645
'0:02.100',-1.555
'0:02.102',-1.455
'0:02.104',-1.320
'0:02.106',-1.480
'0:02.108',-1.460
'0:02.110',-1.510
'0:02.112',-1.615
'0:02.114',-1.770
'0:02.116',-1.710
'0:02.118',-1.680
'0:02.120',-1.590
'0:02.122',-1.485
'0:02.124',-1.355
'0:02.126',-1.365
'0:02.128',-1.445
'0:02.130',-1.505
'0:02.132',-1.540
'0:02.134',-1.595
'0:02.136',-1.595
'0:02.138',-1.440
'0:02.140',-1.410
'0:02.142',-1.480
'0:02.144',-1.380
'0:02.146',-1.535
'0:02.148',-1.525
'0:02.150',-1.535
'0:02.152',-1.650
'0:02.154',-1.640
'0:02.156',-1.645
'0:02.158',-1.720
'0:02.160',-1.445
'0:02.162',-1.490
'0:02.164',-1.370
'0:02.166',-1.375
'0:02.168',-1.395
'0:02.170',-1.470
'0:02.172',-1.540
'0:02.174',-1.590
'0:02.176',-1.640
'0:02.178',-1.685
'0:02.180',-1.575
'0:02.182',-1.450
'0:02.184',-1.510
'0:02.186',-1.425
'0:02.188',-1.485
'0:02.190',-1.530
'0:02.192',-1.515
'0:02.194',-1.660
'0:02.196',-1.690
'0:02.198',-1.580
'0:02.200',-1.490
'0:02.202',-1.510
'0:02.204',-1.345
'0:02.206',-1.405
'0:02.208',-1.455
'0:02.210',-1.550
'0:02.212',-1.535
'0:02.214',-1.665
'0:02.216',-1.710
'0:02.218',-1.650
'0:02.220',-1.680
'0:02.222',-1.565
'0:02.224',-1.420
'0:02.226',-1.305
'0:02.228',-1.445
'0:02.230',-1.500
'0:02.232',-1.510
'0:02.234',-1.545
'0:02.236',-1.630
'0:02.238',-1.545
'0:02.240',-1.505
'0:02.242',-1.445
'0:02.244',-1.420
'0:02.246',-1.430
'0:02.248',-1.395
'0:02.250',-1.530
'0:02.252',-1.710
'0:02.254',-1.725
'0:02.256',-1.690
'0:02.258',-1.640
'0:02.260',-1.565
'0:02.262',-1.440
'0:02.264',-1.370
'0:02.266',-1.395
'0:02.268',-1.430
'0:02.270',-1.550
'0:02.272',-1.665
'0:02.274',-1.675
'0:02.276',-1.605
'0:02.278',-1.560
'0:02.280',-1.465
'0:02.282',-1.385
'0:02.284',-1.280
'0:02.286',-1.265
'0:02.288',-1.460
'0:02.290',-1.475
'0:02.292',-1.570
'0:02.294',-1.575
'0:02.296',-1.495
'0:02.298',-1.435
'0:02.300',-1.425
'0:02.302',-1.305
'0:02.304',-1.320
'0:02.306',-1.335
'0:02.308',-1.485
'0:02.310',-1.520
'0:02.312',-1.590
'0:02.314',-1.545
'0:02.316',-1.595
'0:02.318',-1.470
'0:02.320',-1.390
'0:02.322',-1.405
