'Elapsed time','V1'
'0:02.100',-5.66500000
'0:02.104',-5.66000000
'0:02.108',-5.65000000
'0:02.112',-5.65500000
'0:02.116',-5.65500000
'0:02.120',-5.66000000
'0:02.124',-5.67000000
'0:02.128',-5.67500000
'0:02.132',-5.68000000
'0:02.136',-5.67500000
'0:02.140',-5.68500000
'0:02.144',-5.68500000
'0:02.148',-5.69000000
'0:02.152',-5.70000000
'0:02.156',-5.71000000
'0:02.160',-5.71500000
'0:02.164',-5.71500000
'0:02.168',-5.72000000
'0:02.172',-5.72000000
'0:02.176',-5.73500000
'0:02.180',-5.74500000
'0:02.184',-5.75000000
'0:02.188',-5.74000000
'0:02.192',-5.72500000
'0:02.196',-5.70500000
'0:02.200',-5.68000000
'0:02.204',-5.64500000
'0:02.208',-5.61500000
'0:02.212',-5.56500000
'0:02.216',-5.52000000
'0:02.220',-5.47000000
'0:02.224',-5.41000000
'0:02.228',-5.36000000
'0:02.232',-5.29000000
'0:02.236',-5.22500000
'0:02.240',-5.17500000
'0:02.244',-5.13000000
'0:02.248',-5.12000000
'0:02.252',-5.11500000
'0:02.256',-5.14500000
'0:02.260',-5.18500000
'0:02.264',-5.24000000
'0:02.268',-5.28000000
'0:02.272',-5.32500000
'0:02.276',-5.35500000
'0:02.280',-5.38500000
'0:02.284',-5.40500000
'0:02.288',-5.41500000
'0:02.292',-5.41500000
'0:02.296',-5.42000000
'0:02.300',-5.41500000
'0:02.304',-5.42000000
'0:02.308',-5.42500000
'0:02.312',-5.43000000
'0:02.316',-5.43000000
'0:02.320',-5.43000000
'0:02.324',-5.42500000
'0:02.328',-5.41000000
'0:02.332',-5.40500000
'0:02.336',-5.40500000
'0:02.340',-5.40500000
'0:02.344',-5.41500000
'0:02.348',-5.42500000
'0:02.352',-5.43000000
'0:02.356',-5.43500000
'0:02.360',-5.43500000
'0:02.364',-5.43000000
'0:02.368',-5.43500000
'0:02.372',-5.43000000
'0:02.376',-5.43500000
'0:02.380',-5.43000000
'0:02.384',-5.43500000
'0:02.388',-5.44000000
'0:02.392',-5.44500000
'0:02.396',-5.45500000
'0:02.400',-5.45500000
'0:02.404',-5.44500000
'0:02.408',-5.42500000
'0:02.412',-5.41500000
'0:02.416',-5.42000000
'0:02.420',-5.42000000
'0:02.424',-5.42500000
'0:02.428',-5.42000000
'0:02.432',-5.42000000
'0:02.436',-5.40500000
'0:02.440',-5.41000000
'0:02.444',-5.41500000
'0:02.448',-5.42500000
'0:02.452',-5.42500000
'0:02.456',-5.41000000
'0:02.460',-5.39500000
'0:02.464',-5.38500000
'0:02.468',-5.38500000
'0:02.472',-5.38500000
'0:02.476',-5.38500000
'0:02.480',-5.39000000
'0:02.484',-5.39500000
'0:02.488',-5.39500000
'0:02.492',-5.39500000
'0:02.496',-5.39000000
'0:02.500',-5.38500000
'0:02.504',-5.39000000
'0:02.508',-5.39000000
'0:02.512',-5.39000000
'0:02.516',-5.39500000
'0:02.520',-5.38500000
'0:02.524',-5.37500000
'0:02.528',-5.36500000
'0:02.532',-5.33500000
'0:02.536',-5.30000000
'0:02.540',-5.26000000
'0:02.544',-5.23500000
'0:02.548',-5.22500000
'0:02.552',-5.22500000
'0:02.556',-5.23000000
'0:02.560',-5.24000000
'0:02.564',-5.26500000
'0:02.568',-5.29500000
'0:02.572',-5.30500000
'0:02.576',-5.31500000
'0:02.580',-5.32500000
'0:02.584',-5.33500000
'0:02.588',-5.34500000
'0:02.592',-5.35500000
'0:02.596',-5.36500000
'0:02.600',-5.38000000
'0:02.604',-5.37000000
'0:02.608',-5.37500000
'0:02.612',-5.38000000
'0:02.616',-5.39000000
'0:02.620',-5.39500000
'0:02.624',-5.38000000
'0:02.628',-5.36500000
'0:02.632',-5.35500000
'0:02.636',-5.35500000
'0:02.640',-5.36500000
'0:02.644',-5.38000000
'0:02.648',-5.40000000
'0:02.652',-5.44000000
'0:02.656',-5.52000000
'0:02.660',-5.62500000
'0:02.664',-5.70500000
'0:02.668',-5.64000000
'0:02.672',-5.39000000
'0:02.676',-4.94500000
'0:02.680',-4.35500000
'0:02.684',-3.71500000
'0:02.688',-3.22500000
'0:02.692',-3.15500000
'0:02.696',-3.14500000
'0:02.700',-3.13500000
'0:02.704',-3.13000000
'0:02.708',-3.31500000
'0:02.712',-3.69500000
'0:02.716',-4.18500000
'0:02.720',-4.67000000
'0:02.724',-5.03000000
'0:02.728',-5.26500000
'0:02.732',-5.39500000
'0:02.736',-5.49000000
'0:02.740',-5.54500000
'0:02.744',-5.56500000
'0:02.748',-5.56000000
'0:02.752',-5.55000000
'0:02.756',-5.54000000
'0:02.760',-5.52500000
'0:02.764',-5.51500000
'0:02.768',-5.51000000
'0:02.772',-5.51000000
'0:02.776',-5.51000000
'0:02.780',-5.50500000
'0:02.784',-5.50500000
'0:02.788',-5.50500000
'0:02.792',-5.50500000
'0:02.796',-5.50500000
'0:02.800',-5.49500000
'0:02.804',-5.48500000
'0:02.808',-5.49000000
'0:02.812',-5.49000000
'0:02.816',-5.50000000
'0:02.820',-5.50500000
'0:02.824',-5.51000000
'0:02.828',-5.51000000
'0:02.832',-5.51500000
'0:02.836',-5.52000000
'0:02.840',-5.53000000
'0:02.844',-5.53500000
'0:02.848',-5.54500000
'0:02.852',-5.55000000
'0:02.856',-5.55000000
'0:02.860',-5.55500000
'0:02.864',-5.55500000
'0:02.868',-5.55500000
'0:02.872',-5.54500000
'0:02.876',-5.53000000
'0:02.880',-5.51000000
'0:02.884',-5.48500000
'0:02.888',-5.45000000
'0:02.892',-5.40000000
'0:02.896',-5.35000000
'0:02.900',-5.29500000
'0:02.904',-5.24000000
'0:02.908',-5.18500000
'0:02.912',-5.14000000
'0:02.916',-5.08500000
'0:02.920',-5.03500000
'0:02.924',-4.99000000
'0:02.928',-4.96500000
'0:02.932',-4.96000000
'0:02.936',-4.97000000
'0:02.940',-5.00000000
'0:02.944',-5.04500000
'0:02.948',-5.10000000
'0:02.952',-5.15000000
'0:02.956',-5.19500000
'0:02.960',-5.22000000
'0:02.964',-5.24500000
'0:02.968',-5.26500000
'0:02.972',-5.28000000
'0:02.976',-5.29000000
'0:02.980',-5.28000000
'0:02.984',-5.28500000
'0:02.988',-5.28000000
'0:02.992',-5.28000000
'0:02.996',-5.28500000
'0:03.000',-5.28500000
'0:03.004',-5.28500000
'0:03.008',-5.28500000
'0:03.012',-5.28500000
'0:03.016',-5.28000000
'0:03.020',-5.27500000
'0:03.024',-5.28000000
'0:03.028',-5.28500000
'0:03.032',-5.29500000
'0:03.036',-5.29500000
'0:03.040',-5.29500000
'0:03.044',-5.29000000
'0:03.048',-5.28500000
'0:03.052',-5.29000000
'0:03.056',-5.30000000
'0:03.060',-5.30500000
'0:03.064',-5.31000000
'0:03.068',-5.31000000
'0:03.072',-5.31000000
'0:03.076',-5.31000000
'0:03.080',-5.31000000
'0:03.084',-5.31000000
'0:03.088',-5.30500000
'0:03.092',-5.30500000
'0:03.096',-5.30000000
'0:03.100',-5.29500000
'0:03.104',-5.30000000
'0:03.108',-5.30000000
'0:03.112',-5.30500000
'0:03.116',-5.30500000
'0:03.120',-5.30000000
'0:03.124',-5.30500000
'0:03.128',-5.29000000
'0:03.132',-5.28000000
'0:03.136',-5.27500000
'0:03.140',-5.27500000
'0:03.144',-5.28500000
'0:03.148',-5.27500000
'0:03.152',-5.27000000
'0:03.156',-5.26500000
'0:03.160',-5.27000000
'0:03.164',-5.27500000
'0:03.168',-5.27500000
'0:03.172',-5.27000000
'0:03.176',-5.26500000
'0:03.180',-5.26500000
'0:03.184',-5.27000000
'0:03.188',-5.27000000
'0:03.192',-5.27500000
'0:03.196',-5.27000000
'0:03.200',-5.26500000
'0:03.204',-5.25500000
'0:03.208',-5.25500000
'0:03.212',-5.25000000
'0:03.216',-5.22500000
'0:03.220',-5.18500000
'0:03.224',-5.15000000
'0:03.228',-5.12000000
'0:03.232',-5.11000000
'0:03.236',-5.11000000
'0:03.240',-5.11500000
'0:03.244',-5.13000000
'0:03.248',-5.13500000
'0:03.252',-5.15000000
'0:03.256',-5.16500000
'0:03.260',-5.18500000
'0:03.264',-5.21000000
'0:03.268',-5.22500000
'0:03.272',-5.23500000
'0:03.276',-5.24500000
'0:03.280',-5.25500000
'0:03.284',-5.26000000
'0:03.288',-5.26500000
'0:03.292',-5.26000000
'0:03.296',-5.26500000
'0:03.300',-5.26500000
'0:03.304',-5.26500000
'0:03.308',-5.27000000
'0:03.312',-5.28000000
'0:03.316',-5.28000000
'0:03.320',-5.28500000
'0:03.324',-5.28500000
'0:03.328',-5.29000000
'0:03.332',-5.31000000
'0:03.336',-5.34500000
'0:03.340',-5.41500000
'0:03.344',-5.50500000
'0:03.348',-5.58500000
'0:03.352',-5.58000000
'0:03.356',-5.40500000
'0:03.360',-5.04500000
'0:03.364',-4.53500000
'0:03.368',-3.93000000
'0:03.372',-3.31500000
'0:03.376',-3.16500000
'0:03.380',-3.14500000
'0:03.384',-3.13500000
'0:03.388',-3.13000000
'0:03.392',-3.17000000
'0:03.396',-3.48000000
'0:03.400',-3.92500000
'0:03.404',-4.41000000
'0:03.408',-4.83000000
'0:03.412',-5.11500000
'0:03.416',-5.27500000
'0:03.420',-5.38000000
'0:03.424',-5.46000000
'0:03.428',-5.50000000
'0:03.432',-5.51000000
'0:03.436',-5.50000000
'0:03.440',-5.48000000
'0:03.444',-5.47500000
'0:03.448',-5.46500000
'0:03.452',-5.45500000
'0:03.456',-5.45500000
'0:03.460',-5.45000000
'0:03.464',-5.45500000
'0:03.468',-5.45000000
'0:03.472',-5.45000000
'0:03.476',-5.44500000
'0:03.480',-5.44000000
'0:03.484',-5.43500000
'0:03.488',-5.43500000
'0:03.492',-5.44000000
'0:03.496',-5.44000000
'0:03.500',-5.45000000
'0:03.504',-5.45000000
'0:03.508',-5.46000000
'0:03.512',-5.47000000
'0:03.516',-5.46500000
'0:03.520',-5.46000000
'0:03.524',-5.46000000
'0:03.528',-5.46500000
'0:03.532',-5.47000000
'0:03.536',-5.48500000
'0:03.540',-5.48500000
'0:03.544',-5.49500000
'0:03.548',-5.49500000
'0:03.552',-5.50000000
'0:03.556',-5.49000000
'0:03.560',-5.47500000
'0:03.564',-5.44500000
'0:03.568',-5.42000000
'0:03.572',-5.39000000
'0:03.576',-5.35000000
'0:03.580',-5.31000000
'0:03.584',-5.27000000
'0:03.588',-5.22500000
'0:03.592',-5.17500000
'0:03.596',-5.13000000
'0:03.600',-5.09500000
'0:03.604',-5.03500000
'0:03.608',-4.98500000
'0:03.612',-4.94000000
'0:03.616',-4.92500000
'0:03.620',-4.93000000
'0:03.624',-4.96000000
'0:03.628',-5.00500000
'0:03.632',-5.05000000
'0:03.636',-5.10000000
'0:03.640',-5.14500000
'0:03.644',-5.18500000
'0:03.648',-5.22000000
'0:03.652',-5.23000000
'0:03.656',-5.23500000
'0:03.660',-5.23500000
'0:03.664',-5.24500000
'0:03.668',-5.26000000
'0:03.672',-5.25500000
'0:03.676',-5.26000000
'0:03.680',-5.26000000
'0:03.684',-5.26500000
'0:03.688',-5.26500000
'0:03.692',-5.27000000
'0:03.696',-5.27000000
'0:03.700',-5.26500000
'0:03.704',-5.26500000
'0:03.708',-5.26000000
'0:03.712',-5.26000000
'0:03.716',-5.26500000
'0:03.720',-5.27500000
'0:03.724',-5.27000000
'0:03.728',-5.28000000
'0:03.732',-5.28000000
'0:03.736',-5.28500000
'0:03.740',-5.28500000
'0:03.744',-5.28500000
'0:03.748',-5.29500000
'0:03.752',-5.29500000
'0:03.756',-5.29500000
'0:03.760',-5.30000000
'0:03.764',-5.30500000
'0:03.768',-5.30500000
'0:03.772',-5.30500000
'0:03.776',-5.30500000
'0:03.780',-5.30000000
'0:03.784',-5.29500000
'0:03.788',-5.28500000
'0:03.792',-5.29500000
'0:03.796',-5.29500000
'0:03.800',-5.29500000
'0:03.804',-5.29000000
'0:03.808',-5.28500000
'0:03.812',-5.28500000
'0:03.816',-5.28000000
'0:03.820',-5.28000000
'0:03.824',-5.27500000
'0:03.828',-5.27500000
'0:03.832',-5.27000000
'0:03.836',-5.28000000
'0:03.840',-5.27000000
'0:03.844',-5.27500000
'0:03.848',-5.28500000
'0:03.852',-5.28000000
'0:03.856',-5.27500000
'0:03.860',-5.26000000
'0:03.864',-5.26000000
'0:03.868',-5.27000000
'0:03.872',-5.28000000
'0:03.876',-5.28000000
'0:03.880',-5.27000000
'0:03.884',-5.26500000
'0:03.888',-5.26500000
'0:03.892',-5.26500000
'0:03.896',-5.26500000
'0:03.900',-5.25500000
'0:03.904',-5.23500000
'0:03.908',-5.19000000
'0:03.912',-5.15000000
'0:03.916',-5.13000000
'0:03.920',-5.13000000
'0:03.924',-5.12500000
'0:03.928',-5.13000000
'0:03.932',-5.14000000
'0:03.936',-5.15500000
'0:03.940',-5.17500000
'0:03.944',-5.19000000
'0:03.948',-5.20000000
'0:03.952',-5.22500000
'0:03.956',-5.24500000
'0:03.960',-5.26000000
'0:03.964',-5.27000000
'0:03.968',-5.28500000
'0:03.972',-5.28500000
'0:03.976',-5.28000000
'0:03.980',-5.27000000
'0:03.984',-5.27000000
