'Elapsed time','V4'
'0:01.576',-4.405
'0:01.580',-4.410
'0:01.584',-4.400
'0:01.588',-4.405
'0:01.592',-4.410
'0:01.596',-4.425
'0:01.600',-4.445
'0:01.604',-4.470
'0:01.608',-4.445
'0:01.612',-4.415
'0:01.616',-4.430
'0:01.620',-4.485
'0:01.624',-4.570
'0:01.628',-4.705
'0:01.632',-4.865
'0:01.636',-4.970
'0:01.640',-4.990
'0:01.644',-4.845
'0:01.648',-4.550
'0:01.652',-4.175
'0:01.656',-3.795
'0:01.660',-3.460
'0:01.664',-3.215
'0:01.668',-3.070
'0:01.672',-2.990
'0:01.676',-2.965
'0:01.680',-3.005
'0:01.684',-3.270
'0:01.688',-3.780
'0:01.692',-4.275
'0:01.696',-4.535
'0:01.700',-4.615
'0:01.704',-4.645
'0:01.708',-4.655
'0:01.712',-4.665
'0:01.716',-4.650
'0:01.720',-4.590
'0:01.724',-4.540
'0:01.728',-4.545
'0:01.732',-4.565
'0:01.736',-4.565
'0:01.740',-4.565
'0:01.744',-4.570
'0:01.748',-4.580
'0:01.752',-4.585
'0:01.756',-4.595
'0:01.760',-4.595
'0:01.764',-4.595
'0:01.768',-4.605
'0:01.772',-4.595
'0:01.776',-4.615
'0:01.780',-4.625
'0:01.784',-4.620
'0:01.788',-4.620
'0:01.792',-4.625
'0:01.796',-4.625
'0:01.800',-4.610
'0:01.804',-4.605
'0:01.808',-4.605
'0:01.812',-4.620
'0:01.816',-4.615
'0:01.820',-4.610
'0:01.824',-4.605
'0:01.828',-4.615
'0:01.832',-4.630
'0:01.836',-4.645
'0:01.840',-4.620
'0:01.844',-4.590
'0:01.848',-4.570
'0:01.852',-4.575
'0:01.856',-4.605
'0:01.860',-4.625
'0:01.864',-4.615
'0:01.868',-4.610
'0:01.872',-4.605
'0:01.876',-4.590
'0:01.880',-4.570
'0:01.884',-4.555
'0:01.888',-4.570
'0:01.892',-4.585
'0:01.896',-4.580
'0:01.900',-4.570
'0:01.904',-4.565
'0:01.908',-4.550
'0:01.912',-4.535
'0:01.916',-4.540
'0:01.920',-4.535
'0:01.924',-4.515
'0:01.928',-4.510
'0:01.932',-4.510
'0:01.936',-4.495
'0:01.940',-4.495
'0:01.944',-4.475
'0:01.948',-4.450
'0:01.952',-4.425
'0:01.956',-4.390
'0:01.960',-4.365
'0:01.964',-4.355
'0:01.968',-4.340
'0:01.972',-4.325
'0:01.976',-4.315
'0:01.980',-4.305
'0:01.984',-4.300
'0:01.988',-4.295
'0:01.992',-4.265
'0:01.996',-4.255
'0:02.000',-4.245
'0:02.004',-4.230
'0:02.008',-4.225
'0:02.012',-4.220
'0:02.016',-4.190
'0:02.020',-4.185
'0:02.024',-4.175
'0:02.028',-4.170
'0:02.032',-4.165
'0:02.036',-4.145
'0:02.040',-4.130
'0:02.044',-4.130
'0:02.048',-4.125
'0:02.052',-4.120
'0:02.056',-4.125
'0:02.060',-4.145
'0:02.064',-4.150
'0:02.068',-4.170
'0:02.072',-4.190
'0:02.076',-4.200
'0:02.080',-4.225
'0:02.084',-4.255
'0:02.088',-4.265
'0:02.092',-4.255
'0:02.096',-4.270
'0:02.100',-4.295
'0:02.104',-4.330
'0:02.108',-4.345
'0:02.112',-4.330
'0:02.116',-4.315
'0:02.120',-4.320
'0:02.124',-4.335
'0:02.128',-4.345
'0:02.132',-4.345
'0:02.136',-4.360
'0:02.140',-4.375
'0:02.144',-4.395
'0:02.148',-4.395
'0:02.152',-4.415
'0:02.156',-4.450
'0:02.160',-4.430
'0:02.164',-4.405
'0:02.168',-4.385
'0:02.172',-4.375
'0:02.176',-4.365
'0:02.180',-4.380
'0:02.184',-4.400
'0:02.188',-4.420
'0:02.192',-4.415
'0:02.196',-4.415
'0:02.200',-4.420
'0:02.204',-4.395
'0:02.208',-4.385
'0:02.212',-4.380
'0:02.216',-4.405
'0:02.220',-4.440
'0:02.224',-4.430
'0:02.228',-4.420
'0:02.232',-4.415
'0:02.236',-4.405
'0:02.240',-4.390
'0:02.244',-4.375
'0:02.248',-4.385
'0:02.252',-4.405
'0:02.256',-4.425
'0:02.260',-4.405
'0:02.264',-4.375
'0:02.268',-4.370
'0:02.272',-4.375
'0:02.276',-4.390
'0:02.280',-4.405
'0:02.284',-4.415
'0:02.288',-4.415
'0:02.292',-4.410
'0:02.296',-4.390
'0:02.300',-4.355
'0:02.304',-4.360
'0:02.308',-4.385
'0:02.312',-4.420
'0:02.316',-4.450
'0:02.320',-4.445
'0:02.324',-4.445
'0:02.328',-4.445
'0:02.332',-4.425
'0:02.336',-4.390
'0:02.340',-4.385
'0:02.344',-4.410
'0:02.348',-4.435
'0:02.352',-4.445
'0:02.356',-4.440
'0:02.360',-4.445
'0:02.364',-4.435
'0:02.368',-4.430
'0:02.372',-4.475
'0:02.376',-4.530
'0:02.380',-4.555
'0:02.384',-4.530
'0:02.388',-4.505
'0:02.392',-4.500
'0:02.396',-4.530
'0:02.400',-4.540
'0:02.404',-4.535
'0:02.408',-4.550
'0:02.412',-4.570
'0:02.416',-4.565
'0:02.420',-4.580
'0:02.424',-4.590
'0:02.428',-4.565
'0:02.432',-4.545
'0:02.436',-4.540
'0:02.440',-4.510
'0:02.444',-4.505
'0:02.448',-4.535
'0:02.452',-4.555
'0:02.456',-4.515
'0:02.460',-4.450
'0:02.464',-4.440
'0:02.468',-4.470
'0:02.472',-4.550
'0:02.476',-4.610
'0:02.480',-4.610
'0:02.484',-4.580
'0:02.488',-4.545
'0:02.492',-4.520
'0:02.496',-4.505
'0:02.500',-4.485
'0:02.504',-4.535
'0:02.508',-4.600
'0:02.512',-4.625
'0:02.516',-4.605
'0:02.520',-4.575
'0:02.524',-4.530
'0:02.528',-4.500
'0:02.532',-4.465
'0:02.536',-4.440
'0:02.540',-4.465
'0:02.544',-4.530
'0:02.548',-4.555
'0:02.552',-4.570
'0:02.556',-4.550
'0:02.560',-4.530
'0:02.564',-4.555
'0:02.568',-4.605
'0:02.572',-4.615
'0:02.576',-4.615
'0:02.580',-4.615
'0:02.584',-4.620
'0:02.588',-4.600
'0:02.592',-4.585
'0:02.596',-4.590
'0:02.600',-4.590
'0:02.604',-4.610
'0:02.608',-4.625
'0:02.612',-4.630
'0:02.616',-4.615
'0:02.620',-4.595
'0:02.624',-4.605
'0:02.628',-4.595
'0:02.632',-4.595
'0:02.636',-4.585
'0:02.640',-4.575
'0:02.644',-4.565
'0:02.648',-4.585
'0:02.652',-4.625
'0:02.656',-4.635
'0:02.660',-4.645
'0:02.664',-4.630
'0:02.668',-4.630
'0:02.672',-4.630
'0:02.676',-4.620
'0:02.680',-4.615
'0:02.684',-4.610
'0:02.688',-4.605
'0:02.692',-4.595
'0:02.696',-4.605
'0:02.700',-4.610
'0:02.704',-4.605
'0:02.708',-4.600
'0:02.712',-4.605
'0:02.716',-4.595
'0:02.720',-4.580
'0:02.724',-4.600
'0:02.728',-4.625
'0:02.732',-4.645
'0:02.736',-4.665
'0:02.740',-4.660
'0:02.744',-4.625
'0:02.748',-4.620
'0:02.752',-4.605
'0:02.756',-4.570
'0:02.760',-4.550
'0:02.764',-4.550
'0:02.768',-4.535
'0:02.772',-4.505
'0:02.776',-4.465
'0:02.780',-4.410
'0:02.784',-4.400
'0:02.788',-4.415
'0:02.792',-4.425
'0:02.796',-4.460
'0:02.800',-4.490
'0:02.804',-4.510
'0:02.808',-4.505
'0:02.812',-4.505
'0:02.816',-4.510
'0:02.820',-4.510
'0:02.824',-4.535
'0:02.828',-4.535
'0:02.832',-4.535
'0:02.836',-4.550
'0:02.840',-4.580
'0:02.844',-4.620
'0:02.848',-4.610
'0:02.852',-4.610
'0:02.856',-4.625
'0:02.860',-4.620
'0:02.864',-4.605
'0:02.868',-4.585
'0:02.872',-4.590
'0:02.876',-4.625
'0:02.880',-4.635
'0:02.884',-4.625
'0:02.888',-4.595
'0:02.892',-4.595
'0:02.896',-4.625
'0:02.900',-4.680
'0:02.904',-4.795
'0:02.908',-4.940
'0:02.912',-5.055
'0:02.916',-5.095
'0:02.920',-4.990
'0:02.924',-4.710
'0:02.928',-4.310
'0:02.932',-3.875
'0:02.936',-3.540
'0:02.940',-3.300
'0:02.944',-3.140
'0:02.948',-3.060
'0:02.952',-3.015
'0:02.956',-3.055
'0:02.960',-3.280
'0:02.964',-3.750
'0:02.968',-4.250
'0:02.972',-4.565
'0:02.976',-4.670
'0:02.980',-4.655
'0:02.984',-4.635
'0:02.988',-4.645
'0:02.992',-4.630
'0:02.996',-4.595
'0:03.000',-4.585
'0:03.004',-4.590
'0:03.008',-4.590
'0:03.012',-4.590
'0:03.016',-4.605
'0:03.020',-4.635
'0:03.024',-4.655
'0:03.028',-4.655
'0:03.032',-4.650
'0:03.036',-4.655
'0:03.040',-4.655
'0:03.044',-4.640
'0:03.048',-4.645
'0:03.052',-4.695
'0:03.056',-4.695
'0:03.060',-4.645
'0:03.064',-4.595
'0:03.068',-4.585
'0:03.072',-4.605
'0:03.076',-4.660
'0:03.080',-4.725
'0:03.084',-4.745
'0:03.088',-4.725
'0:03.092',-4.675
'0:03.096',-4.625
'0:03.100',-4.625
'0:03.104',-4.670
'0:03.108',-4.690
'0:03.112',-4.715
'0:03.116',-4.750
'0:03.120',-4.745
'0:03.124',-4.740
'0:03.128',-4.695
'0:03.132',-4.660
'0:03.136',-4.625
'0:03.140',-4.610
'0:03.144',-4.625
'0:03.148',-4.630
'0:03.152',-4.635
'0:03.156',-4.635
'0:03.160',-4.610
'0:03.164',-4.600
'0:03.168',-4.590
'0:03.172',-4.610
'0:03.176',-4.640
'0:03.180',-4.645
'0:03.184',-4.660
'0:03.188',-4.665
'0:03.192',-4.630
'0:03.196',-4.585
'0:03.200',-4.580
'0:03.204',-4.605
'0:03.208',-4.580
'0:03.212',-4.590
'0:03.216',-4.620
'0:03.220',-4.610
'0:03.224',-4.590
'0:03.228',-4.595
'0:03.232',-4.605
'0:03.236',-4.565
'0:03.240',-4.525
'0:03.244',-4.505
'0:03.248',-4.505
'0:03.252',-4.510
'0:03.256',-4.505
'0:03.260',-4.460
'0:03.264',-4.430
'0:03.268',-4.435
'0:03.272',-4.395
'0:03.276',-4.355
'0:03.280',-4.330
'0:03.284',-4.300
'0:03.288',-4.295
'0:03.292',-4.275
'0:03.296',-4.255
'0:03.300',-4.235
'0:03.304',-4.215
'0:03.308',-4.165
'0:03.312',-4.125
'0:03.316',-4.125
'0:03.320',-4.145
'0:03.324',-4.185
'0:03.328',-4.190
'0:03.332',-4.155
'0:03.336',-4.170
'0:03.340',-4.210
'0:03.344',-4.205
'0:03.348',-4.200
'0:03.352',-4.210
'0:03.356',-4.240
'0:03.360',-4.305
'0:03.364',-4.315
'0:03.368',-4.290
'0:03.372',-4.300
'0:03.376',-4.345
'0:03.380',-4.380
'0:03.384',-4.410
'0:03.388',-4.415
'0:03.392',-4.405
'0:03.396',-4.425
'0:03.400',-4.410
'0:03.404',-4.430
'0:03.408',-4.460
'0:03.412',-4.475
'0:03.416',-4.490
'0:03.420',-4.495
'0:03.424',-4.515
'0:03.428',-4.510
'0:03.432',-4.535
'0:03.436',-4.535
'0:03.440',-4.490
'0:03.444',-4.470
'0:03.448',-4.475
'0:03.452',-4.495
'0:03.456',-4.470
'0:03.460',-4.455
'0:03.464',-4.465
'0:03.468',-4.510
'0:03.472',-4.490
'0:03.476',-4.425
'0:03.480',-4.415
'0:03.484',-4.455
'0:03.488',-4.530
'0:03.492',-4.565
'0:03.496',-4.530
'0:03.500',-4.505
'0:03.504',-4.500
'0:03.508',-4.445
'0:03.512',-4.415
'0:03.516',-4.440
'0:03.520',-4.475
'0:03.524',-4.500
'0:03.528',-4.530
'0:03.532',-4.555
'0:03.536',-4.535
'0:03.540',-4.530
'0:03.544',-4.515
'0:03.548',-4.505
'0:03.552',-4.515
'0:03.556',-4.545
'0:03.560',-4.530
'0:03.564',-4.475
'0:03.568',-4.460
'0:03.572',-4.450
'0:03.576',-4.435
'0:03.580',-4.475
'0:03.584',-4.505
'0:03.588',-4.500
'0:03.592',-4.485
'0:03.596',-4.460
'0:03.600',-4.455
'0:03.604',-4.450
'0:03.608',-4.460
'0:03.612',-4.495
'0:03.616',-4.525
'0:03.620',-4.535
'0:03.624',-4.530
'0:03.628',-4.520
'0:03.632',-4.530
'0:03.636',-4.530
'0:03.640',-4.530
'0:03.644',-4.540
'0:03.648',-4.515
'0:03.652',-4.505
'0:03.656',-4.530
'0:03.660',-4.555
'0:03.664',-4.560
'0:03.668',-4.565
'0:03.672',-4.570
'0:03.676',-4.565
'0:03.680',-4.535
'0:03.684',-4.530
'0:03.688',-4.525
'0:03.692',-4.510
'0:03.696',-4.510
'0:03.700',-4.545
'0:03.704',-4.565
'0:03.708',-4.555
'0:03.712',-4.530
'0:03.716',-4.500
'0:03.720',-4.505
'0:03.724',-4.515
'0:03.728',-4.510
'0:03.732',-4.505
'0:03.736',-4.515
'0:03.740',-4.530
'0:03.744',-4.545
'0:03.748',-4.530
'0:03.752',-4.505
'0:03.756',-4.495
'0:03.760',-4.490
'0:03.764',-4.490
'0:03.768',-4.475
'0:03.772',-4.450
'0:03.776',-4.425
'0:03.780',-4.410
'0:03.784',-4.425
'0:03.788',-4.455
'0:03.792',-4.470
'0:03.796',-4.475
'0:03.800',-4.465
'0:03.804',-4.450
'0:03.808',-4.440
'0:03.812',-4.455
'0:03.816',-4.490
'0:03.820',-4.515
'0:03.824',-4.535
'0:03.828',-4.510
'0:03.832',-4.485
'0:03.836',-4.475
'0:03.840',-4.465
'0:03.844',-4.435
'0:03.848',-4.455
'0:03.852',-4.495
'0:03.856',-4.515
'0:03.860',-4.520
'0:03.864',-4.505
'0:03.868',-4.490
'0:03.872',-4.480
'0:03.876',-4.465
'0:03.880',-4.445
'0:03.884',-4.430
'0:03.888',-4.435
'0:03.892',-4.445
'0:03.896',-4.460
'0:03.900',-4.480
'0:03.904',-4.465
'0:03.908',-4.465
'0:03.912',-4.485
'0:03.916',-4.500
'0:03.920',-4.515
'0:03.924',-4.510
'0:03.928',-4.495
'0:03.932',-4.460
'0:03.936',-4.430
'0:03.940',-4.425
'0:03.944',-4.450
'0:03.948',-4.505
'0:03.952',-4.550
'0:03.956',-4.530
'0:03.960',-4.475
'0:03.964',-4.440
'0:03.968',-4.445
'0:03.972',-4.440
'0:03.976',-4.445
'0:03.980',-4.455
'0:03.984',-4.470
'0:03.988',-4.475
'0:03.992',-4.455
'0:03.996',-4.395
'0:04.000',-4.330
'0:04.004',-4.290
'0:04.008',-4.285
'0:04.012',-4.330
'0:04.016',-4.375
'0:04.020',-4.400
'0:04.024',-4.415
'0:04.028',-4.425
'0:04.032',-4.415
'0:04.036',-4.410
'0:04.040',-4.410
'0:04.044',-4.415
'0:04.048',-4.425
'0:04.052',-4.445
'0:04.056',-4.475
'0:04.060',-4.485
'0:04.064',-4.535
'0:04.068',-4.555
'0:04.072',-4.550
'0:04.076',-4.520
'0:04.080',-4.515
'0:04.084',-4.530
'0:04.088',-4.545
'0:04.092',-4.535
'0:04.096',-4.530
'0:04.100',-4.545
'0:04.104',-4.545
'0:04.108',-4.550
'0:04.112',-4.575
'0:04.116',-4.605
'0:04.120',-4.640
'0:04.124',-4.735
'0:04.128',-4.900
'0:04.132',-5.020
'0:04.136',-5.045
'0:04.140',-4.930
'0:04.144',-4.695
'0:04.148',-4.360
'0:04.152',-3.985
'0:04.156',-3.645
'0:04.160',-3.380
'0:04.164',-3.195
'0:04.168',-3.075
'0:04.172',-3.025
'0:04.176',-3.050
'0:04.180',-3.280
'0:04.184',-3.725
'0:04.188',-4.185
'0:04.192',-4.460
'0:04.196',-4.595
'0:04.200',-4.690
'0:04.204',-4.770
'0:04.208',-4.790
'0:04.212',-4.765
'0:04.216',-4.715
'0:04.220',-4.670
'0:04.224',-4.630
'0:04.228',-4.615
'0:04.232',-4.620
'0:04.236',-4.655
'0:04.240',-4.685
'0:04.244',-4.675
'0:04.248',-4.655
'0:04.252',-4.645
'0:04.256',-4.650
'0:04.260',-4.675
'0:04.264',-4.685
'0:04.268',-4.700
'0:04.272',-4.695
'0:04.276',-4.690
'0:04.280',-4.685
'0:04.284',-4.665
'0:04.288',-4.670
'0:04.292',-4.675
'0:04.296',-4.650
'0:04.300',-4.635
'0:04.304',-4.655
'0:04.308',-4.655
'0:04.312',-4.655
'0:04.316',-4.685
'0:04.320',-4.700
'0:04.324',-4.690
'0:04.328',-4.685
'0:04.332',-4.695
'0:04.336',-4.695
'0:04.340',-4.700
'0:04.344',-4.700
'0:04.348',-4.710
'0:04.352',-4.705
'0:04.356',-4.700
'0:04.360',-4.690
'0:04.364',-4.675
'0:04.368',-4.660
'0:04.372',-4.650
'0:04.376',-4.635
'0:04.380',-4.650
'0:04.384',-4.645
'0:04.388',-4.615
'0:04.392',-4.580
'0:04.396',-4.590
'0:04.400',-4.630
'0:04.404',-4.660
'0:04.408',-4.655
'0:04.412',-4.625
'0:04.416',-4.590
'0:04.420',-4.610
'0:04.424',-4.635
'0:04.428',-4.620
'0:04.432',-4.570
'0:04.436',-4.530
'0:04.440',-4.500
'0:04.444',-4.510
'0:04.448',-4.530
'0:04.452',-4.550
'0:04.456',-4.530
'0:04.460',-4.490
'0:04.464',-4.455
'0:04.468',-4.420
'0:04.472',-4.420
'0:04.476',-4.425
'0:04.480',-4.425
'0:04.484',-4.390
'0:04.488',-4.365
'0:04.492',-4.350
'0:04.496',-4.335
'0:04.500',-4.335
'0:04.504',-4.310
'0:04.508',-4.295
'0:04.512',-4.275
'0:04.516',-4.260
'0:04.520',-4.235
'0:04.524',-4.230
'0:04.528',-4.240
'0:04.532',-4.230
'0:04.536',-4.215
'0:04.540',-4.190
'0:04.544',-4.165
'0:04.548',-4.145
'0:04.552',-4.160
'0:04.556',-4.205
'0:04.560',-4.265
'0:04.564',-4.255
'0:04.568',-4.230
'0:04.572',-4.215
'0:04.576',-4.215
'0:04.580',-4.230
'0:04.584',-4.255
'0:04.588',-4.290
'0:04.592',-4.310
'0:04.596',-4.325
'0:04.600',-4.345
'0:04.604',-4.365
'0:04.608',-4.365
'0:04.612',-4.355
'0:04.616',-4.365
'0:04.620',-4.380
'0:04.624',-4.375
'0:04.628',-4.370
'0:04.632',-4.380
'0:04.636',-4.415
'0:04.640',-4.395
'0:04.644',-4.350
'0:04.648',-4.345
