'Elapsed time','MLIII'
'0:00.548',2.055
'0:00.552',2.060
'0:00.556',2.070
'0:00.560',2.070
'0:00.564',2.075
'0:00.568',2.080
'0:00.572',2.070
'0:00.576',2.075
'0:00.580',2.105
'0:00.584',2.110
'0:00.588',2.090
'0:00.592',2.085
'0:00.596',2.090
'0:00.600',2.110
'0:00.604',2.115
'0:00.608',2.120
'0:00.612',2.130
'0:00.616',2.150
'0:00.620',2.140
'0:00.624',2.125
'0:00.628',2.110
'0:00.632',2.085
'0:00.636',2.095
'0:00.640',2.110
'0:00.644',2.115
'0:00.648',2.130
'0:00.652',2.140
'0:00.656',2.150
'0:00.660',2.155
'0:00.664',2.155
'0:00.668',2.150
'0:00.672',2.150
'0:00.676',2.150
'0:00.680',2.160
'0:00.684',2.170
'0:00.688',2.170
'0:00.692',2.170
'0:00.696',2.190
'0:00.700',2.210
'0:00.704',2.225
'0:00.708',2.255
'0:00.712',2.270
'0:00.716',2.285
'0:00.720',2.295
'0:00.724',2.300
'0:00.728',2.330
'0:00.732',2.380
'0:00.736',2.405
'0:00.740',2.420
'0:00.744',2.475
'0:00.748',2.560
'0:00.752',2.620
'0:00.756',2.670
'0:00.760',2.705
'0:00.764',2.740
'0:00.768',2.750
'0:00.772',2.790
'0:00.776',2.830
'0:00.780',2.895
'0:00.784',2.930
'0:00.788',2.970
'0:00.792',3.020
'0:00.796',3.075
'0:00.800',3.125
'0:00.804',3.150
'0:00.808',3.165
'0:00.812',3.170
'0:00.816',3.185
'0:00.820',3.205
'0:00.824',3.215
'0:00.828',3.210
'0:00.832',3.150
'0:00.836',3.110
'0:00.840',3.055
'0:00.844',3.010
'0:00.848',2.960
'0:00.852',2.910
'0:00.856',2.865
'0:00.860',2.810
'0:00.864',2.730
'0:00.868',2.650
'0:00.872',2.595
'0:00.876',2.540
'0:00.880',2.500
'0:00.884',2.470
'0:00.888',2.430
'0:00.892',2.415
'0:00.896',2.380
'0:00.900',2.350
'0:00.904',2.330
'0:00.908',2.290
'0:00.912',2.250
'0:00.916',2.250
'0:00.920',2.220
'0:00.924',2.190
'0:00.928',2.165
'0:00.932',2.165
'0:00.936',2.180
'0:00.940',2.175
'0:00.944',2.140
'0:00.948',2.085
'0:00.952',2.045
'0:00.956',2.030
'0:00.960',2.070
'0:00.964',2.090
'0:00.968',2.140
'0:00.972',2.150
'0:00.976',2.115
'0:00.980',2.045
'0:00.984',2.020
'0:00.988',2.045
'0:00.992',2.070
'0:00.996',2.095
'0:01.000',2.110
'0:01.004',2.075
'0:01.008',2.100
'0:01.012',2.150
'0:01.016',2.180
'0:01.020',2.155
'0:01.024',2.125
'0:01.028',2.090
'0:01.032',2.095
'0:01.036',2.095
'0:01.040',2.130
'0:01.044',2.155
'0:01.048',2.155
'0:01.052',2.170
'0:01.056',2.160
'0:01.060',2.125
'0:01.064',2.110
'0:01.068',2.140
'0:01.072',2.165
'0:01.076',2.170
'0:01.080',2.170
'0:01.084',2.180
'0:01.088',2.190
'0:01.092',2.185
'0:01.096',2.160
'0:01.100',2.160
'0:01.104',2.115
'0:01.108',2.075
'0:01.112',2.115
'0:01.116',2.150
'0:01.120',2.150
'0:01.124',2.110
'0:01.128',2.085
'0:01.132',2.065
'0:01.136',2.045
'0:01.140',2.075
'0:01.144',2.090
'0:01.148',2.050
'0:01.152',2.040
'0:01.156',2.070
'0:01.160',2.060
'0:01.164',2.045
'0:01.168',2.030
'0:01.172',1.995
'0:01.176',1.970
'0:01.180',2.000
'0:01.184',2.045
'0:01.188',2.070
'0:01.192',2.045
'0:01.196',2.010
'0:01.200',1.990
'0:01.204',1.970
'0:01.208',1.990
'0:01.212',2.000
'0:01.216',2.000
'0:01.220',1.980
'0:01.224',1.990
'0:01.228',2.010
'0:01.232',2.020
'0:01.236',1.970
'0:01.240',1.935
'0:01.244',1.935
'0:01.248',1.935
'0:01.252',1.935
'0:01.256',1.905
'0:01.260',1.910
'0:01.264',1.935
'0:01.268',1.925
'0:01.272',1.910
'0:01.276',1.915
'0:01.280',1.955
'0:01.284',1.965
'0:01.288',1.995
'0:01.292',1.970
'0:01.296',1.915
'0:01.300',1.895
'0:01.304',1.930
'0:01.308',1.970
'0:01.312',1.970
'0:01.316',1.955
'0:01.320',1.930
'0:01.324',1.970
'0:01.328',2.000
'0:01.332',1.990
'0:01.336',1.965
'0:01.340',1.950
'0:01.344',1.935
'0:01.348',1.915
'0:01.352',1.950
'0:01.356',1.970
'0:01.360',1.950
'0:01.364',1.925
'0:01.368',1.885
'0:01.372',1.900
'0:01.376',1.935
'0:01.380',1.930
'0:01.384',1.930
'0:01.388',1.935
'0:01.392',2.010
'0:01.396',2.030
'0:01.400',1.980
'0:01.404',1.930
'0:01.408',1.885
'0:01.412',1.885
'0:01.416',1.905
'0:01.420',1.900
'0:01.424',1.890
'0:01.428',1.890
'0:01.432',1.930
'0:01.436',1.935
'0:01.440',1.950
'0:01.444',1.935
'0:01.448',1.925
'0:01.452',1.905
'0:01.456',1.905
'0:01.460',1.920
'0:01.464',1.915
'0:01.468',1.895
'0:01.472',1.905
'0:01.476',1.965
'0:01.480',1.980
'0:01.484',1.990
'0:01.488',2.010
'0:01.492',2.020
'0:01.496',2.040
'0:01.500',2.070
'0:01.504',2.110
'0:01.508',2.130
'0:01.512',2.160
'0:01.516',2.190
'0:01.520',2.220
'0:01.524',2.220
'0:01.528',2.190
'0:01.532',2.155
'0:01.536',2.145
'0:01.540',2.155
'0:01.544',2.155
'0:01.548',2.150
'0:01.552',2.130
'0:01.556',2.125
'0:01.560',2.110
'0:01.564',2.090
'0:01.568',2.050
'0:01.572',2.000
'0:01.576',1.965
'0:01.580',1.950
'0:01.584',1.900
'0:01.588',1.835
'0:01.592',1.805
'0:01.596',1.790
'0:01.600',1.775
'0:01.604',1.835
'0:01.608',1.840
'0:01.612',1.810
'0:01.616',1.790
'0:01.620',1.765
'0:01.624',1.740
'0:01.628',1.745
'0:01.632',1.770
'0:01.636',1.765
'0:01.640',1.755
'0:01.644',1.750
'0:01.648',1.745
'0:01.652',1.710
'0:01.656',1.630
'0:01.660',1.570
'0:01.664',1.580
'0:01.668',1.650
'0:01.672',1.735
'0:01.676',1.870
'0:01.680',2.150
'0:01.684',2.575
'0:01.688',3.020
'0:01.692',3.365
'0:01.696',3.650
'0:01.700',3.710
'0:01.704',3.430
'0:01.708',2.875
'0:01.712',2.405
'0:01.716',1.935
'0:01.720',1.570
'0:01.724',1.330
'0:01.728',1.230
'0:01.732',1.265
'0:01.736',1.275
'0:01.740',1.290
'0:01.744',1.355
'0:01.748',1.455
'0:01.752',1.530
'0:01.756',1.550
'0:01.760',1.570
'0:01.764',1.580
'0:01.768',1.585
'0:01.772',1.610
'0:01.776',1.630
'0:01.780',1.630
'0:01.784',1.630
'0:01.788',1.630
'0:01.792',1.635
'0:01.796',1.645
'0:01.800',1.645
'0:01.804',1.635
'0:01.808',1.630
'0:01.812',1.635
'0:01.816',1.645
'0:01.820',1.650
'0:01.824',1.650
'0:01.828',1.660
'0:01.832',1.650
'0:01.836',1.660
'0:01.840',1.660
'0:01.844',1.660
'0:01.848',1.670
'0:01.852',1.660
'0:01.856',1.670
'0:01.860',1.690
'0:01.864',1.680
'0:01.868',1.675
'0:01.872',1.680
'0:01.876',1.700
'0:01.880',1.700
'0:01.884',1.685
'0:01.888',1.690
'0:01.892',1.710
'0:01.896',1.710
'0:01.900',1.710
'0:01.904',1.710
'0:01.908',1.710
'0:01.912',1.725
'0:01.916',1.750
'0:01.920',1.740
'0:01.924',1.745
'0:01.928',1.750
'0:01.932',1.755
'0:01.936',1.785
'0:01.940',1.805
'0:01.944',1.805
'0:01.948',1.815
'0:01.952',1.835
'0:01.956',1.840
'0:01.960',1.840
'0:01.964',1.855
'0:01.968',1.870
'0:01.972',1.890
'0:01.976',1.925
'0:01.980',1.930
'0:01.984',1.980
'0:01.988',2.085
'0:01.992',2.150
'0:01.996',2.185
'0:02.000',2.250
'0:02.004',2.290
'0:02.008',2.310
'0:02.012',2.325
'0:02.016',2.350
'0:02.020',2.390
'0:02.024',2.410
'0:02.028',2.460
'0:02.032',2.500
'0:02.036',2.530
'0:02.040',2.560
'0:02.044',2.610
'0:02.048',2.610
'0:02.052',2.600
'0:02.056',2.575
'0:02.060',2.560
'0:02.064',2.565
'0:02.068',2.525
'0:02.072',2.475
'0:02.076',2.435
'0:02.080',2.430
'0:02.084',2.415
'0:02.088',2.385
'0:02.092',2.340
'0:02.096',2.285
'0:02.100',2.235
'0:02.104',2.205
'0:02.108',2.165
'0:02.112',2.095
'0:02.116',2.050
'0:02.120',2.045
'0:02.124',2.000
'0:02.128',1.935
'0:02.132',1.875
'0:02.136',1.820
'0:02.140',1.830
'0:02.144',1.870
'0:02.148',1.900
'0:02.152',1.900
'0:02.156',1.865
'0:02.160',1.830
'0:02.164',1.800
'0:02.168',1.790
'0:02.172',1.770
'0:02.176',1.730
'0:02.180',1.700
'0:02.184',1.680
'0:02.188',1.690
'0:02.192',1.710
'0:02.196',1.745
'0:02.200',1.780
'0:02.204',1.820
'0:02.208',1.840
'0:02.212',1.810
'0:02.216',1.795
'0:02.220',1.770
'0:02.224',1.770
'0:02.228',1.765
'0:02.232',1.755
'0:02.236',1.780
'0:02.240',1.745
'0:02.244',1.720
'0:02.248',1.705
'0:02.252',1.680
'0:02.256',1.700
'0:02.260',1.710
'0:02.264',1.710
'0:02.268',1.745
'0:02.272',1.755
'0:02.276',1.790
'0:02.280',1.835
'0:02.284',1.790
'0:02.288',1.790
'0:02.292',1.840
'0:02.296',1.850
'0:02.300',1.850
'0:02.304',1.810
'0:02.308',1.770
'0:02.312',1.740
'0:02.316',1.715
'0:02.320',1.725
'0:02.324',1.725
'0:02.328',1.735
'0:02.332',1.775
'0:02.336',1.795
'0:02.340',1.765
'0:02.344',1.740
'0:02.348',1.740
'0:02.352',1.735
'0:02.356',1.745
'0:02.360',1.755
'0:02.364',1.755
'0:02.368',1.760
'0:02.372',1.740
'0:02.376',1.710
'0:02.380',1.710
'0:02.384',1.710
'0:02.388',1.730
'0:02.392',1.750
'0:02.396',1.830
'0:02.400',1.810
'0:02.404',1.755
'0:02.408',1.730
'0:02.412',1.730
'0:02.416',1.730
'0:02.420',1.745
'0:02.424',1.730
'0:02.428',1.690
'0:02.432',1.670
'0:02.436',1.710
'0:02.440',1.725
'0:02.444',1.710
'0:02.448',1.725
'0:02.452',1.710
'0:02.456',1.730
'0:02.460',1.755
'0:02.464',1.740
'0:02.468',1.730
'0:02.472',1.740
'0:02.476',1.710
'0:02.480',1.710
'0:02.484',1.710
'0:02.488',1.740
'0:02.492',1.725
'0:02.496',1.675
'0:02.500',1.635
'0:02.504',1.610
'0:02.508',1.670
'0:02.512',1.715
'0:02.516',1.745
'0:02.520',1.750
'0:02.524',1.735
'0:02.528',1.710
'0:02.532',1.725
'0:02.536',1.670
'0:02.540',1.635
'0:02.544',1.615
'0:02.548',1.590
'0:02.552',1.580
'0:02.556',1.600
'0:02.560',1.650
'0:02.564',1.730
'0:02.568',1.750
'0:02.572',1.700
'0:02.576',1.680
'0:02.580',1.610
'0:02.584',1.595
'0:02.588',1.615
'0:02.592',1.620
'0:02.596',1.630
'0:02.600',1.645
'0:02.604',1.645
'0:02.608',1.635
'0:02.612',1.650
'0:02.616',1.635
'0:02.620',1.615
'0:02.624',1.630
'0:02.628',1.645
'0:02.632',1.645
'0:02.636',1.640
'0:02.640',1.650
'0:02.644',1.650
'0:02.648',1.645
'0:02.652',1.640
'0:02.656',1.635
'0:02.660',1.635
'0:02.664',1.650
'0:02.668',1.650
'0:02.672',1.650
'0:02.676',1.635
'0:02.680',1.635
'0:02.684',1.615
'0:02.688',1.605
'0:02.692',1.650
'0:02.696',1.680
'0:02.700',1.680
'0:02.704',1.690
'0:02.708',1.700
'0:02.712',1.680
'0:02.716',1.680
'0:02.720',1.675
'0:02.724',1.675
'0:02.728',1.675
'0:02.732',1.675
'0:02.736',1.680
'0:02.740',1.680
'0:02.744',1.680
'0:02.748',1.705
'0:02.752',1.710
'0:02.756',1.740
'0:02.760',1.740
'0:02.764',1.740
'0:02.768',1.730
'0:02.772',1.765
'0:02.776',1.805
'0:02.780',1.830
'0:02.784',1.845
'0:02.788',1.860
'0:02.792',1.875
'0:02.796',1.900
'0:02.800',1.915
'0:02.804',1.900
'0:02.808',1.885
'0:02.812',1.890
'0:02.816',1.870
'0:02.820',1.860
'0:02.824',1.830
'0:02.828',1.810
'0:02.832',1.795
'0:02.836',1.810
'0:02.840',1.830
'0:02.844',1.835
'0:02.848',1.810
'0:02.852',1.790
'0:02.856',1.760
'0:02.860',1.740
'0:02.864',1.710
'0:02.868',1.725
'0:02.872',1.740
'0:02.876',1.725
'0:02.880',1.700
'0:02.884',1.710
'0:02.888',1.710
'0:02.892',1.725
'0:02.896',1.730
'0:02.900',1.740
'0:02.904',1.740
'0:02.908',1.725
'0:02.912',1.710
'0:02.916',1.700
'0:02.920',1.690
'0:02.924',1.690
'0:02.928',1.680
'0:02.932',1.615
'0:02.936',1.550
'0:02.940',1.555
'0:02.944',1.610
'0:02.948',1.680
'0:02.952',1.790
'0:02.956',2.090
'0:02.960',2.595
'0:02.964',3.070
'0:02.968',3.470
'0:02.972',3.760
'0:02.976',3.820
'0:02.980',3.500
'0:02.984',2.895
'0:02.988',2.380
'0:02.992',1.900
'0:02.996',1.500
'0:03.000',1.260
'0:03.004',1.125
'0:03.008',1.135
'0:03.012',1.150
'0:03.016',1.230
'0:03.020',1.350
'0:03.024',1.430
'0:03.028',1.460
'0:03.032',1.490
'0:03.036',1.520
'0:03.040',1.550
'0:03.044',1.590
'0:03.048',1.580
'0:03.052',1.590
'0:03.056',1.590
'0:03.060',1.570
'0:03.064',1.565
'0:03.068',1.585
'0:03.072',1.590
'0:03.076',1.595
'0:03.080',1.580
'0:03.084',1.565
'0:03.088',1.615
'0:03.092',1.680
'0:03.096',1.725
'0:03.100',1.675
'0:03.104',1.615
'0:03.108',1.630
'0:03.112',1.645
'0:03.116',1.645
'0:03.120',1.680
'0:03.124',1.710
'0:03.128',1.735
'0:03.132',1.745
'0:03.136',1.750
'0:03.140',1.765
'0:03.144',1.755
'0:03.148',1.675
'0:03.152',1.580
'0:03.156',1.595
'0:03.160',1.630
'0:03.164',1.670
'0:03.168',1.755
'0:03.172',1.790
'0:03.176',1.805
'0:03.180',1.755
'0:03.184',1.740
'0:03.188',1.755
'0:03.192',1.795
'0:03.196',1.845
'0:03.200',1.840
'0:03.204',1.840
'0:03.208',1.870
'0:03.212',1.860
'0:03.216',1.845
'0:03.220',1.870
'0:03.224',1.880
'0:03.228',1.930
'0:03.232',1.965
'0:03.236',2.020
'0:03.240',2.060
'0:03.244',2.065
'0:03.248',2.085
'0:03.252',2.125
'0:03.256',2.155
'0:03.260',2.155
'0:03.264',2.180
'0:03.268',2.205
'0:03.272',2.220
'0:03.276',2.235
'0:03.280',2.285
'0:03.284',2.310
'0:03.288',2.415
'0:03.292',2.540
'0:03.296',2.595
'0:03.300',2.635
'0:03.304',2.635
'0:03.308',2.660
'0:03.312',2.700
'0:03.316',2.750
'0:03.320',2.730
'0:03.324',2.730
'0:03.328',2.765
'0:03.332',2.770
'0:03.336',2.765
'0:03.340',2.730
'0:03.344',2.690
'0:03.348',2.640
'0:03.352',2.570
'0:03.356',2.525
'0:03.360',2.450
'0:03.364',2.365
'0:03.368',2.255
'0:03.372',2.255
'0:03.376',2.300
'0:03.380',2.370
'0:03.384',2.350
'0:03.388',2.260
'0:03.392',2.155
'0:03.396',2.110
'0:03.400',2.090
'0:03.404',2.050
'0:03.408',2.020
'0:03.412',2.085
'0:03.416',2.095
'0:03.420',2.020
'0:03.424',1.965
'0:03.428',1.980
'0:03.432',1.965
'0:03.436',1.935
'0:03.440',1.930
'0:03.444',1.930
'0:03.448',1.950
'0:03.452',1.905
'0:03.456',1.905
'0:03.460',1.870
'0:03.464',1.860
'0:03.468',1.835
'0:03.472',1.795
'0:03.476',1.775
'0:03.480',1.740
'0:03.484',1.765
'0:03.488',1.850
'0:03.492',1.970
'0:03.496',2.030
'0:03.500',1.990
'0:03.504',2.030
'0:03.508',2.010
'0:03.512',1.925
'0:03.516',1.870
'0:03.520',1.830
'0:03.524',1.770
'0:03.528',1.805
'0:03.532',1.870
'0:03.536',1.900
'0:03.540',1.900
'0:03.544',1.890
'0:03.548',1.885
'0:03.552',1.915
'0:03.556',2.000
'0:03.560',2.030
'0:03.564',2.030
'0:03.568',2.030
'0:03.572',2.030
'0:03.576',2.005
'0:03.580',1.975
'0:03.584',1.970
'0:03.588',2.010
'0:03.592',2.015
'0:03.596',2.005
'0:03.600',2.005
'0:03.604',1.970
'0:03.608',1.950
'0:03.612',1.935
'0:03.616',1.935
'0:03.620',1.955
'0:03.624',1.940
'0:03.628',1.955
'0:03.632',1.965
'0:03.636',1.955
'0:03.640',1.965
'0:03.644',1.965
'0:03.648',1.980
'0:03.652',1.990
'0:03.656',1.990
'0:03.660',1.995
'0:03.664',2.000
'0:03.668',2.015
'0:03.672',2.030
'0:03.676',2.045
'0:03.680',2.050
'0:03.684',2.025
'0:03.688',2.000
'0:03.692',1.980
'0:03.696',1.970
'0:03.700',1.965
'0:03.704',1.970
'0:03.708',1.995
'0:03.712',2.020
'0:03.716',2.020
'0:03.720',2.020
'0:03.724',2.020
'0:03.728',2.020
'0:03.732',2.030
'0:03.736',2.020
'0:03.740',2.015
'0:03.744',2.050
'0:03.748',2.050
'0:03.752',2.050
'0:03.756',2.070
'0:03.760',2.070
'0:03.764',2.060
'0:03.768',2.075
'0:03.772',2.090
'0:03.776',2.095
'0:03.780',2.100
'0:03.784',2.095
'0:03.788',2.100
'0:03.792',2.090
'0:03.796',2.085
'0:03.800',2.090
'0:03.804',2.100
'0:03.808',2.125
'0:03.812',2.130
'0:03.816',2.130
'0:03.820',2.140
'0:03.824',2.155
'0:03.828',2.165
'0:03.832',2.170
'0:03.836',2.185
'0:03.840',2.190
'0:03.844',2.190
'0:03.848',2.170
'0:03.852',2.190
'0:03.856',2.190
'0:03.860',2.190
'0:03.864',2.205
'0:03.868',2.205
'0:03.872',2.235
'0:03.876',2.300
'0:03.880',2.285
'0:03.884',2.250
'0:03.888',2.240
'0:03.892',2.245
'0:03.896',2.235
'0:03.900',2.235
'0:03.904',2.255
'0:03.908',2.255
'0:03.912',2.255
'0:03.916',2.260
'0:03.920',2.230
'0:03.924',2.210
'0:03.928',2.210
'0:03.932',2.245
'0:03.936',2.270
'0:03.940',2.250
'0:03.944',2.245
'0:03.948',2.250
'0:03.952',2.250
'0:03.956',2.250
'0:03.960',2.250
'0:03.964',2.245
'0:03.968',2.290
'0:03.972',2.350
'0:03.976',2.330
'0:03.980',2.325
'0:03.984',2.325
'0:03.988',2.340
'0:03.992',2.385
'0:03.996',2.385
'0:04.000',2.395
'0:04.004',2.410
'0:04.008',2.460
'0:04.012',2.525
'0:04.016',2.590
'0:04.020',2.650
'0:04.024',2.670
'0:04.028',2.645
'0:04.032',2.605
'0:04.036',2.605
'0:04.040',2.630
'0:04.044',2.635
'0:04.048',2.605
'0:04.052',2.550
'0:04.056',2.500
'0:04.060',2.490
'0:04.064',2.510
'0:04.068',2.510
'0:04.072',2.460
'0:04.076',2.410
'0:04.080',2.375
'0:04.084',2.330
'0:04.088',2.310
'0:04.092',2.285
'0:04.096',2.260
'0:04.100',2.240
'0:04.104',2.225
'0:04.108',2.235
'0:04.112',2.250
'0:04.116',2.275
'0:04.120',2.290
'0:04.124',2.290
'0:04.128',2.290
'0:04.132',2.290
'0:04.136',2.285
'0:04.140',2.270
'0:04.144',2.250
'0:04.148',2.235
'0:04.152',2.180
'0:04.156',2.115
'0:04.160',2.110
'0:04.164',2.160
'0:04.168',2.210
'0:04.172',2.350
'0:04.176',2.645
'0:04.180',3.070
'0:04.184',3.535
'0:04.188',3.820
'0:04.192',4.050
'0:04.196',4.070
'0:04.200',3.725
'0:04.204',3.140
'0:04.208',2.670
'0:04.212',2.190
'0:04.216',1.860
'0:04.220',1.650
'0:04.224',1.565
'0:04.228',1.615
'0:04.232',1.650
'0:04.236',1.685
'0:04.240',1.745
'0:04.244',1.835
'0:04.248',1.935
'0:04.252',2.010
'0:04.256',2.050
'0:04.260',2.070
'0:04.264',2.075
'0:04.268',2.090
'0:04.272',2.115
'0:04.276',2.140
'0:04.280',2.155
'0:04.284',2.165
'0:04.288',2.150
'0:04.292',2.140
'0:04.296',2.125
'0:04.300',2.130
'0:04.304',2.160
'0:04.308',2.190
'0:04.312',2.195
'0:04.316',2.220
'0:04.320',2.225
'0:04.324',2.225
'0:04.328',2.220
'0:04.332',2.205
'0:04.336',2.210
'0:04.340',2.210
'0:04.344',2.210
'0:04.348',2.210
'0:04.352',2.210
'0:04.356',2.220
'0:04.360',2.235
'0:04.364',2.235
'0:04.368',2.225
'0:04.372',2.230
'0:04.376',2.245
'0:04.380',2.235
'0:04.384',2.255
'0:04.388',2.290
'0:04.392',2.300
'0:04.396',2.310
'0:04.400',2.310
'0:04.404',2.320
'0:04.408',2.330
'0:04.412',2.330
'0:04.416',2.365
'0:04.420',2.395
'0:04.424',2.415
'0:04.428',2.395
'0:04.432',2.390
'0:04.436',2.390
'0:04.440',2.410
'0:04.444',2.435
'0:04.448',2.450
'0:04.452',2.470
'0:04.456',2.510
'0:04.460',2.545
'0:04.464',2.620
'0:04.468',2.655
'0:04.472',2.690
'0:04.476',2.730
'0:04.480',2.765
'0:04.484',2.790
'0:04.488',2.845
'0:04.492',2.895
'0:04.496',2.915
'0:04.500',2.940
'0:04.504',2.970
'0:04.508',3.005
'0:04.512',3.045
'0:04.516',3.100
'0:04.520',3.160
'0:04.524',3.190
'0:04.528',3.205
'0:04.532',3.225
'0:04.536',3.260
'0:04.540',3.280
'0:04.544',3.300
'0:04.548',3.310
'0:04.552',3.300
'0:04.556',3.285
'0:04.560',3.260
'0:04.564',3.250
'0:04.568',3.205
'0:04.572',3.165
'0:04.576',3.115
'0:04.580',3.050
'0:04.584',2.990
'0:04.588',2.940
'0:04.592',2.865
'0:04.596',2.830
'0:04.600',2.780
'0:04.604',2.730
'0:04.608',2.685
'0:04.612',2.630
'0:04.616',2.575
'0:04.620',2.555
'0:04.624',2.530
'0:04.628',2.490
'0:04.632',2.435
'0:04.636',2.415
'0:04.640',2.420
'0:04.644',2.405
'0:04.648',2.375
'0:04.652',2.350
'0:04.656',2.330
'0:04.660',2.340
'0:04.664',2.315
'0:04.668',2.300
'0:04.672',2.345
'0:04.676',2.350
'0:04.680',2.340
'0:04.684',2.315
'0:04.688',2.315
'0:04.692',2.355
'0:04.696',2.365
'0:04.700',2.385
'0:04.704',2.390
'0:04.708',2.370
'0:04.712',2.350
'0:04.716',2.330
'0:04.720',2.330
'0:04.724',2.310
'0:04.728',2.285
'0:04.732',2.275
'0:04.736',2.300
'0:04.740',2.330
'0:04.744',2.330
'0:04.748',2.320
'0:04.752',2.340
'0:04.756',2.350
'0:04.760',2.395
'0:04.764',2.400
'0:04.768',2.395
'0:04.772',2.365
'0:04.776',2.385
'0:04.780',2.405
'0:04.784',2.410
'0:04.788',2.420
'0:04.792',2.395
'0:04.796',2.370
'0:04.800',2.355
'0:04.804',2.330
'0:04.808',2.350
'0:04.812',2.370
'0:04.816',2.395
'0:04.820',2.410
'0:04.824',2.395
'0:04.828',2.395
'0:04.832',2.410
'0:04.836',2.415
'0:04.840',2.415
'0:04.844',2.410
'0:04.848',2.435
'0:04.852',2.430
'0:04.856',2.410
'0:04.860',2.410
'0:04.864',2.405
'0:04.868',2.380
'0:04.872',2.315
'0:04.876',2.275
'0:04.880',2.280
'0:04.884',2.325
'0:04.888',2.380
'0:04.892',2.390
'0:04.896',2.390
'0:04.900',2.420
'0:04.904',2.435
'0:04.908',2.430
'0:04.912',2.405
'0:04.916',2.375
'0:04.920',2.370
'0:04.924',2.350
'0:04.928',2.335
'0:04.932',2.355
'0:04.936',2.370
'0:04.940',2.350
'0:04.944',2.320
'0:04.948',2.285
'0:04.952',2.250
'0:04.956',2.235
'0:04.960',2.220
'0:04.964',2.235
'0:04.968',2.285
'0:04.972',2.310
'0:04.976',2.325
'0:04.980',2.315
'0:04.984',2.340
'0:04.988',2.290
'0:04.992',2.250
'0:04.996',2.270
'0:05.000',2.245
'0:05.004',2.210
'0:05.008',2.220
'0:05.012',2.235
'0:05.016',2.225
'0:05.020',2.190
'0:05.024',2.160
'0:05.028',2.160
'0:05.032',2.180
'0:05.036',2.155
'0:05.040',2.170
'0:05.044',2.210
'0:05.048',2.220
'0:05.052',2.175
'0:05.056',2.160
'0:05.060',2.190
'0:05.064',2.210
'0:05.068',2.190
