'Elapsed time','V4'
'0:01.096',-2.270
'0:01.100',-2.285
'0:01.104',-2.295
'0:01.108',-2.310
'0:01.112',-2.310
'0:01.116',-2.310
'0:01.120',-2.305
'0:01.124',-2.295
'0:01.128',-2.290
'0:01.132',-2.280
'0:01.136',-2.275
'0:01.140',-2.270
'0:01.144',-2.270
'0:01.148',-2.260
'0:01.152',-2.245
'0:01.156',-2.205
'0:01.160',-2.120
'0:01.164',-1.970
'0:01.168',-1.780
'0:01.172',-1.605
'0:01.176',-1.405
'0:01.180',-1.180
'0:01.184',-1.015
'0:01.188',-1.045
'0:01.192',-1.295
'0:01.196',-1.655
'0:01.200',-2.035
'0:01.204',-2.310
'0:01.208',-2.425
'0:01.212',-2.425
'0:01.216',-2.390
'0:01.220',-2.355
'0:01.224',-2.345
'0:01.228',-2.340
'0:01.232',-2.350
'0:01.236',-2.345
'0:01.240',-2.350
'0:01.244',-2.345
'0:01.248',-2.340
'0:01.252',-2.345
'0:01.256',-2.345
'0:01.260',-2.340
'0:01.264',-2.335
'0:01.268',-2.335
'0:01.272',-2.340
'0:01.276',-2.330
'0:01.280',-2.330
'0:01.284',-2.330
'0:01.288',-2.330
'0:01.292',-2.335
'0:01.296',-2.330
'0:01.300',-2.330
'0:01.304',-2.325
'0:01.308',-2.310
'0:01.312',-2.310
'0:01.316',-2.305
'0:01.320',-2.300
'0:01.324',-2.285
'0:01.328',-2.280
'0:01.332',-2.280
'0:01.336',-2.285
'0:01.340',-2.270
'0:01.344',-2.260
'0:01.348',-2.250
'0:01.352',-2.230
'0:01.356',-2.210
'0:01.360',-2.185
'0:01.364',-2.165
'0:01.368',-2.155
'0:01.372',-2.145
'0:01.376',-2.125
'0:01.380',-2.095
'0:01.384',-2.070
'0:01.388',-2.040
'0:01.392',-2.015
'0:01.396',-1.990
'0:01.400',-1.970
'0:01.404',-1.950
'0:01.408',-1.920
'0:01.412',-1.900
'0:01.416',-1.885
'0:01.420',-1.870
'0:01.424',-1.860
'0:01.428',-1.860
'0:01.432',-1.855
'0:01.436',-1.860
'0:01.440',-1.860
'0:01.444',-1.865
'0:01.448',-1.870
'0:01.452',-1.880
'0:01.456',-1.905
'0:01.460',-1.910
'0:01.464',-1.930
'0:01.468',-1.960
'0:01.472',-1.990
'0:01.476',-2.025
'0:01.480',-2.050
'0:01.484',-2.070
'0:01.488',-2.105
'0:01.492',-2.135
'0:01.496',-2.165
'0:01.500',-2.190
'0:01.504',-2.215
'0:01.508',-2.225
'0:01.512',-2.235
'0:01.516',-2.250
'0:01.520',-2.250
'0:01.524',-2.265
'0:01.528',-2.260
'0:01.532',-2.265
'0:01.536',-2.265
'0:01.540',-2.270
'0:01.544',-2.275
'0:01.548',-2.270
'0:01.552',-2.275
'0:01.556',-2.265
'0:01.560',-2.265
'0:01.564',-2.270
'0:01.568',-2.270
'0:01.572',-2.275
'0:01.576',-2.265
'0:01.580',-2.260
'0:01.584',-2.255
'0:01.588',-2.255
'0:01.592',-2.250
'0:01.596',-2.250
'0:01.600',-2.245
'0:01.604',-2.245
'0:01.608',-2.245
'0:01.612',-2.245
'0:01.616',-2.240
'0:01.620',-2.230
'0:01.624',-2.230
'0:01.628',-2.230
'0:01.632',-2.245
'0:01.636',-2.230
'0:01.640',-2.230
'0:01.644',-2.225
'0:01.648',-2.230
'0:01.652',-2.230
'0:01.656',-2.240
'0:01.660',-2.245
'0:01.664',-2.250
'0:01.668',-2.250
'0:01.672',-2.250
'0:01.676',-2.250
'0:01.680',-2.250
'0:01.684',-2.250
'0:01.688',-2.260
'0:01.692',-2.270
'0:01.696',-2.265
'0:01.700',-2.260
'0:01.704',-2.250
'0:01.708',-2.255
'0:01.712',-2.265
'0:01.716',-2.260
'0:01.720',-2.270
'0:01.724',-2.265
'0:01.728',-2.265
'0:01.732',-2.270
'0:01.736',-2.270
'0:01.740',-2.270
'0:01.744',-2.285
'0:01.748',-2.290
'0:01.752',-2.285
'0:01.756',-2.275
'0:01.760',-2.280
'0:01.764',-2.275
'0:01.768',-2.275
'0:01.772',-2.265
'0:01.776',-2.270
'0:01.780',-2.270
'0:01.784',-2.275
'0:01.788',-2.280
'0:01.792',-2.280
'0:01.796',-2.275
'0:01.800',-2.280
'0:01.804',-2.285
'0:01.808',-2.290
'0:01.812',-2.290
'0:01.816',-2.290
'0:01.820',-2.285
'0:01.824',-2.295
'0:01.828',-2.290
'0:01.832',-2.290
'0:01.836',-2.290
'0:01.840',-2.280
'0:01.844',-2.290
'0:01.848',-2.285
'0:01.852',-2.285
'0:01.856',-2.290
'0:01.860',-2.305
'0:01.864',-2.305
'0:01.868',-2.295
'0:01.872',-2.290
'0:01.876',-2.295
'0:01.880',-2.300
'0:01.884',-2.290
'0:01.888',-2.295
'0:01.892',-2.290
'0:01.896',-2.285
'0:01.900',-2.265
'0:01.904',-2.250
'0:01.908',-2.230
'0:01.912',-2.210
'0:01.916',-2.205
'0:01.920',-2.200
'0:01.924',-2.190
'0:01.928',-2.190
'0:01.932',-2.185
'0:01.936',-2.170
'0:01.940',-2.170
'0:01.944',-2.170
'0:01.948',-2.180
'0:01.952',-2.200
'0:01.956',-2.230
'0:01.960',-2.240
'0:01.964',-2.250
'0:01.968',-2.260
'0:01.972',-2.265
'0:01.976',-2.280
'0:01.980',-2.285
'0:01.984',-2.295
'0:01.988',-2.305
'0:01.992',-2.310
'0:01.996',-2.325
'0:02.000',-2.325
'0:02.004',-2.325
'0:02.008',-2.325
'0:02.012',-2.320
'0:02.016',-2.310
'0:02.020',-2.305
'0:02.024',-2.295
'0:02.028',-2.290
'0:02.032',-2.285
'0:02.036',-2.265
'0:02.040',-2.245
'0:02.044',-2.195
'0:02.048',-2.110
'0:02.052',-1.945
'0:02.056',-1.740
'0:02.060',-1.530
'0:02.064',-1.310
'0:02.068',-1.090
'0:02.072',-1.015
'0:02.076',-1.125
'0:02.080',-1.410
'0:02.084',-1.750
'0:02.088',-2.050
'0:02.092',-2.280
'0:02.096',-2.400
'0:02.100',-2.425
'0:02.104',-2.410
'0:02.108',-2.375
'0:02.112',-2.370
'0:02.116',-2.365
'0:02.120',-2.370
'0:02.124',-2.375
'0:02.128',-2.370
'0:02.132',-2.375
'0:02.136',-2.370
'0:02.140',-2.360
'0:02.144',-2.360
'0:02.148',-2.350
'0:02.152',-2.350
'0:02.156',-2.360
'0:02.160',-2.350
'0:02.164',-2.340
'0:02.168',-2.335
'0:02.172',-2.340
'0:02.176',-2.330
'0:02.180',-2.330
'0:02.184',-2.325
'0:02.188',-2.325
'0:02.192',-2.325
'0:02.196',-2.310
'0:02.200',-2.320
'0:02.204',-2.305
'0:02.208',-2.295
'0:02.212',-2.295
'0:02.216',-2.295
'0:02.220',-2.285
'0:02.224',-2.275
'0:02.228',-2.265
'0:02.232',-2.250
'0:02.236',-2.250
'0:02.240',-2.230
'0:02.244',-2.215
'0:02.248',-2.195
'0:02.252',-2.175
'0:02.256',-2.155
'0:02.260',-2.130
'0:02.264',-2.110
'0:02.268',-2.100
'0:02.272',-2.070
'0:02.276',-2.050
'0:02.280',-2.030
'0:02.284',-2.010
'0:02.288',-1.975
'0:02.292',-1.955
'0:02.296',-1.930
'0:02.300',-1.890
'0:02.304',-1.880
'0:02.308',-1.865
'0:02.312',-1.860
'0:02.316',-1.850
'0:02.320',-1.840
'0:02.324',-1.845
'0:02.328',-1.845
'0:02.332',-1.855
'0:02.336',-1.870
'0:02.340',-1.865
'0:02.344',-1.885
'0:02.348',-1.910
'0:02.352',-1.940
'0:02.356',-1.980
'0:02.360',-2.015
'0:02.364',-2.050
'0:02.368',-2.070
'0:02.372',-2.090
'0:02.376',-2.125
'0:02.380',-2.150
'0:02.384',-2.185
'0:02.388',-2.190
'0:02.392',-2.210
'0:02.396',-2.220
'0:02.400',-2.230
'0:02.404',-2.245
'0:02.408',-2.230
'0:02.412',-2.250
'0:02.416',-2.270
'0:02.420',-2.280
'0:02.424',-2.290
'0:02.428',-2.275
'0:02.432',-2.270
'0:02.436',-2.270
'0:02.440',-2.275
'0:02.444',-2.280
'0:02.448',-2.275
'0:02.452',-2.265
'0:02.456',-2.260
'0:02.460',-2.250
'0:02.464',-2.230
'0:02.468',-2.235
'0:02.472',-2.250
'0:02.476',-2.260
'0:02.480',-2.250
'0:02.484',-2.245
'0:02.488',-2.240
'0:02.492',-2.240
'0:02.496',-2.245
'0:02.500',-2.240
'0:02.504',-2.240
'0:02.508',-2.250
'0:02.512',-2.250
'0:02.516',-2.245
'0:02.520',-2.235
'0:02.524',-2.220
'0:02.528',-2.230
'0:02.532',-2.230
'0:02.536',-2.235
'0:02.540',-2.235
'0:02.544',-2.230
'0:02.548',-2.230
'0:02.552',-2.240
'0:02.556',-2.240
'0:02.560',-2.240
'0:02.564',-2.240
'0:02.568',-2.250
'0:02.572',-2.265
'0:02.576',-2.265
'0:02.580',-2.260
'0:02.584',-2.250
'0:02.588',-2.250
'0:02.592',-2.260
'0:02.596',-2.260
'0:02.600',-2.260
'0:02.604',-2.260
'0:02.608',-2.265
'0:02.612',-2.260
'0:02.616',-2.250
'0:02.620',-2.250
'0:02.624',-2.255
'0:02.628',-2.260
'0:02.632',-2.270
'0:02.636',-2.280
'0:02.640',-2.280
'0:02.644',-2.275
'0:02.648',-2.265
'0:02.652',-2.260
'0:02.656',-2.265
'0:02.660',-2.265
'0:02.664',-2.270
'0:02.668',-2.265
'0:02.672',-2.260
'0:02.676',-2.265
'0:02.680',-2.265
'0:02.684',-2.270
'0:02.688',-2.265
'0:02.692',-2.265
'0:02.696',-2.275
'0:02.700',-2.265
'0:02.704',-2.265
'0:02.708',-2.250
'0:02.712',-2.260
'0:02.716',-2.260
'0:02.720',-2.265
'0:02.724',-2.265
'0:02.728',-2.265
'0:02.732',-2.270
'0:02.736',-2.265
'0:02.740',-2.270
'0:02.744',-2.250
'0:02.748',-2.250
'0:02.752',-2.250
'0:02.756',-2.250
'0:02.760',-2.245
'0:02.764',-2.215
'0:02.768',-2.200
'0:02.772',-2.180
'0:02.776',-2.170
'0:02.780',-2.170
'0:02.784',-2.170
'0:02.788',-2.165
'0:02.792',-2.150
'0:02.796',-2.145
'0:02.800',-2.130
'0:02.804',-2.120
'0:02.808',-2.125
'0:02.812',-2.155
'0:02.816',-2.175
'0:02.820',-2.200
'0:02.824',-2.215
'0:02.828',-2.220
'0:02.832',-2.225
'0:02.836',-2.215
'0:02.840',-2.230
'0:02.844',-2.250
'0:02.848',-2.265
'0:02.852',-2.280
'0:02.856',-2.290
'0:02.860',-2.295
'0:02.864',-2.300
'0:02.868',-2.290
'0:02.872',-2.280
'0:02.876',-2.280
'0:02.880',-2.270
'0:02.884',-2.265
'0:02.888',-2.260
'0:02.892',-2.250
'0:02.896',-2.230
'0:02.900',-2.200
'0:02.904',-2.165
'0:02.908',-2.040
'0:02.912',-1.845
'0:02.916',-1.570
'0:02.920',-1.305
'0:02.924',-1.050
'0:02.928',-0.785
'0:02.932',-0.625
'0:02.936',-0.670
'0:02.940',-0.975
'0:02.944',-1.380
'0:02.948',-1.805
'0:02.952',-2.155
'0:02.956',-2.350
'0:02.960',-2.390
'0:02.964',-2.375
'0:02.968',-2.355
'0:02.972',-2.350
'0:02.976',-2.350
'0:02.980',-2.355
'0:02.984',-2.355
'0:02.988',-2.340
'0:02.992',-2.340
'0:02.996',-2.330
'0:03.000',-2.330
'0:03.004',-2.330
'0:03.008',-2.330
'0:03.012',-2.330
'0:03.016',-2.325
'0:03.020',-2.315
'0:03.024',-2.315
'0:03.028',-2.310
'0:03.032',-2.310
'0:03.036',-2.310
'0:03.040',-2.300
'0:03.044',-2.295
'0:03.048',-2.290
'0:03.052',-2.290
'0:03.056',-2.275
'0:03.060',-2.275
'0:03.064',-2.265
'0:03.068',-2.250
'0:03.072',-2.250
'0:03.076',-2.230
'0:03.080',-2.230
'0:03.084',-2.230
'0:03.088',-2.215
'0:03.092',-2.200
'0:03.096',-2.210
'0:03.100',-2.190
'0:03.104',-2.175
'0:03.108',-2.170
'0:03.112',-2.145
'0:03.116',-2.130
'0:03.120',-2.100
'0:03.124',-2.090
'0:03.128',-2.070
'0:03.132',-2.045
'0:03.136',-2.020
'0:03.140',-1.990
'0:03.144',-1.970
'0:03.148',-1.945
'0:03.152',-1.910
'0:03.156',-1.875
'0:03.160',-1.860
'0:03.164',-1.840
'0:03.168',-1.820
'0:03.172',-1.795
'0:03.176',-1.790
'0:03.180',-1.790
'0:03.184',-1.780
'0:03.188',-1.785
'0:03.192',-1.790
'0:03.196',-1.805
'0:03.200',-1.820
'0:03.204',-1.840
'0:03.208',-1.870
'0:03.212',-1.905
'0:03.216',-1.950
'0:03.220',-1.975
'0:03.224',-2.010
'0:03.228',-2.030
'0:03.232',-2.055
'0:03.236',-2.085
'0:03.240',-2.110
'0:03.244',-2.135
'0:03.248',-2.150
'0:03.252',-2.170
'0:03.256',-2.185
'0:03.260',-2.190
'0:03.264',-2.220
'0:03.268',-2.210
'0:03.272',-2.220
'0:03.276',-2.230
'0:03.280',-2.230
'0:03.284',-2.245
'0:03.288',-2.230
'0:03.292',-2.235
'0:03.296',-2.230
'0:03.300',-2.230
'0:03.304',-2.235
'0:03.308',-2.230
'0:03.312',-2.230
'0:03.316',-2.210
'0:03.320',-2.215
'0:03.324',-2.225
'0:03.328',-2.215
'0:03.332',-2.215
'0:03.336',-2.215
'0:03.340',-2.215
'0:03.344',-2.205
'0:03.348',-2.200
'0:03.352',-2.205
'0:03.356',-2.200
'0:03.360',-2.205
'0:03.364',-2.200
'0:03.368',-2.205
'0:03.372',-2.200
'0:03.376',-2.195
'0:03.380',-2.195
'0:03.384',-2.195
'0:03.388',-2.200
'0:03.392',-2.205
'0:03.396',-2.200
'0:03.400',-2.195
'0:03.404',-2.195
'0:03.408',-2.200
'0:03.412',-2.210
'0:03.416',-2.215
'0:03.420',-2.215
'0:03.424',-2.215
'0:03.428',-2.225
'0:03.432',-2.230
'0:03.436',-2.220
'0:03.440',-2.230
'0:03.444',-2.230
'0:03.448',-2.230
'0:03.452',-2.235
'0:03.456',-2.225
'0:03.460',-2.230
'0:03.464',-2.230
'0:03.468',-2.230
'0:03.472',-2.230
'0:03.476',-2.230
'0:03.480',-2.235
'0:03.484',-2.230
'0:03.488',-2.240
'0:03.492',-2.230
'0:03.496',-2.230
'0:03.500',-2.235
'0:03.504',-2.230
'0:03.508',-2.230
'0:03.512',-2.220
'0:03.516',-2.230
'0:03.520',-2.230
'0:03.524',-2.230
'0:03.528',-2.235
'0:03.532',-2.230
'0:03.536',-2.230
'0:03.540',-2.230
'0:03.544',-2.240
'0:03.548',-2.245
'0:03.552',-2.230
'0:03.556',-2.245
'0:03.560',-2.260
'0:03.564',-2.250
'0:03.568',-2.250
'0:03.572',-2.250
'0:03.576',-2.250
'0:03.580',-2.250
'0:03.584',-2.250
'0:03.588',-2.250
'0:03.592',-2.260
'0:03.596',-2.255
'0:03.600',-2.250
'0:03.604',-2.255
'0:03.608',-2.260
'0:03.612',-2.260
'0:03.616',-2.260
'0:03.620',-2.275
'0:03.624',-2.260
'0:03.628',-2.260
'0:03.632',-2.260
'0:03.636',-2.250
'0:03.640',-2.260
'0:03.644',-2.240
'0:03.648',-2.230
'0:03.652',-2.225
'0:03.656',-2.210
'0:03.660',-2.190
'0:03.664',-2.170
'0:03.668',-2.165
'0:03.672',-2.170
'0:03.676',-2.175
'0:03.680',-2.170
'0:03.684',-2.150
'0:03.688',-2.135
'0:03.692',-2.125
'0:03.696',-2.135
'0:03.700',-2.170
'0:03.704',-2.190
'0:03.708',-2.200
'0:03.712',-2.210
'0:03.716',-2.230
'0:03.720',-2.230
'0:03.724',-2.230
'0:03.728',-2.240
'0:03.732',-2.250
'0:03.736',-2.265
'0:03.740',-2.280
'0:03.744',-2.295
'0:03.748',-2.300
'0:03.752',-2.295
'0:03.756',-2.285
'0:03.760',-2.280
'0:03.764',-2.280
'0:03.768',-2.275
'0:03.772',-2.265
'0:03.776',-2.260
'0:03.780',-2.250
'0:03.784',-2.230
'0:03.788',-2.210
'0:03.792',-2.145
'0:03.796',-2.035
'0:03.800',-1.870
'0:03.804',-1.660
'0:03.808',-1.420
'0:03.812',-1.175
'0:03.816',-0.890
'0:03.820',-0.710
'0:03.824',-0.805
'0:03.828',-1.095
'0:03.832',-1.465
'0:03.836',-1.775
'0:03.840',-2.045
'0:03.844',-2.210
'0:03.848',-2.290
'0:03.852',-2.310
'0:03.856',-2.305
'0:03.860',-2.310
'0:03.864',-2.310
'0:03.868',-2.330
'0:03.872',-2.340
'0:03.876',-2.345
'0:03.880',-2.345
'0:03.884',-2.345
'0:03.888',-2.345
'0:03.892',-2.345
'0:03.896',-2.350
'0:03.900',-2.350
'0:03.904',-2.350
'0:03.908',-2.345
'0:03.912',-2.340
'0:03.916',-2.330
'0:03.920',-2.330
'0:03.924',-2.335
'0:03.928',-2.330
'0:03.932',-2.330
'0:03.936',-2.330
'0:03.940',-2.330
'0:03.944',-2.330
'0:03.948',-2.325
'0:03.952',-2.325
'0:03.956',-2.325
'0:03.960',-2.305
'0:03.964',-2.290
'0:03.968',-2.290
'0:03.972',-2.280
'0:03.976',-2.280
'0:03.980',-2.255
'0:03.984',-2.245
'0:03.988',-2.230
'0:03.992',-2.230
'0:03.996',-2.215
'0:04.000',-2.195
'0:04.004',-2.170
'0:04.008',-2.150
'0:04.012',-2.125
'0:04.016',-2.105
'0:04.020',-2.075
'0:04.024',-2.050
'0:04.028',-2.015
'0:04.032',-1.990
'0:04.036',-1.975
'0:04.040',-1.955
'0:04.044',-1.930
'0:04.048',-1.905
'0:04.052',-1.890
'0:04.056',-1.875
'0:04.060',-1.850
'0:04.064',-1.850
'0:04.068',-1.845
'0:04.072',-1.845
'0:04.076',-1.835
'0:04.080',-1.845
'0:04.084',-1.850
'0:04.088',-1.865
'0:04.092',-1.880
'0:04.096',-1.895
'0:04.100',-1.925
'0:04.104',-1.955
'0:04.108',-1.980
'0:04.112',-2.010
'0:04.116',-2.050
'0:04.120',-2.090
'0:04.124',-2.115
'0:04.128',-2.140
'0:04.132',-2.150
'0:04.136',-2.170
'0:04.140',-2.170
'0:04.144',-2.200
'0:04.148',-2.210
'0:04.152',-2.230
'0:04.156',-2.235
'0:04.160',-2.250
'0:04.164',-2.255
'0:04.168',-2.250
'0:04.172',-2.245
'0:04.176',-2.245
'0:04.180',-2.245
'0:04.184',-2.250
'0:04.188',-2.250
'0:04.192',-2.250
'0:04.196',-2.250
'0:04.200',-2.255
'0:04.204',-2.250
'0:04.208',-2.240
'0:04.212',-2.230
'0:04.216',-2.240
'0:04.220',-2.245
'0:04.224',-2.240
'0:04.228',-2.230
'0:04.232',-2.230
'0:04.236',-2.230
'0:04.240',-2.230
'0:04.244',-2.230
'0:04.248',-2.230
'0:04.252',-2.230
'0:04.256',-2.235
'0:04.260',-2.230
'0:04.264',-2.225
'0:04.268',-2.220
'0:04.272',-2.230
'0:04.276',-2.230
'0:04.280',-2.230
'0:04.284',-2.230
'0:04.288',-2.230
'0:04.292',-2.230
'0:04.296',-2.230
'0:04.300',-2.245
'0:04.304',-2.250
'0:04.308',-2.250
'0:04.312',-2.265
'0:04.316',-2.250
'0:04.320',-2.250
'0:04.324',-2.250
'0:04.328',-2.260
'0:04.332',-2.270
'0:04.336',-2.260
'0:04.340',-2.265
'0:04.344',-2.275
'0:04.348',-2.270
'0:04.352',-2.275
'0:04.356',-2.265
'0:04.360',-2.270
'0:04.364',-2.265
'0:04.368',-2.270
'0:04.372',-2.280
'0:04.376',-2.285
'0:04.380',-2.270
'0:04.384',-2.270
'0:04.388',-2.270
'0:04.392',-2.270
'0:04.396',-2.285
'0:04.400',-2.280
'0:04.404',-2.270
'0:04.408',-2.290
'0:04.412',-2.300
'0:04.416',-2.305
'0:04.420',-2.310
'0:04.424',-2.300
'0:04.428',-2.295
'0:04.432',-2.295
'0:04.436',-2.305
'0:04.440',-2.315
'0:04.444',-2.305
'0:04.448',-2.290
'0:04.452',-2.290
'0:04.456',-2.290
'0:04.460',-2.295
'0:04.464',-2.305
'0:04.468',-2.310
'0:04.472',-2.310
'0:04.476',-2.305
'0:04.480',-2.305
'0:04.484',-2.295
'0:04.488',-2.295
'0:04.492',-2.300
'0:04.496',-2.310
'0:04.500',-2.315
'0:04.504',-2.295
'0:04.508',-2.290
'0:04.512',-2.280
'0:04.516',-2.270
'0:04.520',-2.270
'0:04.524',-2.250
'0:04.528',-2.240
'0:04.532',-2.220
'0:04.536',-2.210
'0:04.540',-2.210
'0:04.544',-2.200
'0:04.548',-2.200
'0:04.552',-2.195
'0:04.556',-2.190
'0:04.560',-2.185
'0:04.564',-2.175
'0:04.568',-2.190
'0:04.572',-2.215
'0:04.576',-2.240
'0:04.580',-2.260
'0:04.584',-2.265
'0:04.588',-2.270
'0:04.592',-2.270
'0:04.596',-2.280
'0:04.600',-2.290
'0:04.604',-2.305
'0:04.608',-2.310
'0:04.612',-2.310
'0:04.616',-2.320
'0:04.620',-2.330
'0:04.624',-2.340
'0:04.628',-2.330
'0:04.632',-2.330
'0:04.636',-2.315
'0:04.640',-2.310
'0:04.644',-2.310
'0:04.648',-2.295
