'Elapsed time','ECG I'
'0:00.360',-1.175
'0:00.362',-1.215
'0:00.364',-1.135
'0:00.366',-1.070
'0:00.368',-1.050
'0:00.370',-0.895
'0:00.372',-0.930
'0:00.374',-0.950
'0:00.376',-0.970
'0:00.378',-1.055
'0:00.380',-1.120
'0:00.382',-1.130
'0:00.384',-1.240
'0:00.386',-1.165
'0:00.388',-1.020
'0:00.390',-0.910
'0:00.392',-0.995
'0:00.394',-0.915
'0:00.396',-0.920
'0:00.398',-1.055
'0:00.400',-1.180
'0:00.402',-1.100
'0:00.404',-1.015
'0:00.406',-0.910
'0:00.408',-0.740
'0:00.410',-0.620
'0:00.412',-0.590
'0:00.414',-0.625
'0:00.416',-0.650
'0:00.418',-0.795
'0:00.420',-0.995
'0:00.422',-1.115
'0:00.424',-1.075
'0:00.426',-1.010
'0:00.428',-1.055
'0:00.430',-0.950
'0:00.432',-0.990
'0:00.434',-1.085
'0:00.436',-1.145
'0:00.438',-1.275
'0:00.440',-1.360
'0:00.442',-1.410
'0:00.444',-1.355
'0:00.446',-1.275
'0:00.448',-1.155
'0:00.450',-1.055
'0:00.452',-1.040
'0:00.454',-1.045
'0:00.456',-1.085
'0:00.458',-1.145
'0:00.460',-1.265
'0:00.462',-1.195
'0:00.464',-1.210
'0:00.466',-1.145
'0:00.468',-1.085
'0:00.470',-1.025
'0:00.472',-0.910
'0:00.474',-0.945
'0:00.476',-1.085
'0:00.478',-1.095
'0:00.480',-1.215
'0:00.482',-1.155
'0:00.484',-1.190
'0:00.486',-1.190
'0:00.488',-0.995
'0:00.490',-0.945
'0:00.492',-0.935
'0:00.494',-1.080
'0:00.496',-0.895
'0:00.498',-1.015
'0:00.500',-1.305
'0:00.502',-1.145
'0:00.504',-1.205
'0:00.506',-1.095
'0:00.508',-0.985
'0:00.510',-0.950
'0:00.512',-0.930
'0:00.514',-0.930
'0:00.516',-1.015
'0:00.518',-1.125
'0:00.520',-1.170
'0:00.522',-1.165
'0:00.524',-1.190
'0:00.526',-1.030
'0:00.528',-1.005
'0:00.530',-0.835
'0:00.532',-0.920
'0:00.534',-0.985
'0:00.536',-0.980
'0:00.538',-1.120
'0:00.540',-1.125
'0:00.542',-1.225
'0:00.544',-1.180
'0:00.546',-1.110
'0:00.548',-0.975
'0:00.550',-0.900
'0:00.552',-0.945
'0:00.554',-0.910
'0:00.556',-1.010
'0:00.558',-1.130
'0:00.560',-1.195
'0:00.562',-1.235
'0:00.564',-1.170
'0:00.566',-1.035
'0:00.568',-0.890
'0:00.570',-0.870
'0:00.572',-0.870
'0:00.574',-0.975
'0:00.576',-0.915
'0:00.578',-0.995
'0:00.580',-1.155
'0:00.582',-1.190
'0:00.584',-1.155
'0:00.586',-0.995
'0:00.588',-0.890
'0:00.590',-0.835
'0:00.592',-0.890
'0:00.594',-0.955
'0:00.596',-0.885
'0:00.598',-0.995
'0:00.600',-0.985
'0:00.602',-1.065
'0:00.604',-0.995
'0:00.606',-0.905
'0:00.608',-0.905
'0:00.610',-0.730
'0:00.612',-0.730
'0:00.614',-0.795
'0:00.616',-0.850
'0:00.618',-1.055
'0:00.620',-1.045
'0:00.622',-0.860
'0:00.624',-0.950
'0:00.626',-0.865
'0:00.628',-0.705
'0:00.630',-0.695
'0:00.632',-0.790
'0:00.634',-0.740
'0:00.636',-0.890
'0:00.638',-0.995
'0:00.640',-1.000
'0:00.642',-0.955
'0:00.644',-0.975
'0:00.646',-0.810
'0:00.648',-0.740
'0:00.650',-0.815
'0:00.652',-0.830
'0:00.654',-0.905
'0:00.656',-0.905
'0:00.658',-1.015
'0:00.660',-1.035
'0:00.662',-1.095
'0:00.664',-1.035
'0:00.666',-0.875
'0:00.668',-0.960
'0:00.670',-0.860
'0:00.672',-0.805
'0:00.674',-0.940
'0:00.676',-1.050
'0:00.678',-1.085
'0:00.680',-1.140
'0:00.682',-1.155
'0:00.684',-1.120
'0:00.686',-1.005
'0:00.688',-0.945
'0:00.690',-0.905
'0:00.692',-1.045
'0:00.694',-1.040
'0:00.696',-1.060
'0:00.698',-1.105
'0:00.700',-1.225
'0:00.702',-1.220
'0:00.704',-1.290
'0:00.706',-0.980
'0:00.708',-0.960
'0:00.710',-0.940
'0:00.712',-0.960
'0:00.714',-0.950
'0:00.716',-1.125
'0:00.718',-1.270
'0:00.720',-1.310
'0:00.722',-1.210
'0:00.724',-1.210
'0:00.726',-1.130
'0:00.728',-0.990
'0:00.730',-0.930
'0:00.732',-1.020
'0:00.734',-1.155
'0:00.736',-1.085
'0:00.738',-1.200
'0:00.740',-1.195
'0:00.742',-1.120
'0:00.744',-1.140
'0:00.746',-1.120
'0:00.748',-0.995
'0:00.750',-0.970
'0:00.752',-0.950
'0:00.754',-1.060
'0:00.756',-1.170
'0:00.758',-1.260
'0:00.760',-1.230
'0:00.762',-1.205
'0:00.764',-1.150
'0:00.766',-1.090
'0:00.768',-0.985
'0:00.770',-1.005
'0:00.772',-0.960
'0:00.774',-1.065
'0:00.776',-1.175
'0:00.778',-1.215
'0:00.780',-1.285
'0:00.782',-1.130
'0:00.784',-1.115
'0:00.786',-1.060
'0:00.788',-1.010
'0:00.790',-0.980
'0:00.792',-1.000
'0:00.794',-1.030
'0:00.796',-1.145
'0:00.798',-1.285
'0:00.800',-1.250
'0:00.802',-1.180
'0:00.804',-1.200
'0:00.806',-1.030
'0:00.808',-0.975
'0:00.810',-0.940
'0:00.812',-1.055
'0:00.814',-1.005
'0:00.816',-1.210
'0:00.818',-1.295
'0:00.820',-1.270
'0:00.822',-1.255
'0:00.824',-1.170
'0:00.826',-0.980
'0:00.828',-0.980
'0:00.830',-1.015
'0:00.832',-1.055
'0:00.834',-1.065
'0:00.836',-1.240
'0:00.838',-1.305
'0:00.840',-1.285
'0:00.842',-1.200
'0:00.844',-1.150
'0:00.846',-1.070
'0:00.848',-0.955
'0:00.850',-0.950
'0:00.852',-1.035
'0:00.854',-1.200
'0:00.856',-1.250
'0:00.858',-1.225
'0:00.860',-1.265
'0:00.862',-1.195
'0:00.864',-1.195
'0:00.866',-1.085
'0:00.868',-0.980
'0:00.870',-0.940
'0:00.872',-1.005
'0:00.874',-1.215
'0:00.876',-1.195
'0:00.878',-1.235
'0:00.880',-1.340
'0:00.882',-1.230
'0:00.884',-1.160
'0:00.886',-1.035
'0:00.888',-1.050
'0:00.890',-1.100
'0:00.892',-1.095
'0:00.894',-1.130
'0:00.896',-1.230
'0:00.898',-1.355
'0:00.900',-1.320
'0:00.902',-1.250
'0:00.904',-1.120
'0:00.906',-1.100
'0:00.908',-1.075
'0:00.910',-1.125
'0:00.912',-1.125
'0:00.914',-1.135
'0:00.916',-1.250
'0:00.918',-1.365
'0:00.920',-1.195
'0:00.922',-1.250
'0:00.924',-1.170
'0:00.926',-1.025
'0:00.928',-1.155
'0:00.930',-1.110
'0:00.932',-1.035
'0:00.934',-1.225
'0:00.936',-1.260
'0:00.938',-1.245
'0:00.940',-1.420
'0:00.942',-1.325
'0:00.944',-1.070
'0:00.946',-0.995
'0:00.948',-0.940
'0:00.950',-1.040
'0:00.952',-1.080
'0:00.954',-1.270
'0:00.956',-1.350
'0:00.958',-1.355
'0:00.960',-1.295
'0:00.962',-1.330
'0:00.964',-1.105
'0:00.966',-1.100
'0:00.968',-0.990
'0:00.970',-1.150
'0:00.972',-1.065
'0:00.974',-1.210
'0:00.976',-1.300
'0:00.978',-1.330
'0:00.980',-1.265
'0:00.982',-1.290
'0:00.984',-1.175
'0:00.986',-1.135
'0:00.988',-1.060
'0:00.990',-1.000
'0:00.992',-1.145
'0:00.994',-1.350
'0:00.996',-1.300
'0:00.998',-1.320
'0:01.000',-1.375
'0:01.002',-1.245
'0:01.004',-1.165
'0:01.006',-1.005
'0:01.008',-0.995
'0:01.010',-1.110
'0:01.012',-1.130
'0:01.014',-1.265
'0:01.016',-1.290
'0:01.018',-1.385
'0:01.020',-1.370
'0:01.022',-1.245
'0:01.024',-1.135
'0:01.026',-1.115
'0:01.028',-1.120
'0:01.030',-1.115
'0:01.032',-1.040
'0:01.034',-1.260
'0:01.036',-1.350
'0:01.038',-1.420
'0:01.040',-1.245
'0:01.042',-1.155
'0:01.044',-1.140
'0:01.046',-1.080
'0:01.048',-1.045
'0:01.050',-1.055
'0:01.052',-1.125
'0:01.054',-1.265
'0:01.056',-1.245
'0:01.058',-1.295
'0:01.060',-1.315
'0:01.062',-1.165
'0:01.064',-1.070
'0:01.066',-1.045
'0:01.068',-0.970
'0:01.070',-1.025
'0:01.072',-1.030
'0:01.074',-1.220
'0:01.076',-1.320
'0:01.078',-1.290
'0:01.080',-1.265
'0:01.082',-1.230
'0:01.084',-1.035
'0:01.086',-0.995
'0:01.088',-1.045
'0:01.090',-1.030
'0:01.092',-1.140
'0:01.094',-1.290
'0:01.096',-1.430
'0:01.098',-1.415
'0:01.100',-1.310
'0:01.102',-1.210
'0:01.104',-1.095
'0:01.106',-1.075
'0:01.108',-1.100
'0:01.110',-1.130
'0:01.112',-1.215
'0:01.114',-1.275
'0:01.116',-1.340
'0:01.118',-1.395
'0:01.120',-1.255
'0:01.122',-1.165
'0:01.124',-1.125
'0:01.126',-1.180
'0:01.128',-1.080
'0:01.130',-1.110
'0:01.132',-1.190
'0:01.134',-1.200
'0:01.136',-1.425
'0:01.138',-1.405
'0:01.140',-1.220
'0:01.142',-1.175
'0:01.144',-1.155
'0:01.146',-1.075
'0:01.148',-1.175
'0:01.150',-1.185
'0:01.152',-1.125
'0:01.154',-1.345
'0:01.156',-1.310
'0:01.158',-1.380
'0:01.160',-1.360
'0:01.162',-1.305
'0:01.164',-1.120
'0:01.166',-1.125
'0:01.168',-1.120
'0:01.170',-1.180
'0:01.172',-1.275
'0:01.174',-1.330
'0:01.176',-1.370
'0:01.178',-1.310
'0:01.180',-1.345
'0:01.182',-1.245
'0:01.184',-1.240
'0:01.186',-1.130
'0:01.188',-1.175
'0:01.190',-1.330
'0:01.192',-1.280
'0:01.194',-1.265
'0:01.196',-1.340
'0:01.198',-1.380
'0:01.200',-1.305
'0:01.202',-1.200
'0:01.204',-1.025
'0:01.206',-0.955
'0:01.208',-0.905
'0:01.210',-0.920
'0:01.212',-0.955
'0:01.214',-0.955
'0:01.216',-0.875
'0:01.218',-0.850
'0:01.220',-0.785
'0:01.222',-0.635
'0:01.224',-0.750
'0:01.226',-0.725
'0:01.228',-0.785
'0:01.230',-0.995
'0:01.232',-1.060
'0:01.234',-1.325
'0:01.236',-1.435
'0:01.238',-1.485
'0:01.240',-1.415
'0:01.242',-1.410
'0:01.244',-1.390
'0:01.246',-1.375
'0:01.248',-1.345
'0:01.250',-1.470
'0:01.252',-1.620
'0:01.254',-1.585
'0:01.256',-1.555
'0:01.258',-1.475
'0:01.260',-1.360
'0:01.262',-1.230
'0:01.264',-1.275
'0:01.266',-1.230
'0:01.268',-1.200
'0:01.270',-1.200
'0:01.272',-1.285
'0:01.274',-1.415
'0:01.276',-1.385
'0:01.278',-1.345
'0:01.280',-1.255
'0:01.282',-1.185
'0:01.284',-1.120
'0:01.286',-1.050
'0:01.288',-1.160
'0:01.290',-1.160
'0:01.292',-1.205
'0:01.294',-1.380
'0:01.296',-1.340
'0:01.298',-1.330
'0:01.300',-1.350
'0:01.302',-1.170
'0:01.304',-1.045
'0:01.306',-1.080
'0:01.308',-1.085
'0:01.310',-1.260
'0:01.312',-1.315
'0:01.314',-1.345
'0:01.316',-1.345
'0:01.318',-1.390
'0:01.320',-1.300
'0:01.322',-1.190
'0:01.324',-1.080
'0:01.326',-1.065
'0:01.328',-1.100
'0:01.330',-1.160
'0:01.332',-1.270
'0:01.334',-1.300
'0:01.336',-1.310
'0:01.338',-1.285
'0:01.340',-1.325
'0:01.342',-1.110
'0:01.344',-1.050
'0:01.346',-1.110
'0:01.348',-1.205
'0:01.350',-1.165
'0:01.352',-1.245
'0:01.354',-1.255
'0:01.356',-1.225
'0:01.358',-1.275
'0:01.360',-1.280
'0:01.362',-1.125
'0:01.364',-1.025
'0:01.366',-0.945
'0:01.368',-1.100
'0:01.370',-1.095
'0:01.372',-1.050
'0:01.374',-1.240
'0:01.376',-1.300
'0:01.378',-1.335
'0:01.380',-1.345
'0:01.382',-1.020
'0:01.384',-0.960
'0:01.386',-1.085
'0:01.388',-1.005
'0:01.390',-1.035
'0:01.392',-1.190
'0:01.394',-1.250
'0:01.396',-1.165
'0:01.398',-1.040
'0:01.400',-0.990
'0:01.402',-0.960
'0:01.404',-0.975
'0:01.406',-0.935
'0:01.408',-0.980
'0:01.410',-1.000
'0:01.412',-1.015
'0:01.414',-1.000
'0:01.416',-1.045
'0:01.418',-1.050
'0:01.420',-1.010
'0:01.422',-0.880
'0:01.424',-0.760
'0:01.426',-0.710
'0:01.428',-0.680
'0:01.430',-0.935
'0:01.432',-1.035
'0:01.434',-1.005
'0:01.436',-0.935
'0:01.438',-0.925
'0:01.440',-0.820
'0:01.442',-0.720
'0:01.444',-0.720
'0:01.446',-0.810
'0:01.448',-0.730
'0:01.450',-0.850
'0:01.452',-0.960
'0:01.454',-1.015
'0:01.456',-1.105
'0:01.458',-0.995
'0:01.460',-0.965
'0:01.462',-0.905
'0:01.464',-0.780
'0:01.466',-0.800
'0:01.468',-0.850
'0:01.470',-1.025
'0:01.472',-1.085
'0:01.474',-1.080
'0:01.476',-1.120
'0:01.478',-1.090
'0:01.480',-1.105
'0:01.482',-0.950
'0:01.484',-0.960
'0:01.486',-0.995
'0:01.488',-1.025
'0:01.490',-1.050
'0:01.492',-1.275
'0:01.494',-1.335
'0:01.496',-1.285
'0:01.498',-1.230
'0:01.500',-1.125
'0:01.502',-1.090
'0:01.504',-1.035
'0:01.506',-1.105
'0:01.508',-1.050
'0:01.510',-1.225
'0:01.512',-1.320
'0:01.514',-1.335
'0:01.516',-1.335
'0:01.518',-1.315
'0:01.520',-1.225
'0:01.522',-1.135
'0:01.524',-1.090
'0:01.526',-1.055
'0:01.528',-1.110
'0:01.530',-1.230
'0:01.532',-1.370
'0:01.534',-1.365
'0:01.536',-1.340
'0:01.538',-1.285
'0:01.540',-1.190
'0:01.542',-1.085
'0:01.544',-1.135
'0:01.546',-1.140
'0:01.548',-1.180
'0:01.550',-1.315
'0:01.552',-1.415
'0:01.554',-1.330
'0:01.556',-1.360
'0:01.558',-1.315
'0:01.560',-1.205
'0:01.562',-1.085
'0:01.564',-1.115
'0:01.566',-1.170
'0:01.568',-1.225
'0:01.570',-1.280
'0:01.572',-1.385
'0:01.574',-1.420
'0:01.576',-1.330
'0:01.578',-1.260
'0:01.580',-1.185
'0:01.582',-1.190
'0:01.584',-1.180
'0:01.586',-1.055
'0:01.588',-1.145
'0:01.590',-1.235
'0:01.592',-1.385
'0:01.594',-1.395
'0:01.596',-1.330
'0:01.598',-1.220
'0:01.600',-1.130
'0:01.602',-1.085
'0:01.604',-1.095
'0:01.606',-1.160
'0:01.608',-1.325
'0:01.610',-1.415
'0:01.612',-1.435
'0:01.614',-1.470
'0:01.616',-1.360
'0:01.618',-1.315
'0:01.620',-1.175
'0:01.622',-1.130
'0:01.624',-1.130
'0:01.626',-1.165
'0:01.628',-1.185
'0:01.630',-1.310
'0:01.632',-1.370
'0:01.634',-1.480
'0:01.636',-1.360
'0:01.638',-1.230
'0:01.640',-1.210
'0:01.642',-1.120
'0:01.644',-1.150
'0:01.646',-1.140
'0:01.648',-1.255
'0:01.650',-1.365
'0:01.652',-1.525
'0:01.654',-1.395
'0:01.656',-1.390
'0:01.658',-1.355
'0:01.660',-1.150
'0:01.662',-1.110
'0:01.664',-1.080
'0:01.666',-1.290
'0:01.668',-1.375
'0:01.670',-1.365
'0:01.672',-1.425
'0:01.674',-1.415
'0:01.676',-1.395
'0:01.678',-1.280
'0:01.680',-1.230
'0:01.682',-1.065
'0:01.684',-1.210
'0:01.686',-1.150
'0:01.688',-1.205
'0:01.690',-1.400
'0:01.692',-1.490
'0:01.694',-1.465
'0:01.696',-1.355
'0:01.698',-1.390
'0:01.700',-1.205
'0:01.702',-1.160
'0:01.704',-1.150
'0:01.706',-1.230
'0:01.708',-1.280
'0:01.710',-1.415
'0:01.712',-1.460
'0:01.714',-1.405
'0:01.716',-1.305
'0:01.718',-1.355
'0:01.720',-1.245
'0:01.722',-1.170
'0:01.724',-1.120
'0:01.726',-1.225
'0:01.728',-1.310
'0:01.730',-1.485
'0:01.732',-1.525
'0:01.734',-1.510
'0:01.736',-1.420
'0:01.738',-1.290
'0:01.740',-1.200
'0:01.742',-1.215
'0:01.744',-1.215
'0:01.746',-1.295
'0:01.748',-1.320
'0:01.750',-1.345
'0:01.752',-1.440
'0:01.754',-1.400
'0:01.756',-1.460
'0:01.758',-1.395
'0:01.760',-1.210
'0:01.762',-1.125
'0:01.764',-1.175
'0:01.766',-1.160
'0:01.768',-1.225
'0:01.770',-1.385
'0:01.772',-1.440
'0:01.774',-1.435
'0:01.776',-1.365
'0:01.778',-1.305
'0:01.780',-1.265
'0:01.782',-1.175
'0:01.784',-1.150
'0:01.786',-1.230
'0:01.788',-1.370
'0:01.790',-1.375
'0:01.792',-1.480
'0:01.794',-1.350
'0:01.796',-1.495
'0:01.798',-1.340
'0:01.800',-1.135
'0:01.802',-1.135
'0:01.804',-1.195
'0:01.806',-1.230
'0:01.808',-1.350
'0:01.810',-1.365
'0:01.812',-1.495
'0:01.814',-1.460
'0:01.816',-1.380
'0:01.818',-1.310
'0:01.820',-1.210
'0:01.822',-1.200
'0:01.824',-1.220
'0:01.826',-1.225
'0:01.828',-1.375
'0:01.830',-1.400
'0:01.832',-1.540
'0:01.834',-1.410
'0:01.836',-1.395
'0:01.838',-1.265
'0:01.840',-1.200
'0:01.842',-1.175
'0:01.844',-1.205
'0:01.846',-1.260
'0:01.848',-1.320
'0:01.850',-1.435
'0:01.852',-1.425
'0:01.854',-1.385
'0:01.856',-1.355
'0:01.858',-1.265
'0:01.860',-1.145
'0:01.862',-1.150
'0:01.864',-1.205
'0:01.866',-1.290
'0:01.868',-1.365
'0:01.870',-1.415
'0:01.872',-1.425
'0:01.874',-1.400
'0:01.876',-1.320
'0:01.878',-1.260
'0:01.880',-1.170
'0:01.882',-1.220
'0:01.884',-1.245
'0:01.886',-1.235
'0:01.888',-1.345
'0:01.890',-1.480
'0:01.892',-1.445
'0:01.894',-1.330
'0:01.896',-1.305
'0:01.898',-1.365
'0:01.900',-1.200
'0:01.902',-1.230
'0:01.904',-1.210
'0:01.906',-1.240
'0:01.908',-1.365
'0:01.910',-1.400
'0:01.912',-1.455
'0:01.914',-1.440
'0:01.916',-1.380
'0:01.918',-1.180
'0:01.920',-1.160
'0:01.922',-1.185
'0:01.924',-1.225
'0:01.926',-1.140
'0:01.928',-1.385
'0:01.930',-1.390
'0:01.932',-1.380
'0:01.934',-1.350
'0:01.936',-1.275
'0:01.938',-1.210
'0:01.940',-1.070
'0:01.942',-1.035
'0:01.944',-1.115
'0:01.946',-1.185
'0:01.948',-1.270
'0:01.950',-1.470
'0:01.952',-1.415
'0:01.954',-1.305
'0:01.956',-1.200
'0:01.958',-1.180
'0:01.960',-1.170
'0:01.962',-1.055
'0:01.964',-1.115
'0:01.966',-1.165
'0:01.968',-1.300
'0:01.970',-1.360
'0:01.972',-1.385
'0:01.974',-1.355
'0:01.976',-1.350
'0:01.978',-1.295
'0:01.980',-1.180
'0:01.982',-1.115
'0:01.984',-1.190
'0:01.986',-1.285
'0:01.988',-1.395
'0:01.990',-1.400
'0:01.992',-1.515
'0:01.994',-1.485
'0:01.996',-1.330
'0:01.998',-1.140
'0:02.000',-1.095
'0:02.002',-1.180
'0:02.004',-1.230
'0:02.006',-1.325
'0:02.008',-1.430
'0:02.010',-1.465
'0:02.012',-1.370
'0:02.014',-1.410
'0:02.016',-1.395
'0:02.018',-1.235
'0:02.020',-1.070
'0:02.022',-1.115
'0:02.024',-1.210
'0:02.026',-1.400
'0:02.028',-1.425
'0:02.030',-1.440
'0:02.032',-1.470
'0:02.034',-1.415
'0:02.036',-1.330
'0:02.038',-1.215
'0:02.040',-1.175
'0:02.042',-1.215
'0:02.044',-1.210
'0:02.046',-1.260
'0:02.048',-1.390
'0:02.050',-1.505
'0:02.052',-1.445
'0:02.054',-1.350
'0:02.056',-1.350
'0:02.058',-1.255
'0:02.060',-1.140
'0:02.062',-1.140
'0:02.064',-1.285
'0:02.066',-1.365
'0:02.068',-1.345
'0:02.070',-1.490
'0:02.072',-1.455
'0:02.074',-1.405
'0:02.076',-1.265
'0:02.078',-1.135
'0:02.080',-1.120
'0:02.082',-1.100
'0:02.084',-1.075
'0:02.086',-1.075
'0:02.088',-1.080
'0:02.090',-1.070
'0:02.092',-1.175
'0:02.094',-1.000
'0:02.096',-0.850
'0:02.098',-0.755
'0:02.100',-0.805
'0:02.102',-0.865
'0:02.104',-1.055
'0:02.106',-1.255
'0:02.108',-1.425
'0:02.110',-1.490
'0:02.112',-1.510
'0:02.114',-1.610
'0:02.116',-1.455
'0:02.118',-1.425
'0:02.120',-1.445
'0:02.122',-1.500
'0:02.124',-1.475
'0:02.126',-1.560
'0:02.128',-1.610
'0:02.130',-1.585
'0:02.132',-1.640
'0:02.134',-1.635
'0:02.136',-1.305
'0:02.138',-1.125
'0:02.140',-1.245
'0:02.142',-1.340
'0:02.144',-1.230
'0:02.146',-1.330
'0:02.148',-1.420
'0:02.150',-1.415
'0:02.152',-1.425
'0:02.154',-1.375
'0:02.156',-1.280
'0:02.158',-1.165
'0:02.160',-1.150
'0:02.162',-1.230
'0:02.164',-1.195
'0:02.166',-1.305
'0:02.168',-1.465
'0:02.170',-1.460
'0:02.172',-1.385
'0:02.174',-1.320
'0:02.176',-1.285
'0:02.178',-1.130
'0:02.180',-1.225
'0:02.182',-1.175
'0:02.184',-1.240
'0:02.186',-1.335
'0:02.188',-1.445
'0:02.190',-1.510
'0:02.192',-1.420
'0:02.194',-1.385
'0:02.196',-1.195
'0:02.198',-1.165
'0:02.200',-1.125
'0:02.202',-1.190
'0:02.204',-1.255
'0:02.206',-1.295
'0:02.208',-1.485
'0:02.210',-1.425
'0:02.212',-1.405
'0:02.214',-1.315
'0:02.216',-1.180
'0:02.218',-1.135
'0:02.220',-1.055
'0:02.222',-1.230
'0:02.224',-1.215
'0:02.226',-1.300
'0:02.228',-1.265
'0:02.230',-1.445
'0:02.232',-1.355
'0:02.234',-1.330
'0:02.236',-1.215
'0:02.238',-1.095
'0:02.240',-1.100
'0:02.242',-1.160
'0:02.244',-1.170
'0:02.246',-1.365
'0:02.248',-1.390
'0:02.250',-1.400
'0:02.252',-1.300
'0:02.254',-1.125
'0:02.256',-1.140
'0:02.258',-1.130
'0:02.260',-1.090
'0:02.262',-1.125
'0:02.264',-1.080
'0:02.266',-1.315
'0:02.268',-1.315
'0:02.270',-1.235
'0:02.272',-1.250
'0:02.274',-1.180
'0:02.276',-1.070
'0:02.278',-1.055
'0:02.280',-1.070
'0:02.282',-1.070
'0:02.284',-1.090
'0:02.286',-1.120
'0:02.288',-1.155
'0:02.290',-1.115
'0:02.292',-1.120
'0:02.294',-1.160
'0:02.296',-0.965
'0:02.298',-0.910
'0:02.300',-0.900
'0:02.302',-0.995
'0:02.304',-1.070
'0:02.306',-1.180
'0:02.308',-1.155
'0:02.310',-1.100
'0:02.312',-1.035
'0:02.314',-1.105
'0:02.316',-0.965
'0:02.318',-0.910
'0:02.320',-0.735
'0:02.322',-0.850
